Xl,gamma,al,exp.al
 1.070000e-02,-1.000000e+02, 4.530000e+02, 4.890883e+02
 1.115000e-02,-1.000000e+02, 4.630000e+02, 4.993779e+02
 1.200000e-02,-1.000000e+02, 2.460000e+02, 5.180679e+02
 1.915000e-02,-1.000000e+02, 3.280000e+02, 6.470010e+02
 1.827500e-02,-1.000000e+02, 7.320000e+02, 6.333336e+02
 1.260000e-02,-1.000000e+02, 5.830000e+02, 5.307200e+02
 1.742500e-02,-1.000000e+02, 3.970000e+02, 6.195874e+02
 1.162500e-02,-1.000000e+02, 2.440000e+02, 5.099377e+02
 1.457500e-02,-1.000000e+02, 4.780000e+02, 5.696084e+02
 1.152500e-02,-1.000000e+02, 1.680000e+02, 5.077394e+02
 1.105000e-02,-1.000000e+02, 5.540000e+02, 4.971159e+02
 1.245000e-02,-1.000000e+02, 4.610000e+02, 5.275967e+02
 1.290000e-02,-1.000000e+02, 8.760000e+02, 5.368899e+02
 1.250000e-02,-1.000000e+02, 3.260000e+02, 5.286406e+02
 1.525000e-02,-1.000000e+02, 1.290000e+02, 5.820413e+02
 2.115000e-02,-1.000000e+02, 7.840000e+02, 6.765814e+02
 1.252500e-02,-1.000000e+02, 5.460000e+02, 5.291616e+02
 1.082500e-02,-1.000000e+02, 8.590000e+02, 4.919754e+02
 1.165000e-02,-1.000000e+02, 4.220000e+02, 5.104853e+02
 1.137500e-02,-1.000000e+02, 1.570000e+02, 5.044173e+02
 1.697500e-02,-1.000000e+02, 7.100000e+02, 6.121103e+02
 1.885000e-02,-1.000000e+02, 7.400000e+02, 6.423680e+02
 1.125000e-02,-1.000000e+02, 1.222000e+03, 5.016261e+02
 1.685000e-02,-1.000000e+02, 4.940000e+02, 6.100078e+02
 2.045000e-02,-1.000000e+02, 3.280000e+02, 6.664757e+02
 1.085000e-02,-1.000000e+02, 1.720000e+02, 4.925501e+02
 1.257500e-02,-1.000000e+02, 1.356000e+03, 5.302012e+02
 1.067500e-02,-1.000000e+02, 3.650000e+02, 4.885081e+02
 1.400000e-02,-1.000000e+02, 6.020000e+02, 5.586903e+02
 1.332500e-02,-1.000000e+02, 1.089000e+03, 5.454618e+02
 1.475000e-02,-1.000000e+02, 9.670000e+02, 5.728706e+02
 1.580000e-02,-1.000000e+02, 2.210000e+02, 5.918837e+02
 1.025000e-02,-1.000000e+02, 3.660000e+02, 4.785029e+02
 1.280000e-02,-1.000000e+02, 1.590000e+02, 5.348444e+02
 2.782500e-02,-1.000000e+02, 5.750000e+02, 7.620659e+02
 1.237500e-02,-1.000000e+02, 2.750000e+02, 5.260253e+02
 1.032500e-02,-1.000000e+02, 4.740000e+02, 4.802885e+02
 1.172500e-02,-1.000000e+02, 3.220000e+02, 5.121231e+02
 1.032500e-02,-1.000000e+02, 3.660000e+02, 4.802885e+02
 1.267500e-02,-1.000000e+02, 3.580000e+02, 5.322719e+02
 1.775000e-02,-1.000000e+02, 2.850000e+02, 6.249002e+02
 1.270000e-02,-1.000000e+02, 2.670000e+02, 5.327878e+02
 1.210000e-02,-1.000000e+02, 4.190000e+02, 5.202065e+02
 1.247500e-02,-1.000000e+02, 2.580000e+02, 5.281190e+02
 1.057500e-02,-1.000000e+02, 4.350000e+02, 4.861784e+02
 2.072500e-02,-1.000000e+02, 2.190000e+02, 6.704762e+02
 1.830000e-02,-1.000000e+02, 2.000000e+02, 6.337307e+02
 1.022500e-02,-1.000000e+02, 1.700000e+02, 4.779058e+02
 1.977500e-02,-1.000000e+02, 4.900000e+02, 6.564827e+02
 1.170000e-02,-1.000000e+02, 7.150000e+02, 5.115780e+02
 1.997500e-02,-1.000000e+02, 5.840000e+02, 6.594698e+02
 2.102500e-02,-1.000000e+02, 7.880000e+02, 6.747954e+02
 1.595000e-02,-1.000000e+02, 4.450000e+02, 5.945252e+02
 1.237500e-02,-1.000000e+02, 2.940000e+02, 5.260253e+02
 1.652500e-02,-1.000000e+02, 5.670000e+02, 6.044875e+02
 1.070000e-02,-1.000000e+02, 1.049000e+03, 4.890883e+02
 1.107500e-02,-1.000000e+02, 2.930000e+02, 4.976827e+02
 1.375000e-02,-1.000000e+02, 1.011000e+03, 5.538443e+02
 1.427500e-02,-1.000000e+02, 2.930000e+02, 5.639509e+02
 1.127500e-02,-1.000000e+02, 5.750000e+02, 5.021860e+02
 1.222500e-02,-1.000000e+02, 4.060000e+02, 5.228626e+02
 1.032500e-02,-1.000000e+02, 3.700000e+02, 4.802885e+02
 1.465000e-02,-1.000000e+02, 8.510000e+02, 5.710099e+02
 1.175000e-02,-1.000000e+02, 1.303000e+03, 5.126675e+02
 1.075000e-02,-1.000000e+02, 6.480000e+02, 4.902458e+02
 1.282500e-02,-1.000000e+02, 2.150000e+02, 5.353569e+02
 1.452500e-02,-1.000000e+02, 7.580000e+02, 5.686713e+02
 1.067500e-02,-1.000000e+02, 2.060000e+02, 4.885081e+02
 1.282500e-02,-1.000000e+02, 2.520000e+02, 5.353569e+02
 1.325000e-02,-1.000000e+02, 6.150000e+02, 5.439631e+02
 1.150000e-02,-1.000000e+02, 4.500000e+02, 5.071878e+02
 2.252500e-02,-1.000000e+02, 2.120000e+02, 6.957211e+02
 1.410000e-02,-1.000000e+02, 3.490000e+02, 5.606117e+02
 1.347500e-02,-1.000000e+02, 1.700000e+02, 5.484415e+02
 1.092500e-02,-1.000000e+02, 1.788000e+03, 4.942689e+02
 1.200000e-02,-1.000000e+02, 1.340000e+02, 5.180679e+02
 1.545000e-02,-1.000000e+02, 1.730000e+02, 5.856494e+02
 1.240000e-02,-1.000000e+02, 1.060000e+02, 5.265498e+02
 1.267500e-02,-1.000000e+02, 3.750000e+02, 5.322719e+02
 2.092500e-02,-1.000000e+02, 1.267000e+03, 6.733608e+02
 1.042500e-02,-1.000000e+02, 2.380000e+02, 4.826558e+02
 1.277500e-02,-1.000000e+02, 5.040000e+02, 5.343313e+02
 1.150000e-02,-1.000000e+02, 1.738000e+03, 5.071878e+02
 1.095000e-02,-1.000000e+02, 2.070000e+02, 4.948401e+02
 1.645000e-02,-1.000000e+02, 8.940000e+02, 6.032025e+02
 1.110000e-02,-1.000000e+02, 1.250000e+03, 4.982486e+02
 1.152500e-02,-1.000000e+02, 2.040000e+02, 5.077394e+02
 2.347500e-02,-1.000000e+02, 1.121000e+03, 7.084342e+02
 1.297500e-02,-1.000000e+02, 8.190000e+02, 5.384168e+02
 1.127500e-02,-1.000000e+02, 1.209000e+03, 5.021860e+02
 1.095000e-02,-1.000000e+02, 1.990000e+02, 4.948401e+02
 1.517500e-02,-1.000000e+02, 2.670000e+02, 5.806795e+02
 1.435000e-02,-1.000000e+02, 1.810000e+02, 5.653731e+02
 1.810000e-02,-1.000000e+02, 6.790000e+02, 6.305425e+02
 1.030000e-02,-1.000000e+02, 2.170000e+02, 4.796942e+02
 1.892500e-02,-1.000000e+02, 5.490000e+02, 6.435313e+02
 1.432500e-02,-1.000000e+02, 1.385000e+03, 5.648996e+02
 1.122500e-02,-1.000000e+02, 1.173000e+03, 5.010653e+02
 1.727500e-02,-1.000000e+02, 8.690000e+02, 6.171109e+02
 1.090000e-02,-1.000000e+02, 4.730000e+02, 4.936969e+02
 1.310000e-02,-1.000000e+02, 3.380000e+02, 5.409479e+02
 1.225000e-02,-1.000000e+02, 2.570000e+02, 5.233915e+02
 1.862500e-02,-1.000000e+02, 8.510000e+02, 6.388574e+02
 1.595000e-02,-1.000000e+02, 2.600000e+02, 5.945252e+02
 1.870000e-02,-1.000000e+02, 8.830000e+02, 6.400310e+02
 1.332500e-02,-1.000000e+02, 3.150000e+02, 5.454618e+02
 1.747500e-02,-1.000000e+02, 1.620000e+02, 6.204094e+02
 1.117500e-02,-1.000000e+02, 1.264000e+03, 4.999412e+02
 1.107500e-02,-1.000000e+02, 5.800000e+02, 4.976827e+02
 1.165000e-02,-1.000000e+02, 5.330000e+02, 5.104853e+02
 1.307500e-02,-1.000000e+02, 3.310000e+02, 5.404430e+02
 2.370000e-02,-1.000000e+02, 1.424000e+03, 7.113877e+02
 1.065000e-02,-1.000000e+02, 2.280000e+02, 4.879271e+02
 1.262500e-02,-1.000000e+02, 2.390000e+02, 5.312380e+02
 1.017500e-02,-1.000000e+02, 4.340000e+02, 4.767086e+02
 1.087500e-02,-1.000000e+02, 1.236000e+03, 4.931239e+02
 1.247500e-02,-1.000000e+02, 3.140000e+02, 5.281190e+02
 1.540000e-02,-1.000000e+02, 3.900000e+02, 5.847505e+02
 1.457500e-02,-1.000000e+02, 4.250000e+02, 5.696084e+02
 1.727500e-02,-1.000000e+02, 6.190000e+02, 6.171109e+02
 1.590000e-02,-1.000000e+02, 3.230000e+02, 5.936467e+02
 1.032500e-02,-1.000000e+02, 1.360000e+02, 4.802885e+02
 1.212500e-02,-1.000000e+02, 8.700000e+01, 5.207392e+02
 1.280000e-02,-1.000000e+02, 1.322000e+03, 5.348444e+02
 1.255000e-02,-1.000000e+02, 1.039000e+03, 5.296817e+02
 1.120000e-02,-1.000000e+02, 5.520000e+02, 5.005037e+02
 1.650000e-02,-1.000000e+02, 1.187000e+03, 6.040597e+02
 1.862500e-02,-1.000000e+02, 3.710000e+02, 6.388574e+02
 1.887500e-02,-1.000000e+02, 7.050000e+02, 6.427562e+02
 1.155000e-02,-1.000000e+02, 1.870000e+02, 5.082902e+02
 1.100000e-02,-1.000000e+02, 1.780000e+02, 4.959798e+02
 1.647500e-02,-1.000000e+02, 4.500000e+02, 6.036313e+02
 1.087500e-02,-1.000000e+02, 4.390000e+02, 4.931239e+02
 1.140000e-02,-1.000000e+02, 3.590000e+02, 5.049731e+02
 1.235000e-02,-1.000000e+02, 4.250000e+02, 5.255000e+02
 1.417500e-02,-1.000000e+02, 5.140000e+02, 5.620463e+02
 1.085000e-02,-1.000000e+02, 2.530000e+02, 4.925501e+02
 1.562500e-02,-1.000000e+02, 2.680000e+02, 5.887791e+02
 1.037500e-02,-1.000000e+02, 1.818000e+03, 4.814740e+02
 1.372500e-02,-1.000000e+02, 2.315000e+03, 5.533563e+02
 1.597500e-02,-1.000000e+02, 6.510000e+02, 5.949637e+02
 1.030000e-02,-1.000000e+02, 2.550000e+02, 4.796942e+02
 1.367500e-02,-1.000000e+02, 4.250000e+02, 5.523784e+02
 1.062500e-02,-1.000000e+02, 1.046000e+03, 4.873451e+02
 1.317500e-02,-1.000000e+02, 4.420000e+02, 5.424585e+02
 1.125000e-02,-1.000000e+02, 3.810000e+02, 5.016261e+02
 1.075000e-02,-1.000000e+02, 3.870000e+02, 4.902458e+02
 2.387500e-02,-1.000000e+02, 2.280000e+02, 7.136702e+02
 1.317500e-02,-1.000000e+02, 3.830000e+02, 5.424585e+02
 1.665000e-02,-1.000000e+02, 3.110000e+02, 6.066200e+02
 1.072500e-02,-1.000000e+02, 2.420000e+02, 4.896675e+02
 1.802500e-02,-1.000000e+02, 4.900000e+02, 6.293402e+02
 1.162500e-02,-1.000000e+02, 3.610000e+02, 5.099377e+02
 1.160000e-02,-1.000000e+02, 3.450000e+02, 5.093893e+02
 1.115000e-02,-1.000000e+02, 8.840000e+02, 4.993779e+02
 1.037500e-02,-1.000000e+02, 1.304000e+03, 4.814740e+02
 2.120000e-02,-1.000000e+02, 1.710000e+02, 6.772936e+02
 1.462500e-02,-1.000000e+02, 1.870000e+02, 5.705433e+02
 1.225000e-02,-1.000000e+02, 2.000000e+02, 5.233915e+02
 1.150000e-02,-1.000000e+02, 3.650000e+02, 5.071878e+02
 1.037500e-02,-1.000000e+02, 2.750000e+02, 4.814740e+02
 1.695000e-02,-1.000000e+02, 5.480000e+02, 6.116907e+02
 1.057500e-02,-1.000000e+02, 5.700000e+01, 4.861784e+02
 1.310000e-02,-1.000000e+02, 1.280000e+03, 5.409479e+02
 1.412500e-02,-1.000000e+02, 5.630000e+02, 5.610905e+02
 1.200000e-02,-1.000000e+02, 9.580000e+02, 5.180679e+02
 1.315000e-02,-1.000000e+02, 3.520000e+02, 5.419557e+02
 1.505000e-02,-1.000000e+02, 2.620000e+02, 5.783992e+02
 1.895000e-02,-1.000000e+02, 5.860000e+02, 6.439184e+02
 1.447500e-02,-1.000000e+02, 3.050000e+02, 5.677319e+02
 1.555000e-02,-1.000000e+02, 1.248000e+03, 5.874409e+02
 3.547500e-02,-1.000000e+02, 7.290000e+02, 8.422788e+02
 1.492500e-02,-1.000000e+02, 1.519000e+03, 5.761052e+02
 1.085000e-02,-1.000000e+02, 9.500000e+01, 4.925501e+02
 1.195000e-02,-1.000000e+02, 5.490000e+02, 5.169941e+02
 1.402500e-02,-1.000000e+02, 6.900000e+01, 5.591716e+02
 1.320000e-02,-1.000000e+02, 6.750000e+02, 5.429607e+02
 1.025000e-02,-1.000000e+02, 1.350000e+02, 4.785029e+02
 1.280000e-02,-1.000000e+02, 7.670000e+02, 5.348444e+02
 1.020000e-02,-1.000000e+02, 4.100000e+02, 4.773076e+02
 1.030000e-02,-1.000000e+02, 4.040000e+02, 4.796942e+02
 1.410000e-02,-1.000000e+02, 8.650000e+02, 5.606117e+02
 1.742500e-02,-1.000000e+02, 2.449000e+03, 6.195874e+02
 1.112500e-02,-1.000000e+02, 1.680000e+03, 4.988137e+02
 1.472500e-02,-1.000000e+02, 2.660000e+02, 5.724062e+02
 1.032500e-02,-1.000000e+02, 3.410000e+02, 4.802885e+02
 1.492500e-02,-1.000000e+02, 9.940000e+02, 5.761052e+02
 1.185000e-02,-1.000000e+02, 6.520000e+02, 5.148371e+02
 1.472500e-02,-1.000000e+02, 1.053000e+03, 5.724062e+02
 1.075000e-02,-1.000000e+02, 1.007000e+03, 4.902458e+02
 1.500000e-02,-1.000000e+02, 4.480000e+02, 5.774832e+02
 1.630000e-02,-1.000000e+02, 2.350000e+02, 6.006195e+02
 1.050000e-02,-1.000000e+02, 8.940000e+02, 4.844213e+02
 1.210000e-02,-1.000000e+02, 1.310000e+02, 5.202065e+02
 1.205000e-02,-1.000000e+02, 4.240000e+02, 5.191387e+02
 1.622500e-02,-1.000000e+02, 3.350000e+02, 5.993216e+02
 1.682500e-02,-1.000000e+02, 3.800000e+02, 6.095859e+02
 1.437500e-02,-1.000000e+02, 3.210000e+02, 5.658460e+02
 1.080000e-02,-1.000000e+02, 2.840000e+02, 4.913998e+02
 1.572500e-02,-1.000000e+02, 1.054000e+03, 5.905562e+02
 2.120000e-02,-1.000000e+02, 6.370000e+02, 6.772936e+02
 1.150000e-02,-1.000000e+02, 7.610000e+02, 5.071878e+02
 1.177500e-02,-1.000000e+02, 3.750000e+02, 5.132111e+02
 1.170000e-02,-1.000000e+02, 1.610000e+02, 5.115780e+02
 1.475000e-02,-1.000000e+02, 1.522000e+03, 5.728706e+02
 1.597500e-02,-1.000000e+02, 2.800000e+02, 5.949637e+02
 1.415000e-02,-1.000000e+02, 5.620000e+02, 5.615687e+02
 1.062500e-02,-1.000000e+02, 2.290000e+02, 4.873451e+02
 2.035000e-02,-1.000000e+02, 6.290000e+02, 6.650109e+02
 1.052500e-02,-1.000000e+02, 1.550000e+02, 4.850079e+02
 1.132500e-02,-1.000000e+02, 1.520000e+02, 5.033034e+02
 1.270000e-02,-1.000000e+02, 5.200000e+02, 5.327878e+02
 1.022500e-02,-1.000000e+02, 1.340000e+02, 4.779058e+02
 1.072500e-02,-1.000000e+02, 1.046000e+03, 4.896675e+02
 1.062500e-02,-1.000000e+02, 1.330000e+02, 4.873451e+02
 1.190000e-02,-1.000000e+02, 2.200000e+02, 5.159171e+02
 1.067500e-02,-1.000000e+02, 1.173000e+03, 4.885081e+02
 1.282500e-02,-1.000000e+02, 1.970000e+02, 5.353569e+02
 1.155000e-02,-1.000000e+02, 5.830000e+02, 5.082902e+02
 1.042500e-02,-1.000000e+02, 7.430000e+02, 4.826558e+02
 1.992500e-02,-1.000000e+02, 1.141000e+03, 6.587251e+02
 1.092500e-02,-1.000000e+02, 6.360000e+02, 4.942689e+02
 1.320000e-02,-1.000000e+02, 2.030000e+02, 5.429607e+02
 1.075000e-02,-1.000000e+02, 1.600000e+02, 4.902458e+02
 1.247500e-02,-1.000000e+02, 3.970000e+02, 5.281190e+02
 1.102500e-02,-1.000000e+02, 1.890000e+02, 4.965483e+02
 1.232500e-02,-1.000000e+02, 3.340000e+02, 5.249740e+02
 1.017500e-02,-1.000000e+02, 1.125000e+03, 4.767086e+02
 1.972500e-02,-1.000000e+02, 8.690000e+02, 6.557325e+02
 1.882500e-02,-1.000000e+02, 9.090000e+02, 6.419795e+02
 2.120000e-02,-1.000000e+02, 1.507000e+03, 6.772936e+02
 1.125000e-02,-1.000000e+02, 4.000000e+02, 5.016261e+02
 1.265000e-02,-1.000000e+02, 4.010000e+02, 5.317553e+02
 1.925000e-02,-1.000000e+02, 9.600000e+02, 6.485334e+02
 1.145000e-02,-1.000000e+02, 1.340000e+02, 5.060821e+02
 2.062500e-02,-1.000000e+02, 3.190000e+02, 6.690261e+02
 1.755000e-02,-1.000000e+02, 3.860000e+02, 6.216393e+02
 1.505000e-02,-1.000000e+02, 4.440000e+02, 5.783992e+02
 1.657500e-02,-1.000000e+02, 5.370000e+02, 6.053419e+02
 1.950000e-02,-1.000000e+02, 4.930000e+02, 6.523386e+02
 1.525000e-02,-1.000000e+02, 5.040000e+02, 5.820413e+02
 1.147500e-02,-1.000000e+02, 5.500000e+02, 5.066353e+02
 1.252500e-02,-1.000000e+02, 3.250000e+02, 5.291616e+02
 1.360000e-02,-1.000000e+02, 8.580000e+02, 5.509068e+02
 1.662500e-02,-1.000000e+02, 7.690000e+02, 6.061944e+02
 1.520000e-02,-1.000000e+02, 3.190000e+02, 5.811340e+02
 1.455000e-02,-1.000000e+02, 3.070000e+02, 5.691402e+02
 1.855000e-02,-1.000000e+02, 4.410000e+02, 6.376802e+02
 1.360000e-02,-1.000000e+02, 5.830000e+02, 5.509068e+02
 1.235000e-02,-1.000000e+02, 4.510000e+02, 5.255000e+02
 1.472500e-02,-1.000000e+02, 2.213000e+03, 5.724062e+02
 1.072500e-02,-1.000000e+02, 1.260000e+02, 4.896675e+02
 1.140000e-02,-1.000000e+02, 8.000000e+01, 5.049731e+02
 1.627500e-02,-1.000000e+02, 3.250000e+02, 6.001874e+02
 1.540000e-02,-1.000000e+02, 2.910000e+02, 5.847505e+02
 1.135000e-02,-1.000000e+02, 4.230000e+02, 5.038608e+02
 1.570000e-02,-1.000000e+02, 3.120000e+02, 5.901127e+02
 1.390000e-02,-1.000000e+02, 4.880000e+02, 5.567593e+02
 2.305000e-02,-1.000000e+02, 8.410000e+02, 7.027960e+02
 1.075000e-02,-1.000000e+02, 3.240000e+02, 4.902458e+02
 1.760000e-02,-1.000000e+02, 9.900000e+02, 6.224570e+02
 1.240000e-02,-1.000000e+02, 1.960000e+02, 5.265498e+02
 1.160000e-02,-1.000000e+02, 1.240000e+02, 5.093893e+02
 1.247500e-02,-1.000000e+02, 1.930000e+02, 5.281190e+02
 1.127500e-02,-1.000000e+02, 7.270000e+02, 5.021860e+02
 2.142500e-02,-1.000000e+02, 1.052000e+03, 6.804829e+02
 1.680000e-02,-1.000000e+02, 8.610000e+02, 6.091636e+02
 1.242500e-02,-1.000000e+02, 5.620000e+02, 5.270736e+02
 1.087500e-02,-1.000000e+02, 6.510000e+02, 4.931239e+02
 1.520000e-02,-1.000000e+02, 5.440000e+02, 5.811340e+02
 2.610000e-02,-1.000000e+02, 4.490000e+02, 7.416288e+02
 1.257500e-02,-1.000000e+02, 5.690000e+02, 5.302012e+02
 1.040000e-02,-1.000000e+02, 4.130000e+02, 4.820654e+02
 1.535000e-02,-1.000000e+02, 3.790000e+02, 5.838496e+02
 1.160000e-02,-1.000000e+02, 1.300000e+02, 5.093893e+02
 1.635000e-02,-1.000000e+02, 1.160000e+03, 6.014824e+02
 1.192500e-02,-1.000000e+02, 2.780000e+02, 5.164560e+02
 1.630000e-02,-1.000000e+02, 2.560000e+02, 6.006195e+02
 1.745000e-02,-1.000000e+02, 1.056000e+03, 6.199986e+02
 1.707500e-02,-1.000000e+02, 1.640000e+02, 6.137843e+02
 2.255000e-02,-1.000000e+02, 3.830000e+02, 6.960608e+02
 1.440000e-02,-1.000000e+02, 1.335000e+03, 5.663184e+02
 1.087500e-02,-1.000000e+02, 6.090000e+02, 4.931239e+02
 1.270000e-02,-1.000000e+02, 1.740000e+02, 5.327878e+02
 1.180000e-02,-1.000000e+02, 1.231000e+03, 5.137539e+02
 1.657500e-02,-1.000000e+02, 5.380000e+02, 6.053419e+02
 1.455000e-02,-1.000000e+02, 1.587000e+03, 5.691402e+02
 1.252500e-02,-1.000000e+02, 2.600000e+02, 5.291616e+02
 1.130000e-02,-1.000000e+02, 5.380000e+02, 5.027451e+02
 1.247500e-02,-1.000000e+02, 1.360000e+03, 5.281190e+02
 1.480000e-02,-1.000000e+02, 6.180000e+02, 5.737975e+02
 1.335000e-02,-1.000000e+02, 1.780000e+03, 5.459600e+02
 1.020000e-02,-1.000000e+02, 3.720000e+02, 4.773076e+02
 1.250000e-02,-1.000000e+02, 4.480000e+02, 5.286406e+02
 1.152500e-02,-1.000000e+02, 3.120000e+02, 5.077394e+02
 1.075000e-02,-1.000000e+02, 6.870000e+02, 4.902458e+02
 1.405000e-02,-1.000000e+02, 8.650000e+02, 5.596522e+02
 1.182500e-02,-1.000000e+02, 2.760000e+02, 5.142959e+02
 1.150000e-02,-1.000000e+02, 6.830000e+02, 5.071878e+02
 1.110000e-02,-1.000000e+02, 1.074000e+03, 4.982486e+02
 1.170000e-02,-1.000000e+02, 9.610000e+02, 5.115780e+02
 1.200000e-02,-1.000000e+02, 3.030000e+02, 5.180679e+02
 1.170000e-02,-1.000000e+02, 1.326000e+03, 5.115780e+02
 1.350000e-02,-1.000000e+02, 5.080000e+02, 5.489358e+02
 1.395000e-02,-1.000000e+02, 7.860000e+02, 5.577260e+02
 2.627500e-02,-1.000000e+02, 1.899000e+03, 7.437489e+02
 1.757500e-02,-1.000000e+02, 2.370000e+02, 6.220484e+02
 1.817500e-02,-1.000000e+02, 5.390000e+02, 6.317411e+02
 1.132500e-02,-1.000000e+02, 2.250000e+02, 5.033034e+02
 1.087500e-02,-1.000000e+02, 1.000000e+02, 4.931239e+02
 1.817500e-02,-1.000000e+02, 4.110000e+02, 6.317411e+02
 1.505000e-02,-1.000000e+02, 9.660000e+02, 5.783992e+02
 2.385000e-02,-1.000000e+02, 8.750000e+02, 7.133449e+02
 1.140000e-02,-1.000000e+02, 2.510000e+02, 5.049731e+02
 1.887500e-02,-1.000000e+02, 6.470000e+02, 6.427562e+02
 1.125000e-02,-1.000000e+02, 4.720000e+02, 5.016261e+02
 1.160000e-02,-1.000000e+02, 9.170000e+02, 5.093893e+02
 2.015000e-02,-1.000000e+02, 9.350000e+02, 6.620652e+02
 1.612500e-02,-1.000000e+02, 1.007000e+03, 5.975843e+02
 1.137500e-02,-1.000000e+02, 5.040000e+02, 5.044173e+02
 1.055000e-02,-1.000000e+02, 1.960000e+02, 4.855936e+02
 1.040000e-02,-1.000000e+02, 2.340000e+02, 4.820654e+02
 1.505000e-02,-1.000000e+02, 1.105000e+03, 5.783992e+02
 2.312500e-02,-1.000000e+02, 1.069000e+03, 7.037967e+02
 1.492500e-02,-1.000000e+02, 1.346000e+03, 5.761052e+02
 2.570000e-02,-1.000000e+02, 4.180000e+02, 7.367412e+02
 1.390000e-02,-1.000000e+02, 5.270000e+02, 5.567593e+02
 1.147500e-02,-1.000000e+02, 5.600000e+02, 5.066353e+02
 1.540000e-02,-1.000000e+02, 1.950000e+02, 5.847505e+02
 1.067500e-02,-1.000000e+02, 4.480000e+02, 4.885081e+02
 1.140000e-02,-1.000000e+02, 8.180000e+02, 5.049731e+02
 1.802500e-02,-1.000000e+02, 1.101000e+03, 6.293402e+02
 2.007500e-02,-1.000000e+02, 1.756000e+03, 6.609550e+02
 1.685000e-02,-1.000000e+02, 9.880000e+02, 6.100078e+02
 1.930000e-02,-1.000000e+02, 7.540000e+02, 6.492973e+02
 1.357500e-02,-1.000000e+02, 4.740000e+02, 5.504150e+02
 1.197500e-02,-1.000000e+02, 1.167000e+03, 5.175314e+02
 1.085000e-02,-1.000000e+02, 3.400000e+02, 4.925501e+02
 1.835000e-02,-1.000000e+02, 1.084000e+03, 6.345238e+02
 1.122500e-02,-1.000000e+02, 4.540000e+02, 5.010653e+02
 1.530000e-02,-1.000000e+02, 3.810000e+02, 5.829465e+02
 1.432500e-02,-1.000000e+02, 5.360000e+02, 5.648996e+02
 2.212500e-02,-1.000000e+02, 2.920000e+02, 6.902463e+02
 1.450000e-02,-1.000000e+02, 3.900000e+02, 5.682019e+02
 2.307500e-02,-1.000000e+02, 7.120000e+02, 7.031299e+02
 2.135000e-02,-1.000000e+02, 2.900000e+02, 6.794226e+02
 1.337500e-02,-1.000000e+02, 1.517000e+03, 5.464576e+02
 1.145000e-02,-1.000000e+02, 6.300000e+02, 5.060821e+02
 1.295000e-02,-1.000000e+02, 2.150000e+02, 5.379085e+02
 1.735000e-02,-1.000000e+02, 8.000000e+02, 6.183511e+02
 1.847500e-02,-1.000000e+02, 2.980000e+02, 6.364995e+02
 1.117500e-02,-1.000000e+02, 1.108000e+03, 4.999412e+02
 1.985000e-02,-1.000000e+02, 9.400000e+02, 6.576055e+02
 1.335000e-02,-1.000000e+02, 3.050000e+02, 5.459600e+02
 2.020000e-02,-1.000000e+02, 7.780000e+02, 6.628037e+02
 1.942500e-02,-1.000000e+02, 3.378000e+03, 6.512009e+02
 1.262500e-02,-1.000000e+02, 1.540000e+02, 5.312380e+02
 1.257500e-02,-1.000000e+02, 5.960000e+02, 5.302012e+02
 1.105000e-02,-1.000000e+02, 1.012000e+03, 4.971159e+02
 1.710000e-02,-1.000000e+02, 6.040000e+02, 6.142017e+02
 1.450000e-02,-1.000000e+02, 6.480000e+02, 5.682019e+02
 1.207500e-02,-1.000000e+02, 2.490000e+02, 5.196730e+02
 1.065000e-02,-1.000000e+02, 2.550000e+02, 4.879271e+02
 1.357500e-02,-1.000000e+02, 3.360000e+02, 5.504150e+02
 1.807500e-02,-1.000000e+02, 2.380000e+02, 6.301421e+02
 1.625000e-02,-1.000000e+02, 1.670000e+02, 5.997547e+02
 1.540000e-02,-1.000000e+02, 2.650000e+02, 5.847505e+02
 3.030000e-02,-1.000000e+02, 3.100000e+02, 7.897326e+02
 1.102500e-02,-1.000000e+02, 2.880000e+02, 4.965483e+02
 2.090000e-02,-1.000000e+02, 4.010000e+02, 6.730014e+02
 1.067500e-02,-1.000000e+02, 2.960000e+02, 4.885081e+02
 1.087500e-02,-1.000000e+02, 9.700000e+01, 4.931239e+02
 1.185000e-02,-1.000000e+02, 1.990000e+02, 5.148371e+02
 1.702500e-02,-1.000000e+02, 6.660000e+02, 6.129482e+02
 1.027500e-02,-1.000000e+02, 5.010000e+02, 4.790991e+02
 1.130000e-02,-1.000000e+02, 9.670000e+02, 5.027451e+02
 1.717500e-02,-1.000000e+02, 5.260000e+02, 6.154511e+02
 1.432500e-02,-1.000000e+02, 8.830000e+02, 5.648996e+02
 1.072500e-02,-1.000000e+02, 3.650000e+02, 4.896675e+02
 1.435000e-02,-1.000000e+02, 4.410000e+02, 5.653731e+02
 1.070000e-02,-1.000000e+02, 1.362000e+03, 4.890883e+02
 1.130000e-02,-1.000000e+02, 2.670000e+02, 5.027451e+02
 1.070000e-02,-1.000000e+02, 1.206000e+03, 4.890883e+02
 1.480000e-02,-1.000000e+02, 2.060000e+02, 5.737975e+02
 1.045000e-02,-1.000000e+02, 2.260000e+02, 4.832452e+02
 1.150000e-02,-1.000000e+02, 3.170000e+02, 5.071878e+02
 1.077500e-02,-1.000000e+02, 1.240000e+02, 4.908233e+02
 1.672500e-02,-1.000000e+02, 5.190000e+02, 6.078938e+02
