Xl,gamma,al,exp.al
 3.590000e-02,-3.162278e+01, 2.320000e+03, 1.628941e+03
 1.820000e-02,-3.162278e+01, 2.098000e+03, 1.128322e+03
 5.217500e-02,-3.162278e+01, 1.683000e+03, 1.961202e+03
 1.105000e-02,-3.162278e+01, 6.110000e+02, 8.405302e+02
 1.430000e-02,-3.162278e+01, 2.459000e+03, 9.811749e+02
 1.727500e-02,-3.162278e+01, 4.660000e+02, 1.095182e+03
 1.120000e-02,-3.162278e+01, 1.396000e+03, 8.474723e+02
 1.060000e-02,-3.162278e+01, 1.853000e+03, 8.194044e+02
 1.445000e-02,-3.162278e+01, 4.170000e+02, 9.872245e+02
 1.212500e-02,-3.162278e+01, 1.637000e+03, 8.892419e+02
 1.107500e-02,-3.162278e+01, 3.540000e+02, 8.416906e+02
 1.365000e-02,-3.162278e+01, 3.080000e+02, 9.545483e+02
 1.147500e-02,-3.162278e+01, 6.270000e+02, 8.600742e+02
 2.600000e-02,-3.162278e+01, 6.990000e+02, 1.374933e+03
 4.065000e-02,-3.162278e+01, 7.350000e+02, 1.734803e+03
 1.095000e-02,-3.162278e+01, 6.280000e+02, 8.358748e+02
 1.802500e-02,-3.162278e+01, 4.070000e+02, 1.122128e+03
 1.075000e-02,-3.162278e+01, 5.040000e+02, 8.264972e+02
 1.040000e-02,-3.162278e+01, 3.240000e+02, 8.098663e+02
 2.355000e-02,-3.162278e+01, 6.850000e+02, 1.302957e+03
 1.207500e-02,-3.162278e+01, 1.960000e+02, 8.870281e+02
 3.495000e-02,-3.162278e+01, 1.483000e+03, 1.606684e+03
 1.080000e-02,-3.162278e+01, 8.190000e+02, 8.288500e+02
 1.845000e-02,-2.154435e+01, 1.112000e+03, 1.346384e+03
 3.027500e-02,-2.154435e+01, 9.020000e+02, 1.797781e+03
 1.047500e-02,-2.154435e+01, 4.350000e+02, 9.448586e+02
 1.170000e-02,-2.154435e+01, 5.130000e+02, 1.014494e+03
 4.242500e-02,-2.154435e+01, 7.851000e+03, 2.164519e+03
 2.790000e-02,-2.154435e+01, 9.420000e+02, 1.716387e+03
 3.645000e-02,-2.154435e+01, 1.965000e+03, 1.993345e+03
 1.920000e-02,-2.154435e+01, 2.420000e+02, 1.379074e+03
 1.652500e-02,-2.154435e+01, 2.816000e+03, 1.259139e+03
 1.032500e-02,-2.154435e+01, 1.131000e+03, 9.360742e+02
 2.392500e-02,-2.154435e+01, 1.421000e+03, 1.570808e+03
 1.235000e-02,-2.154435e+01, 5.140000e+02, 1.050032e+03
 2.632500e-02,-2.154435e+01, 7.038000e+03, 1.660201e+03
 1.395000e-02,-2.154435e+01, 1.184000e+03, 1.133813e+03
 1.292500e-02,-2.154435e+01, 1.202000e+03, 1.080721e+03
 1.170000e-02,-2.154435e+01, 1.768000e+03, 1.014494e+03
 2.185000e-02,-2.154435e+01, 3.180000e+02, 1.489411e+03
 2.697500e-02,-2.154435e+01, 3.185000e+03, 1.683614e+03
 1.140000e-02,-2.154435e+01, 7.160000e+02, 9.977733e+02
 5.607500e-02,-2.154435e+01, 1.583000e+03, 2.506384e+03
 1.912500e-02,-2.154435e+01, 4.648000e+03, 1.375835e+03
 1.812500e-02,-2.154435e+01, 2.070000e+03, 1.332001e+03
 1.367500e-02,-2.154435e+01, 2.656000e+03, 1.119763e+03
 2.555000e-02,-2.154435e+01, 1.124000e+03, 1.631854e+03
 1.400000e-02,-2.154435e+01, 3.640000e+02, 1.136352e+03
 4.105000e-02,-2.154435e+01, 5.760000e+02, 2.126492e+03
 1.060000e-02,-2.154435e+01, 6.830000e+02, 9.521341e+02
 5.975000e-02,-2.154435e+01, 1.356000e+03, 2.589258e+03
 1.015000e-02,-2.154435e+01, 2.110000e+02, 9.257503e+02
 1.072500e-02,-2.154435e+01, 4.690000e+02, 9.593696e+02
 2.417500e-02,-2.154435e+01, 8.720000e+02, 1.580347e+03
 3.215000e-02,-2.154435e+01, 1.948000e+03, 1.859461e+03
 1.740000e-02,-2.154435e+01, 6.870000e+02, 1.299419e+03
 1.532500e-02,-2.154435e+01, 9.400000e+02, 1.202068e+03
 1.082500e-02,-2.154435e+01, 7.330000e+02, 9.651296e+02
 4.070000e-02,-2.154435e+01, 2.364000e+03, 2.116689e+03
 1.477500e-02,-2.154435e+01, 3.640000e+02, 1.175151e+03
 4.192500e-02,-2.154435e+01, 1.989000e+03, 2.150780e+03
 1.122500e-02,-2.154435e+01, 1.430000e+02, 9.879225e+02
 1.380000e-02,-2.154435e+01, 3.846000e+03, 1.126166e+03
 3.755000e-02,-2.154435e+01, 1.140000e+03, 2.026066e+03
 4.675000e-02,-2.154435e+01, 2.160000e+03, 2.279422e+03
 1.380000e-02,-2.154435e+01, 7.770000e+02, 1.126166e+03
 2.137500e-02,-2.154435e+01, 1.148000e+03, 1.470189e+03
 5.117500e-02,-2.154435e+01, 2.840000e+02, 2.390352e+03
 2.687500e-02,-2.154435e+01, 1.124600e+04, 1.680033e+03
 1.542500e-02,-2.154435e+01, 3.217000e+03, 1.206909e+03
 5.875000e-02,-2.154435e+01, 1.990000e+03, 2.567036e+03
 2.097500e-02,-2.154435e+01, 2.300000e+02, 1.453821e+03
 1.910000e-02,-2.154435e+01, 1.770000e+02, 1.374755e+03
 1.027500e-02,-2.154435e+01, 5.450000e+02, 9.331329e+02
 3.807500e-02,-2.154435e+01, 6.010000e+02, 2.041481e+03
 1.210000e-02,-2.154435e+01, 4.070000e+02, 1.036473e+03
 1.720000e-02,-2.154435e+01, 1.606000e+03, 1.290306e+03
 1.530000e-02,-2.154435e+01, 7.910000e+02, 1.200855e+03
 1.805000e-02,-2.154435e+01, 4.616000e+03, 1.328662e+03
 1.690000e-02,-2.154435e+01, 1.650000e+02, 1.276534e+03
 1.012500e-02,-2.154435e+01, 1.880000e+02, 9.242688e+02
 3.192500e-02,-2.154435e+01, 1.829000e+03, 1.852172e+03
 3.422500e-02,-2.154435e+01, 1.474000e+03, 1.925310e+03
 1.227500e-02,-2.154435e+01, 5.160000e+02, 1.045978e+03
 1.690000e-02,-2.154435e+01, 6.840000e+02, 1.276534e+03
 1.485000e-02,-2.154435e+01, 4.240000e+02, 1.178851e+03
 1.342500e-02,-2.154435e+01, 1.220000e+02, 1.106869e+03
 1.747500e-02,-2.154435e+01, 9.220000e+02, 1.302822e+03
 2.610000e-02,-2.154435e+01, 5.550000e+02, 1.652020e+03
 1.332500e-02,-2.154435e+01, 7.900000e+01, 1.101678e+03
 6.330000e-02,-2.154435e+01, 1.382000e+03, 2.666284e+03
 2.792500e-02,-2.154435e+01, 4.090000e+02, 1.717264e+03
 1.055000e-02,-2.154435e+01, 2.590000e+02, 9.492287e+02
 2.475000e-02,-2.154435e+01, 3.930000e+02, 1.602081e+03
 1.217500e-02,-2.154435e+01, 4.930000e+02, 1.040555e+03
 2.487500e-02,-2.154435e+01, 2.670000e+02, 1.606768e+03
 5.185000e-02,-2.154435e+01, 4.330000e+03, 2.406740e+03
 1.510000e-02,-2.154435e+01, 9.860000e+02, 1.191117e+03
 1.077500e-02,-2.154435e+01, 2.382000e+03, 9.622527e+02
 2.345000e-02,-2.154435e+01, 8.090000e+02, 1.552530e+03
 6.375000e-02,-2.154435e+01, 8.090000e+02, 2.675849e+03
 1.107500e-02,-2.154435e+01, 6.590000e+02, 9.794208e+02
 2.227500e-02,-2.154435e+01, 2.220000e+02, 1.506418e+03
 1.105000e-02,-2.154435e+01, 7.530000e+02, 9.779986e+02
 1.910000e-02,-2.154435e+01, 4.340000e+02, 1.374755e+03
 1.737500e-02,-2.154435e+01, 1.471000e+03, 1.298283e+03
 1.755000e-02,-2.154435e+01, 4.850000e+02, 1.306217e+03
 3.027500e-02,-2.154435e+01, 1.239000e+03, 1.797781e+03
 3.355000e-02,-2.154435e+01, 5.688000e+03, 1.904154e+03
 1.110000e-02,-2.154435e+01, 1.844000e+03, 9.808415e+02
 1.825000e-02,-2.154435e+01, 3.170000e+02, 1.337549e+03
 1.182500e-02,-2.154435e+01, 5.390000e+02, 1.021401e+03
 2.050000e-02,-2.154435e+01, 6.680000e+03, 1.434162e+03
 1.052500e-02,-2.154435e+01, 8.440000e+02, 9.477736e+02
 4.970000e-02,-2.154435e+01, 2.195000e+03, 2.354065e+03
 2.825000e-02,-2.154435e+01, 1.744000e+03, 1.728626e+03
 1.015000e-02,-2.154435e+01, 5.283000e+03, 9.257503e+02
 2.402500e-02,-2.154435e+01, 1.477000e+03, 1.574630e+03
 1.322500e-02,-2.154435e+01, 4.880000e+02, 1.096468e+03
 2.715000e-02,-2.154435e+01, 6.360000e+02, 1.689863e+03
 3.705000e-02,-2.154435e+01, 8.150000e+02, 2.011265e+03
 2.217500e-02,-2.154435e+01, 2.727000e+03, 1.502433e+03
 1.222500e-02,-2.154435e+01, 5.856000e+03, 1.043269e+03
 3.632500e-02,-2.154435e+01, 5.510000e+02, 1.989590e+03
 1.017500e-02,-2.154435e+01, 3.830000e+02, 9.272302e+02
 1.487500e-02,-2.154435e+01, 3.070000e+02, 1.180082e+03
 1.345000e-02,-2.154435e+01, 4.970000e+02, 1.108164e+03
 2.250000e-02,-2.154435e+01, 4.900000e+02, 1.515350e+03
 1.037500e-02,-2.154435e+01, 3.057000e+03, 9.390089e+02
 6.265000e-02,-2.154435e+01, 2.450000e+03, 2.652391e+03
 2.917500e-02,-2.154435e+01, 4.811000e+03, 1.760558e+03
 3.840000e-02,-2.154435e+01, 1.906000e+03, 2.050959e+03
 2.242500e-02,-2.154435e+01, 1.710000e+02, 1.512378e+03
 2.885000e-02,-2.154435e+01, 8.970000e+02, 1.749406e+03
 3.992500e-02,-2.154435e+01, 4.062000e+03, 2.094798e+03
 1.377500e-02,-2.154435e+01, 2.150000e+02, 1.124888e+03
 1.090000e-02,-2.154435e+01, 1.420000e+02, 9.694331e+02
 1.277500e-02,-2.154435e+01, 2.219000e+03, 1.072781e+03
 1.055000e-02,-2.154435e+01, 1.977000e+03, 9.492287e+02
 1.232500e-02,-2.154435e+01, 2.570000e+02, 1.048682e+03
 1.440000e-02,-2.154435e+01, 1.119000e+03, 1.156508e+03
 1.900000e-02,-2.154435e+01, 2.152000e+03, 1.370423e+03
 1.852500e-02,-2.154435e+01, 1.310000e+03, 1.349684e+03
 1.320000e-02,-2.154435e+01, 1.138000e+03, 1.095163e+03
 1.470000e-02,-2.154435e+01, 6.464000e+03, 1.171442e+03
 1.555000e-02,-2.154435e+01, 4.562000e+03, 1.212938e+03
 1.012500e-02,-2.154435e+01, 8.510000e+02, 9.242688e+02
 3.757500e-02,-2.154435e+01, 2.357000e+03, 2.026803e+03
 1.512500e-02,-2.154435e+01, 3.510000e+02, 1.192338e+03
 1.990000e-02,-2.154435e+01, 3.610000e+02, 1.408977e+03
 1.407500e-02,-2.154435e+01, 2.412000e+03, 1.140153e+03
 1.170000e-02,-2.154435e+01, 7.870000e+02, 1.014494e+03
 1.375000e-02,-2.154435e+01, 1.815000e+03, 1.123609e+03
 1.557500e-02,-2.154435e+01, 6.840000e+02, 1.214141e+03
 1.680000e-02,-2.154435e+01, 1.640000e+03, 1.271915e+03
 6.145000e-02,-2.154435e+01, 2.418000e+03, 2.626499e+03
 1.455000e-02,-2.154435e+01, 7.500000e+02, 1.163994e+03
 2.645000e-02,-2.154435e+01, 1.588000e+03, 1.664729e+03
 1.427500e-02,-2.154435e+01, 9.070000e+02, 1.150240e+03
 2.732500e-02,-2.154435e+01, 9.245000e+03, 1.696089e+03
 1.065000e-02,-2.154435e+01, 4.770000e+02, 9.550331e+02
 1.047500e-02,-2.154435e+01, 5.060000e+02, 9.448586e+02
 1.710000e-02,-2.154435e+01, 2.397000e+03, 1.285729e+03
 1.502500e-02,-2.154435e+01, 7.370000e+02, 1.187448e+03
 1.437500e-02,-2.154435e+01, 1.885000e+03, 1.155257e+03
 5.587500e-02,-2.154435e+01, 1.532000e+03, 2.501776e+03
 2.080000e-02,-2.154435e+01, 7.940000e+02, 1.446606e+03
 2.907500e-02,-2.154435e+01, 6.390000e+02, 1.757134e+03
 1.022500e-02,-2.154435e+01, 5.600000e+02, 9.301849e+02
 1.242500e-02,-2.154435e+01, 1.900000e+02, 1.054074e+03
 3.545000e-02,-2.154435e+01, 2.087000e+03, 1.963083e+03
 1.697500e-02,-2.154435e+01, 3.680000e+02, 1.279989e+03
 1.187500e-02,-2.154435e+01, 2.130000e+02, 1.024154e+03
 1.100000e-02,-2.154435e+01, 6.490000e+02, 9.751496e+02
 1.082500e-02,-2.154435e+01, 5.210000e+02, 9.651296e+02
 1.022500e-02,-2.154435e+01, 7.060000e+02, 9.301849e+02
 1.675000e-02,-2.154435e+01, 1.800000e+02, 1.269600e+03
 1.257500e-02,-2.154435e+01, 3.280000e+02, 1.062122e+03
 1.275000e-02,-2.154435e+01, 1.296000e+03, 1.071453e+03
 1.042500e-02,-2.154435e+01, 3.300000e+02, 9.419370e+02
 1.042500e-02,-2.154435e+01, 2.640000e+02, 9.419370e+02
 1.547500e-02,-2.154435e+01, 2.700000e+02, 1.209324e+03
 9.692500e-02,-2.154435e+01, 2.961000e+03, 3.286244e+03
 1.155000e-02,-2.154435e+01, 3.349000e+03, 1.006160e+03
 1.277500e-02,-2.154435e+01, 5.807000e+03, 1.072781e+03
 2.535000e-02,-2.154435e+01, 6.150000e+02, 1.624460e+03
 2.105000e-02,-2.154435e+01, 2.330000e+02, 1.456902e+03
 1.212500e-02,-2.154435e+01, 1.279000e+03, 1.037835e+03
 3.625000e-02,-2.154435e+01, 1.381000e+03, 1.987333e+03
 1.695000e-02,-2.154435e+01, 6.030000e+02, 1.278838e+03
 1.022500e-02,-2.154435e+01, 8.080000e+02, 9.301849e+02
 1.630000e-02,-2.154435e+01, 1.613000e+03, 1.248604e+03
 3.917500e-02,-2.154435e+01, 2.375000e+03, 2.073367e+03
 1.215000e-02,-2.154435e+01, 1.850000e+02, 1.039195e+03
 1.057500e-02,-2.154435e+01, 1.320000e+02, 9.506822e+02
 2.017500e-02,-2.154435e+01, 4.254000e+03, 1.420570e+03
 2.950000e-02,-2.154435e+01, 3.300000e+02, 1.771639e+03
 1.290000e-02,-2.154435e+01, 4.030000e+02, 1.079401e+03
 1.482500e-02,-2.154435e+01, 1.600000e+02, 1.177619e+03
 5.132500e-02,-2.154435e+01, 1.096000e+03, 2.394005e+03
 1.412500e-02,-2.154435e+01, 2.280000e+02, 1.142681e+03
 4.852500e-02,-2.154435e+01, 1.331000e+03, 2.324674e+03
 1.367500e-02,-2.154435e+01, 2.960000e+02, 1.119763e+03
 1.720000e-02,-2.154435e+01, 2.190000e+02, 1.290306e+03
 2.672500e-02,-2.154435e+01, 3.700000e+02, 1.674648e+03
 1.395000e-02,-2.154435e+01, 1.601000e+03, 1.133813e+03
 1.160000e-02,-2.154435e+01, 2.997000e+03, 1.008944e+03
 1.820000e-02,-2.154435e+01, 2.798000e+03, 1.335332e+03
 1.295000e-02,-2.154435e+01, 1.785000e+03, 1.082040e+03
 5.407500e-02,-2.154435e+01, 1.154000e+03, 2.459828e+03
 1.185000e-02,-2.154435e+01, 4.430000e+02, 1.022778e+03
 1.097500e-02,-2.154435e+01, 4.690000e+02, 9.737228e+02
 2.727500e-02,-2.154435e+01, 1.940000e+02, 1.694313e+03
 1.252500e-02,-2.154435e+01, 6.460000e+02, 1.059444e+03
 1.220000e-02,-2.154435e+01, 3.674000e+03, 1.041913e+03
 5.740000e-02,-2.154435e+01, 6.234000e+03, 2.536651e+03
 1.015000e-02,-2.154435e+01, 3.280000e+02, 9.257503e+02
 1.297500e-02,-2.154435e+01, 2.746000e+03, 1.083358e+03
 2.152500e-02,-2.154435e+01, 1.394000e+03, 1.476284e+03
 1.462500e-02,-2.154435e+01, 1.380000e+03, 1.167723e+03
 1.355000e-02,-2.154435e+01, 1.170000e+02, 1.113331e+03
 2.345000e-02,-2.154435e+01, 4.490000e+02, 1.552530e+03
 3.182500e-02,-2.154435e+01, 2.813000e+03, 1.848923e+03
 3.512500e-02,-2.154435e+01, 5.260000e+02, 1.953138e+03
 3.357500e-02,-2.154435e+01, 1.401000e+03, 1.904942e+03
 1.130000e-02,-2.154435e+01, 4.060000e+02, 9.921531e+02
 2.180000e-02,-2.154435e+01, 1.134000e+03, 1.487399e+03
 5.777500e-02,-2.154435e+01, 8.510000e+02, 2.545136e+03
 1.935000e-02,-2.154435e+01, 5.760000e+02, 1.385530e+03
 3.582500e-02,-2.154435e+01, 8.440000e+02, 1.974490e+03
 1.075000e-02,-2.154435e+01, 2.900000e+02, 9.608120e+02
 1.050000e-02,-2.154435e+01, 1.440000e+02, 9.463169e+02
 1.042500e-02,-2.154435e+01, 1.570000e+02, 9.419370e+02
 4.135000e-02,-2.154435e+01, 1.675000e+03, 2.134855e+03
 3.815000e-02,-2.154435e+01, 8.710000e+02, 2.043672e+03
 1.170000e-02,-2.154435e+01, 8.810000e+02, 1.014494e+03
 1.527500e-02,-2.154435e+01, 5.123000e+03, 1.199642e+03
 1.322500e-02,-2.154435e+01, 2.600000e+02, 1.096468e+03
 1.080000e-02,-2.154435e+01, 4.510000e+02, 9.636919e+02
 1.100000e-02,-2.154435e+01, 4.354000e+03, 9.751496e+02
 1.145000e-02,-2.154435e+01, 1.550000e+02, 1.000575e+03
 1.555000e-02,-2.154435e+01, 4.210000e+02, 1.212938e+03
 2.785000e-02,-2.154435e+01, 2.850000e+02, 1.714632e+03
 1.092500e-02,-2.154435e+01, 5.736000e+03, 9.708646e+02
 2.130000e-02,-2.154435e+01, 1.057700e+04, 1.467133e+03
 1.410000e-02,-2.154435e+01, 5.130000e+02, 1.141418e+03
 5.287500e-02,-2.154435e+01, 2.763000e+03, 2.431370e+03
 1.707500e-02,-2.154435e+01, 3.650000e+02, 1.284583e+03
 8.292500e-02,-2.154435e+01, 3.836000e+03, 3.048458e+03
 1.217500e-02,-2.154435e+01, 3.020000e+02, 1.040555e+03
 1.967500e-02,-2.154435e+01, 6.470000e+02, 1.399427e+03
 1.122500e-02,-2.154435e+01, 2.520000e+02, 9.879225e+02
 5.965000e-02,-2.154435e+01, 2.221000e+03, 2.587047e+03
 1.410000e-02,-2.154435e+01, 1.690000e+02, 1.141418e+03
 1.105000e-02,-2.154435e+01, 1.842000e+03, 9.779986e+02
 1.762500e-02,-2.154435e+01, 1.223000e+03, 1.309605e+03
 1.565000e-02,-2.154435e+01, 1.091000e+03, 1.217744e+03
 2.387500e-02,-2.154435e+01, 1.884000e+03, 1.568893e+03
 1.605000e-02,-2.154435e+01, 4.732000e+03, 1.236811e+03
 1.312500e-02,-2.154435e+01, 4.430000e+02, 1.091239e+03
 1.937500e-02,-2.154435e+01, 2.930000e+02, 1.386603e+03
 4.500000e-02,-2.154435e+01, 7.280000e+02, 2.233753e+03
 8.965000e-02,-2.154435e+01, 3.248000e+03, 3.165706e+03
 3.642500e-02,-2.154435e+01, 1.244000e+03, 1.992595e+03
 1.970000e-02,-2.154435e+01, 2.593000e+03, 1.400491e+03
 1.305000e-02,-2.154435e+01, 1.076000e+03, 1.087304e+03
 3.347500e-02,-2.154435e+01, 7.590000e+02, 1.901788e+03
 1.240000e-02,-2.154435e+01, 5.620000e+02, 1.052728e+03
 2.422500e-02,-2.154435e+01, 1.250000e+03, 1.582248e+03
 1.440000e-02,-2.154435e+01, 2.330000e+02, 1.156508e+03
 3.662500e-02,-2.154435e+01, 6.120000e+02, 1.998590e+03
 1.265000e-02,-2.154435e+01, 2.240000e+02, 1.066129e+03
 1.057500e-02,-2.154435e+01, 9.200000e+01, 9.506822e+02
 5.065000e-02,-2.154435e+01, 9.300000e+03, 2.377512e+03
 1.225000e-02,-2.154435e+01, 5.150000e+02, 1.044624e+03
 1.175000e-02,-2.154435e+01, 1.830000e+02, 1.017261e+03
 1.545000e-02,-2.154435e+01, 1.810000e+02, 1.208117e+03
 1.095000e-02,-2.154435e+01, 4.611000e+03, 9.722944e+02
 2.140000e-02,-2.154435e+01, 2.647000e+03, 1.471206e+03
 1.450000e-02,-2.154435e+01, 1.810000e+02, 1.161503e+03
 4.025000e-02,-2.154435e+01, 1.354000e+03, 2.104009e+03
 1.547500e-02,-2.154435e+01, 1.800000e+02, 1.209324e+03
 4.505000e-02,-2.154435e+01, 1.471000e+03, 2.235073e+03
 1.452500e-02,-2.154435e+01, 8.560000e+02, 1.162749e+03
 1.382500e-02,-2.154435e+01, 2.783000e+03, 1.127444e+03
 1.305000e-02,-2.154435e+01, 7.840000e+02, 1.087304e+03
 3.207500e-02,-2.154435e+01, 1.161000e+03, 1.857034e+03
 8.385000e-02,-2.154435e+01, 6.019000e+03, 3.064945e+03
 1.647500e-02,-2.154435e+01, 2.460000e+02, 1.256804e+03
 1.172500e-02,-2.154435e+01, 2.902000e+03, 1.015878e+03
 5.957500e-02,-2.154435e+01, 7.927000e+03, 2.585387e+03
 1.845000e-02,-2.154435e+01, 4.650000e+02, 1.346384e+03
 1.400000e-02,-2.154435e+01, 3.138000e+03, 1.136352e+03
 1.457500e-02,-2.154435e+01, 1.302000e+03, 1.165238e+03
 2.137500e-02,-2.154435e+01, 7.226000e+03, 1.470189e+03
 1.200000e-02,-2.154435e+01, 3.230000e+02, 1.031011e+03
 1.500000e-02,-2.154435e+01, 1.947000e+03, 1.186223e+03
 1.985000e-02,-2.154435e+01, 5.645000e+03, 1.406859e+03
 4.180000e-02,-2.154435e+01, 9.000000e+02, 2.147329e+03
 4.505000e-02,-2.154435e+01, 8.070000e+02, 2.235073e+03
 1.262500e-02,-2.154435e+01, 1.852000e+03, 1.064794e+03
 1.080000e-02,-2.154435e+01, 8.410000e+02, 9.636919e+02
 3.265000e-02,-2.154435e+01, 3.350000e+02, 1.875551e+03
 1.957500e-02,-2.154435e+01, 6.760000e+02, 1.395164e+03
 1.735000e-02,-2.154435e+01, 1.116000e+03, 1.297146e+03
 1.315000e-02,-2.154435e+01, 2.340000e+02, 1.092548e+03
 4.127500e-02,-2.154435e+01, 1.255000e+03, 2.132767e+03
 2.022500e-02,-2.154435e+01, 9.450000e+02, 1.422669e+03
 1.475000e-02,-2.154435e+01, 9.860000e+02, 1.173916e+03
 1.167500e-02,-2.154435e+01, 1.180000e+02, 1.013109e+03
 1.025000e-02,-2.154435e+01, 2.130000e+02, 9.316597e+02
 1.172500e-02,-2.154435e+01, 8.460000e+02, 1.015878e+03
 1.455000e-02,-2.154435e+01, 1.910000e+02, 1.163994e+03
 3.220000e-02,-2.154435e+01, 8.930000e+02, 1.861076e+03
 5.847500e-02,-2.154435e+01, 9.290000e+02, 2.560883e+03
 2.090000e-02,-2.154435e+01, 1.111000e+03, 1.450733e+03
 5.545000e-02,-2.154435e+01, 3.811000e+03, 2.491949e+03
 2.382500e-02,-2.154435e+01, 4.969000e+03, 1.566977e+03
 1.732500e-02,-2.154435e+01, 8.160000e+02, 1.296008e+03
 3.132500e-02,-2.154435e+01, 7.660000e+02, 1.832587e+03
 1.527500e-02,-2.154435e+01, 6.080000e+02, 1.199642e+03
 2.385000e-02,-2.154435e+01, 3.689000e+03, 1.567935e+03
 1.427500e-02,-2.154435e+01, 9.600000e+01, 1.150240e+03
 2.095000e-02,-2.154435e+01, 1.503000e+03, 1.452792e+03
 1.455000e-02,-2.154435e+01, 6.030000e+02, 1.163994e+03
 2.245000e-02,-2.154435e+01, 7.660000e+02, 1.513369e+03
 1.882500e-02,-2.154435e+01, 8.270000e+02, 1.362815e+03
 2.222500e-02,-2.154435e+01, 7.070000e+02, 1.504427e+03
 1.517500e-02,-2.154435e+01, 2.140000e+02, 1.194776e+03
 2.695000e-02,-2.154435e+01, 1.607000e+03, 1.682720e+03
 1.085000e-02,-2.154435e+01, 3.340000e+02, 9.665657e+02
 4.077500e-02,-2.154435e+01, 1.462000e+03, 2.118794e+03
 4.797500e-02,-2.154435e+01, 1.282000e+03, 2.310764e+03
 2.057500e-02,-2.154435e+01, 1.796000e+03, 1.437282e+03
 2.682500e-02,-2.154435e+01, 1.275000e+03, 1.678240e+03
 4.350000e-02,-2.154435e+01, 1.463000e+03, 2.193728e+03
 2.612500e-02,-2.154435e+01, 4.820000e+02, 1.652931e+03
 1.235000e-02,-2.154435e+01, 7.700000e+02, 1.050032e+03
 1.367500e-02,-2.154435e+01, 6.140000e+02, 1.119763e+03
 1.435000e-02,-2.154435e+01, 2.340000e+02, 1.154004e+03
 1.672500e-02,-2.154435e+01, 1.632000e+03, 1.268441e+03
 2.632500e-02,-2.154435e+01, 5.410000e+02, 1.660201e+03
 3.877500e-02,-2.154435e+01, 5.034000e+03, 2.061835e+03
 3.387500e-02,-2.154435e+01, 3.730000e+02, 1.914372e+03
 1.620000e-02,-2.154435e+01, 6.262000e+03, 1.243898e+03
 1.972500e-02,-2.154435e+01, 1.222000e+03, 1.401554e+03
 1.537500e-02,-2.154435e+01, 1.740000e+02, 1.204491e+03
 1.025000e-02,-2.154435e+01, 5.490000e+02, 9.316597e+02
 6.750000e-02,-2.154435e+01, 2.054000e+03, 2.753917e+03
 2.032500e-02,-2.154435e+01, 1.170000e+03, 1.426858e+03
 2.102500e-02,-2.154435e+01, 6.530000e+02, 1.455876e+03
 1.142500e-02,-2.154435e+01, 4.050000e+02, 9.991746e+02
 2.375000e-02,-2.154435e+01, 2.630000e+02, 1.564097e+03
 1.122500e-02,-2.154435e+01, 1.260000e+02, 9.879225e+02
 1.087500e-02,-2.154435e+01, 8.400000e+02, 9.680002e+02
 1.147500e-02,-2.154435e+01, 1.400000e+02, 1.001973e+03
 2.127500e-02,-2.154435e+01, 3.370000e+02, 1.466112e+03
 1.327500e-02,-2.154435e+01, 2.243000e+03, 1.099076e+03
 6.392500e-02,-2.154435e+01, 3.566000e+03, 2.679556e+03
 2.005000e-02,-2.154435e+01, 2.136000e+03, 1.415311e+03
 1.037500e-02,-2.154435e+01, 1.657000e+03, 9.390089e+02
 2.457500e-02,-2.154435e+01, 4.850000e+02, 1.595496e+03
 1.057500e-02,-2.154435e+01, 8.040000e+02, 9.506822e+02
 1.990000e-02,-2.154435e+01, 2.210000e+02, 1.408977e+03
 8.360000e-02,-2.154435e+01, 2.230000e+03, 3.060501e+03
 1.190000e-02,-2.154435e+01, 3.260000e+02, 1.025528e+03
 4.202500e-02,-2.154435e+01, 6.300000e+02, 2.153536e+03
 1.055000e-02,-2.154435e+01, 8.420000e+02, 9.492287e+02
 1.315000e-02,-2.154435e+01, 1.160000e+02, 1.092548e+03
 2.025000e-02,-2.154435e+01, 3.600000e+02, 1.423717e+03
 1.012500e-02,-2.154435e+01, 3.320000e+02, 9.242688e+02
 1.987500e-02,-2.154435e+01, 1.833000e+03, 1.407918e+03
 5.580000e-02,-2.154435e+01, 1.289000e+03, 2.500045e+03
 1.100000e-02,-2.154435e+01, 1.520000e+02, 9.751496e+02
 1.787500e-02,-2.154435e+01, 1.736000e+03, 1.320844e+03
 2.430000e-02,-2.154435e+01, 1.036000e+03, 1.585096e+03
 1.070000e-02,-2.154435e+01, 2.650000e+02, 9.579257e+02
 1.292500e-02,-2.154435e+01, 1.116000e+03, 1.080721e+03
 1.270000e-02,-2.154435e+01, 3.244000e+03, 1.068793e+03
 1.692500e-02,-2.154435e+01, 2.420000e+02, 1.277686e+03
 1.127500e-02,-2.154435e+01, 1.277000e+03, 9.907444e+02
 1.235000e-02,-2.154435e+01, 2.670000e+02, 1.050032e+03
 1.130000e-02,-2.154435e+01, 2.030000e+02, 9.921531e+02
 1.070000e-02,-2.154435e+01, 8.160000e+02, 9.579257e+02
 2.642500e-02,-2.154435e+01, 3.053000e+03, 1.663824e+03
 2.415000e-02,-2.154435e+01, 1.129000e+03, 1.579396e+03
 1.340000e-02,-2.154435e+01, 5.990000e+02, 1.105573e+03
 1.090000e-02,-2.154435e+01, 8.000000e+02, 9.694331e+02
