tid,gamma,trueage,freqonly
62,1.848,-2.637,-1.93571
63,1.585,-1.40987,-0.80773
64,1.359,-1.24636,-0.69055
65,1.166,-1.78366,-1.20276
66,1.0,-1.32188,-0.76912
67,0.457,-0.27587,-0.01676
68,0.152,0.10352,0.16288
69,0.023,0.16978,0.21
70,0.0,1.00178,0.53799
71,100.0,-109.33644,-97.26721
72,85.77,-92.03408,-87.42745
73,73.564,-80.78065,-76.81976
74,63.096,-66.75404,-65.19257
75,54.117,-56.04887,-54.83262
76,46.416,-49.10895,-47.24855
77,39.811,-41.32903,-42.91134
78,34.145,-35.11733,-35.00973
79,29.286,-31.09115,-30.01679
80,25.119,-25.98317,-25.71576
81,21.544,-22.75222,-21.6267
82,18.478,-19.32493,-18.11753
83,15.849,-17.78173,-16.15623
84,13.594,-14.71378,-13.42524
85,11.659,-13.064,-11.44146
86,10.0,-10.61911,-9.65871
87,8.577,-10.731,-9.21646
88,7.356,-8.89803,-7.66194
89,6.31,-7.19108,-6.03052
90,5.412,-6.6132,-5.53646
91,4.642,-5.9697,-4.98693
92,3.981,-4.76396,-3.74688
93,3.415,-4.146,-3.36007
94,2.929,-3.64122,-2.65567
95,2.512,-3.18981,-2.26789
96,2.154,-3.01355,-2.10525
97,1.848,-2.23755,-1.51784
98,1.585,-2.3255,-1.46744
99,1.359,-1.92778,-1.24661
100,1.166,-1.50808,-0.88409
101,1.0,-1.28654,-0.64959
102,0.457,-0.24231,-0.02156
103,0.152,0.20264,0.23035
104,0.023,0.16028,0.20735
105,0.0,5.17218,0.89265
106,100.0,-109.27365,-98.07869
107,85.77,-92.93194,-87.51752
108,73.564,-76.13801,-73.34145
109,63.096,-64.97971,-62.53905
110,54.117,-55.82531,-54.29997
111,46.416,-46.00527,-46.15917
112,39.811,-38.76727,-40.95726
113,34.145,-34.03228,-34.20251
114,29.286,-30.07057,-29.68598
115,25.119,-24.62268,-24.58348
116,21.544,-21.71314,-20.9671
117,18.478,-20.52551,-19.60908
118,15.849,-17.61477,-16.53656
119,13.594,-15.75066,-13.9584
120,11.659,-13.29552,-11.68141
121,10.0,-11.23473,-10.09694
122,8.577,-9.85533,-8.50998
123,7.356,-9.32596,-7.84875
124,6.31,-7.51932,-6.13517
125,5.412,-6.80883,-5.66079
126,4.642,-5.53635,-4.53253
127,3.981,-4.73236,-3.67719
128,3.415,-4.13858,-3.20862
129,2.929,-3.94961,-2.99442
130,2.512,-4.14006,-3.11381
131,2.154,-2.14887,-1.34294
132,1.848,-1.89031,-1.15026
133,1.585,-1.65417,-1.03112
134,1.359,-1.86943,-1.13046
135,1.166,-1.60198,-0.97385
136,1.0,-1.23407,-0.69969
137,0.457,-0.4443,-0.1221
138,0.152,-0.14255,0.04347
139,0.023,0.07017,0.16002
140,0.0,5.99371,0.87374
141,100.0,-111.51221,-102.11301
142,85.77,-98.94839,-91.00791
143,73.564,-80.96415,-74.93928
144,63.096,-65.97528,-62.77651
145,54.117,-57.86686,-55.82461
146,46.416,-47.83524,-45.95777
147,39.811,-40.46895,-40.4871
148,34.145,-34.48222,-34.64603
149,29.286,-30.40573,-29.66686
150,25.119,-26.87654,-26.09913
151,21.544,-21.95379,-21.80575
152,18.478,-19.79657,-19.10026
153,15.849,-17.19787,-16.47699
154,13.594,-15.50329,-14.02131
155,11.659,-13.27044,-12.01821
156,10.0,-11.29769,-9.62192
157,8.577,-10.12528,-8.85276
158,7.356,-8.71909,-7.48125
159,6.31,-8.61262,-7.2275
160,5.412,-6.56119,-5.39998
161,4.642,-5.61096,-4.52452
162,3.981,-4.64628,-3.86798
163,3.415,-4.0346,-3.06757
164,2.929,-3.37034,-2.45384
165,2.512,-2.97997,-2.13294
166,2.154,-2.80434,-1.91554
167,1.848,-2.52165,-1.79102
168,1.585,-2.33808,-1.48631
169,1.359,-1.39837,-0.85024
170,1.166,-1.69445,-1.071
171,1.0,-2.04259,-1.34879
172,0.457,-0.35851,-0.11415
173,0.152,0.63978,0.46049
174,0.023,0.99981,0.51953
175,0.0,0.50933,0.34114
176,100.0,-114.57844,-104.19258
177,85.77,-90.41368,-86.59538
178,73.564,-79.55035,-74.39811
179,63.096,-65.60536,-63.98668
180,54.117,-56.56816,-54.94323
181,46.416,-49.97192,-50.67561
182,39.811,-39.96867,-39.2474
183,34.145,-35.25027,-35.04478
184,29.286,-29.81012,-29.36255
185,25.119,-26.1815,-25.57072
186,21.544,-22.17855,-20.98705
187,18.478,-18.89311,-18.2936
188,15.849,-16.81668,-15.30885
189,13.594,-15.58693,-14.23459
190,11.659,-13.15053,-11.40871
191,10.0,-11.33212,-9.84594
192,8.577,-9.44799,-8.60251
193,7.356,-9.24904,-8.29402
194,6.31,-7.04861,-6.06585
195,5.412,-5.91715,-4.72882
196,4.642,-5.35526,-4.42587
197,3.981,-5.31889,-4.25259
198,3.415,-4.51953,-3.38385
199,2.929,-3.94314,-2.79166
200,2.512,-3.41928,-2.5162
201,2.154,-3.04163,-2.07686
202,1.848,-3.10895,-2.22855
203,1.585,-2.69463,-1.87348
204,1.359,-2.35314,-1.62626
205,1.166,-0.70104,-0.33667
206,1.0,-1.0918,-0.55846
207,0.457,-0.25163,-0.02694
208,0.152,0.62854,0.42034
209,0.023,-0.04462,0.09125
210,0.0,5.59733,0.85799
211,100.0,-115.6813,-103.14103
212,85.77,-92.52289,-84.72504
213,73.564,-79.41963,-75.28144
214,63.096,-63.71966,-59.19906
215,54.117,-54.53985,-55.01447
216,46.416,-48.60976,-47.25045
217,39.811,-39.38689,-39.39403
218,34.145,-36.74514,-37.4789
219,29.286,-30.83602,-31.65032
220,25.119,-26.33114,-26.0985
221,21.544,-21.67678,-21.50779
222,18.478,-18.95038,-18.37351
223,15.849,-17.51031,-16.37228
224,13.594,-14.71504,-14.10261
225,11.659,-12.96258,-12.06528
226,10.0,-11.1969,-9.92773
227,8.577,-9.95508,-8.52266
228,7.356,-7.89557,-6.73126
229,6.31,-8.06977,-6.71884
230,5.412,-6.02206,-4.9177
231,4.642,-5.40185,-4.31916
232,3.981,-5.06099,-4.03125
233,3.415,-3.88202,-2.94564
234,2.929,-3.95925,-3.03602
235,2.512,-3.29622,-2.42676
236,2.154,-3.77115,-2.92925
237,1.848,-2.66723,-1.74815
238,1.585,-2.13624,-1.35642
239,1.359,-1.92532,-1.20038
240,1.166,-1.78216,-1.10122
241,1.0,-0.74978,-0.31093
242,0.457,-0.95395,-0.51204
243,0.152,-0.06861,0.07686
244,0.023,1.37318,0.62073
245,0.0,-0.65577,-0.26893
246,100.0,-118.67075,-103.40233
247,85.77,-95.50426,-88.36878
248,73.564,-78.77689,-76.18364
249,63.096,-65.03114,-63.01617
250,54.117,-57.98472,-57.08759
251,46.416,-50.08532,-47.67799
252,39.811,-40.73079,-41.64078
253,34.145,-34.97575,-34.47624
254,29.286,-29.80541,-29.54432
255,25.119,-25.28478,-25.12803
256,21.544,-23.19878,-22.74376
257,18.478,-19.81395,-18.32864
258,15.849,-17.4821,-16.53051
259,13.594,-15.49307,-14.17441
260,11.659,-13.7008,-12.12024
261,10.0,-11.94629,-10.51027
262,8.577,-9.97559,-8.38909
263,7.356,-8.43838,-7.18027
264,6.31,-7.60223,-6.14731
265,5.412,-7.01198,-5.7838
266,4.642,-5.37443,-4.3277
267,3.981,-5.27149,-4.32565
268,3.415,-4.01868,-2.90176
269,2.929,-3.52845,-2.57582
270,2.512,-3.0146,-2.12248
271,2.154,-2.84404,-2.02071
272,1.848,-2.64932,-1.8109
273,1.585,-2.44809,-1.64116
274,1.359,-1.96283,-1.26391
275,1.166,-2.00918,-1.33964
276,1.0,-1.48775,-0.88643
277,0.457,0.34813,0.323
278,0.152,0.62174,0.43275
279,0.023,0.26641,0.25387
280,0.0,0.93672,0.50496
281,100.0,-112.9208,-105.26266
282,85.77,-96.09242,-87.70624
283,73.564,-78.26993,-71.87374
284,63.096,-66.14763,-63.6428
285,54.117,-58.92505,-58.20326
286,46.416,-46.73401,-46.57127
287,39.811,-40.94068,-43.08975
288,34.145,-37.39673,-36.14205
289,29.286,-31.31316,-31.03286
290,25.119,-26.04709,-25.00621
291,21.544,-23.1801,-22.50622
292,18.478,-20.52447,-19.16594
293,15.849,-18.89463,-17.55094
294,13.594,-15.49341,-13.50812
295,11.659,-12.96037,-11.62475
296,10.0,-11.79965,-10.51881
297,8.577,-10.05031,-8.91096
298,7.356,-8.98162,-7.71594
299,6.31,-7.45268,-6.20567
300,5.412,-6.00463,-4.86828
301,4.642,-5.75872,-4.52655
302,3.981,-4.72809,-3.76173
303,3.415,-4.61477,-3.70503
304,2.929,-4.02871,-2.9853
305,2.512,-2.75414,-1.89518
306,2.154,-1.96933,-1.263
307,1.848,-2.14881,-1.4455
308,1.585,-2.39225,-1.56333
309,1.359,-1.82624,-1.14173
310,1.166,-1.06337,-0.57909
311,1.0,-1.57593,-0.95316
312,0.457,0.67336,0.40152
313,0.152,-0.44654,-0.14722
314,0.023,-0.02712,0.08967
315,0.0,-0.14227,0.05704
316,100.0,-108.30109,-98.55128
317,85.77,-93.25581,-86.23509
318,73.564,-79.42572,-75.55661
319,63.096,-67.92318,-67.64106
320,54.117,-58.94126,-56.43058
321,46.416,-47.54772,-48.05911
322,39.811,-40.41523,-40.25592
323,34.145,-34.08994,-34.44614
324,29.286,-29.30223,-28.74071
325,25.119,-26.39082,-26.79017
326,21.544,-22.95796,-22.14518
327,18.478,-18.82579,-17.54175
328,15.849,-16.99701,-16.04716
329,13.594,-14.55987,-13.2584
330,11.659,-13.19875,-11.51528
331,10.0,-11.33267,-9.72764
332,8.577,-9.5924,-8.07166
333,7.356,-8.79738,-7.31668
334,6.31,-7.98177,-6.83071
335,5.412,-6.46353,-5.26217
336,4.642,-5.88486,-4.58045
337,3.981,-4.63177,-3.66561
338,3.415,-4.12377,-3.24701
339,2.929,-3.46811,-2.57361
340,2.512,-2.79469,-2.03127
341,2.154,-2.36136,-1.61747
342,1.848,-2.57444,-1.77109
343,1.585,-2.5759,-1.80033
344,1.359,-1.86356,-1.18733
345,1.166,-1.27578,-0.71008
346,1.0,-1.81332,-1.14986
347,0.457,0.22274,0.23706
348,0.152,0.56145,0.39703
349,0.023,0.23708,0.21327
350,0.0,0.20351,0.22145
351,100.0,-116.70244,-103.39732
352,85.77,-91.45042,-86.41302
353,73.564,-75.8873,-74.73405
354,63.096,-67.73465,-64.584
355,54.117,-55.26574,-55.41397
356,46.416,-49.92927,-47.08877
357,39.811,-40.82505,-40.33105
358,34.145,-34.39555,-34.89985
359,29.286,-31.76948,-32.02277
360,25.119,-26.0495,-25.28138
361,21.544,-22.46921,-22.07725
362,18.478,-20.58145,-19.33812
363,15.849,-17.17291,-15.70174
364,13.594,-15.49999,-13.91121
365,11.659,-12.97225,-11.93259
366,10.0,-11.35235,-9.97213
367,8.577,-11.41268,-9.8939
368,7.356,-8.87727,-7.5757
369,6.31,-7.5611,-6.4248
370,5.412,-6.94518,-5.67631
371,4.642,-5.82816,-4.68564
372,3.981,-4.87124,-3.68738
373,3.415,-4.41386,-3.37983
374,2.929,-4.10724,-3.09452
375,2.512,-3.43725,-2.56712
376,2.154,-2.37701,-1.57639
377,1.848,-2.26217,-1.4959
378,1.585,-2.26094,-1.48329
379,1.359,-2.10203,-1.36715
380,1.166,-1.47573,-0.79802
381,1.0,-1.16466,-0.64132
382,0.457,-0.54946,-0.21829
383,0.152,0.48275,0.36649
384,0.023,6.96389,0.94569
385,0.0,5.93611,0.93793
386,100.0,-108.74467,-96.91831
387,85.77,-91.51387,-84.20527
388,73.564,-80.19666,-75.41843
389,63.096,-66.82613,-61.93524
390,54.117,-56.01245,-56.16088
391,46.416,-47.24368,-48.61944
392,39.811,-40.45493,-40.37166
393,34.145,-35.78337,-36.60888
394,29.286,-29.97249,-29.14536
395,25.119,-24.84166,-24.83928
396,21.544,-22.71703,-22.51403
397,18.478,-20.24814,-19.14411
398,15.849,-17.12184,-15.94507
399,13.594,-15.15624,-14.09492
400,11.659,-13.20834,-11.86137
401,10.0,-11.91617,-10.19243
402,8.577,-9.68955,-8.32239
403,7.356,-8.7516,-7.2892
404,6.31,-7.46538,-6.13437
405,5.412,-6.38494,-5.15812
406,4.642,-5.42865,-4.23525
407,3.981,-4.9558,-4.17259
408,3.415,-4.32945,-3.35358
409,2.929,-3.79264,-2.82402
410,2.512,-3.50698,-2.61035
411,2.154,-2.55487,-1.76916
412,1.848,-2.37543,-1.62195
413,1.585,-2.22553,-1.49305
414,1.359,-1.38796,-0.81696
415,1.166,-0.94098,-0.46076
416,1.0,-1.54112,-0.92167
417,0.457,-0.93397,-0.48151
418,0.152,-0.53784,-0.21609
419,0.023,-0.11555,0.04073
420,0.0,-0.51453,-0.18557
421,100.0,-108.56499,-96.80696
422,85.77,-92.19451,-83.43373
423,73.564,-78.27176,-70.82764
424,63.096,-66.24649,-63.4469
425,54.117,-56.71038,-54.94451
426,46.416,-47.53845,-47.62662
427,39.811,-39.78025,-42.0167
428,34.145,-34.89448,-34.44769
429,29.286,-29.10406,-29.2056
430,25.119,-25.07746,-25.17967
431,21.544,-23.78282,-23.28681
432,18.478,-19.07164,-17.3708
433,15.849,-18.69396,-17.24284
434,13.594,-15.92773,-14.57648
435,11.659,-13.69822,-12.12144
436,10.0,-11.72045,-10.19751
437,8.577,-9.97574,-8.44194
438,7.356,-8.72369,-7.48125
439,6.31,-7.48261,-6.14281
440,5.412,-6.45174,-5.4431
441,4.642,-5.24596,-4.24164
442,3.981,-5.10148,-3.89944
443,3.415,-4.61523,-3.5105
444,2.929,-3.29719,-2.57484
445,2.512,-3.29431,-2.32589
446,2.154,-2.35323,-1.6244
447,1.848,-2.84408,-1.99044
448,1.585,-2.44706,-1.81359
449,1.359,-1.31549,-0.79284
450,1.166,-1.8257,-1.11173
451,1.0,-1.13607,-0.60348
452,0.457,-1.14627,-0.59675
453,0.152,0.19656,0.24132
454,0.023,-0.00197,0.11954
455,0.0,0.4857,0.34946
456,100.0,-113.76751,-105.39911
457,85.77,-96.13054,-90.40719
458,73.564,-78.98106,-77.68763
459,63.096,-66.27514,-63.15732
460,54.117,-56.23294,-54.79656
461,46.416,-48.24571,-49.83007
462,39.811,-40.17856,-39.17537
463,34.145,-36.3574,-34.14723
464,29.286,-29.81373,-29.58755
465,25.119,-26.88204,-26.22668
466,21.544,-23.80764,-22.91212
467,18.478,-20.5152,-18.84991
468,15.849,-18.51359,-17.00186
469,13.594,-14.66042,-12.83753
470,11.659,-13.0119,-11.25644
471,10.0,-11.35276,-10.04156
472,8.577,-10.19956,-8.65042
473,7.356,-9.17647,-7.5968
474,6.31,-7.44821,-6.10371
475,5.412,-6.34527,-5.02307
476,4.642,-6.01879,-4.72745
477,3.981,-5.53951,-4.34633
478,3.415,-4.40283,-3.29058
479,2.929,-3.61339,-2.67641
480,2.512,-3.34184,-2.5767
481,2.154,-2.70937,-1.80817
482,1.848,-2.67981,-1.9886
483,1.585,-1.59073,-0.91697
484,1.359,-1.50889,-0.81847
485,1.166,-0.96246,-0.49407
486,1.0,-1.56873,-0.90851
487,0.457,-0.99075,-0.50855
488,0.152,-0.61939,-0.22611
489,0.023,0.68174,0.42083
490,0.0,6.03142,0.78081
491,100.0,-118.37356,-101.35536
492,85.77,-96.50397,-89.32797
493,73.564,-79.03801,-75.48656
494,63.096,-64.43944,-61.29513
495,54.117,-55.51166,-54.54791
496,46.416,-46.02069,-46.35837
497,39.811,-40.78087,-38.6412
498,34.145,-33.41904,-34.36897
499,29.286,-30.80908,-30.27047
500,25.119,-26.15643,-26.57671
501,21.544,-22.65542,-22.89064
502,18.478,-19.68198,-19.37165
503,15.849,-17.61634,-16.41874
504,13.594,-16.49664,-14.93949
505,11.659,-14.62249,-13.59387
506,10.0,-11.8568,-10.14337
507,8.577,-10.33317,-8.59924
508,7.356,-8.95261,-7.57422
509,6.31,-6.85752,-5.51647
510,5.412,-6.45297,-5.34979
511,4.642,-5.58152,-4.48198
512,3.981,-4.44109,-3.4317
513,3.415,-4.38337,-3.51286
514,2.929,-3.66203,-2.76176
515,2.512,-4.11251,-3.35272
516,2.154,-2.81551,-1.91041
517,1.848,-2.75932,-1.88951
518,1.585,-2.37202,-1.57119
519,1.359,-1.60198,-0.98035
520,1.166,-0.96437,-0.47739
521,1.0,-1.2998,-0.67912
522,0.457,0.36993,0.30362
523,0.152,0.46587,0.36615
524,0.023,0.55506,0.38375
525,0.0,0.33305,0.2811
526,100.0,-112.92031,-102.62267
527,85.77,-94.35506,-91.00703
528,73.564,-81.52721,-79.63976
529,63.096,-66.28669,-64.83777
530,54.117,-55.90004,-54.22892
531,46.416,-47.68581,-47.14293
532,39.811,-41.83558,-42.52177
533,34.145,-34.79653,-33.11726
534,29.286,-31.05816,-29.12705
535,25.119,-26.12439,-26.89005
536,21.544,-23.67657,-23.60079
537,18.478,-19.43392,-18.78132
538,15.849,-16.66018,-15.72899
539,13.594,-15.56458,-14.15892
540,11.659,-12.54647,-11.07156
541,10.0,-11.89892,-10.22955
542,8.577,-9.81399,-8.42355
543,7.356,-8.41225,-6.83462
544,6.31,-7.74284,-6.52267
545,5.412,-6.59994,-5.45701
546,4.642,-5.76869,-4.86858
547,3.981,-4.6052,-3.46179
548,3.415,-4.05486,-3.03827
549,2.929,-4.02871,-3.01287
550,2.512,-3.42128,-2.55119
551,2.154,-2.88302,-1.96692
552,1.848,-2.02917,-1.38424
553,1.585,-1.94803,-1.19117
554,1.359,-2.22227,-1.39892
555,1.166,-1.09535,-0.53764
556,1.0,-1.23531,-0.68468
557,0.457,0.02421,0.12107
558,0.152,0.22169,0.22853
559,0.023,0.88285,0.49176
560,0.0,7.19467,0.85144
561,100.0,-113.00428,-102.11158
562,85.77,-89.4587,-85.42818
563,73.564,-81.36091,-76.60854
564,63.096,-67.92617,-63.44563
565,54.117,-56.78418,-55.307
566,46.416,-47.85367,-45.96038
567,39.811,-42.87882,-41.72438
568,34.145,-34.82234,-34.75762
569,29.286,-32.59908,-31.3024
570,25.119,-27.38855,-26.23993
571,21.544,-22.10454,-20.85752
572,18.478,-20.8666,-19.26447
573,15.849,-17.34085,-15.97284
574,13.594,-15.20284,-13.85116
575,11.659,-13.15832,-11.57207
576,10.0,-11.57445,-10.69904
577,8.577,-9.63329,-8.15141
578,7.356,-9.14709,-7.48229
579,6.31,-7.61606,-6.26343
580,5.412,-6.68548,-5.42563
581,4.642,-5.18443,-4.39099
582,3.981,-5.21324,-4.26015
583,3.415,-3.79932,-2.84804
584,2.929,-3.37933,-2.35959
585,2.512,-3.05353,-2.26241
586,2.154,-2.67699,-1.90151
587,1.848,-2.61027,-1.80468
588,1.585,-2.17525,-1.35674
589,1.359,-1.67843,-1.04677
590,1.166,-1.42511,-0.78959
591,1.0,-1.38563,-0.81212
592,0.457,-0.60906,-0.22612
593,0.152,2.42114,0.83195
594,0.023,2.64912,0.81873
595,0.0,1.0,0.52215
596,100.0,-113.89343,-100.85579
597,85.77,-92.06741,-86.50545
598,73.564,-78.99207,-75.34988
599,63.096,-67.3845,-66.50131
600,54.117,-57.18356,-57.56084
601,46.416,-48.25273,-47.4629
602,39.811,-39.95488,-39.83771
603,34.145,-35.50521,-35.56964
604,29.286,-31.01773,-30.05737
605,25.119,-25.85002,-25.6099
606,21.544,-21.7111,-20.55416
607,18.478,-20.10763,-18.98955
608,15.849,-18.04283,-17.19343
609,13.594,-14.12604,-13.07117
610,11.659,-12.79037,-11.60406
611,10.0,-12.00801,-10.7123
612,8.577,-9.49922,-8.0069
613,7.356,-8.72304,-7.50709
614,6.31,-7.35917,-6.09193
615,5.412,-6.33225,-5.18931
616,4.642,-5.62415,-4.4116
617,3.981,-5.27346,-4.36271
618,3.415,-4.32777,-3.27741
619,2.929,-3.39343,-2.41078
620,2.512,-3.44636,-2.45773
621,2.154,-2.81501,-1.98908
622,1.848,-2.47465,-1.77831
623,1.585,-1.74574,-1.07926
624,1.359,-1.61517,-0.99603
625,1.166,-1.59198,-0.89338
626,1.0,-1.74814,-1.04935
627,0.457,-0.84216,-0.38261
628,0.152,0.11276,0.1778
629,0.023,0.08079,0.16167
630,0.0,-0.64152,-0.28917
631,100.0,-111.35151,-101.35282
632,85.77,-96.45887,-88.46001
633,73.564,-82.53469,-79.03119
634,63.096,-65.69313,-63.30105
635,54.117,-58.83132,-56.97033
636,46.416,-49.76808,-49.77793
637,39.811,-39.67372,-40.83805
638,34.145,-32.16654,-32.05291
639,29.286,-31.70652,-31.5323
640,25.119,-25.32114,-24.78195
641,21.544,-22.52005,-22.28732
642,18.478,-20.04945,-18.6145
643,15.849,-18.28736,-16.97034
644,13.594,-14.71439,-13.7007
645,11.659,-13.79362,-11.9807
646,10.0,-11.51801,-9.79137
647,8.577,-10.33815,-8.85641
648,7.356,-7.84063,-6.57907
649,6.31,-6.91686,-5.85873
650,5.412,-6.55377,-5.32293
651,4.642,-5.56525,-4.52908
652,3.981,-4.87155,-3.78408
653,3.415,-3.88467,-3.07134
654,2.929,-4.08562,-3.06607
655,2.512,-3.67267,-2.69
656,2.154,-2.42015,-1.69048
657,1.848,-3.20203,-2.33223
658,1.585,-1.62968,-0.96279
659,1.359,-1.73051,-1.03631
660,1.166,-1.27271,-0.69588
661,1.0,-1.96183,-1.2966
662,0.457,-0.67976,-0.32059
663,0.152,-0.54247,-0.18673
664,0.023,1.66424,0.72243
665,0.0,0.20247,0.24067
666,100.0,-109.60642,-99.2643
667,85.77,-93.61251,-87.42626
668,73.564,-80.42544,-76.89074
669,63.096,-67.77643,-65.04026
670,54.117,-57.74735,-56.00984
671,46.416,-46.66606,-48.44793
672,39.811,-39.3967,-39.68911
673,34.145,-37.36782,-36.79983
674,29.286,-32.24178,-31.28229
675,25.119,-26.05802,-25.86844
676,21.544,-21.97038,-21.26738
677,18.478,-19.51529,-18.95754
678,15.849,-17.68039,-16.37362
679,13.594,-15.64215,-14.61173
680,11.659,-13.37312,-11.63913
681,10.0,-10.91545,-9.55267
682,8.577,-10.42915,-8.69269
683,7.356,-9.08621,-7.69775
684,6.31,-7.66603,-6.33954
685,5.412,-6.50617,-5.32365
686,4.642,-6.0551,-4.95752
687,3.981,-4.19308,-3.04207
688,3.415,-4.4525,-3.33503
689,2.929,-3.68594,-2.76246
690,2.512,-3.64885,-2.71151
691,2.154,-2.87597,-2.11227
692,1.848,-2.14308,-1.39519
693,1.585,-1.94758,-1.18877
694,1.359,-1.49967,-0.81599
695,1.166,-2.10577,-1.30207
696,1.0,-1.33496,-0.70676
697,0.457,-0.66915,-0.28288
698,0.152,0.3155,0.28846
699,0.023,0.11476,0.19297
700,0.0,2.08295,0.72149
701,100.0,-113.4165,-102.75461
702,85.77,-94.17576,-84.81088
703,73.564,-75.85632,-73.53688
704,63.096,-67.80495,-64.68658
705,54.117,-58.92379,-56.89147
706,46.416,-49.43867,-49.83503
707,39.811,-40.65339,-43.04323
708,34.145,-33.43036,-33.27024
709,29.286,-29.37151,-29.82788
710,25.119,-25.04144,-24.53399
711,21.544,-21.81254,-20.4465
712,18.478,-20.5232,-19.45855
713,15.849,-18.27619,-17.16366
714,13.594,-16.02187,-14.52745
715,11.659,-13.60662,-11.72736
716,10.0,-11.26383,-9.86044
717,8.577,-10.1439,-8.67248
718,7.356,-9.44874,-8.15012
719,6.31,-7.68572,-6.27191
720,5.412,-6.29993,-5.23103
721,4.642,-5.19027,-4.0719
722,3.981,-5.27242,-4.13942
723,3.415,-4.56466,-3.67388
724,2.929,-3.99758,-3.12715
725,2.512,-3.09445,-2.33518
726,2.154,-2.98497,-2.26909
727,1.848,-2.00625,-1.34941
728,1.585,-2.35,-1.61256
729,1.359,-1.916,-1.21229
730,1.166,-1.41534,-0.81067
731,1.0,-2.05417,-1.49832
732,0.457,-0.67652,-0.31618
733,0.152,-0.63559,-0.25013
734,0.023,-0.10439,0.08305
735,0.0,0.26758,0.27541
736,100.0,-113.89207,-100.98148
737,85.77,-94.15912,-85.77976
738,73.564,-80.25334,-77.98486
739,63.096,-64.35496,-62.35026
740,54.117,-55.41316,-53.42852
741,46.416,-46.51043,-47.67774
742,39.811,-39.23402,-38.63784
743,34.145,-34.73375,-35.62637
744,29.286,-30.21223,-30.57113
745,25.119,-27.41701,-26.1465
746,21.544,-22.00547,-21.46172
747,18.478,-19.79775,-19.10272
748,15.849,-18.31176,-16.99137
749,13.594,-15.52344,-14.08976
750,11.659,-13.57008,-12.45609
751,10.0,-11.18484,-9.96333
752,8.577,-10.29683,-8.63838
753,7.356,-9.49672,-8.00745
754,6.31,-7.23071,-6.10704
755,5.412,-7.22343,-5.97221
756,4.642,-5.50881,-4.23733
757,3.981,-5.34647,-4.57953
758,3.415,-3.8355,-2.90479
759,2.929,-4.10927,-3.20205
760,2.512,-3.10773,-2.32999
761,2.154,-2.7546,-1.9095
762,1.848,-1.63528,-1.04222
763,1.585,-1.78354,-1.12775
764,1.359,-1.97335,-1.38797
765,1.166,-1.22207,-0.7198
766,1.0,-0.97803,-0.52232
767,0.457,-0.50488,-0.18591
768,0.152,-0.31184,-0.05364
769,0.023,0.34333,0.27981
770,0.0,7.57206,1.85788
771,100.0,-107.96952,-96.80368
772,85.77,-90.77103,-83.43268
773,73.564,-78.92452,-76.46628
774,63.096,-64.06139,-63.69371
775,54.117,-55.07188,-53.7759
776,46.416,-48.11698,-47.25111
777,39.811,-40.10032,-38.18672
778,34.145,-33.94511,-32.21946
779,29.286,-30.61243,-30.03733
780,25.119,-25.84963,-25.8057
781,21.544,-22.30618,-22.23433
782,18.478,-20.15106,-19.13053
783,15.849,-17.68595,-17.00002
