tid,gamma,trueage,freqonly
2029,0.023,-0.01886,-0.04847
2030,0,0.02689,-0.04948
2031,100,-97.12065,-92.65562
2032,85.77,-87.42243,-97.36511
2033,73.564,-73.47139,-67.8317
2034,63.096,-63.93184,-56.57965
2035,54.117,-57.4152,-53.07046
2036,46.416,-48.42969,-46.36062
2037,39.811,-38.47192,-34.23421
2038,34.145,-32.88327,-39.21577
2039,29.286,-27.22523,-28.25893
2040,25.119,-25.8687,-27.72139
2041,21.544,-20.86101,-23.06074
2042,18.478,-18.9119,-16.69363
2043,15.849,-14.7733,-17.22568
2044,13.594,-13.18116,-14.45458
2045,11.659,-11.38351,-13.56441
2046,10,-10.35669,-9.27854
2047,8.577,-8.62377,-9.96609
2048,7.356,-7.77049,-6.97558
2049,6.31,-6.36629,-6.70475
2050,5.412,-5.27975,-5.46689
2051,4.642,-4.92953,-3.98397
2052,3.981,-3.62196,-4.1411
2053,3.415,-3.66869,-3.36083
2054,2.929,-2.69564,-2.65013
2055,2.512,-2.50205,-2.35981
2056,2.154,-2.00057,-2.10472
2057,1.848,-1.83844,-2.08176
2058,1.585,-1.49302,-1.36876
2059,1.359,-1.23481,-1.53421
2060,1.166,-0.82677,-0.90418
2061,1,-0.98777,-0.70373
2062,0.457,-0.50898,-0.51195
2063,0.152,-0.17658,-0.12586
2064,0.023,0.09716,-0.00275
2065,0,-0.27825,0.2094
2066,100,-100.9238,-95.53436
2067,85.77,-86.86181,-79.24284
2068,73.564,-76.78684,-74.86457
2069,63.096,-61.1496,-61.67291
2070,54.117,-53.85764,-59.51824
2071,46.416,-48.90416,-50.66078
2072,39.811,-40.26114,-38.24324
2073,34.145,-34.98617,-34.44803
2074,29.286,-29.79145,-28.28947
2075,25.119,-25.5383,-24.72072
2076,21.544,-21.96399,-21.06841
2077,18.478,-17.83889,-17.69215
2078,15.849,-15.29917,-15.63567
2079,13.594,-13.35225,-13.91673
2080,11.659,-11.66209,-11.4501
2081,10,-10.2522,-9.04709
2082,8.577,-9.34823,-7.8105
2083,7.356,-7.4921,-7.42096
2084,6.31,-6.58214,-6.15623
2085,5.412,-5.46243,-5.30088
2086,4.642,-4.9098,-4.89209
2087,3.981,-3.3478,-4.09425
2088,3.415,-3.53348,-3.11051
2089,2.929,-3.17007,-2.43229
2090,2.512,-2.54656,-2.25811
2091,2.154,-2.28625,-2.45897
2092,1.848,-1.94809,-1.76163
2093,1.585,-1.62295,-1.73562
2094,1.359,-1.16902,-1.31202
2095,1.166,-1.30267,-1.30292
2096,1,-0.79311,-1.12221
2097,0.457,-0.4778,-0.45351
2098,0.152,-0.08984,-0.28068
2099,0.023,-0.21569,0.19851
2100,0,0.08132,0.13885
2101,100,-101.08472,-117.81172
2102,85.77,-84.81979,-85.96163
2103,73.564,-72.84701,-64.80403
2104,63.096,-65.96953,-62.22377
2105,54.117,-53.4097,-54.3457
2106,46.416,-45.18167,-45.03657
2107,39.811,-39.21428,-42.97326
2108,34.145,-33.48618,-33.72807
2109,29.286,-28.48293,-24.77468
2110,25.119,-24.88172,-26.05648
2111,21.544,-21.123,-17.61999
2112,18.478,-18.29037,-21.78397
2113,15.849,-15.36591,-15.00901
2114,13.594,-13.50185,-15.06153
2115,11.659,-11.27168,-11.01871
2116,10,-10.90265,-9.65223
2117,8.577,-8.64671,-8.55493
2118,7.356,-7.58454,-7.0832
2119,6.31,-6.49722,-6.23603
2120,5.412,-5.18364,-5.39893
2121,4.642,-4.23451,-4.02305
2122,3.981,-3.80258,-4.19305
2123,3.415,-3.39503,-3.28523
2124,2.929,-2.81086,-3.1097
2125,2.512,-2.72952,-2.60326
2126,2.154,-2.18462,-1.88318
2127,1.848,-1.76151,-2.12238
2128,1.585,-1.50917,-1.5512
2129,1.359,-1.31892,-1.48412
2130,1.166,-1.0543,-1.02188
2131,1,-0.8791,-1.00236
2132,0.457,-0.23363,-0.57224
2133,0.152,-0.22482,-0.18533
2134,0.023,-0.06776,0.08849
2135,0,-0.15888,-0.1862
2136,100,-100.70577,-101.77945
2137,85.77,-87.41949,-83.32333
2138,73.564,-74.40551,-77.28568
2139,63.096,-61.91887,-63.32253
2140,54.117,-52.1199,-55.66084
2141,46.416,-46.01001,-50.61555
2142,39.811,-40.74432,-35.78553
2143,34.145,-34.34346,-34.76527
2144,29.286,-28.69035,-33.82251
2145,25.119,-24.95253,-23.34522
2146,21.544,-22.68881,-24.93533
2147,18.478,-18.46592,-18.30127
2148,15.849,-15.36707,-13.82135
2149,13.594,-13.90115,-13.80435
2150,11.659,-12.22208,-12.08623
2151,10,-10.09766,-11.52715
2152,8.577,-8.28338,-7.47674
2153,7.356,-7.62417,-7.58598
2154,6.31,-6.39568,-6.22924
2155,5.412,-5.34146,-5.5733
2156,4.642,-4.50835,-4.69399
2157,3.981,-4.15657,-4.07951
2158,3.415,-3.62447,-2.81966
2159,2.929,-2.84479,-3.23265
2160,2.512,-2.3145,-2.5423
2161,2.154,-1.9717,-2.06203
2162,1.848,-1.74412,-2.38575
2163,1.585,-1.40974,-1.52063
2164,1.359,-1.17538,-1.28243
2165,1.166,-0.99873,-1.39996
2166,1,-1.0804,-1.13956
2167,0.457,-0.88711,-0.44888
2168,0.152,-0.04894,-0.08174
2169,0.023,0.15743,0.08507
2170,0,0.04663,-0.07711
2171,100,-95.22541,-105.22663
2172,85.77,-80.3768,-90.20599
2173,73.564,-69.41394,-63.11421
2174,63.096,-63.39279,-59.87869
2175,54.117,-54.44456,-60.4739
2176,46.416,-48.76046,-42.96477
2177,39.811,-39.7249,-40.51091
2178,34.145,-34.71908,-33.3981
2179,29.286,-27.81299,-29.99213
2180,25.119,-27.7859,-21.69062
2181,21.544,-21.33714,-23.22699
2182,18.478,-19.54172,-18.24978
2183,15.849,-16.02858,-17.28045
2184,13.594,-14.82087,-13.72719
2185,11.659,-11.57523,-11.24353
2186,10,-10.17935,-10.3438
2187,8.577,-8.71867,-8.40993
2188,7.356,-7.58063,-7.11532
2189,6.31,-6.03559,-6.68243
2190,5.412,-5.18224,-5.92763
2191,4.642,-5.01203,-5.35422
2192,3.981,-4.28507,-3.59061
2193,3.415,-3.46718,-3.12804
2194,2.929,-2.69935,-2.9104
2195,2.512,-2.31259,-2.26634
2196,2.154,-2.12535,-2.14651
2197,1.848,-1.93155,-2.3111
2198,1.585,-1.45627,-1.58158
2199,1.359,-1.11703,-1.38339
2200,1.166,-0.9345,-1.10503
2201,1,-0.87912,-1.01073
2202,0.457,-0.46843,-0.26018
2203,0.152,-0.06756,-0.0874
2204,0.023,-0.16877,-0.17264
2205,0,-0.24581,0.03755
2206,100,-103.63671,-92.04747
2207,85.77,-87.94338,-83.83576
2208,73.564,-72.96624,-74.04099
2209,63.096,-68.94301,-70.05765
2210,54.117,-53.12376,-53.07028
2211,46.416,-44.42355,-40.01406
2212,39.811,-35.91724,-37.60498
2213,34.145,-33.46271,-31.32571
2214,29.286,-25.63582,-34.40215
2215,25.119,-24.59112,-27.12377
2216,21.544,-22.76316,-19.10584
2217,18.478,-18.96524,-20.06505
2218,15.849,-15.61329,-16.07784
2219,13.594,-13.35552,-11.94742
2220,11.659,-11.23665,-10.77639
2221,10,-9.88464,-9.83759
2222,8.577,-8.09737,-9.11275
2223,7.356,-6.9818,-7.2338
2224,6.31,-6.821,-5.93352
2225,5.412,-5.64615,-5.92677
2226,4.642,-4.69807,-4.15202
2227,3.981,-3.85318,-3.47408
2228,3.415,-3.58468,-2.94063
2229,2.929,-2.93929,-2.93862
2230,2.512,-2.54124,-2.51894
2231,2.154,-1.96408,-2.13275
2232,1.848,-2.18801,-1.79964
2233,1.585,-1.53991,-1.66044
2234,1.359,-1.49109,-1.37913
2235,1.166,-1.12937,-1.17244
2236,1,-1.04123,-1.0288
2237,0.457,-0.26459,-0.25297
2238,0.152,-0.17728,-0.36633
2239,0.023,0.00018,-0.08652
2240,0,0.08611,-0.00256
2241,100,-108.69312,-91.40606
2242,85.77,-84.04064,-82.33279
2243,73.564,-72.18027,-75.42377
2244,63.096,-61.17314,-69.35126
2245,54.117,-50.53556,-55.52656
2246,46.416,-47.78298,-42.43108
2247,39.811,-37.52134,-41.64423
2248,34.145,-33.50514,-34.24889
2249,29.286,-29.0026,-28.81321
2250,25.119,-26.74106,-25.75728
2251,21.544,-21.61665,-22.0102
2252,18.478,-18.03956,-17.1517
2253,15.849,-15.99908,-17.14231
2254,13.594,-14.87598,-13.50129
2255,11.659,-12.42479,-12.03854
2256,10,-10.05356,-10.23463
2257,8.577,-7.89344,-9.08395
2258,7.356,-6.98109,-8.61686
2259,6.31,-6.42651,-6.35583
2260,5.412,-5.09938,-5.40251
2261,4.642,-4.24052,-3.98298
2262,3.981,-4.16075,-4.37936
2263,3.415,-3.48316,-3.79187
2264,2.929,-2.66373,-2.56189
2265,2.512,-2.62875,-2.84086
2266,2.154,-1.96697,-1.7843
2267,1.848,-1.66318,-1.95848
2268,1.585,-1.75411,-1.96352
2269,1.359,-1.54955,-1.0625
2270,1.166,-1.24025,-1.32294
2271,1,-0.99842,-1.03776
2272,0.457,-0.47044,-0.71714
2273,0.152,-0.06107,0.26102
2274,0.023,-0.02508,-0.08445
2275,0,-0.06112,-0.1737
2276,100,-97.92333,-99.25807
2277,85.77,-82.10805,-76.56487
2278,73.564,-69.71692,-70.93701
2279,63.096,-64.18557,-64.31372
2280,54.117,-53.47923,-53.70123
2281,46.416,-46.38205,-42.77074
2282,39.811,-40.97196,-33.17616
2283,34.145,-34.06615,-30.32338
2284,29.286,-30.57443,-30.5038
2285,25.119,-24.80583,-26.71896
2286,21.544,-22.7087,-23.77104
2287,18.478,-19.72373,-16.28506
2288,15.849,-16.77457,-14.5866
2289,13.594,-13.68292,-13.83681
2290,11.659,-11.76284,-11.75639
2291,10,-10.53634,-10.612
2292,8.577,-8.73587,-8.68632
2293,7.356,-7.29785,-7.71683
2294,6.31,-6.51707,-5.84023
2295,5.412,-5.43368,-6.05567
2296,4.642,-4.96717,-5.12161
2297,3.981,-3.70382,-3.97431
2298,3.415,-3.33353,-2.89585
2299,2.929,-3.22623,-2.70157
2300,2.512,-2.27696,-2.92169
2301,2.154,-2.10516,-2.18463
2302,1.848,-2.03368,-1.77603
2303,1.585,-1.34033,-1.7031
2304,1.359,-1.33405,-1.57555
2305,1.166,-1.0895,-1.3067
2306,1,-1.01721,-0.88252
2307,0.457,-0.52506,-0.43771
2308,0.152,-0.19192,0.00017
2309,0.023,-0.29012,0.10539
2310,0,-0.04666,-0.04454
2311,100,-101.89835,-115.4359
2312,85.77,-82.34668,-80.49594
2313,73.564,-73.47006,-73.89371
2314,63.096,-62.53178,-64.82459
2315,54.117,-50.12842,-51.39977
2316,46.416,-44.58769,-43.25355
2317,39.811,-40.83658,-41.09836
2318,34.145,-32.94753,-31.65648
2319,29.286,-30.8696,-30.90406
2320,25.119,-26.16514,-24.78117
2321,21.544,-23.64225,-21.53515
2322,18.478,-17.90138,-19.7783
2323,15.849,-15.75286,-16.86834
2324,13.594,-12.50131,-14.90679
2325,11.659,-11.79182,-10.87489
2326,10,-9.08093,-10.03597
2327,8.577,-9.2457,-9.52843
2328,7.356,-6.84935,-6.9618
2329,6.31,-6.53621,-6.012
2330,5.412,-5.00835,-5.56428
2331,4.642,-4.46811,-4.71003
2332,3.981,-3.94065,-3.46988
2333,3.415,-3.56474,-3.40425
2334,2.929,-2.79855,-3.21021
2335,2.512,-2.91811,-2.35556
2336,2.154,-2.34064,-1.99675
2337,1.848,-2.09061,-1.62615
2338,1.585,-1.63112,-1.50497
2339,1.359,-1.47816,-1.52557
2340,1.166,-1.45403,-0.92697
2341,1,-1.06829,-0.99747
2342,0.457,-0.60277,-0.418
2343,0.152,-0.03798,-0.10755
2344,0.023,0.13609,0.0307
2345,0,-0.04279,-0.03297
2346,100,-99.59902,-117.48141
2347,85.77,-88.30912,-82.31862
2348,73.564,-73.09109,-76.95591
2349,63.096,-61.85323,-62.32619
2350,54.117,-51.43603,-52.38393
2351,46.416,-47.5747,-46.38679
2352,39.811,-39.74276,-35.28975
2353,34.145,-32.70093,-32.00234
2354,29.286,-28.97761,-28.46804
2355,25.119,-24.54105,-23.11172
2356,21.544,-21.34898,-20.52023
2357,18.478,-18.38849,-19.36574
2358,15.849,-14.91585,-14.67771
2359,13.594,-14.27414,-13.82974
2360,11.659,-13.10101,-10.8049
2361,10,-10.04729,-8.84574
2362,8.577,-8.9752,-8.05786
2363,7.356,-7.38307,-7.55253
2364,6.31,-6.76679,-6.54207
2365,5.412,-5.47818,-5.56854
2366,4.642,-4.71586,-4.45391
2367,3.981,-3.77965,-3.74644
2368,3.415,-3.84571,-3.78905
2369,2.929,-3.04505,-2.94222
2370,2.512,-2.56732,-2.70143
2371,2.154,-1.95237,-2.32877
2372,1.848,-1.85184,-1.9142
2373,1.585,-1.42121,-1.85529
2374,1.359,-1.25518,-1.23366
2375,1.166,-1.2608,-1.23142
2376,1,-0.94193,-0.90602
2377,0.457,-0.34077,-0.26439
2378,0.152,-0.12028,0.20878
2379,0.023,0.00037,0.0521
2380,0,0.038,0.14991
2381,100,-102.55819,-95.30046
2382,85.77,-84.01764,-85.9724
2383,73.564,-74.11686,-74.85256
2384,63.096,-62.73011,-58.64427
2385,54.117,-53.9344,-55.60616
2386,46.416,-47.66063,-46.16704
2387,39.811,-41.06082,-41.32728
2388,34.145,-33.89059,-38.6857
2389,29.286,-30.47614,-32.56407
2390,25.119,-26.20639,-25.54061
2391,21.544,-21.98799,-21.08645
2392,18.478,-18.46482,-17.90931
2393,15.849,-15.26281,-15.73561
2394,13.594,-14.22789,-13.17234
2395,11.659,-12.35425,-13.82815
2396,10,-10.1091,-9.67728
2397,8.577,-8.78476,-9.06819
2398,7.356,-6.52963,-7.16013
2399,6.31,-5.9805,-7.34533
2400,5.412,-4.66828,-4.72904
2401,4.642,-4.63532,-4.71615
2402,3.981,-3.97943,-4.27787
2403,3.415,-3.54191,-3.4866
2404,2.929,-2.88113,-2.58293
2405,2.512,-2.46865,-2.8253
2406,2.154,-2.43192,-2.14048
2407,1.848,-1.80341,-1.87258
2408,1.585,-1.51782,-1.36303
2409,1.359,-1.37744,-1.20899
2410,1.166,-0.99314,-1.30449
2411,1,-1.11717,-0.93197
2412,0.457,-0.64814,-0.37968
2413,0.152,-0.26628,-0.28145
2414,0.023,-0.12356,0.26506
2415,0,-2e-04,0.22647
2416,100,-93.6346,-104.63577
2417,85.77,-80.77086,-76.26303
2418,73.564,-77.23761,-72.84878
2419,63.096,-63.03549,-68.28814
2420,54.117,-54.79541,-55.52851
2421,46.416,-44.60243,-44.75596
2422,39.811,-39.1798,-38.23299
2423,34.145,-32.62934,-35.33421
2424,29.286,-29.16419,-29.58479
2425,25.119,-25.38573,-26.75851
2426,21.544,-20.27527,-21.52353
2427,18.478,-17.91594,-19.32278
2428,15.849,-14.49113,-16.06518
2429,13.594,-13.57109,-14.42324
2430,11.659,-11.59017,-12.99288
2431,10,-10.15557,-9.18759
2432,8.577,-9.15559,-8.58589
2433,7.356,-6.81226,-7.48479
2434,6.31,-6.60938,-6.09472
2435,5.412,-5.82685,-6.35689
2436,4.642,-4.48937,-5.53947
2437,3.981,-4.31103,-3.91413
2438,3.415,-3.40711,-3.37785
2439,2.929,-2.71562,-3.24432
2440,2.512,-2.50811,-2.53533
2441,2.154,-1.91408,-1.93913
2442,1.848,-1.96698,-1.66916
2443,1.585,-1.65328,-1.42731
2444,1.359,-1.18421,-1.35546
2445,1.166,-1.29901,-1.18242
2446,1,-1.01544,-0.83285
2447,0.457,-0.38227,-0.61501
2448,0.152,-0.23684,-0.11719
2449,0.023,-0.16825,-0.11788
2450,0,-0.20194,-0.00165
2451,100,-100.0446,-90.82425
2452,85.77,-82.22734,-90.81607
2453,73.564,-74.597,-75.82616
2454,63.096,-63.74299,-63.08102
2455,54.117,-57.11526,-59.13557
2456,46.416,-46.37644,-52.44896
2457,39.811,-39.18184,-45.45731
2458,34.145,-34.65945,-33.30839
2459,29.286,-28.21495,-29.90207
2460,25.119,-25.14073,-26.55149
2461,21.544,-20.64674,-23.5938
2462,18.478,-18.51643,-21.40446
2463,15.849,-15.86222,-15.20437
2464,13.594,-13.04356,-13.03046
2465,11.659,-12.14739,-11.43479
2466,10,-9.40826,-9.81157
2467,8.577,-9.18083,-8.81298
2468,7.356,-7.44357,-8.3254
2469,6.31,-6.08893,-6.40209
2470,5.412,-5.79119,-5.27604
2471,4.642,-4.30872,-4.92579
2472,3.981,-4.37844,-3.5822
2473,3.415,-3.11666,-3.43346
2474,2.929,-3.10878,-3.45394
2475,2.512,-2.32752,-2.63703
2476,2.154,-2.21648,-2.51962
2477,1.848,-1.76871,-1.69173
2478,1.585,-1.47784,-1.513
2479,1.359,-1.55825,-1.38196
2480,1.166,-0.98922,-1.18148
2481,1,-0.99888,-1.21059
2482,0.457,-0.36998,-0.26615
2483,0.152,-0.15908,-0.15215
2484,0.023,-0.13263,-0.06957
2485,0,-0.05183,-0.02975
2486,100,-93.86184,-108.90662
2487,85.77,-90.6159,-84.01094
2488,73.564,-71.98023,-63.28835
2489,63.096,-62.64578,-62.02489
2490,54.117,-50.78193,-57.06543
2491,46.416,-46.40502,-49.88364
2492,39.811,-40.96792,-40.82563
2493,34.145,-34.8328,-33.4114
2494,29.286,-28.96596,-28.52737
2495,25.119,-27.20369,-22.55416
2496,21.544,-21.49426,-21.02495
2497,18.478,-19.30615,-15.62585
2498,15.849,-15.93625,-14.02504
2499,13.594,-14.15203,-13.68736
2500,11.659,-12.14804,-11.13384
2501,10,-9.61252,-9.0324
2502,8.577,-8.50819,-8.30734
2503,7.356,-7.5694,-6.92771
2504,6.31,-5.68435,-6.68008
2505,5.412,-5.15677,-5.14493
2506,4.642,-4.36825,-3.98257
2507,3.981,-4.44662,-3.90934
2508,3.415,-3.41416,-3.96154
2509,2.929,-2.81866,-3.08755
2510,2.512,-2.4742,-2.22857
2511,2.154,-2.35412,-2.01894
2512,1.848,-2.01008,-1.7134
2513,1.585,-1.28513,-1.97275
2514,1.359,-1.45574,-1.42974
2515,1.166,-1.08357,-0.94888
2516,1,-0.74786,-1.18193
2517,0.457,-0.43537,-0.58023
2518,0.152,-0.2357,-0.12464
2519,0.023,0.21037,0.0326
2520,0,-0.1791,0.20405
2521,100,-100.07192,-99.29096
2522,85.77,-86.00687,-81.49491
2523,73.564,-77.2917,-72.61211
2524,63.096,-63.50737,-60.47979
2525,54.117,-54.0981,-55.98711
2526,46.416,-48.98249,-44.05835
2527,39.811,-36.72318,-40.99623
2528,34.145,-33.87648,-29.49097
2529,29.286,-29.23201,-27.67871
2530,25.119,-25.51639,-24.05841
2531,21.544,-21.25572,-21.72573
2532,18.478,-17.29565,-17.96763
2533,15.849,-15.86714,-13.76695
2534,13.594,-13.04418,-14.34849
2535,11.659,-12.18779,-12.56334
2536,10,-10.45415,-9.70356
2537,8.577,-8.70451,-7.96675
2538,7.356,-7.76675,-7.72185
2539,6.31,-6.54938,-6.32928
2540,5.412,-5.18099,-6.00876
2541,4.642,-5.21307,-4.87821
2542,3.981,-3.86239,-4.37595
2543,3.415,-3.18924,-3.44681
2544,2.929,-2.73019,-3.12418
2545,2.512,-2.75426,-2.7877
2546,2.154,-2.20614,-2.07565
2547,1.848,-1.92005,-1.93549
2548,1.585,-1.67922,-1.50352
2549,1.359,-1.50077,-1.15215
2550,1.166,-0.99643,-1.51528
2551,1,-0.97716,-0.81308
2552,0.457,-0.40367,-0.39911
2553,0.152,-0.03956,-0.21354
2554,0.023,-0.09765,-0.28785
2555,0,0.05302,0.05908
2556,100,-106.42764,-93.96784
2557,85.77,-87.22422,-77.75279
2558,73.564,-73.73919,-66.80631
2559,63.096,-62.92312,-70.57065
2560,54.117,-57.58295,-58.1573
2561,46.416,-46.39675,-59.18305
2562,39.811,-36.32019,-42.6211
2563,34.145,-33.32705,-39.72161
2564,29.286,-30.66902,-30.98004
2565,25.119,-27.0308,-21.04446
2566,21.544,-21.74365,-22.92067
2567,18.478,-18.10348,-18.60832
2568,15.849,-15.82211,-15.64995
2569,13.594,-12.53403,-14.61399
2570,11.659,-11.72316,-11.66851
2571,10,-10.19638,-9.30476
2572,8.577,-8.88402,-9.73835
2573,7.356,-7.35897,-8.21116
2574,6.31,-6.26943,-5.89309
2575,5.412,-5.6121,-5.03244
2576,4.642,-4.71974,-4.3699
2577,3.981,-4.00177,-3.79193
2578,3.415,-3.37874,-3.5902
2579,2.929,-3.17998,-2.70364
2580,2.512,-2.35377,-2.75967
2581,2.154,-2.29088,-1.88442
2582,1.848,-1.98672,-2.05091
2583,1.585,-1.77295,-1.72982
2584,1.359,-1.4759,-1.58218
2585,1.166,-1.26519,-1.14124
2586,1,-1.2025,-0.84989
2587,0.457,-0.4563,-0.4772
2588,0.152,0.04088,-0.20686
2589,0.023,0.09958,-0.09179
2590,0,-0.03007,0.12573
2591,100,-106.43189,-87.85076
2592,85.77,-83.45245,-82.99257
2593,73.564,-73.7043,-66.94637
2594,63.096,-60.93436,-73.22621
2595,54.117,-54.51456,-52.25295
2596,46.416,-48.51419,-47.29052
2597,39.811,-40.80913,-41.9153
2598,34.145,-34.12105,-34.79762
2599,29.286,-28.07613,-28.05075
2600,25.119,-25.44008,-26.21625
2601,21.544,-19.36038,-21.72971
2602,18.478,-17.64306,-15.52466
2603,15.849,-16.23197,-15.6304
2604,13.594,-14.1184,-13.87038
2605,11.659,-11.2979,-11.88054
2606,10,-9.41646,-9.2548
2607,8.577,-9.15564,-9.15368
2608,7.356,-7.50635,-6.65753
2609,6.31,-6.38249,-6.1886
2610,5.412,-5.36029,-5.35322
2611,4.642,-4.66281,-4.68249
2612,3.981,-3.39791,-3.86251
2613,3.415,-3.54963,-3.1278
2614,2.929,-3.01913,-3.03914
2615,2.512,-2.6537,-3.06777
2616,2.154,-1.82351,-2.45871
2617,1.848,-1.78929,-1.86771
2618,1.585,-1.54934,-1.77431
2619,1.359,-1.39342,-1.53679
2620,1.166,-1.11662,-1.24274
2621,1,-1.04724,-1.18234
2622,0.457,-0.46448,-0.50706
2623,0.152,-0.05705,-0.18288
2624,0.023,0.19256,-0.04268
2625,0,-0.16243,-0.14601
2626,100,-104.50392,-96.43908
2627,85.77,-89.64623,-85.26099
2628,73.564,-77.47698,-74.84332
2629,63.096,-61.56359,-64.40012
2630,54.117,-55.29108,-54.18452
2631,46.416,-44.32833,-45.74454
2632,39.811,-38.2724,-35.90007
2633,34.145,-31.61751,-33.07476
2634,29.286,-28.37783,-28.56764
2635,25.119,-24.3986,-26.08695
2636,21.544,-19.61887,-21.18952
2637,18.478,-18.20551,-18.06227
2638,15.849,-15.23154,-14.36529
2639,13.594,-13.25048,-12.44975
2640,11.659,-12.55867,-10.95656
2641,10,-10.07862,-10.06151
2642,8.577,-8.20741,-9.14867
2643,7.356,-7.39783,-7.6437
2644,6.31,-6.35818,-6.69388
2645,5.412,-4.99648,-5.29525
2646,4.642,-4.65372,-4.95102
2647,3.981,-4.08618,-4.01769
2648,3.415,-3.63129,-3.68729
2649,2.929,-2.75546,-2.63269
2650,2.512,-2.33244,-2.26338
2651,2.154,-2.08728,-2.10364
2652,1.848,-1.97464,-1.78908
2653,1.585,-1.5956,-1.36563
2654,1.359,-1.41342,-1.25045
2655,1.166,-1.19924,-0.93132
2656,1,-1.26165,-0.95848
2657,0.457,-0.64833,-0.59044
2658,0.152,-0.21595,-0.19048
2659,0.023,-0.08594,-0.03688
2660,0,-0.16796,0.0213
2661,100,-98.93652,-99.03591
2662,85.77,-84.43929,-81.65001
2663,73.564,-75.70383,-74.17397
2664,63.096,-61.68903,-59.40996
2665,54.117,-54.75856,-51.87233
2666,46.416,-49.24621,-50.50702
2667,39.811,-43.57321,-38.03928
2668,34.145,-35.04427,-35.08929
2669,29.286,-30.03679,-30.36284
2670,25.119,-27.73984,-26.4552
2671,21.544,-22.60339,-20.29524
2672,18.478,-19.40258,-19.21953
2673,15.849,-15.35421,-15.62322
2674,13.594,-13.86522,-14.53264
2675,11.659,-11.05261,-12.68007
2676,10,-9.2471,-9.71136
2677,8.577,-8.96369,-8.38955
2678,7.356,-6.89112,-7.01175
2679,6.31,-6.06241,-5.82138
2680,5.412,-5.14079,-5.49335
2681,4.642,-4.37878,-5.04417
2682,3.981,-3.88344,-3.5717
2683,3.415,-3.50945,-4.00052
2684,2.929,-3.16444,-2.95008
2685,2.512,-2.56735,-2.33455
2686,2.154,-2.37809,-2.04463
2687,1.848,-1.94324,-2.07182
2688,1.585,-1.54196,-1.70246
2689,1.359,-1.44379,-1.50453
2690,1.166,-1.20851,-1.25184
2691,1,-0.87042,-1.22402
2692,0.457,-0.67434,-0.2657
2693,0.152,-0.0897,-0.22796
2694,0.023,-0.11629,0.14076
2695,0,0.04872,-0.15393
2696,100,-105.22827,-92.65677
2697,85.77,-84.27798,-87.0923
2698,73.564,-73.31724,-76.70001
2699,63.096,-63.94253,-64.30638
2700,54.117,-57.17697,-51.66268
2701,46.416,-46.89513,-50.00779
2702,39.811,-44.82032,-38.4365
2703,34.145,-33.7937,-30.73748
2704,29.286,-31.78827,-28.04884
2705,25.119,-25.90569,-23.45565
2706,21.544,-20.63092,-23.39483
2707,18.478,-17.94742,-20.1226
2708,15.849,-15.12064,-13.0749
2709,13.594,-13.74975,-13.76029
2710,11.659,-11.38023,-10.67443
2711,10,-10.08813,-8.93614
2712,8.577,-9.61753,-8.57701
2713,7.356,-7.98697,-6.84898
2714,6.31,-5.65372,-5.73083
2715,5.412,-5.21856,-5.11145
2716,4.642,-5.06006,-4.66834
2717,3.981,-4.58805,-3.93436
2718,3.415,-3.52691,-3.65776
2719,2.929,-2.65134,-2.8099
2720,2.512,-2.29728,-2.58858
2721,2.154,-1.94479,-2.17578
2722,1.848,-1.86753,-2.14591
2723,1.585,-1.54209,-1.60103
2724,1.359,-1.60943,-1.1211
2725,1.166,-1.03705,-1.25896
2726,1,-0.934,-1.12794
2727,0.457,-0.53927,-0.4055
2728,0.152,-0.24501,-0.12827
2729,0.023,-0.0921,-0.10617
2730,0,0.00097,-0.08627
2731,100,-98.3921,-101.23535
2732,85.77,-84.43948,-82.1318
2733,73.564,-76.26709,-76.4124
2734,63.096,-67.26538,-65.35599
2735,54.117,-55.49317,-51.99008
2736,46.416,-41.59226,-50.07458
2737,39.811,-38.84676,-38.10874
2738,34.145,-32.94209,-39.63064
2739,29.286,-31.5778,-30.58193
2740,25.119,-23.41491,-23.13848
2741,21.544,-21.06414,-22.18838
2742,18.478,-19.6514,-18.37485
2743,15.849,-16.0138,-16.84515
2744,13.594,-13.45988,-12.3327
2745,11.659,-11.5393,-11.61368
2746,10,-9.80722,-9.98434
2747,8.577,-8.38429,-8.87399
2748,7.356,-7.29759,-8.12318
2749,6.31,-7.329,-7.25775
2750,5.412,-5.10645,-5.56112
2751,4.642,-4.51847,-5.02329
2752,3.981,-4.04726,-4.74441
2753,3.415,-3.2066,-3.46424
2754,2.929,-2.57484,-3.37619
2755,2.512,-2.98469,-2.44947
2756,2.154,-2.29314,-2.04825
2757,1.848,-1.74786,-1.80443
2758,1.585,-1.74736,-1.39218
2759,1.359,-1.69307,-1.4872
2760,1.166,-1.15639,-0.91619
2761,1,-0.74376,-1.04377
2762,0.457,-0.5919,-0.5354
2763,0.152,-0.27446,-0.05896
2764,0.023,-0.07708,0.23322
2765,0,-0.23979,0.01459
2766,100,-96.28737,-103.87744
2767,85.77,-78.95719,-95.96613
2768,73.564,-72.22232,-77.44764
2769,63.096,-63.45215,-64.19967
2770,54.117,-54.86886,-53.04895
2771,46.416,-46.30895,-47.32154
2772,39.811,-39.56182,-40.35163
2773,34.145,-33.3188,-33.91327
2774,29.286,-27.09107,-28.97934
2775,25.119,-25.68421,-24.73002
