gamma,freq,age
-10,1,689
-10,2,22
-10,1,19
-10,17,1248
-10,1,6
-10,2,21
-10,4,557
-10,1,58
-10,1,322
-10,2,481
-10,1,22
-10,1,74
-10,5,374
-10,1,420
-10,2,237
-10,7,7009
-10,38,4619
-10,30,3037
-10,3,662
-10,17,821
-10,4,882
-10,2,448
-10,2,125
-10,2,77
-10,1,7
-10,14,350
-10,6,375
-10,3,149
-10,1,536
-10,3,823
-10,1,28
-10,9,3306
-10,2,656
-10,9,610
-10,3,62
-10,3,209
-10,1,56
-10,13,3122
-10,13,737
-10,3,241
-10,1,77
-10,3,490
-10,19,1311
-10,56,2070
-10,11,735
-10,25,614
-10,20,445
-10,34,3534
-10,1,57
-10,16,2732
-10,23,6083
-10,4,1537
-10,5,547
-10,6,1556
-10,5,938
-10,2,2107
-10,1,6
-10,1,120
-10,1,4220
-10,2,191
-10,8,745
-10,9,846
-10,3,134
-10,8,329
-10,2,266
-10,7,958
-10,13,503
-10,12,541
-10,2,522
-10,10,1476
-10,1,507
-10,44,1374
-10,2,4886
-10,1,69
-10,9,1319
-10,1,33
-10,2,256
-10,3,49
-10,10,329
-10,7,2809
-10,10,1565
-10,4,438
-10,12,2801
-10,2,127
-10,2,44
-1,28,8619
-1,127,6132
-1,1,59
-1,2,134
-1,2,906
-1,5,387
-1,1,172
-1,3,1114
-1,24,1376
-1,1,62
-1,1,39
-1,95,9758
-1,21,11598
-1,60,2767
-1,2,122
-1,6,5898
-1,5,10170
-1,141,15180
-1,1,27
-1,1,52
-1,104,19241
-1,126,13151
-1,6,5595
-1,3,89
-1,1,686
-1,4,1533
-1,32,53408
-1,1,93
-1,5,2657
-1,4,334
-1,1,67
-1,4,76
-1,3,506
-1,32,4386
-1,5,3635
-1,39,21500
-1,10,628
-1,1,314
-1,4,150
-1,16,543
-1,32,2976
-1,251,26875
-1,1,7
-1,23,951
-1,201,19100
-1,3,310
-1,1,232
-1,17,6334
-1,40,4825
-1,2,52
-1,7,519
-1,6,1290
-1,5,460
-1,1,11
-1,4,5622
-1,111,8038
-1,3,32
-1,3,804
-1,7,2073
-1,2,353
-1,10,1043
-1,98,5337
-1,9,974
-1,16,14482
-1,32,3802
-1,50,1405
-1,28,3444
-1,216,6877
-1,5,362
-1,17,1510
-1,1,422
-1,9,4811
-1,1,1878
-1,1,24
-1,3,152
-1,2,3371
-1,36,2920
-1,3,216
-1,103,7153
-1,44,1442
-1,372,20129
-1,2,12
-1,2,830
-1,10,1989
-1,44,18268
-1,1,29870
-1,2,285
-1,1,37
-1,22,4356
-1,7,2345
-1,4,88
-1,18,25817
-1,78,1815
-1,2,79
-1,37,65043
-1,270,32184
-1,2,121
-1,87,22510
-1,20,4965
-1,5,307
-1,6,281
-1,12,2332
-1,10,2485
-1,19,6823
-1,40,708
-1,1,144
-1,6,474
-1,18,8251
-1,19,1872
-1,4,175
-1,1,2
-1,8,16614
-1,21,3462
-1,194,33508
-1,12,1649
-1,13,4304
-1,14,5343
-1,6,3614
-1,24,8555
-1,14,474
-1,9,1647
-1,1,15
-1,70,45309
-1,1,6
-1,70,16643
-1,12,481
-1,11,15427
-1,98,3982
-1,3,626
-1,1,4007
-1,270,62672
-1,1,38
-1,10,1845
-1,47,5462
-1,106,12207
-1,70,13649
-1,270,29839
-1,13,1037
-1,9,2261
-1,20,3975
-1,13,1871
-1,11,769
-1,147,7191
-1,36,3984
-1,6,271
-1,1,42
-1,80,12563
-1,1,6474
-1,1,17
-1,172,12527
-1,1,34
-1,11,2551
-1,210,10355
-1,9,1166
-1,1,7
-1,5,327
-1,1,36
-1,78,4554
-1,3,432
-1,2,119
-1,4,818
-1,8,2187
-1,1,446
-1,11,5034
-1,8,407
-1,2,42
-1,10,2254
-1,1,61
-1,77,4291
-1,1,31
-1,1,34
-1,161,74964
-1,187,23841
-1,6,956
-1,1,34
-1,10,1360
-1,6,737
-1,2,337
-1,1,1187
-1,14,8108
-1,34,15591
-1,2,229
-1,6,309
-1,1,54
-1,11,394
-1,1,78
-1,1,577
-1,44,4508
-1,2,4694
-1,148,29827
-1,11,2573
-1,22,6877
-1,321,39415
-1,3,1488
-1,9,1618
-1,1,254
-1,19,6095
-1,39,6666
-1,1,362
-1,1,4
-1,2,465
-1,46,3935
-1,1,94
-1,138,6566
-1,124,10548
-1,7,473
-1,272,36138
-1,3,257
-1,44,4623
-1,17,4529
-1,3,341
-1,8,13860
-1,24,1080
-1,204,4925
-1,27,9420
-1,43,1644
-1,46,4699
-1,7,740
-1,1,121
-1,98,13571
-1,2,171
-1,2,308
-1,1,24
-1,1,841
-1,3,273
-1,7,157
-1,1,191
-1,3,271
-1,44,3633
-1,2,163
-1,28,3348
-1,11,1266
-1,17,2320
-1,140,30360
-1,7,11488
-1,35,2183
-1,3,261
-1,7,197
-1,1,274
-1,54,6225
-1,6,452
-1,3,219
-1,147,31888
-1,23,2424
-1,168,20276
-1,4,161
-1,1,51
-1,31,2158
-1,15,25354
-1,28,8643
-1,60,4124
-1,11,1064
-1,304,30555
-1,1,173
-1,12,619
-1,75,3973
-1,1,1287
-1,2,441
-1,1,128
-1,38,19821
-1,36,4058
-1,5,912
-1,2,48
-1,33,3855
-1,3,1172
-1,2,163
-1,50,4038
-1,224,32755
-1,4,130
-1,1,126
-1,19,476
-1,195,28702
-1,82,4383
-1,217,48220
-1,1,1918
-1,25,2673
-1,1,274
-1,5,555
-1,70,1515
-1,1,21
-1,14,351
-1,1,10224
-1,2,95
-1,1,331
-1,1,203
-1,1,1
-1,69,7906
-1,1,143
-1,3,235
-1,255,58619
-1,22,4790
-1,225,45213
-1,4,820
-1,74,6672
-1,3,400
-1,1,24
-1,303,60521
-1,300,68823
-1,2,29
-1,57,66920
-1,268,19466
-1,33,6256
-1,5,1133
-1,1,43
-1,8,1481
-1,54,31044
-1,11,414
-1,71,8682
-1,2,7642
-1,1,9
-1,388,45561
-1,12,542
-1,2,102
-1,14,1924
-1,233,22645
-1,3,191
-1,15,3297
-1,121,56297
-1,35,12156
-1,2,661
-1,1,31
-1,34,5340
-1,114,63578
-1,69,5063
-1,341,69478
-1,81,8569
-1,149,54792
-1,33,7358
-1,9,572
-1,1,531
-1,38,1011
-1,1,5
-1,149,40878
-1,1,66
-1,2,1763
-1,1,1117
-1,12,1264
-1,3,82
-1,79,16345
-1,78,22228
-1,58,19895
-1,69,30256
-1,4,351
-1,184,5355
-1,1,42
-1,3,10392
-1,21,5269
-1,57,30589
-1,132,2056
-1,208,34753
-1,3,565
-1,1,930
-1,56,2874
-1,62,4601
-1,135,3000
-1,2,236
-1,8,25984
-1,67,4559
-1,3,88
-1,22,483
-1,51,1639
-1,150,10745
-1,7,1578
-1,21,8567
-1,3,460
-1,312,15177
-1,1,26
-1,22,3164
-1,20,2532
-1,1,940
-1,2,175
-1,114,5604
-1,2,151
-1,1,97
-1,35,3417
-1,275,33652
-1,3,256
-1,144,10102
-1,149,18543
-1,13,674
-1,61,55887
-1,16,452
-1,112,22737
-1,17,1199
-1,5,302
-1,186,5268
-1,4,195
-1,2,39
-1,7,157
-1,4,636
-1,55,1850
-1,12,555
-1,5,4971
-1,1,59
-1,1,211
-1,39,3754
-1,6,1294
-1,166,8300
-1,4,1093
-1,103,19797
-1,77,2729
-1,1,976
-1,4,13186
-1,10,213
-1,3,810
-1,6,1920
-1,201,16001
-1,64,7999
-1,109,15082
-1,15,694
-1,2,267
-1,1,64
-1,1,12
-1,146,6054
-1,4,20369
-1,1,46
-1,87,1505
-1,5,45682
-1,2,284
-1,1,27
-1,6,7151
-1,2,507
-1,19,1457
-1,40,10734
-1,1,78
-1,1,22
-1,2,46
-1,2,790
-1,3,1085
-1,1,161
-1,226,14619
-1,13,4510
-1,74,25843
-1,24,1380
-1,2,282
-1,15,789
-1,1,62
-1,1,9
-1,19,1099
-1,1,139
-1,1,158
-1,24,10653
-1,10,6656
-1,4,414
-1,1,49
-1,38,2410
-1,219,49621
-1,1,427
-1,2,161
-1,7,7268
-1,389,45169
-1,3,157
-1,23,1106
-1,11,367
-1,63,11352
-1,25,1688
-1,5,909
-1,1,18
-1,379,26060
-1,83,31762
-1,1,2863
-1,73,11862
-1,12,5730
-1,1,1750
-1,1,1474
-1,3,252
-1,3,207
-1,1,83
-1,2,405
-1,63,14177
-1,335,25946
-1,21,10735
-1,5,1061
-1,68,1999
-1,24,1206
-1,9,192
-1,348,45734
-1,21,755
-1,54,2219
-1,10,820
-1,1,16
-1,5,48
-1,219,16108
-1,8,208
-1,26,10982
-1,1,109
-1,31,5087
-1,5,412
-1,18,2655
-1,94,10611
-1,7,1224
-1,19,834
-1,19,7715
-1,43,1638
-1,2,251
-1,8,1184
-1,1,65
-1,37,73353
-1,11,1191
-1,5,196
-1,12,4504
-1,7,1688
-1,4,114
-1,33,5344
-1,1,144
-1,1,50
-1,1,49
-1,261,11593
-1,4,711
-1,2,62
-1,126,10580
-1,2,1010
-1,18,2202
-1,152,31584
-1,11,1781
-1,2,293
-1,5,551
-1,31,40240
-1,1,76
-1,3,178
-1,76,6226
-1,16,12972
-1,8,11706
-1,17,5272
-1,10,1173
-1,10,2298
-1,43,7331
-1,8,597
-1,1,240
-1,2,2290
-1,47,2744
-1,34,3277
-1,336,54273
-1,8,725
-1,27,14793
-1,11,6152
-1,20,1728
-1,157,15714
-1,6,1665
-1,101,15575
-1,15,8930
-1,8,259
-1,1,22
-1,1,227
-1,184,30942
-1,14,8512
-1,56,12819
-1,2,126
-1,27,33435
-1,36,1866
-1,2,107
-1,11,3126
-1,1,80
-1,5,559
-1,10,667
-1,1,59
-1,1,148
-1,3,128
-1,119,13136
-1,46,4032
-1,9,591
-1,2,87
-1,275,51829
-1,16,495
-1,3,1010
-1,71,13936
-1,4,2604
-1,39,8622
-1,7,1421
-1,391,58310
-1,1,187
-1,98,48237
-1,2,39
-1,25,3209
-1,1,49
-1,2,824
-1,8,646
-1,1,5
-1,16,1780
-1,71,2721
-1,96,16290
-1,67,6761
-1,3,2134
-1,151,23432
-1,1,162
-1,1,15
-1,9,520
-1,391,28015
-1,49,2371
-1,91,3142
-1,2,1095
-1,20,519
-1,45,4045
-1,199,28740
-1,13,505
-1,10,1269
-1,41,5930
-1,9,1154
-1,12,3921
-1,130,28006
-1,34,1768
-1,349,21550
-1,29,19632
-1,32,990
-1,8,411
-1,1,125
-1,8,768
-1,43,728
-1,29,5213
-1,44,24734
-1,4,513
-1,1,411
-1,1,110
-1,2,3085
-1,8,888
-1,17,1790
-1,64,3972
-1,8,4098
-1,1,25
-1,1,343
-1,5,2885
-1,1,204
-1,24,3709
-1,226,18665
-1,3,622
-1,1,217
-1,29,1387
-1,1,128
-1,26,5219
-1,4,235
-1,142,51652
-1,11,2359
-1,1,23
-1,9,585
-1,255,8849
-1,66,28237
-1,5,15494
-1,122,7989
-1,17,1533
-1,31,1360
-1,9,6368
-1,244,25968
-1,124,14550
-1,1,489
-1,110,24331
-1,15,245
-1,1,36
-1,2,328
-1,1,192
-1,1,57
-1,7,2425
-1,18,1032
-1,19,7018
-1,6,399
-1,36,21195
-1,23,3149
-1,8,1966
-1,1,307
-1,2,333
-1,109,22309
-1,2,41
-1,8,717
-1,15,9396
-1,8,216
-1,34,4423
-1,177,31683
-1,86,12431
-1,44,7477
-1,1,19
-1,2,75
-1,4,2914
-1,40,5711
-1,1,32
-1,1,49
-1,282,20787
-1,341,48003
-1,37,2487
-1,165,14741
-1,31,778
-1,109,6560
-1,1,266
-1,5,1434
-1,3,144
-1,4,1612
-1,1,46
-1,37,3784
-1,1,1194
-1,335,47045
-1,3,866
-1,137,18324
-1,1,520
-1,3,57
-1,3,229
-1,3,94
-1,1,334
-1,12,1220
-1,8,4048
-1,1,6
-1,6,1329
-1,3,3120
-1,2,249
-1,13,655
-1,62,12576
-1,255,6693
-1,7,1064
-1,2,907
-1,129,10682
-1,3,84
-1,11,2837
-1,2,83
-1,3,1093
-1,2,12
-1,14,2792
-1,14,10771
-1,1,118
-1,34,1238
-1,1,91
-1,5,745
-1,127,6865
-1,49,8358
-1,35,8708
-1,12,1252
-1,1,713
-1,6,708
-1,3,520
-1,5,123
-1,79,5849
-1,2,554
-1,29,2695
-1,95,13582
-1,1,585
-1,56,8540
-1,15,623
-1,5,1971
-1,1,184
-1,4,252
-1,1,14
-1,146,32060
-1,11,1933
-1,5,1078
-1,2,648
-1,111,15028
-1,41,2025
-1,5,827
-1,14,1501
-1,224,23616
-1,2,33
-1,18,2491
-1,1,49
-1,1,471
-1,9,670
-1,1,3962
-1,138,7358
-1,102,75569
-1,16,600
-1,37,1640
-1,8,1207
-1,209,16762
-1,19,9940
-1,1,114
-1,2,993
-1,2,1163
-1,3,64
-1,97,14746
-1,12,1749
-1,1,159
-1,202,28576
-1,3,5903
-1,23,12833
-1,144,74491
-1,249,36676
-1,5,80
-1,4,206
-1,229,5824
-1,55,2898
-1,6,1021
-1,79,17720
-1,1,633
-1,83,5194
-1,267,33869
-1,10,15748
-1,1,48
-1,89,3804
-1,1,1931
-1,4,183
-1,4,420
-1,1,27
-1,49,5727
-1,2,271
-1,1,632
-1,15,854
-1,19,2898
-1,1,4160
-1,1,61
-1,32,6676
-1,5,795
-1,7,502
-1,6,2424
-1,10,361
-1,1,29
-1,4,1441
-1,26,1125
-1,4,755
-1,43,24198
-1,12,4325
-1,189,24078
-1,1,228
-1,77,3965
-1,19,1436
-1,1,103
-1,4,238
-1,282,15566
-1,16,1677
-1,304,59494
-1,25,4075
-1,10,512
-1,204,24739
-1,49,2098
-1,71,1512
-1,3,31
-1,1,19
-1,254,30197
-1,86,12995
-1,7,371
-1,14,1887
-1,2,444
-1,55,6086
-1,34,29610
-1,7,176
-1,182,20561
-1,100,22902
-1,257,50069
-1,144,19781
-1,1,117
-1,39,7588
-1,157,24508
-1,9,15165
-1,16,5865
-1,318,22417
-1,43,77831
-1,12,1179
-1,298,28087
-1,2,665
-1,33,820
-1,3,4837
-1,2,279
-1,48,3360
-1,3,99
-1,5,196
-1,25,1189
-1,7,1173
-1,76,5644
-1,5,268
-1,1,44
-1,3,45
-1,1,900
-1,70,38481
-1,26,887
-1,4,394
-1,2,382
-1,207,27997
-1,174,32548
-1,11,2005
-1,3,311
-1,1,379
-1,2,9251
-1,2,699
-1,220,17324
-1,219,12611
-1,15,14702
-1,1,113
-1,1,13
-1,289,30076
-1,2,1130
-1,7,1033
-1,1,2424
-1,1,480
-1,10,1135
-1,8,2892
-1,2,103
-1,1,253
-1,21,4294
-1,1,85
-1,87,69919
-1,10,425
-1,33,780
-1,108,30168
-1,184,29343
-1,138,4008
-1,6,2219
-1,2,147
-1,5,3741
-1,261,9341
-1,57,2651
-1,2,423
-1,3,785
-1,2,383
-1,215,63282
-1,75,8513
-1,18,11212
-1,5,2464
-1,26,30344
-1,33,2543
-1,140,31260
-1,2,158
-1,121,3266
-1,24,6945
-1,91,7657
-1,4,23901
-1,81,7509
-1,273,46422
-1,86,24915
-1,113,20170
-1,10,813
-1,1,621
-1,1,174
-1,12,1128
-1,112,12982
-1,336,55194
-1,22,1922
-1,104,3878
-1,4,236
-1,48,6320
-1,14,36951
-1,2,476
-1,5,423
-1,6,3423
-1,2,193
-1,4,566
-1,42,4114
-1,17,3703
-1,2,284
-1,27,13251
-1,43,5490
-1,45,4711
-1,100,20630
-1,10,3932
-1,2,155
-1,3,190
-1,11,2723
-1,92,57713
-1,7,214
-1,41,6280
-1,4,2726
-1,30,2568
-1,112,15044
-1,19,1361
-1,3,838
-1,14,4243
-1,5,133
-1,8,1194
-1,11,2270
-1,23,2381
-1,95,17432
-1,64,7437
-1,1,6
-1,9,225
-1,3,100
-1,1,9
-1,10,5895
-1,77,5385
-1,4,499
-1,4,970
-1,75,15450
-1,2,393
-1,8,1191
-1,11,998
-1,3,4934
-1,79,1519
-1,1,39
-1,8,5989
-1,1,103
-1,1,48
-1,6,1388
-1,118,31039
-1,1,387
-1,4,490
-1,2,247
-1,21,2626
-1,5,729
-1,1,32
-1,1,42
-1,2,19
-1,17,3640
-1,2,36
-1,7,1213
-1,1,7433
-1,7,3220
-1,3,256
-1,41,1707
-1,15,10360
-1,1,57
-1,2,2324
-1,292,22776
-1,137,28177
-1,73,7002
-1,2,13
-1,3,146
-1,51,1520
-1,29,981
-1,44,5470
-1,46,2620
-1,29,1674
-1,71,11607
-1,102,3794
-1,2,426
-1,2,97
-1,316,11419
-1,4,330
-1,130,27736
-1,70,3592
-1,104,5769
-1,43,9217
-1,17,9835
-1,52,2436
-1,1,33
-1,9,1985
-1,26,4024
-1,14,26496
-1,9,7437
-1,185,31079
-1,4,1576
-1,10,2855
-1,3,1694
-1,30,2821
-1,6,151
-1,6,570
-1,42,3664
-1,1,155
-1,1,3
-1,12,1496
-1,3,85
-1,2,2329
-1,1,680
-1,1,179
-1,4,2369
-1,2,1473
-1,1,19
-1,1,41
-1,52,3826
-1,8,7719
-1,183,16810
-1,129,49418
-1,232,12808
-1,1,603
-1,67,26962
-1,90,21216
-1,1,5
-1,1,82
-1,116,8389
-1,10,2363
-1,1,73
-1,3,5576
-1,20,3016
-1,10,598
-1,5,745
-1,72,8071
-1,5,610
-1,1,13
-1,325,12380
-1,4,1217
-1,123,1893
-1,1,37
-1,8,991
-1,109,43089
-1,1,290
-1,1,586
-1,47,11389
-1,13,285
-1,1,137
-1,2,118
-1,7,772
-1,7,242
-1,1,70
-1,158,5876
-1,33,1497
-1,40,2861
-1,2,877
-1,14,900
-1,2,148
-1,111,6184
-1,14,539
-1,47,1415
-1,1,12
-1,2,304
-1,10,1231
-1,2,54
-1,5,269
-1,11,381
-1,39,8176
-1,28,44643
-1,68,30743
-1,351,32649
-1,1,1
-1,18,4485
-1,12,6531
-1,28,20923
-1,3,84
-1,7,207
-1,30,2967
-1,1,5
-1,23,3301
-1,1,410
-1,13,10895
-1,9,1669
-1,236,22359
-1,1,120
-1,121,10267
-1,1,78
-1,4,377
-1,26,6101
-1,40,2642
-1,7,1019
-1,26,30146
-1,65,18671
-1,12,13765
-1,14,626
-1,25,2111
-1,3,54
-1,3,352
-1,1,933
-1,69,69850
-1,1,16
-1,3,1126
-1,82,6233
-1,2,4478
-1,41,9252
-1,49,3835
-1,1,166
-1,5,2156
-1,10,623
-1,20,899
-1,80,20999
-1,21,2258
-1,6,9234
-1,33,5278
-1,24,1609
-1,4,794
-1,4,196
-1,326,19250
-1,9,644
-1,125,4192
-1,1,3217
-1,9,61
-1,67,15465
-1,28,6963
-1,28,1624
-1,116,7591
-1,7,487
-1,62,3759
-1,1,340
-1,1,137
-1,318,45669
-1,6,1182
-1,40,8217
-1,2,351
-1,28,3347
-1,8,209
-1,1,192
-1,62,27938
-1,2,1209
-1,4,350
-1,11,421
-1,1,155
-1,2,185
-1,36,23985
-1,12,8675
-1,36,10573
-1,36,4880
-1,283,15356
-1,12,1686
-1,15,1029
-1,9,438
-1,5,229
-1,7,4436
-1,2,73
-1,98,15031
-1,67,2935
-1,41,4155
-1,50,5025
-1,1,97
-1,50,7527
-1,96,18176
-1,91,12889
-1,92,6760
-1,255,19891
-1,39,673
-1,37,8953
-1,5,480
-1,1,585
-1,25,1463
-1,63,3771
-1,3,983
-1,140,32802
-1,17,2907
-1,2,13890
-1,15,1559
-1,48,8954
-1,94,8389
-1,3,7621
-1,183,10601
-1,1,373
-1,115,14775
-1,12,764
-1,1,270
-1,48,3281
-1,181,21964
-1,16,1201
-1,37,739
-1,69,2137
-1,8,476
-1,3,178
-1,1,58
-1,13,1581
-1,6,1724
-1,5,697
-1,2,245
-1,80,3235
-1,71,10527
-1,9,1168
-1,1,413
-1,25,868
-1,70,26690
-1,341,10488
-1,37,3188
-1,19,1338
-1,64,4191
-1,43,18023
-1,1,8
-1,1,176
-1,47,4456
-1,8,1005
-1,4,244
-1,1,6
-1,5,417
-1,1,4
-1,3,192
-1,9,516
-1,1,35
-1,1,573
-1,7,655
-1,1,254
-1,2,108
-1,16,3644
-1,8,1556
-1,261,62347
-1,81,1986
-1,27,2525
-1,1,899
-1,51,19046
-1,3,220
-1,7,483
-1,1,20
-1,1,66
-1,64,48447
-1,1,11
-1,5,428
-1,3,7150
-1,77,16811
-1,2,373
-1,8,1681
-1,17,4213
-1,5,27679
-1,31,2806
-1,110,12895
-1,2,137
-1,2,60
-1,41,8667
-1,3,118
-1,1,87
-1,18,5629
-1,2,132
-1,32,10801
-1,1,2
-1,1,737
-1,6,1820
-1,56,2057
-1,14,1097
-1,7,514
-1,23,3854
-1,83,8134
-1,1,58
-1,185,16520
-1,7,298
-1,1,32
-1,146,40841
-1,62,4838
-1,38,7683
-1,2,246
-1,22,1207
-1,1,202
-1,1,965
-1,27,2804
-1,1,291
-1,128,27602
-1,11,295
-1,2,154
-1,16,1343
-1,148,10159
-1,6,810
-1,3,96
-1,4,630
-1,9,6189
-1,15,10558
-1,65,14415
-1,19,710
-1,14,5747
-1,19,1116
-1,226,15033
-1,5,494
-1,1,380
-1,3,341
-1,49,28958
-1,6,259
-1,67,7432
-1,228,17152
-1,314,65347
-1,35,37180
-1,25,1388
-1,1,22
-1,2,63
-1,2,2568
-1,22,26479
-1,23,17649
-1,8,1557
-1,93,6779
-1,1,26
-1,207,12467
-1,27,6618
-1,152,2775
-1,17,3321
-1,51,13927
-1,4,779
-1,10,3009
-1,4,30235
-1,39,703
-1,17,1971
-1,1,132
-1,1,259
-1,13,461
-1,1,234
-1,41,1663
-1,11,1488
-1,32,497
-1,6,1364
-1,49,16735
-1,78,29859
-1,156,20597
-1,2,176
-1,1,12
-1,192,31506
-1,12,1777
-1,1,123
-1,297,15461
-1,3,1469
-1,20,28498
-1,7,274
-1,12,1398
-1,2,24
-1,114,7688
-1,10,539
-1,1,75
-1,13,2680
-1,1,243
-1,15,491
-1,292,14337
-1,116,5913
-1,28,6314
-1,60,8434
-1,30,3656
-1,36,33403
-1,45,2650
-1,90,5015
-1,4,200
-1,150,17663
-1,13,1059
-1,9,178
-1,1,123
-1,1,1798
-1,1,641
-1,10,4342
-1,153,6489
-1,4,265
-1,148,67111
-1,24,3444
-1,1,58
-1,164,7431
-1,11,14535
-1,27,1649
-1,2,71
-1,11,1279
-1,273,22490
-1,2,80
-1,70,7551
-1,3,246
-1,1,30
-1,28,1046
-1,5,1073
-1,19,5791
-1,1,958
-1,22,10622
-1,6,1327
-1,1,2051
-1,14,6261
-1,33,5426
-1,4,144
-1,1,213
-1,373,68817
-1,2,43
-1,1,106
-1,1,21
-1,103,71648
-1,2,97
-1,9,685
-1,6,138
-1,1,87
-1,1,19
-1,153,11669
-1,13,454
-1,13,1095
-1,103,10590
-1,1,185
-1,39,2994
-1,63,10345
-1,89,33146
-1,3,573
-1,68,28092
-1,17,4219
-1,40,13287
-1,24,5174
-1,133,76101
-1,1,647
-1,2,131
-1,1,60
-1,11,2943
-1,4,400
-1,73,2328
-1,6,969
-1,4,547
-1,1,62
-1,5,2751
-1,8,924
-1,4,410
-1,11,1814
-1,125,21287
-1,2,838
-1,78,55917
-1,11,2139
-1,15,7291
-1,6,553
-1,1,8
-1,189,8762
-1,20,976
-1,374,53487
-1,2,37
-1,9,397
-1,5,18905
-1,2,71
-1,22,4985
-1,9,2818
-1,109,7452
-1,1,283
-1,16,1489
-1,2,665
-1,63,2033
-1,2,4273
-1,5,406
-1,2,42
-1,51,8636
-1,397,24683
-1,2,287
-1,2,82
-1,4,340
-1,5,627
-1,8,391
-1,1,118
-1,121,9029
-1,40,7602
-1,96,23908
-1,12,4155
-1,5,4902
-1,5,581
-1,141,13377
-1,4,952
-1,57,7765
-1,61,9927
-1,1,88
-1,294,21081
-1,127,11529
-1,15,12498
-1,51,2558
-1,5,4839
-1,15,1542
-1,84,26034
-1,4,118
-1,1,100
-1,5,360
-1,1,6
-1,3,78
-1,26,5629
-1,123,16331
-1,351,29838
-1,3,590
-1,3,2059
-1,223,16525
-1,71,10907
-1,4,8446
-1,2,682
-1,1,196
-1,4,274
-1,292,16669
-1,24,3288
-1,3,1735
-1,2,73
-1,1,554
-1,2,304
-1,1,72
-1,78,22850
-1,38,2054
-1,188,16352
-1,1,23
-1,8,677
-1,88,19944
-1,5,242
-1,5,670
-1,90,16541
-1,10,549
-1,5,501
-1,15,448
-1,94,11454
-1,252,65626
-1,2,179
-1,42,14768
-1,21,2648
-1,117,5989
-1,26,22804
-1,61,1063
-1,2,33
-1,89,4290
-1,14,768
-1,2,93
-1,4,1885
-1,26,831
-1,18,47357
-1,1,62
-1,2,456
-1,7,4342
-1,1,17
-1,7,567
-1,36,7211
-1,93,3417
-1,3,41
-1,2,664
-1,9,749
-1,11,5102
-1,2,303
-1,4,618
-1,5,2252
-1,21,31052
-1,24,2263
-1,172,18767
-1,53,14246
-1,1,558
-1,1,326
-1,1,462
-1,20,1799
-1,4,2320
-1,13,827
-1,16,821
-1,2,5276
-1,2,1957
-1,74,11811
-1,4,47
-1,6,531
-1,40,2029
-1,31,42503
-1,1,135
-1,9,1071
-1,4,1816
-1,2,14757
-1,1,244
-1,1,535
-1,2,1257
-1,2,11
-1,5,2933
-1,11,9755
-1,9,2197
-1,15,4140
-1,110,11169
-1,9,1846
-1,113,58230
-1,57,4424
-1,98,5364
-1,93,39213
-1,13,12511
-1,1,5
-1,2,276
-1,3,149
-1,4,65
-1,68,5421
-1,2,245
-1,3,263
-1,4,1886
-1,1,58
-1,9,2775
-1,3,288
-1,1,46028
-1,1,183
-1,13,5296
-1,9,1130
-1,17,1056
-1,62,30100
-1,1,221
-1,182,5404
-1,5,1072
-1,1,1200
-1,177,12612
-1,251,8116
-1,53,8510
-1,3,137
-1,273,31426
-1,5,1583
-1,1,226
-1,18,1622
-1,2,1743
-1,2,116
-1,8,952
-1,8,775
-1,24,940
-1,3,196
-1,1,92
-1,22,1574
-1,1,276
-1,102,46075
-1,4,721
-1,104,25709
-1,19,4893
-1,1,287
-1,76,61211
-1,74,5179
-1,5,756
-1,9,751
-1,25,892
-1,271,31535
-1,8,350
-1,75,4418
-1,6,571
-1,4,339
-1,296,24393
-1,110,4083
-1,3,49
-1,11,1594
-1,2,743
-1,2,23793
-1,15,1111
-1,42,9872
-1,136,60155
-1,5,5777
-1,37,42187
-1,1,5
-1,1,11
-1,1,156
-1,21,616
-1,3,1771
-1,3,667
-1,60,12139
-1,2,3889
-1,1,102
-1,2,180
-1,17,637
-1,224,9370
-1,41,2205
-1,89,20366
-1,2,1501
-1,96,26028
-1,21,4233
-1,60,2742
-1,2,20
-1,10,5344
-1,16,3361
-1,1,15
-1,18,562
-1,3,162
-1,1,114
-1,1,3
-1,7,241
-1,3,64
-1,4,654
-1,81,7440
-1,2,547
-1,24,21957
-1,9,4311
-1,3,315
-1,4,364
-1,2,517
-1,18,4147
-1,92,18843
-1,9,392
-1,1,259
-1,3,3457
-1,68,8811
-1,211,12770
-1,11,836
-1,1,131
-1,44,19483
-1,2,281
-1,187,63945
-1,116,14847
-1,37,3060
-1,101,38976
-1,7,323
-1,9,505
-1,305,72555
-1,40,2955
-1,79,3852
-1,3,114
-1,13,895
-1,4,3100
-1,16,14235
-1,6,22311
-1,39,2600
-1,79,3458
-1,24,1418
-1,102,3123
-1,3,91
-1,107,9322
-1,7,797
-1,105,19076
-1,106,4647
-1,109,76857
-1,169,57677
-1,56,2953
-1,2,2393
-1,2,291
-1,1,159
-1,16,380
-1,1,65
-1,88,4169
-1,1,513
-1,1,13
-1,40,18799
-1,1,51
-1,116,11409
-1,23,14564
-1,48,4974
-1,1,193
-1,12,3460
-1,171,10807
-1,14,6412
-1,46,6026
-1,2,260
-1,4,111
-1,22,6096
-1,45,11161
-1,2,276
-1,2,311
-1,9,277
-1,67,29244
-1,38,24257
-1,4,72
-1,87,38030
-1,30,1135
-1,5,4184
-1,5,1608
-1,34,1460
