gamma,freq,age
-100,1,18
-100,2,34
-100,2,112
-100,1,23
-100,1,64
-100,1,134
-100,1,358
-100,1,18
-10,2,937
-10,3,229
-10,5,226
-10,22,1117
-10,2,136
-10,8,997
-10,4,1565
-10,1,1178
-10,7,5894
-10,5,124
-10,2,141
-10,1,42
-10,1,45
-10,13,967
-10,1,813
-10,2,583
-10,9,3864
-10,3,280
-10,2,118
-10,12,2466
-10,6,138
-10,1,174
-10,1,8
-10,6,874
-10,6,202
-10,12,1613
-10,2,201
-10,2,29
-10,1,51
-10,3,193
-10,48,2581
-10,4,479
-10,3,104
-10,4,1153
-10,21,843
-10,1,54
-10,14,517
-10,1,212
-10,9,2595
-10,1,49
-10,3,199
-10,1,373
-10,4,738
-10,3,149
-10,5,643
-10,1,6
-10,1,111
-10,1,48
-10,5,1466
-10,11,6025
-10,2,122
-10,33,4887
-10,1,177
-10,16,4372
-10,2,582
-10,1,219
-10,2,1947
-10,1,524
-10,5,156
-10,1,86
-10,7,250
-10,4,243
-10,2,2632
-10,5,1375
-10,11,618
-10,19,1111
-10,4,2051
-10,1,56
-10,1,27
-10,22,2960
-10,9,1001
-10,2,257
-10,10,852
-10,1,813
-10,1,23
-10,12,1108
-10,1,281
-10,1,175
-10,2,34
-10,1,14
-10,23,8169
-10,24,611
-10,7,511
-10,8,1369
-10,10,2602
-10,2,259
-10,10,2372
-10,4,396
-10,1,149
-10,4,376
-10,5,73
-10,2,84
-10,10,732
-10,2,137
-10,6,2141
-10,1,5
-10,1,9
-10,1,174
-10,4,2538
-10,1,203
-10,1,33
-10,3,187
-10,8,913
-10,3,70
-10,12,1020
-10,1,34
-10,1,183
-10,12,563
-10,4,342
-10,6,1447
-10,5,454
-10,4,292
-10,1,11
-10,1,74
-10,5,2381
-10,1,301
-10,2,1002
-10,1,811
-10,2,622
-10,1,46
-10,1,102
-10,3,557
-10,12,4788
-10,1,413
-10,34,1284
-10,1,202
-10,1,1543
-10,7,344
-10,4,43
-10,1,111
-10,4,464
-10,2,948
-10,1,633
-10,3,1052
-10,1,57
-10,1,543
-10,2,1501
-10,17,1273
-10,6,2573
-10,15,2213
-10,2,141
-10,3,1199
-10,1,347
-10,1,33
-10,4,133
-10,3,436
-10,31,1018
-10,2,21
-10,4,931
-10,2,47
-10,22,1692
-10,1,23
-10,2,262
-10,13,450
-10,2,1736
-10,1,124
-10,39,3237
-10,4,4549
-10,10,2811
-10,1,1287
-10,2,252
-10,2,185
-10,1,1
-10,5,259
-10,3,70
-10,6,1800
-10,2,64
-10,1,387
-10,1,77
-10,5,179
-10,11,1064
-10,1,857
-10,8,449
-10,42,4237
-10,1,79
-10,1,182
-10,2,428
-10,3,65
-10,1,216
-10,1,379
-10,1,119
-10,8,1465
-10,19,710
-10,4,234
-10,3,215
-10,1,35
-10,13,1387
-10,22,1702
-10,1,1062
-10,6,703
-10,18,1540
-10,1,158
-10,2,962
-10,8,730
-10,6,199
-10,1,49
-10,1,1818
-10,1,32
-10,2,610
-10,1,10
-10,1,242
-10,38,2897
-10,2,133
-10,1,43
-10,3,347
-10,3,130
-10,5,1528
-10,1,17
-10,2,260
-10,16,627
-10,4,640
-10,5,541
-10,10,289
-10,1,99
-10,6,343
-10,1,98
-10,2,111
-10,10,192
-10,12,1428
-10,49,888
-10,4,447
-10,4,411
-10,1,247
-10,1,48
-10,9,1172
-10,12,1168
-10,1,9
-10,7,1918
-10,2,173
-10,1,354
-10,6,912
-10,3,81
-10,1,10
-10,2,1249
-10,2,1543
-10,9,958
-10,3,436
-10,6,4798
-10,1,63
-10,21,2205
-10,1,171
-10,1,318
-10,2,1400
-10,5,1431
-10,1,27
-10,5,161
-10,1,77
-10,5,202
-10,1,40
-10,3,224
-10,27,9511
-10,1,446
-10,13,701
-10,10,288
-10,1,366
-10,12,4196
-10,4,2653
-10,3,45
-10,2,144
-10,1,2208
-10,2,80
-10,1,127
-10,5,86
-10,15,733
-10,1,58
-10,2,26
-10,13,720
-10,38,3259
-10,2,33
-10,9,2950
-10,6,291
-10,3,1507
-10,9,2545
-10,2,71
-10,29,5826
-10,1,33
-10,7,474
-10,1,32
-10,7,325
-10,2,158
-10,1,13
-10,20,900
-10,1,253
-10,1,28
-10,2,30
-10,6,383
-10,3,221
-10,3,426
-10,10,1706
-10,4,140
-10,4,331
-10,1,166
-10,3,179
-10,22,960
-10,21,369
-10,3,49
-10,29,5130
-10,1,494
-10,62,1500
-10,12,773
-10,36,12581
-10,2,425
-10,1,32
-10,4,2113
-10,6,623
-10,19,2601
-10,3,653
-10,1,11
-10,1,6
-10,47,4303
-10,4,173
-10,5,666
-10,1,21
-10,6,2154
-10,6,1342
-10,18,7341
-10,1,384
-10,1,127
-10,4,1935
-10,2,407
-10,2,223
-10,1,6340
-10,1,8
-10,1,211
-10,1,734
-10,4,370
-10,1,16
-10,6,1209
-10,21,1392
-10,5,1332
-10,1,434
-10,4,601
-10,1,8
-10,12,606
-10,2,418
-10,7,9335
-10,1,312
-10,1,43
-10,1,70
-10,4,263
-10,1,11
-10,16,886
-10,2,99
-10,3,318
-10,2,204
-10,1,16
-10,1,1005
-10,9,268
-10,3,515
-10,9,2763
-10,1,15
-10,1,214
-10,3,351
-10,1,20
-10,24,2227
-10,35,3256
-10,10,670
-10,7,215
-10,27,7177
-10,1,148
-10,1,22
-10,1,83
-10,1,434
-10,2,923
-10,1,63
-10,31,1432
-10,5,679
-10,5,99
-10,27,993
-10,7,531
-10,2,275
-10,2,360
-10,9,791
-10,9,687
-10,2,192
-10,9,5178
-10,4,3037
-10,6,783
-10,5,1340
-10,6,511
-10,16,5059
-10,2,182
-10,7,499
-10,1,3
-10,1,31
-10,33,1330
-10,1,56
-10,2,249
-10,3,257
-10,1,12
-10,1,47
-10,4,101
-10,1,38
-10,22,2196
-10,10,554
-10,3,387
-10,1,37
-10,1,74
-10,2,617
-10,7,291
-10,1,669
-10,5,71
-10,6,203
-10,2,36
-10,1,46
-10,6,196
-10,1,463
-10,9,1074
-10,1,5
-10,2,2663
-10,2,117
-10,2,373
-10,2,606
-10,4,633
-10,3,192
-10,1,84
-10,1,54
-10,28,3522
-10,8,171
-10,2,299
-10,10,3020
-10,1,949
-10,15,1730
-10,1,574
-10,2,285
-10,4,535
-10,1,344
-10,1,16
-10,1,73
-10,1,31
-10,11,2469
-10,12,456
-10,1,68
-10,2,345
-10,1,53
-10,2,26
-10,2,693
-10,10,1574
-10,41,1707
-10,1,10
-10,1,25
-10,4,223
-10,38,1391
-10,1,21
-10,29,4456
-10,6,200
-10,4,191
-10,34,6712
-10,7,559
-10,3,65
-10,1,571
-10,9,830
-10,1,187
-10,5,1075
-10,1,2146
-10,5,4268
-10,1,25
-10,1,19
-10,1,127
-10,47,4280
-10,33,2182
-10,1,7
-10,1,426
-10,2,388
-10,4,593
-10,1,112
-10,10,1275
-10,1,874
-10,2,43
-10,4,359
-10,1,194
-10,40,1720
-10,32,2792
-10,1,276
-10,28,1773
-10,2,107
-10,1,610
-10,2,65
-10,3,1507
-10,10,1132
-10,2,19
-10,7,6808
-10,1,279
-10,3,988
-10,7,438
-10,1,7
-10,4,739
-10,1,81
-10,3,720
-10,10,2587
-10,9,758
-10,1,2
-10,8,1148
-10,33,745
-10,1,21
-10,4,419
-10,1,88
-10,4,267
-10,11,2499
-10,1,68
-10,3,268
-10,3,315
-10,33,820
-10,2,221
-10,1,87
-10,6,959
-10,1,78
-10,4,437
-10,2,356
-10,1,83
-10,4,2893
-10,1,81
-10,2,1197
-10,4,294
-10,3,178
-10,10,733
-10,6,138
-10,2,21
-10,1,842
-10,1,257
-10,2,2003
-10,2,382
-10,35,694
-10,2,431
-10,4,435
-10,4,734
-10,2,2002
-10,3,3607
-10,1,76
-10,1,97
-10,1,85
-10,5,806
-10,11,505
-10,4,322
-10,2,1111
-10,6,227
-10,6,3651
-10,3,68
-10,1,50
-10,2,865
-10,1,216
-10,1,1
-10,2,148
-10,2,38
-10,21,610
-10,10,1676
-10,1,259
-10,3,284
-10,2,81
-10,1,1
-10,22,1598
-10,3,60
-10,2,66
-10,72,10159
-10,1,457
-10,7,3622
-10,22,669
-10,20,3671
-10,23,3317
-10,8,3143
-10,1,181
-10,8,8188
-10,1,1
-10,26,1569
-10,1,151
-10,4,365
-10,15,847
-10,6,1676
-10,3,40
-10,3,102
-10,22,3219
-10,4,117
-10,1,556
-10,1,50
-10,1,1417
-10,1,178
-10,11,1974
-10,3,133
-10,7,1456
-10,2,235
-10,1,3
-10,8,1753
-10,4,1086
-10,42,2092
-10,21,1239
-10,3,182
-10,3,143
-10,29,3362
-10,9,237
-10,2,312
-10,53,3836
-10,14,1751
-10,3,74
-10,2,92
-10,12,2393
-10,2,1704
-10,1,49
-10,2,454
-10,2,50
-10,1,337
-10,2,662
-10,3,554
-10,1,661
-10,20,619
-10,2,77
-10,11,1527
-10,15,1092
-10,12,2381
-10,3,355
-10,11,670
-10,2,30
-10,10,507
-10,1,156
-10,1,4494
-10,3,136
-10,4,299
-10,7,2536
-10,8,1533
-10,1,133
-10,20,1404
-10,7,3748
-10,1,109
-10,1,130
-10,1,24
-10,37,997
-10,7,215
-10,1,436
-10,11,2674
-10,6,624
-10,3,133
-10,6,198
-10,6,992
-10,25,698
-10,4,217
-10,1,5
-10,3,46
-10,1,508
-10,17,264
-10,44,2806
-10,32,2907
-10,1,55
-10,19,1346
-10,54,2185
-10,1,359
-10,1,282
-10,4,397
-10,1,332
-10,5,563
-10,5,507
-10,2,486
-10,4,617
-10,3,235
-10,10,1169
-10,1,26
-10,11,1571
-10,3,491
-10,1,179
-10,1,100
-10,1,157
-10,21,811
-10,1,255
-10,43,2840
-10,3,66
-10,5,1388
-10,2,36
-10,3,208
-10,2,141
-10,1,4
-10,1,78
-10,1,390
-10,11,703
-10,3,392
-10,1,25
-10,1,1168
-10,1,858
-10,2,76
-10,3,441
-10,3,457
-10,6,504
-10,2,1348
-10,1,10
-10,1,11
-10,11,606
-10,22,683
-10,3,41
-10,2,97
-10,1,260
-10,9,114
-10,45,2623
-10,2,731
-10,3,825
-10,2,4103
-10,1,86
-10,3,1965
-10,1,68
-10,1,742
-10,5,458
-10,1,43
-10,6,896
-10,5,1118
-10,10,429
-10,1,2370
-10,2,215
-10,6,3025
-10,2,16
-10,18,2377
-10,35,4507
-10,14,2920
-10,5,3129
-10,2,208
-10,4,100
-10,6,5786
-10,1,45
-10,2,194
-10,1,25
-10,2,819
-10,2,323
-10,6,145
-10,8,2174
-10,5,1098
-10,1,34
-10,2,401
-10,1,690
-10,14,139
-10,5,101
-10,3,256
-10,10,5672
-10,53,4976
-10,3,849
-10,7,219
-10,4,226
-10,1,12
-10,12,2002
-10,1,184
-10,1,172
-10,14,1663
-10,15,4318
-10,1,6
-10,7,963
-10,1,43
-10,14,351
-10,1,19
-10,5,903
-10,1,26
-10,1,85
-10,2,501
-10,3,397
-10,7,865
-10,3,677
-10,14,570
-10,4,81
-10,8,8523
-10,2,208
-10,1,14
-10,2,980
-10,4,87
-10,2,128
-10,1,90
-10,3,135
-10,1,234
-10,1,31
-10,3,137
-10,4,883
-10,10,4489
-10,2,61
-10,8,1246
-10,5,536
-10,17,925
-10,3,173
-10,1,25
-10,7,454
-10,5,594
-10,19,2013
-10,2,560
-10,1,272
-10,1,15
-10,2,65
-10,32,3619
-10,14,2230
-10,1,11
-10,5,296
-10,56,5354
-10,3,401
-10,4,3526
-10,1,2100
-10,3,3103
-10,2,291
-10,1,14
-10,1,22
-10,3,263
-10,32,3858
-10,4,204
-10,12,2604
-10,7,546
-10,1,136
-10,6,107
-10,1,14
-10,1,105
-10,6,2741
-10,3,1188
-10,1,44
-10,1,20
-10,1,24
-10,8,236
-10,24,1086
-10,3,55
-10,1,451
-10,2,653
-10,1,2114
-10,1,108
-10,11,3338
-10,1,215
-10,3,242
-10,5,592
-10,1,58
-10,2,126
-10,7,371
-10,2,103
-10,3,81
-10,3,5543
-10,11,955
-10,1,1278
-10,3,43
-10,5,341
-10,70,3677
-10,1,83
-10,2,204
-10,7,485
-10,6,428
-10,1,65
-10,2,178
-10,1,40
-10,5,2697
-10,1,10
-10,1,155
-10,2,473
-10,3,234
-10,1,933
-10,31,3521
-10,1,20
-10,2,401
-10,22,2083
-10,2,861
-10,16,2685
-10,1,31
-10,8,2640
-10,1,70
-10,1,201
-10,12,2777
-10,1,266
-10,17,2310
-10,29,2947
-10,19,3061
-10,3,665
-10,6,260
-10,25,2741
-10,15,1365
-10,3,1172
-10,1,4
-10,2,77
-10,4,603
-10,2,72
-10,2,43
-10,1,20
-10,2,31
-10,4,144
-10,4,972
-10,9,243
-10,14,868
-10,2,1103
-10,49,10919
-10,1,1
-10,2,326
-10,1,111
-10,1,48
-10,1,54
-10,1,84
-10,5,377
-10,1,266
-10,1,34
-10,1,504
-10,5,703
-10,3,43
-10,1,33
-10,1,207
-10,1,114
-10,1,37
-10,8,1107
-10,10,5132
-10,5,957
-10,3,450
-10,1,47
-10,1,696
-10,7,2465
-10,2,86
-10,6,361
-10,4,61
-10,1,378
-10,1,90
-10,15,2126
-10,6,421
-10,7,812
-10,3,312
-10,5,278
-10,9,293
-10,26,1663
-10,1,107
-10,7,1520
-10,3,404
-10,1,54
-10,2,52
-10,22,3340
-10,16,1078
-10,1,121
-10,8,3354
-10,3,236
-10,45,3744
-10,7,770
-10,2,199
-10,1,364
-10,1,75
-10,4,216
-10,1,131
-10,2,754
-10,2,607
-10,5,155
-10,3,472
-10,6,1842
-10,6,98
-10,3,4749
-10,10,5011
-10,2,1582
-10,1,280
-10,3,96
-10,27,832
-10,5,157
-10,2,104
-10,2,53
-10,4,388
-10,27,1996
-10,10,3805
-10,2,79
-10,1,94
-10,2,521
-10,1,3
-10,1,28
-10,1,227
-10,2,28
-10,2,513
-10,16,1100
-10,6,840
-10,4,85
-10,2,155
-10,4,109
-10,1,93
-10,10,876
-10,6,695
-10,13,3455
-10,1,32
-10,4,390
-10,2,160
-10,1,71
-10,8,935
-10,6,279
-10,9,391
-10,1,221
-10,3,1654
-10,2,78
-10,5,371
-10,19,2043
-10,5,427
-10,2,56
-10,1,122
-10,2,53
-10,1,19
-10,11,1754
-10,4,173
-10,1,519
-10,19,880
-10,8,416
-10,4,2021
-10,1,6
-10,3,1362
-10,2,1890
-10,4,731
-10,3,443
-10,1,45
-10,4,1114
-10,1,76
-10,5,608
-10,1,51
-10,12,340
-10,1,46
-10,2,64
-10,1,88
-10,1,277
-10,2,25
-10,5,1065
-10,6,741
-10,13,1025
-10,1,53
-10,3,786
-10,11,1789
-10,4,621
-10,2,125
-10,11,548
-10,1,1825
-10,5,895
-10,2,337
-10,3,4984
-10,3,40
-10,23,4585
-10,1,185
-10,4,949
-10,1,40
-10,4,59
-10,17,3745
-10,1,184
-10,7,747
-10,5,1063
-10,1,314
-10,2,1234
-10,11,605
-10,2,1277
-10,41,3721
-10,11,609
-10,4,222
-10,13,1471
-10,1,90
-10,1,247
-10,2,123
-10,2,215
-10,10,3123
-10,3,195
-10,2,3149
-10,1,28
-10,4,295
-10,1,143
-10,3,118
-10,58,9585
-10,29,1771
-10,3,1809
-10,25,1574
-10,35,1266
-10,4,725
-10,25,2325
-10,1,478
-10,2,834
-10,8,1359
-10,1,19
-10,15,890
-10,6,330
-10,2,182
-10,1,6
-10,4,273
-10,3,169
-10,35,1189
-10,43,4892
-10,3,243
-10,1,18
-10,1,181
-10,40,7289
-10,20,3600
-10,1,113
-10,22,1342
-10,3,77
-10,1,210
-10,13,816
-10,3,183
-10,1,825
-10,33,2094
-10,11,1383
-10,22,1300
-10,4,85
-10,2,15
-10,3,236
-10,2,11
-10,1,186
-10,5,598
-10,22,1897
-10,2,238
-10,14,3560
-10,3,2681
-10,1,33
-10,15,1817
-10,1,256
-10,1,258
-10,1,6
-10,13,4999
-10,1,238
-10,1,57
-10,6,712
-10,4,1573
-10,1,509
-10,2,1152
-10,1,30
-10,1,33
-10,27,4096
-10,1,28
-10,1,3
-10,2,67
-10,3,1261
-10,1,31
-10,1,45
-10,1,58
-10,3,336
-10,2,212
-10,1,157
-10,30,5168
-10,5,1021
-10,1,718
-10,2,111
-10,3,364
-10,1,144
-10,1,142
-10,15,863
-10,13,5347
-10,4,913
-10,1,290
-10,2,608
-10,1,91
-10,2,131
-10,1,29
-10,1,180
-10,16,1500
-10,1,29
-10,17,2018
-10,3,704
-10,1,71
-10,2,2226
-10,2,18
-10,18,1098
-10,3,5733
-10,20,1705
-10,2,140
-10,1,334
-10,9,1656
-10,5,4404
-10,15,3543
-10,5,91
-10,1,324
-10,2,279
-10,5,332
-10,2,168
-10,2,160
-10,5,238
-10,2,38
-10,1,508
-10,6,275
-10,5,502
-10,1,399
-10,1,417
-10,1,9
-10,8,809
-10,24,681
-10,5,1312
-10,2,266
-10,1,865
-10,2,453
-10,5,1954
-10,2,68
-10,5,3308
-10,16,5701
-10,1,526
-10,7,1410
-10,25,2210
-10,1,14
-10,5,528
-10,54,3695
-10,9,211
-10,9,899
-10,15,1383
-10,13,2634
-10,2,52
-10,1,30
-10,2,965
-10,14,2846
-10,2,540
-10,1,261
-10,20,1092
-10,1,1142
-10,1,57
-10,5,991
-10,4,259
-10,1,15
-10,7,725
-10,15,2901
-10,40,1989
-10,2,30
-10,1,298
-10,1,55
-10,1,70
-10,1,121
-10,1,28
-10,7,666
-10,6,1465
-10,2,167
-10,1,90
-10,2,1598
-10,1,614
-10,4,144
-10,6,448
-10,3,312
-10,18,2073
-10,9,718
-10,5,332
-10,4,601
-10,1,167
-10,16,4090
-10,1,36
-10,18,4024
-10,9,453
-10,21,2199
-10,9,781
-10,4,2416
-10,2,3295
-10,1,64
-10,4,973
-10,1,245
-10,8,364
-10,1,154
-10,1,45
-10,1,362
-10,16,4056
-10,1,45
-10,2,410
-10,1,34
-10,4,4132
-10,1,19
-10,2,818
-10,1,967
-10,1,44
-10,4,1990
-10,2,173
-10,8,323
-10,2,16
-10,9,663
-10,29,1993
-10,10,6904
-10,1,136
-10,47,3516
-10,4,49
-10,1,54
-10,1,267
-10,2,135
-10,1,156
-10,14,12631
-10,34,1356
-10,2,157
-10,11,1404
-10,10,956
-10,5,89
-10,2,198
-10,3,5449
-10,3,927
-10,57,3897
-10,34,4797
-10,1,12
-10,4,1442
-10,3,315
-10,1,1067
-10,20,909
-10,3,114
-10,22,2007
-10,1,14
-10,11,1452
-10,7,399
-10,1,28
-10,28,1001
-10,8,6916
-10,6,4986
-10,1,340
-10,1,1635
-10,6,921
-10,3,142
-10,5,655
-10,68,5726
-10,7,1022
-10,6,398
-10,7,1924
-10,9,1088
-10,1,5
-10,4,698
-10,1,3046
-10,1,49
-10,7,207
-10,8,448
-10,12,3572
-10,1,158
-10,1,116
-10,2,69
-10,9,12234
-10,4,1703
-10,1,29
-10,5,1951
-10,1,690
-10,3,1006
-10,3,213
-10,45,1260
-10,7,794
-10,4,92
-10,1,444
-10,1,6
-10,1,51
-10,1,38
-10,2,64
-10,1,128
-10,5,585
-10,28,1466
-10,7,755
-10,2,274
-10,3,478
-10,1,6
-10,1,210
-10,7,388
-10,2,130
-10,20,6817
-10,8,992
-10,17,1946
-10,2,944
-10,1,38
-10,1,144
-10,37,1202
-10,13,907
-10,2,37
-10,2,348
-10,2,271
-10,2,134
-10,4,160
-10,3,117
-10,13,5574
-10,6,97
-10,16,2533
-10,1,156
-10,5,838
-10,1,5
-10,13,1023
-10,5,413
-10,4,112
-10,1,13
-10,9,8625
-10,3,253
-10,12,229
-10,1,50
-10,2,32
-10,1,343
-10,2,135
-10,11,261
-10,20,2186
-10,4,154
-10,8,980
-10,6,486
-10,6,472
-10,10,1289
-10,12,889
-10,1,177
-10,53,1772
-10,2,59
-10,2,109
-10,2,103
-10,3,2151
-10,18,1073
-10,2,144
-10,1,7
-10,1,24
-10,5,1389
-10,7,652
-10,3,4361
-10,1,24
-10,8,1079
-10,2,42
-10,2,569
-10,1,537
-10,4,158
-10,7,590
-10,1,294
-10,1,25
-10,5,219
-10,1,53
-10,6,167
-10,8,1638
-10,2,159
-10,24,3322
-10,3,213
-10,1,34
-10,2,130
-10,2,89
-10,44,3312
-10,8,1700
-10,1,230
-10,1,293
-10,1,229
-10,1,12
-10,4,161
-10,2,1853
-10,2,249
-10,11,667
-10,32,1526
-10,7,3379
-10,4,3433
-10,1,26
-10,3,303
-10,1,40
-10,12,740
-10,1,2
-10,3,41
-10,3,761
-10,5,329
-10,7,486
-10,1,23
-10,1,168
-10,1,66
-10,12,448
-10,15,640
-10,6,305
-10,6,413
-10,3,225
-10,1,733
-10,5,138
-10,1,1487
-10,1,156
-10,12,1337
-10,4,3953
-10,2,174
-10,7,3522
-10,1,406
-10,1,90
-10,5,116
-10,2,39
-10,1,4898
-10,10,1980
-10,65,2093
-10,3,3189
-10,3,793
-10,2,1201
-10,8,642
-10,7,441
-10,2,138
-10,2,919
-10,1,23
-10,43,2824
-10,16,3913
-10,2,178
-10,5,945
-10,1,49
-10,30,3226
-10,1,34
-10,1,770
-10,1,369
-10,21,6202
-10,6,690
-10,12,527
-10,6,2296
-10,95,4353
-10,1,128
-10,3,33
-10,2,308
-10,9,430
-10,2,62
-10,1,19
-10,2,1072
-10,34,1523
-10,4,221
-10,3,320
-10,6,1750
-10,16,1830
-10,2,324
-10,7,1574
-10,6,365
-10,12,430
-10,3,1289
-10,5,1940
-10,6,831
-10,1,9
-10,1,93
-10,1,889
-10,17,986
-10,3,198
-10,1,277
-10,1,72
-10,3,558
-10,8,2307
-10,2,75
-10,1,53
-10,4,305
-10,4,53
-10,1,173
-10,3,266
-10,1,315
-10,8,2222
-10,1,163
-10,5,160
-10,13,6030
-10,4,163
-10,6,473
-10,5,324
-10,1,68
-10,2,956
-10,22,774
-10,1,262
-10,35,8338
-10,2,107
-10,1,19
-10,5,233
-10,4,172
-10,1,140
-10,1,50
-10,4,1903
-10,5,258
-10,3,1350
-10,2,93
-10,8,394
-10,1,109
-10,29,1953
-10,1,33
-10,1,94
-10,9,1593
-10,5,137
-10,1,251
-10,1,47
-10,2,43
-10,10,1136
-10,1,162
-10,7,643
-10,2,220
-10,15,877
-10,13,677
-10,1,39
-10,3,232
-10,4,96
-10,9,1748
-10,1,11
-10,11,1479
-10,1,309
-10,1,182
-10,4,254
-10,2,41
-10,9,1273
-10,4,260
-10,1,29
-10,26,10229
-10,3,278
-10,9,2585
-10,49,3914
-10,3,175
-10,1,555
-10,1,713
-10,1,132
-10,4,57
-10,12,2030
-10,1,9
-10,4,5727
-10,2,470
-10,10,503
-10,7,1080
-10,5,230
-10,2,840
-10,3,430
-10,6,328
-10,4,1995
-10,3,5811
-10,20,5830
-10,2,94
-10,3,617
-10,9,619
-10,1,28
-10,4,324
-10,1,319
-10,1,90
-10,2,165
-10,5,969
-10,3,40
-10,9,982
-10,9,3628
-10,14,627
-10,5,1408
-10,12,195
-10,1,39
-10,1,6
-10,2,58
-10,10,596
-10,4,3021
-10,1,94
-10,36,4101
-10,1,72
-10,1,460
-10,1,591
-10,10,5811
-10,2,659
-10,1,54
-10,3,333
-10,1,4
-10,2,406
-10,6,2364
-10,6,1540
-10,1,303
-10,22,1815
-10,1,6
-10,3,45
-10,6,6336
-10,53,1451
-10,20,1026
-10,4,712
-10,3,1326
-10,1,227
-10,9,2592
-10,2,176
-10,2,990
-10,4,40
-10,5,1723
-10,34,1611
-10,11,796
-10,2,543
-10,1,6
-10,1,176
-10,2,166
-10,35,1541
-10,13,2597
-10,1,9
-10,28,2253
-10,1,180
-10,16,701
-10,2,42
-10,59,2438
-10,1,28
-10,3,362
-10,15,403
-10,35,4083
-10,5,349
-10,6,416
-10,17,556
-10,2,312
-10,1,280
-10,19,586
-10,4,470
-10,1,67
-10,1,15
-10,15,1245
-10,8,1416
-10,2,119
-10,1,109
-10,4,887
-10,2,2295
-10,12,1347
-10,5,553
-10,1,31
-10,20,6029
-10,7,443
-10,4,403
-10,1,42
-10,2,609
-10,1,4219
-10,1,27
-10,3,540
-10,4,312
-10,5,167
-10,1,3
-10,1,24
-10,4,444
-10,9,761
-10,7,554
-10,1,74
-10,2,387
-10,6,932
-10,6,994
-10,1,3
-10,3,195
-10,6,1299
-10,4,2687
-10,45,1959
-10,6,1566
-10,1,7838
-10,6,486
-10,8,1956
-10,2,3361
-10,1,845
-10,32,948
-10,2,201
-10,8,361
-10,2,312
-10,9,734
-10,14,951
-10,15,2842
-10,2,197
-10,1,24
-10,4,581
-10,8,1698
-10,54,12098
-10,17,1344
-10,2,382
-10,2,104
-10,1,471
-10,1,200
-10,4,373
-10,1,168
-10,3,685
-10,2,157
-10,11,750
-10,3,74
-10,3,4944
-10,1,2
-10,2,2087
-10,1,243
-10,2,62
-10,24,1545
-10,7,201
-10,1,157
-10,26,1664
-10,1,169
-10,30,3382
-10,2,740
-10,1,256
-10,1,288
-10,2,1344
-10,2,75
-10,2,30
-10,5,278
-10,1,40
-10,1,465
-10,1,138
-10,1,210
-10,4,626
-10,3,85
-10,1,233
-10,8,3696
-10,2,83
-10,19,4150
-10,1,397
-10,2,148
-10,8,604
-10,1,10
-10,12,1106
-10,4,1900
-10,4,1058
-10,1,95
-10,2,335
-10,7,169
-10,1,87
-10,2,408
-10,1,2
-10,4,2428
-10,1,122
-10,2,74
-10,1,107
-10,6,567
-10,3,65
-10,20,1508
-10,1,11
-10,3,563
-10,17,838
-10,10,459
-10,42,3426
-10,5,1003
-10,2,51
-10,1,65
-10,2,263
-10,3,231
-10,1,59
-10,17,5288
-10,1,83
-10,8,604
-10,5,1474
-10,9,120
-10,2,245
-10,8,1948
-10,3,183
-10,1,110
-10,1,47
-10,3,169
-10,2,65
-10,3,104
-10,1,21
-10,5,2238
-10,1,85
-10,4,1270
-10,1,208
-10,12,1102
-10,2,165
-10,1,1399
-10,2,425
-10,2,2345
-10,7,488
-10,3,186
-10,3,97
-10,26,2778
-10,1,359
-10,8,3692
-10,4,470
-10,38,4110
-10,1,50
-10,33,910
-10,11,5340
-10,1,127
-10,1,105
-10,6,764
-10,2,5
-10,13,1233
-10,6,544
-10,12,1880
-10,4,37
-10,3,173
-10,5,315
-10,2,384
-10,21,1329
-10,1,51
-10,1,127
-10,1,90
-10,47,5464
-10,5,2583
-10,2,84
-10,3,72
-10,6,1318
-10,5,676
-10,31,591
-10,1,32
-10,1,211
-10,1,13
-10,1,64
-10,14,1023
-10,1,20
-10,13,2846
-10,1,57
-10,1,315
-10,1,433
-10,2,531
-10,1,3
-10,21,8377
-10,1,33
-10,10,408
-10,1,636
-10,1,68
-10,8,1796
-10,2,420
-10,10,1566
-10,10,9161
-10,3,188
-10,1,237
-10,1,210
-10,2,102
-10,4,450
-10,9,3131
-10,5,961
-10,1,2085
-10,1,30
-10,1,45
-10,21,7074
-10,1,210
-10,5,2349
-10,10,2708
-10,8,276
-10,8,321
-10,1,24
-10,1,631
-10,2,91
-10,1,97
-10,3,3985
-10,8,452
-10,48,2693
-10,2,114
-10,2,27
-10,4,175
-10,3,112
-10,5,3612
-10,7,685
-10,3,185
-10,6,541
-10,5,101
-10,2,112
-10,1,9
-10,1,17
-10,8,290
-10,21,5090
-10,1,9
-10,4,112
-10,6,246
-10,7,931
-10,8,6580
-10,7,1238
-10,2,4415
-10,7,1091
-10,1,30
-10,1,27
-10,30,5672
-10,12,3333
-10,1,104
-10,1,961
-10,5,722
-10,2,695
-10,4,116
-10,1,15
-10,12,603
-10,1,9
-10,14,1903
-10,1,301
-10,1,5
-10,30,1353
-10,1,145
-10,1,251
-10,3,1061
-10,21,10316
-10,5,437
-10,20,1595
-10,4,433
-10,18,1732
-10,1,85
-10,1,106
-10,6,1075
-10,2,268
-10,57,2409
-10,1,35
-10,3,425
-10,1,82
-10,1,445
-10,4,160
-10,2,229
