tid,gamma,trueage,relmid,impsamp,freqonly,simpavg
39,0.005,0.20151,0.58997,2.15847,0.14323,0.61744
40,0,0.47619,-4.51599,-5.07081,-3.66798,-3.36125
41,100,-15.68733,-14.6356,-20.87812,-33.9541,-39.2787
42,74.989,-123.68547,-70.50574,-50.86471,-41.7899,-39.34601
43,56.423,-46.17038,-25.16368,-31.88736,-25.51699,-27.06972
44,42.17,-38.1889,-10.63256,-21.39583,-25.08632,-26.75756
45,31.623,-28.6261,-14.83287,-24.93965,-23.51848,-25.96365
46,23.714,-24.7761,-18.71671,-24.75743,-22.12917,-24.1293
47,17.783,-13.40011,-8.25706,-12.08775,-11.18603,-11.53164
48,13.335,-9.8206,-8.18288,-10.34922,-8.9798,-9.46731
49,10,-9.34832,-7.41871,-9.81745,-8.67763,-9.11977
50,7.499,-7.65186,-5.57976,-8.05103,-7.29499,-7.73329
51,5.623,-4.42024,-3.89542,-4.84491,-4.1909,-4.22546
52,4.217,-4.10683,-3.44838,-4.28974,-3.716,-3.61352
53,3.162,-2.73869,-2.74698,-3.27756,-2.8416,-2.79637
54,2.371,-1.77255,-1.75814,-2.07887,-1.65526,-1.50384
55,1.778,-1.42775,-1.39177,-1.75791,-1.3975,-1.16168
56,1.334,-0.74362,-0.78374,-1.199,-0.83691,-0.51458
57,1,-0.73159,-0.71291,-1.08496,-0.82309,-0.52037
58,0.332,-0.25076,-0.33408,-0.51191,-0.3572,0.17192
59,0.005,0.68591,1.67134,2.79931,0.60458,1.09795
60,0,2.91137,-5.65888,-6.88797,-4.87003,-4.62022
61,100,NaN,NaN,NaN,NaN,NaN
62,74.989,-76.45362,-28.60173,-21.20263,-28.48383,-30.75697
63,56.423,-44.31644,-20.32516,-29.04151,-37.20405,-41.31999
64,42.17,-35.17853,-15.42448,-21.08603,-21.7931,-23.93827
65,31.623,-14.72405,-11.85253,-13.69876,-11.22898,-11.62279
66,23.714,-20.79518,-11.96025,-17.61827,-14.3988,-14.66733
67,17.783,-18.99969,-10.75748,-18.21583,-18.75535,-21.71214
68,13.335,-12.21026,-9.70248,-12.79177,-10.60847,-10.81084
69,10,-8.09273,-6.29424,-8.31776,-7.89207,-8.21861
70,7.499,-6.7706,-6.63918,-8.04443,-6.58325,-6.41233
71,5.623,-4.59717,-4.64211,-5.76249,-4.97854,-5.02104
72,4.217,-2.38606,-2.85692,-3.61669,-2.97974,-2.87518
73,3.162,-2.9974,-3.03544,-3.50171,-2.87097,-2.75077
74,2.371,-2.35658,-2.3436,-2.8355,-2.43785,-2.30613
75,1.778,-1.38392,-1.4048,-1.78702,-1.35812,-1.16046
76,1.334,-0.82737,-1.02404,-1.34757,-1.04822,-0.8755
77,1,-0.77486,-0.67378,-1.07424,-0.84294,-0.56731
78,0.332,0.08372,0.31595,0.19829,0.02084,0.35227
79,0.005,0.10334,0.41856,0.17973,0.04274,0.46871
80,0,1.36524,-4.04964,-4.76246,-3.36677,-3.00736
81,100,-204.31798,-99.11425,-11.8862,-73.60009,-72.3481
82,74.989,-51.25311,-15.51423,-20.0992,-21.27048,-21.88382
83,56.423,-34.69328,-22.8831,-22.7638,-22.73181,-23.8699
84,42.17,-38.87569,-17.0352,-31.62012,-27.17256,-30.79828
85,31.623,-28.23512,-22.45688,-31.76578,-24.39765,-25.45008
86,23.714,-19.02859,-15.52556,-19.25106,-16.43454,-17.19451
87,17.783,-11.97008,-9.84548,-12.86558,-10.98079,-11.27372
88,13.335,-10.95082,-7.33742,-11.12608,-10.49367,-11.15411
89,10,-8.85032,-6.85129,-9.0214,-7.81484,-8.27918
90,7.499,-6.55066,-5.99578,-7.48635,-6.24401,-6.29409
91,5.623,-4.85051,-4.60589,-5.37504,-4.54815,-4.53991
92,4.217,-3.338,-3.91898,-4.82819,-4.11782,-4.24983
93,3.162,-2.63343,-2.65975,-3.12192,-2.46291,-2.23949
94,2.371,-1.92954,-2.14954,-2.34974,-2.017,-1.88178
95,1.778,-1.65166,-1.6479,-2.16295,-1.63808,-1.43713
96,1.334,-1.00709,-1.06288,-1.53576,-1.05059,-0.74799
97,1,-1.05745,-1.25846,-1.50881,-1.16175,-1.01326
98,0.332,0.60113,1.42038,2.82474,0.48078,1.28078
99,0.005,0.53153,1.15399,2.34927,0.44211,0.97859
100,0,0.17609,-5.179,-6.04245,-4.70123,-4.59931
101,100,NaN,NaN,NaN,NaN,NaN
102,74.989,-43.73726,-29.67503,-33.07747,-25.08096,-24.52786
103,56.423,-63.50336,-26.12474,-33.3346,-23.52877,-23.98304
104,42.17,-41.10475,-14.39915,-26.90415,-30.74788,-34.23242
105,31.623,-13.312,-11.996,-17.56085,-12.56428,-12.5581
106,23.714,-15.26851,-12.08012,-16.15274,-15.60099,-16.91077
107,17.783,-13.33456,-9.45066,-13.84126,-12.86524,-13.60769
108,13.335,-11.16494,-7.73088,-11.34783,-12.08338,-13.51336
109,10,-7.43099,-6.98704,-8.45587,-7.15776,-7.34106
110,7.499,-5.9956,-4.83664,-6.50409,-5.63651,-5.56132
111,5.623,-5.13887,-4.45927,-5.67343,-4.74446,-4.7385
112,4.217,-3.09778,-3.85499,-4.51087,-3.95199,-3.96063
113,3.162,-2.61707,-2.88615,-3.26341,-2.63962,-2.48545
114,2.371,-2.4961,-2.49061,-3.09464,-2.45797,-2.25893
115,1.778,-1.96676,-2.16161,-2.49735,-2.08276,-1.96559
116,1.334,-1.14802,-1.30836,-1.59551,-1.1547,-0.77472
117,1,-0.63035,-0.46153,-0.90734,-0.58963,-0.26825
118,0.332,-0.04625,0.33731,0.00392,-0.11429,0.35501
119,0.005,0.21147,0.56819,2.187,0.12081,0.63976
120,0,1.57164,-3.37202,-3.9036,-2.61796,-2.19546
121,100,-93.97789,-35.02837,-59.04565,-73.60008,-82.94165
122,74.989,-58.39027,-25.72328,-32.85443,-31.39419,-34.02795
123,56.423,-56.76076,-22.26491,-33.57822,-33.95407,-38.59196
124,42.17,-9.93128,-21.95192,-25.03555,-21.24387,-22.11672
125,31.623,-25.481,-12.91492,-19.03272,-21.63194,-24.6367
126,23.714,-19.25671,-13.26962,-17.69547,-14.40675,-15.18717
127,17.783,-13.59718,-9.68326,-12.79089,-11.51397,-12.08847
128,13.335,-11.98051,-8.94382,-11.71506,-9.71817,-9.76396
129,10,-8.58116,-5.99298,-8.63577,-7.79279,-8.26483
130,7.499,-5.86466,-5.45467,-6.44092,-5.39695,-5.32996
131,5.623,-5.47134,-4.82111,-6.21115,-5.3168,-5.44659
132,4.217,-3.51285,-3.57081,-4.435,-3.9936,-4.0102
133,3.162,-2.70456,-2.79703,-3.34482,-2.88161,-2.80967
134,2.371,-1.93356,-2.30095,-2.80728,-2.16612,-1.94122
135,1.778,-1.68845,-1.8539,-2.32528,-1.73547,-1.47964
136,1.334,-1.15564,-1.32513,-1.59275,-1.24603,-1.04248
137,1,-0.65679,-0.71154,-1.03657,-0.74661,-0.48143
138,0.332,0.07206,0.23579,0.29747,0.03564,0.36344
139,0.005,0.22148,0.67461,2.26342,0.18286,0.77467
140,0,2.02645,-6.51069,-7.64427,-5.33038,-5.00979
141,100,-0.94426,-25.75809,1.53283,-13.19636,-11.38127
142,74.989,-37.94819,-24.11704,-27.81218,-36.96636,-42.11723
143,56.423,-43.91476,-30.70115,-33.37561,-27.31853,-28.38254
144,42.17,-33.44135,-20.67139,-27.26246,-21.86119,-23.50337
145,31.623,-19.93058,-8.91556,-17.73889,-16.86275,-18.66647
146,23.714,-22.29111,-12.81613,-18.85244,-15.92933,-16.62797
147,17.783,-12.66165,-11.091,-13.02314,-12.69091,-13.96507
148,13.335,-11.79137,-8.30174,-10.81418,-10.04667,-10.58277
149,10,-9.88229,-7.70266,-10.08304,-10.0067,-10.70042
150,7.499,-7.43812,-6.89332,-8.44565,-7.09713,-7.12443
151,5.623,-4.49308,-4.33715,-5.19396,-4.23566,-4.17458
152,4.217,-3.66973,-3.79118,-4.6842,-3.9564,-3.98311
153,3.162,-2.38436,-2.63082,-3.04937,-2.63502,-2.50732
154,2.371,-1.60555,-1.68082,-1.88417,-1.58227,-1.3347
155,1.778,-1.27584,-1.29683,-1.78,-1.2242,-0.90548
156,1.334,-1.05748,-1.22485,-1.50881,-1.12533,-0.84038
157,1,-0.68306,-0.79938,-1.06177,-0.72334,-0.41867
158,0.332,-0.11219,0.25539,-0.20628,-0.16761,0.34033
159,0.005,0.35766,0.91403,2.71788,0.27085,0.94381
160,0,0.63926,-3.13119,-3.93764,-2.95829,-2.6674
161,100,-27.93868,-5.03693,-20.83858,-21.25413,-26.50784
162,74.989,-131.66495,-63.54476,-83.90207,-73.60008,-77.839
163,56.423,-30.61386,-6.13953,-29.13855,-19.95197,-19.94935
164,42.17,-41.13239,-38.58714,-44.28238,-33.94458,-34.41956
165,31.623,-16.57566,-11.87461,-14.68054,-11.63755,-12.17576
166,23.714,-21.43169,-13.44376,-20.6979,-19.99878,-21.8719
167,17.783,-13.34647,-9.37363,-13.47775,-12.02823,-12.91235
168,13.335,-8.02246,-9.23867,-10.37179,-8.89997,-9.27265
169,10,-9.39414,-6.95493,-9.36767,-8.43633,-8.65137
170,7.499,-6.01519,-6.17097,-7.38435,-5.84356,-5.9587
171,5.623,-5.16602,-4.36714,-5.27127,-4.47657,-4.38259
172,4.217,-3.84099,-3.77728,-4.68887,-3.9845,-3.98907
173,3.162,-2.41429,-2.49535,-2.93989,-2.37414,-2.25249
174,2.371,-2.08601,-2.48657,-2.94639,-2.25519,-2.05431
175,1.778,-1.14633,-1.04931,-1.58648,-1.12002,-0.90933
176,1.334,-0.8435,-0.78772,-1.28365,-1.00389,-0.8412
177,1,-0.96524,-1.39325,-1.53518,-1.12959,-0.93683
178,0.332,0.21494,0.67636,0.66168,0.14938,0.64017
179,0.005,0.14634,0.38196,1.8552,0.08247,0.60232
180,0,0.66822,-3.03291,-3.62166,-2.5249,-2.17295
181,100,-92.59323,-39.202,-58.68757,-57.60649,-59.78692
182,74.989,-62.50318,-53.9007,-58.94922,-50.8,-51.36399
183,56.423,-54.59401,-35.31761,-38.10805,-32.08097,-32.97938
184,42.17,-23.59987,-9.17075,-25.15749,-20.17868,-21.04823
185,31.623,-26.35532,-11.38175,-16.45732,-18.31006,-19.59155
186,23.714,-15.96665,-10.84802,-14.86691,-12.09091,-12.3631
187,17.783,-16.18805,-10.46155,-14.14223,-13.01648,-13.97507
188,13.335,-8.75309,-7.15766,-9.00729,-7.43208,-7.70927
189,10,-8.72894,-7.43679,-9.06067,-7.32103,-7.31048
190,7.499,-6.43594,-6.47262,-7.88157,-6.67201,-6.66744
191,5.623,-5.29875,-4.80728,-6.06847,-5.11725,-5.14766
192,4.217,-3.82282,-3.24041,-4.26606,-3.44782,-3.24794
193,3.162,-3.12118,-3.24874,-3.84099,-3.12181,-2.99326
194,2.371,-1.98189,-2.20097,-2.66355,-2.19974,-2.1326
195,1.778,-1.59264,-1.61635,-2.14583,-1.7788,-1.69555
196,1.334,-1.50869,-1.65652,-1.86714,-1.58771,-1.37401
197,1,-0.52714,-0.55004,-0.94529,-0.61153,-0.4195
198,0.332,0.08503,0.20215,2.79956,0.00374,0.61257
199,0.005,-0.12885,0.01135,-0.25597,-0.17361,0.09431
200,0,0.59867,-2.83317,-3.25451,-2.41357,-2.17812
201,100,NaN,NaN,NaN,NaN,NaN
202,74.989,-22.14416,-27.89213,-17.2968,-23.52477,-23.7305
203,56.423,-38.99116,-13.89651,-29.15664,-25.29137,-27.73214
204,42.17,-36.9808,-23.52862,-30.75992,-27.55523,-29.04042
205,31.623,-29.83008,-16.61132,-24.04771,-19.67957,-19.53371
206,23.714,-16.28344,-12.40314,-15.16317,-12.09109,-12.32031
207,17.783,-14.43731,-9.30704,-13.37319,-8.87408,-8.48931
208,13.335,-8.9391,-6.12112,-8.70194,-7.91625,-8.14791
209,10,-8.0813,-7.78138,-9.94192,-8.05405,-8.1775
210,7.499,-6.37283,-5.52189,-6.7967,-5.65196,-5.75777
211,5.623,-5.08783,-4.65847,-5.5571,-4.52878,-4.52904
212,4.217,-3.81985,-4.16241,-5.10512,-4.06863,-3.98801
213,3.162,-2.32288,-2.7866,-3.25106,-2.62092,-2.4843
214,2.371,-1.91546,-2.0363,-2.41345,-1.818,-1.60643
215,1.778,-1.46483,-1.26128,-1.723,-1.30783,-1.05243
216,1.334,-0.98316,-1.25257,-1.41624,-1.12092,-0.78195
217,1,-0.62433,-0.61952,-0.95169,-0.66506,-0.35485
218,0.332,-3e-04,0.16448,0.05726,-0.05524,0.39251
219,0.005,0.88203,1.44058,2.73093,0.62543,1.21498
220,0,1.17873,-5.00244,-6.21886,-4.60582,-4.33839
221,100,-37.92093,-70.26065,-44.52166,-73.60009,-77.75469
222,74.989,-67.04762,-11.00824,-28.93461,-33.94649,-38.10519
223,56.423,-19.8114,-14.18742,-24.0826,-22.85229,-24.82991
224,42.17,-36.46406,-17.39008,-23.4219,-28.69223,-32.1067
225,31.623,-24.01549,-19.79132,-25.1017,-24.96361,-26.58203
226,23.714,-21.53034,-11.36502,-18.49247,-20.12834,-22.56764
227,17.783,-9.53413,-8.18939,-11.26327,-10.6472,-10.72279
228,13.335,-11.07294,-7.94844,-11.70058,-10.38237,-11.25836
229,10,-6.7078,-7.75323,-8.92375,-6.57506,-6.29012
230,7.499,-6.3099,-5.62363,-7.19378,-6.53928,-6.83104
231,5.623,-4.74273,-4.62975,-5.88291,-4.74751,-4.79071
232,4.217,-3.88882,-3.53806,-4.38813,-3.62832,-3.49204
233,3.162,-2.56673,-2.62138,-3.04275,-2.50751,-2.36578
234,2.371,-1.96405,-1.6236,-2.2744,-1.76507,-1.61618
235,1.778,-1.33726,-1.51388,-1.90413,-1.46393,-1.29119
236,1.334,-1.114,-1.09026,-1.49293,-1.04369,-0.78532
237,1,-0.75731,-0.59119,-1.04791,-0.74426,-0.33258
238,0.332,0.03115,0.24956,0.034,-0.0344,0.41329
239,0.005,-0.08914,0.19533,-0.21344,-0.15425,0.22612
240,0,1.52624,-5.80744,-6.64937,-4.95853,-4.69161
241,100,NaN,NaN,NaN,NaN,NaN
242,74.989,NaN,NaN,NaN,NaN,NaN
243,56.423,-33.51694,-24.32616,-33.14201,-32.39124,-35.42301
244,42.17,-40.23224,-28.99256,-29.48148,-27.8939,-29.03854
245,31.623,-36.44758,-17.17688,-25.89195,-23.82318,-26.28665
246,23.714,-21.84845,-17.81828,-23.89592,-20.87283,-22.70238
247,17.783,-15.21665,-9.03483,-14.325,-13.66283,-15.06416
248,13.335,-7.78482,-5.6438,-8.97993,-7.66874,-7.85593
249,10,-7.88661,-5.45159,-8.35018,-7.46387,-7.96903
250,7.499,-5.96645,-6.00346,-7.06903,-5.85099,-5.88619
251,5.623,-5.0597,-5.02978,-6.10382,-5.12538,-5.08559
252,4.217,-3.39218,-3.52994,-4.11259,-3.43701,-3.29215
253,3.162,-2.18388,-2.51622,-2.95075,-2.34472,-2.23167
254,2.371,-1.75365,-2.07769,-2.55928,-1.97694,-1.82378
255,1.778,-1.66604,-1.69877,-2.16808,-1.80109,-1.6758
256,1.334,-1.14564,-1.0921,-1.53134,-1.21698,-1.00818
257,1,-0.92003,-0.86202,-1.20678,-0.94455,-0.59492
258,0.332,0.05077,0.18492,0.11061,-0.01032,0.48995
259,0.005,0.2451,0.60766,2.25471,0.16604,0.61868
260,0,1.16215,-5.6287,-6.91967,-4.82305,-4.42568
261,100,-61.98312,-19.66574,-7.75897,-13.76499,-13.42656
262,74.989,-75.52029,-31.86409,-40.59636,-47.03543,-52.97462
263,56.423,-26.45123,-17.72056,-32.56856,-35.49821,-40.04411
264,42.17,-27.03681,-21.49885,-32.78659,-26.74122,-29.38518
265,31.623,-22.81011,-16.27805,-20.94637,-21.25574,-22.59133
266,23.714,-21.30692,-8.41342,-21.94629,-18.59297,-19.4304
267,17.783,-12.53196,-11.51229,-13.50452,-11.51515,-11.95977
268,13.335,-8.44157,-8.45148,-11.38492,-9.67747,-9.87517
269,10,-6.66715,-6.01976,-7.95019,-7.09696,-7.30521
270,7.499,-6.39754,-5.5306,-6.55592,-5.63136,-5.65607
271,5.623,-3.86337,-4.1404,-5.20014,-4.29817,-4.33959
272,4.217,-3.96716,-3.94426,-4.74179,-4.07152,-4.17552
273,3.162,-2.17032,-2.10759,-2.58686,-2.08891,-1.86946
274,2.371,-2.31714,-2.45237,-2.88633,-2.42844,-2.34756
275,1.778,-1.41075,-1.36043,-1.82202,-1.34345,-1.14011
276,1.334,-0.71487,-0.84075,-1.11551,-0.8013,-0.58256
277,1,-0.81918,-1.0399,-1.218,-0.86128,-0.47755
278,0.332,-0.38157,-0.22553,-0.53815,-0.44141,-0.06657
279,0.005,0.21323,0.68561,1.99999,0.18529,0.65749
280,0,4.15187,-3.14691,-5.53666,-3.70436,-3.28855
281,100,-89.78831,-45.87478,-37.95683,-21.25826,-19.50523
282,74.989,-117.68206,-45.34069,-58.90957,-60.26237,-66.40809
283,56.423,-24.9566,-24.30598,-29.9518,-20.28088,-20.47328
284,42.17,-33.37814,-16.98903,-27.55646,-27.52283,-29.95692
285,31.623,-25.17182,-14.46813,-19.20934,-17.73215,-17.6926
286,23.714,-18.02935,-10.38419,-13.46258,-17.49452,-19.05237
287,17.783,-15.0391,-12.85026,-15.44019,-13.14085,-13.30947
288,13.335,-12.12082,-7.86387,-12.44329,-9.95638,-10.10529
289,10,-8.48712,-6.63801,-8.74096,-7.93102,-8.37902
290,7.499,-7.8445,-7.17282,-8.96079,-7.52222,-7.51836
291,5.623,-4.78699,-4.84413,-5.91422,-4.91246,-4.97861
292,4.217,-3.8409,-3.7807,-4.74049,-4.11673,-4.16754
293,3.162,-3.2244,-2.91912,-3.67566,-3.06234,-2.94096
294,2.371,-2.2876,-2.24323,-2.71402,-2.13112,-1.98144
295,1.778,-1.29854,-1.50663,-1.917,-1.42864,-1.19368
296,1.334,-1.08121,-1.02613,-1.47422,-1.03539,-0.75646
297,1,-0.55203,-0.54702,-1.01003,-0.63194,-0.30361
298,0.332,-0.07867,0.11386,-0.12492,-0.14091,0.35081
299,0.005,0.31032,0.59807,0.85793,0.23098,0.60328
300,0,1.45885,-5.35205,-6.32018,-4.50101,-4.17503
301,100,-91.84356,-31.60212,-57.88091,-57.60649,-61.73006
302,74.989,-45.6378,-27.56119,-39.15815,-42.98947,-47.94407
303,56.423,-56.79811,-44.88428,-53.9549,-38.83162,-40.53727
304,42.17,-33.51231,-18.012,-28.44367,-49.65654,-57.42858
305,31.623,-33.49629,-21.8531,-29.64572,-26.28314,-28.25153
306,23.714,-18.57643,-11.24128,-15.22156,-13.04113,-13.72649
307,17.783,-17.14482,-13.17705,-16.94883,-15.07727,-16.49541
308,13.335,-8.62294,-7.77273,-9.49387,-7.68203,-7.79459
309,10,-7.79118,-6.17153,-8.67087,-7.42765,-7.80006
310,7.499,-6.00254,-5.44827,-6.97798,-5.67984,-5.71349
311,5.623,-5.28101,-4.60368,-5.77496,-4.68077,-4.66083
312,4.217,-3.86605,-3.61509,-4.43983,-3.79792,-3.75792
313,3.162,-2.29613,-2.19373,-2.65129,-2.13039,-2.01547
314,2.371,-1.86689,-2.08933,-2.42389,-1.89806,-1.65997
315,1.778,-1.88063,-1.83928,-2.33585,-1.77363,-1.55392
316,1.334,-0.72296,-0.48405,-0.90901,-0.71105,-0.50673
317,1,-0.87733,-0.84113,-1.30835,-0.95403,-0.69443
318,0.332,0,0.07736,0.03498,-0.08506,0.41497
319,0.005,0.28083,0.85051,2.73058,0.18203,0.83509
320,0,1.6927,-4.74217,-5.55888,-4.11599,-3.89615
321,100,NaN,NaN,NaN,NaN,NaN
322,74.989,-60.33201,-24.56701,-28.47812,-43.7398,-51.50002
323,56.423,-42.28492,-18.74772,-29.53483,-32.41395,-36.70765
324,42.17,-15.54054,-16.61241,-14.07899,-11.89492,-11.23519
325,31.623,-24.76782,-18.23465,-23.78994,-19.6298,-20.47562
326,23.714,-18.24524,-15.28694,-18.91254,-14.24451,-13.96964
327,17.783,-15.47034,-10.10073,-14.22149,-12.93974,-13.60809
328,13.335,-13.20927,-8.71844,-11.76255,-10.67965,-11.04516
329,10,-8.91647,-7.81418,-10.92264,-9.68797,-10.4979
330,7.499,-6.24848,-5.44061,-6.97304,-5.99749,-6.13479
331,5.623,-4.35495,-4.19016,-5.18022,-4.52175,-4.52749
332,4.217,-3.5274,-3.62428,-4.27269,-3.70794,-3.71306
333,3.162,-2.81858,-2.95654,-3.29124,-2.84011,-2.65978
334,2.371,-2.44526,-2.28463,-2.71049,-2.42081,-2.36674
335,1.778,-1.44931,-1.61564,-1.93455,-1.51134,-1.3477
336,1.334,-1.34164,-1.27689,-1.69121,-1.25973,-1.03327
337,1,-0.88164,-0.89831,-1.3615,-0.85677,-0.50118
338,0.332,0.00476,0.07888,-0.17433,-0.11656,0.27328
339,0.005,0.26085,0.55418,1.35375,0.21155,0.62438
340,0,1.84735,-5.85977,-7.18447,-5.31362,-4.93754
341,100,-34.59609,-21.89682,-39.92419,-33.96352,-35.80679
342,74.989,-24.97858,-14.63568,-9.43638,-21.28272,-25.57855
343,56.423,-48.6029,-21.21371,-35.49357,-33.94649,-35.91065
344,42.17,-33.80525,-11.88433,-24.75093,-24.39002,-25.19948
345,31.623,-26.43128,-19.23893,-24.51687,-23.88939,-24.93502
346,23.714,-17.48946,-10.99009,-15.47304,-12.84723,-13.86244
347,17.783,-14.18881,-10.74642,-15.26067,-13.5173,-14.10013
348,13.335,-13.87933,-9.77651,-12.90444,-12.16604,-13.31722
349,10,-9.39398,-7.17365,-9.48688,-8.69748,-9.12407
350,7.499,-6.08868,-5.57976,-6.67918,-5.63095,-5.70415
351,5.623,-4.86513,-5.04517,-6.10342,-5.03522,-4.99403
352,4.217,-3.60828,-3.83901,-4.58447,-3.81324,-3.70507
353,3.162,-2.2197,-2.53222,-2.98596,-2.26664,-2.05759
354,2.371,-1.95375,-2.33726,-2.67155,-2.05029,-1.86767
355,1.778,-1.55826,-1.61005,-1.98762,-1.69664,-1.51534
356,1.334,-1.14084,-1.30148,-1.65465,-1.3347,-1.21223
357,1,-0.6193,-0.71198,-1.11775,-0.7247,-0.45473
358,0.332,-0.15881,0.01208,-0.24435,-0.18178,0.49441
359,0.005,0.38184,0.85208,2.10083,0.3642,0.88579
360,0,0.27397,-3.88339,-4.42424,-3.3202,-3.06044
361,100,-123.91586,-50.21245,-29.88927,-73.60009,-82.65004
362,74.989,-65.09573,-56.69293,-46.32328,-73.60008,-81.00232
363,56.423,-53.80039,-40.24412,-45.66139,-40.46768,-42.61661
364,42.17,-21.04427,-18.45811,-21.55567,-12.73987,-12.23783
365,31.623,-20.55558,-17.75313,-23.70299,-17.94829,-17.94392
366,23.714,-18.38904,-15.63704,-18.3943,-14.62605,-15.35324
367,17.783,-11.33002,-7.86492,-11.32729,-9.3351,-9.50699
368,13.335,-8.14547,-8.36009,-10.22985,-8.43632,-8.41745
369,10,-6.72426,-6.72887,-8.30062,-6.33244,-6.40503
370,7.499,-6.80452,-6.04058,-7.30753,-6.45375,-6.72665
371,5.623,-4.79829,-4.59657,-6.18313,-5.80956,-6.2495
372,4.217,-3.21126,-3.4615,-3.88559,-3.4093,-3.31509
373,3.162,-2.82318,-2.7551,-3.56932,-2.95411,-2.77773
374,2.371,-1.90388,-1.75567,-2.24009,-1.91686,-1.86886
375,1.778,-1.42014,-1.29179,-1.80109,-1.42318,-1.30734
376,1.334,-1.22481,-1.25582,-1.68945,-1.247,-1.01154
377,1,-0.85913,-0.79861,-1.27398,-0.92983,-0.63475
378,0.332,-0.27666,-0.29614,-0.51395,-0.39573,-0.13425
379,0.005,0.43643,1.10514,2.86638,0.28748,0.9438
380,0,0.37014,-4.63015,-5.4823,-4.11994,-3.87972
381,100,-67.34555,-35.96714,-35.3475,-23.5366,-22.08595
382,74.989,-54.51437,-13.99414,-26.5944,-38.30228,-44.88852
383,56.423,-45.45146,-28.4683,-35.45487,-47.02754,-51.47465
384,42.17,-27.29785,-11.90862,-29.92188,-33.95403,-37.91852
385,31.623,-28.48994,-15.0842,-22.40963,-18.24595,-19.3059
386,23.714,-14.36547,-10.49742,-15.337,-12.99828,-14.24335
387,17.783,-14.90798,-9.90773,-14.99551,-14.30302,-14.84172
388,13.335,-12.09958,-11.02511,-13.306,-11.215,-11.3767
389,10,-9.6888,-7.82639,-10.66708,-9.6272,-9.56842
390,7.499,-6.78479,-6.76342,-8.03212,-6.41334,-6.4638
391,5.623,-4.79711,-4.83686,-5.69911,-4.57466,-4.48367
392,4.217,-3.66044,-3.81722,-4.5049,-3.63849,-3.50399
393,3.162,-2.77411,-2.8814,-3.41392,-2.8151,-2.68327
394,2.371,-1.96781,-1.90185,-2.434,-2.12695,-2.1289
395,1.778,-1.57553,-1.80456,-2.11253,-1.64505,-1.44794
396,1.334,-1.05483,-1.23769,-1.50328,-1.1809,-0.98087
397,1,-1.22445,-0.80074,-1.53324,-1.09025,-0.79851
398,0.332,-0.11892,0.05982,-0.32814,-0.18565,0.25941
