tid,gamma,trueage,freqonly
60,2.512,-0.21157,1.32972
61,2.154,-0.75734,0.64513
62,1.848,0.04075,1.59545
63,1.585,0.23082,1.50545
64,1.359,1.45317,2.8245
65,1.166,1.39382,3.03086
66,1,2.2958,4.32342
67,0.457,2.61738,4.54963
68,0.152,3.80409,5.66613
69,0.023,3.7415,6.14596
70,0,2.83903,5.04895
71,100,-115.56241,-102.46024
72,85.77,-101.29287,-88.21432
73,73.564,-86.15256,-81.46863
74,63.096,-68.55321,-65.85305
75,54.117,-59.47981,-56.77634
76,46.416,-55.11688,-52.17621
77,39.811,-51.53766,-45.75208
78,34.145,-39.32066,-34.89728
79,29.286,-33.94188,-30.52637
80,25.119,-32.10038,-28.45189
81,21.544,-25.71082,-21.80785
82,18.478,-22.14435,-18.4401
83,15.849,-18.36236,-15.21682
84,13.594,-17.01024,-13.57555
85,11.659,-15.4555,-12.78018
86,10,-12.36714,-10.50663
87,8.577,-11.73342,-9.60792
88,7.356,-9.09946,-7.57106
89,6.31,-7.15789,-5.70952
90,5.412,-5.87177,-4.50635
91,4.642,-4.65076,-3.38806
92,3.981,-3.21657,-2.05577
93,3.415,-3.24549,-2.20521
94,2.929,-1.95289,-0.89878
95,2.512,-0.92694,0.43751
96,2.154,-0.37818,1.00127
97,1.848,0.35385,1.98012
98,1.585,0.09665,1.51872
99,1.359,0.58962,2.33213
100,1.166,0.02603,1.30335
101,1,2.26197,3.91446
102,0.457,4.0775,5.83375
103,0.152,3.46795,6.37487
104,0.023,2.95711,5.62585
105,0,3.72897,6.31067
106,100,-120.06742,-102.7019
107,85.77,-94.98294,-87.51317
108,73.564,-80.32921,-75.12536
109,63.096,-67.06259,-64.18573
110,54.117,-61.34542,-58.77834
111,46.416,-50.04522,-47.0289
112,39.811,-44.24593,-42.08697
113,34.145,-38.31145,-34.9517
114,29.286,-33.68447,-29.72736
115,25.119,-29.8983,-26.41542
116,21.544,-26.37187,-22.10259
117,18.478,-22.16882,-19.53364
118,15.849,-20.08354,-16.15675
119,13.594,-16.50884,-12.96582
120,11.659,-13.2702,-10.62134
121,10,-12.24975,-9.91954
122,8.577,-9.6698,-7.88262
123,7.356,-8.46804,-6.85426
124,6.31,-8.43464,-6.9995
125,5.412,-5.83806,-4.49654
126,4.642,-5.98633,-4.79295
127,3.981,-2.42298,-1.35609
128,3.415,-1.58469,-0.35346
129,2.929,-1.60749,-0.52379
130,2.512,-0.77748,0.39261
131,2.154,0.02538,1.3122
132,1.848,0.54159,1.96043
133,1.585,0.86002,2.47255
134,1.359,1.5358,3.54872
135,1.166,1.82713,3.4802
136,1,1.20978,3.02678
137,0.457,2.88622,4.77795
138,0.152,2.74788,5.20801
139,0.023,3.46384,5.6724
140,0,2.82703,4.79935
141,100,-116.23613,-102.61101
142,85.77,-98.7477,-93.63009
143,73.564,-83.42726,-80.14646
144,63.096,-68.73473,-62.55554
145,54.117,-57.83919,-54.92844
146,46.416,-51.602,-47.62444
147,39.811,-44.34884,-43.46788
148,34.145,-42.53508,-37.8322
149,29.286,-33.44654,-30.27977
150,25.119,-32.20382,-28.19805
151,21.544,-27.25546,-23.72841
152,18.478,-23.02625,-18.54624
153,15.849,-18.94749,-15.23687
154,13.594,-16.6832,-13.65576
155,11.659,-13.88946,-11.16347
156,10,-13.39087,-11.16594
157,8.577,-11.0755,-9.17706
158,7.356,-7.49161,-6.147
159,6.31,-6.01188,-4.80036
160,5.412,-6.63132,-5.28674
161,4.642,-5.11077,-3.74571
162,3.981,-4.28131,-3.3998
163,3.415,-3.15387,-2.19519
164,2.929,-2.04888,-0.52266
165,2.512,-1.06333,0.27624
166,2.154,0.78424,2.3482
167,1.848,-0.61368,0.87728
168,1.585,0.75218,2.03484
169,1.359,0.61607,2.41351
170,1.166,1.00888,2.56634
171,1,0.69984,2.17934
172,0.457,2.4072,4.48987
173,0.152,4.06645,6.21074
174,0.023,3.81692,5.95927
175,0,3.21249,5.64408
176,100,-115.92402,-102.5088
177,85.77,-96.394,-87.64648
178,73.564,-85.80566,-78.95389
179,63.096,-72.94549,-67.85408
180,54.117,-63.8964,-60.61094
181,46.416,-50.02728,-48.58744
182,39.811,-44.06452,-40.71369
183,34.145,-38.47735,-35.98011
184,29.286,-34.21801,-30.8424
185,25.119,-29.14293,-24.66082
186,21.544,-26.07789,-22.71696
187,18.478,-23.38646,-19.97734
188,15.849,-18.26026,-15.20197
189,13.594,-17.19056,-14.16299
190,11.659,-16.48029,-13.36025
191,10,-13.6177,-11.66172
192,8.577,-10.63525,-8.56104
193,7.356,-9.76479,-7.97798
194,6.31,-6.88994,-5.36369
195,5.412,-5.30735,-4.12966
196,4.642,-6.05881,-4.64794
197,3.981,-3.35734,-2.19739
198,3.415,-1.84901,-0.47172
199,2.929,-2.91237,-1.61829
200,2.512,-1.34299,0.00105
201,2.154,-0.18543,1.32288
202,1.848,0.51972,2.00862
203,1.585,0.86179,2.52501
204,1.359,-0.59747,0.74538
205,1.166,1.62526,3.27906
206,1,0.68613,2.17863
207,0.457,2.11257,3.92172
208,0.152,3.08571,5.49831
209,0.023,4.51748,6.67385
210,0,3.97951,6.51772
211,100,-115.17073,-102.37639
212,85.77,-98.4698,-93.00669
213,73.564,-82.33872,-77.45271
214,63.096,-71.49931,-68.01404
215,54.117,-60.68459,-58.05354
216,46.416,-53.86023,-49.69064
217,39.811,-45.39224,-41.65776
218,34.145,-40.17779,-36.96956
219,29.286,-35.2544,-32.26656
220,25.119,-29.26258,-25.36131
221,21.544,-28.01501,-23.94931
222,18.478,-22.30418,-19.72872
223,15.849,-18.85694,-15.8138
224,13.594,-16.61352,-13.85151
225,11.659,-14.48813,-12.1696
226,10,-12.00427,-9.5206
227,8.577,-10.66074,-8.47092
228,7.356,-8.51683,-7.19391
229,6.31,-7.65052,-6.32204
230,5.412,-5.71986,-4.25043
231,4.642,-4.02886,-2.64784
232,3.981,-3.25334,-2.08809
233,3.415,-2.01236,-0.87111
234,2.929,-1.74043,-0.54595
235,2.512,-1.38209,-0.22889
236,2.154,-0.13903,1.13224
237,1.848,0.46243,1.8685
238,1.585,0.63658,2.18913
239,1.359,1.42962,3.11961
240,1.166,0.95756,2.51848
241,1,1.01227,2.5629
242,0.457,2.98992,5.0068
243,0.152,2.64637,4.75577
244,0.023,3.52724,5.55896
245,0,4.09356,6.12581
246,100,-110.02367,-102.47034
247,85.77,-100.45953,-91.40551
248,73.564,-82.94191,-78.66352
249,63.096,-69.5649,-63.02119
250,54.117,-59.40563,-57.13289
251,46.416,-48.49882,-46.43201
252,39.811,-45.52709,-43.49404
253,34.145,-38.06004,-34.96437
254,29.286,-34.8339,-32.09263
255,25.119,-28.12133,-24.81422
256,21.544,-24.89663,-21.17099
257,18.478,-21.60576,-17.86564
258,15.849,-19.6111,-16.93407
259,13.594,-16.72008,-13.53672
260,11.659,-14.95443,-12.43873
261,10,-11.56746,-9.61418
262,8.577,-11.25079,-8.74271
263,7.356,-8.1802,-6.64665
264,6.31,-6.71164,-5.49251
265,5.412,-6.03203,-4.85545
266,4.642,-3.70158,-2.44532
267,3.981,-3.83326,-2.72866
268,3.415,-2.71033,-1.41695
269,2.929,-2.0921,-0.76508
270,2.512,-0.24262,1.30669
271,2.154,-0.81548,0.44805
272,1.848,-0.78442,0.44714
273,1.585,0.79557,2.44636
274,1.359,1.31844,2.79627
275,1.166,1.80951,3.33182
276,1,1.37353,3.11296
277,0.457,3.09685,4.93674
278,0.152,3.69639,6.16754
279,0.023,2.46606,4.44357
280,0,2.66764,4.64021
281,100,-117.0963,-102.71109
282,85.77,-93.12619,-87.69649
283,73.564,-78.81928,-75.34402
284,63.096,-72.77153,-69.19032
285,54.117,-59.21914,-55.98746
286,46.416,-50.64377,-48.23086
287,39.811,-46.13321,-43.03034
288,34.145,-37.68554,-34.96072
289,29.286,-33.26773,-28.89163
290,25.119,-30.15146,-25.58113
291,21.544,-27.2703,-23.91407
292,18.478,-23.01952,-18.5483
293,15.849,-19.78097,-15.64687
294,13.594,-17.78653,-14.7023
295,11.659,-14.51024,-12.08043
296,10,-13.73797,-11.23714
297,8.577,-10.20478,-8.42951
298,7.356,-9.05977,-7.51811
299,6.31,-7.70476,-6.0232
300,5.412,-6.17775,-4.81937
301,4.642,-4.85469,-3.42352
302,3.981,-2.76129,-1.33426
303,3.415,-2.91284,-1.57695
304,2.929,-1.95246,-0.75471
305,2.512,-0.94736,0.27138
306,2.154,-0.6364,0.79126
307,1.848,-0.44391,0.85376
308,1.585,-0.31724,0.90114
309,1.359,0.28286,1.76196
310,1.166,1.61133,3.47408
311,1,1.39206,2.96068
312,0.457,2.32452,4.36832
313,0.152,4.0042,6.64219
314,0.023,4.47396,7.42717
315,0,3.50351,5.62817
316,100,-121.33211,-102.68138
317,85.77,-93.78209,-89.34775
318,73.564,-82.59766,-79.84231
319,63.096,-67.86693,-63.42543
320,54.117,-59.66869,-55.94595
321,46.416,-47.34372,-43.39093
322,39.811,-45.24237,-42.14316
323,34.145,-37.45657,-34.82166
324,29.286,-32.01638,-28.3352
325,25.119,-30.41455,-27.01071
326,21.544,-25.07654,-21.30871
327,18.478,-21.46598,-18.18109
328,15.849,-21.1815,-18.34439
329,13.594,-18.31205,-14.75852
330,11.659,-14.27216,-11.29711
331,10,-13.0123,-10.43102
332,8.577,-11.39224,-9.08958
333,7.356,-8.97283,-7.33545
334,6.31,-7.21951,-5.74887
335,5.412,-6.22664,-4.66968
336,4.642,-5.14233,-3.99947
337,3.981,-2.68958,-1.48989
338,3.415,-2.37507,-1.49212
339,2.929,-1.20509,0.26126
340,2.512,-1.8092,-0.64161
341,2.154,-0.12051,1.2338
342,1.848,1.09218,2.77436
343,1.585,-0.58974,0.76673
344,1.359,0.76401,2.44297
345,1.166,-0.20499,1.26601
346,1,0.91677,2.38344
347,0.457,2.98896,5.63026
348,0.152,3.35368,5.84686
349,0.023,3.23618,5.8278
350,0,2.76852,4.82409
351,100,-120.55524,-102.74354
352,85.77,-92.95876,-86.73957
353,73.564,-83.14266,-77.35204
354,63.096,-68.62376,-67.79859
355,54.117,-61.96937,-59.05686
356,46.416,-56.22716,-53.32084
357,39.811,-41.17631,-39.81085
358,34.145,-38.16648,-34.98527
359,29.286,-33.94618,-29.42104
360,25.119,-30.32015,-26.35512
361,21.544,-26.08869,-22.89312
362,18.478,-22.93805,-19.35956
363,15.849,-20.22117,-16.97519
364,13.594,-16.56394,-13.58927
365,11.659,-14.52967,-11.84424
366,10,-11.81431,-9.69085
367,8.577,-9.97331,-7.96977
368,7.356,-9.06906,-7.16938
369,6.31,-6.97002,-5.41581
370,5.412,-5.55155,-4.16529
371,4.642,-5.16225,-3.90259
372,3.981,-3.34648,-2.29785
373,3.415,-2.71763,-1.48352
374,2.929,-2.25068,-1.35752
375,2.512,-2.39898,-1.21679
376,2.154,0.40037,1.72571
377,1.848,-0.88868,0.3658
378,1.585,0.8369,2.37066
379,1.359,1.32933,2.83281
380,1.166,1.4303,3.44842
381,1,1.58292,3.37252
382,0.457,2.06329,3.75422
383,0.152,1.93747,3.86453
384,0.023,3.67072,6.06
385,0,3.12193,5.07035
386,100,-115.36457,-102.60991
387,85.77,-100.16762,-88.14731
388,73.564,-81.93428,-77.80959
389,63.096,-74.23739,-70.02646
390,54.117,-59.8423,-56.29885
391,46.416,-52.95551,-49.51297
392,39.811,-48.5192,-45.38701
393,34.145,-41.67653,-37.79479
394,29.286,-32.94037,-29.07765
395,25.119,-29.5124,-25.39592
396,21.544,-27.22482,-23.37402
397,18.478,-21.98467,-18.21337
398,15.849,-20.25685,-16.19308
399,13.594,-17.13491,-14.5472
400,11.659,-14.96284,-12.48409
401,10,-14.59082,-11.98757
402,8.577,-10.64952,-8.68424
403,7.356,-9.66784,-7.84877
404,6.31,-6.61918,-5.30592
405,5.412,-5.52176,-4.27516
406,4.642,-5.56339,-4.51937
407,3.981,-4.37715,-3.25187
408,3.415,-2.51128,-1.37696
409,2.929,-1.6825,-0.58313
410,2.512,-1.61442,-0.41195
411,2.154,-1.70822,-0.34452
412,1.848,-1.02604,0.4157
413,1.585,0.41556,1.96815
414,1.359,0.44944,1.66646
415,1.166,1.72657,3.65765
416,1,1.29844,2.83827
417,0.457,2.86946,5.62003
418,0.152,2.87505,5.26121
419,0.023,3.441,5.8113
420,0,3.63741,5.89947
421,100,-118.12833,-102.70633
422,85.77,-95.01116,-89.23383
423,73.564,-81.54847,-76.89778
424,63.096,-64.95395,-61.17357
425,54.117,-60.61379,-56.7483
426,46.416,-50.33166,-46.54164
427,39.811,-45.21816,-42.57481
428,34.145,-41.08795,-36.3869
429,29.286,-33.25951,-29.15812
430,25.119,-31.37373,-28.60876
431,21.544,-25.82153,-21.68045
432,18.478,-22.98755,-19.4847
433,15.849,-19.02985,-15.34893
434,13.594,-16.68415,-13.53034
435,11.659,-14.86284,-12.20264
436,10,-12.77703,-10.80336
437,8.577,-10.5368,-8.95863
438,7.356,-9.31756,-7.85678
439,6.31,-7.4011,-6.046
440,5.412,-5.84514,-4.73917
441,4.642,-4.83369,-3.94763
442,3.981,-4.64065,-3.32578
443,3.415,-2.89744,-1.75418
444,2.929,-2.26132,-1.22641
445,2.512,-0.99945,0.14603
446,2.154,-0.93711,0.31692
447,1.848,-0.20376,1.1827
448,1.585,0.61749,2.21349
449,1.359,1.51568,3.04569
450,1.166,1.45385,2.83879
451,1,1.33936,3.16982
452,0.457,2.84823,4.78474
453,0.152,4.00233,6.52649
454,0.023,2.45223,4.31238
455,0,5.3375,7.30478
456,100,-120.58979,-102.71727
457,85.77,-99.39726,-92.52802
458,73.564,-85.11102,-82.03038
459,63.096,-68.69021,-64.72809
460,54.117,-60.63121,-56.85875
461,46.416,-51.53366,-47.79179
462,39.811,-45.50014,-41.76295
463,34.145,-36.82721,-34.62041
464,29.286,-33.17716,-29.28941
465,25.119,-27.62063,-24.95543
466,21.544,-25.23713,-21.13445
467,18.478,-22.49934,-19.26145
468,15.849,-20.04139,-17.13828
469,13.594,-16.89702,-13.73792
470,11.659,-13.80828,-11.20719
471,10,-12.44917,-10.23129
472,8.577,-10.97831,-9.0446
473,7.356,-9.43766,-8.00055
474,6.31,-7.57145,-5.83057
475,5.412,-5.28075,-4.05799
476,4.642,-4.99069,-3.77018
477,3.981,-3.37236,-2.13837
478,3.415,-2.70817,-1.48468
479,2.929,-2.27099,-1.1066
480,2.512,-1.40518,-0.20163
481,2.154,-1.10255,0.13437
482,1.848,-0.16793,1.21133
483,1.585,0.61064,1.96867
484,1.359,0.13964,1.391
485,1.166,0.61674,2.03164
486,1,1.69082,3.56631
487,0.457,2.48002,4.4227
488,0.152,2.01404,3.82427
489,0.023,2.6671,4.56388
490,0,3.73059,5.84777
491,100,-115.85082,-102.66987
492,85.77,-94.82707,-88.03139
493,73.564,-76.15983,-70.94105
494,63.096,-72.5716,-67.27482
495,54.117,-60.40039,-57.31329
496,46.416,-54.84039,-52.57734
497,39.811,-42.56539,-38.97663
498,34.145,-37.85834,-35.24872
499,29.286,-34.71838,-31.98649
500,25.119,-27.98465,-24.46044
501,21.544,-27.44136,-24.38434
502,18.478,-22.70819,-19.27638
503,15.849,-18.38957,-15.18455
504,13.594,-16.39722,-13.60057
505,11.659,-15.44128,-12.91714
506,10,-12.64323,-9.85492
507,8.577,-10.86365,-8.70002
508,7.356,-8.08816,-6.50925
509,6.31,-6.45896,-4.86599
510,5.412,-5.53332,-4.16047
511,4.642,-5.61719,-4.28725
512,3.981,-3.53435,-2.33791
513,3.415,-3.77178,-2.59511
514,2.929,-1.08773,0.21913
515,2.512,-1.0791,0.36313
516,2.154,-1.33628,0.07351
517,1.848,0.35313,1.82835
518,1.585,-0.48089,1.04688
519,1.359,0.38221,1.94953
520,1.166,1.81011,3.52078
521,1,1.50243,3.15715
522,0.457,3.12092,4.95793
523,0.152,4.06588,5.89998
524,0.023,3.43113,5.2265
525,0,3.4915,5.44154
526,100,-114.15568,-102.61509
527,85.77,-93.43122,-87.86047
528,73.564,-79.70056,-73.11397
529,63.096,-72.86794,-69.2868
530,54.117,-61.32005,-57.74203
531,46.416,-51.16687,-46.75907
532,39.811,-43.2344,-40.52044
533,34.145,-39.05361,-36.38344
534,29.286,-35.53558,-31.18819
535,25.119,-28.07727,-24.45479
536,21.544,-25.40106,-21.35573
537,18.478,-22.64098,-19.17693
538,15.849,-19.17069,-16.20417
539,13.594,-16.82399,-13.87777
540,11.659,-15.05534,-12.24211
541,10,-12.43612,-10.15484
542,8.577,-10.69952,-9.03138
543,7.356,-9.22206,-7.60129
544,6.31,-6.81114,-5.69355
545,5.412,-5.65029,-4.33926
546,4.642,-5.24382,-4.10178
547,3.981,-3.95381,-2.76928
548,3.415,-1.54092,-0.38748
549,2.929,-1.9449,-0.8346
550,2.512,-2.06421,-0.99646
551,2.154,-0.39249,0.98515
552,1.848,0.79565,2.20401
553,1.585,-0.01759,1.42315
554,1.359,-0.57116,0.8737
555,1.166,2.02865,3.81015
556,1,1.90188,3.81965
557,0.457,2.98048,5.52318
558,0.152,2.60204,4.76421
559,0.023,3.88805,6.44553
560,0,3.02856,4.99903
561,100,-116.00357,-102.66217
562,85.77,-98.38422,-93.28028
563,73.564,-82.01913,-76.80551
564,63.096,-73.94384,-68.20262
565,54.117,-58.97476,-56.07964
566,46.416,-50.84242,-45.98206
567,39.811,-47.34363,-43.35568
568,34.145,-39.43356,-37.20403
569,29.286,-33.10179,-29.02737
570,25.119,-28.49448,-24.4916
571,21.544,-25.94187,-21.71175
572,18.478,-22.1792,-18.1288
573,15.849,-20.39873,-17.0271
574,13.594,-17.07381,-13.82503
575,11.659,-15.1423,-12.30986
576,10,-13.49224,-10.89243
577,8.577,-9.80453,-8.02196
578,7.356,-8.02595,-6.69353
579,6.31,-6.67151,-5.42399
580,5.412,-5.31198,-3.92436
581,4.642,-5.26546,-4.1925
582,3.981,-3.33658,-1.98385
583,3.415,-2.88684,-1.71641
584,2.929,-1.04262,0.46451
585,2.512,-3.14303,-1.82636
586,2.154,-0.34979,0.92803
587,1.848,0.31195,1.77384
588,1.585,0.39343,1.70682
589,1.359,0.61748,2.21872
590,1.166,1.35612,2.94195
591,1,1.08051,2.9213
592,0.457,3.027,5.04637
593,0.152,2.48973,4.63295
594,0.023,3.2724,5.4858
595,0,2.71855,4.92539
596,100,-116.01815,-102.64773
597,85.77,-104.69344,-101.52683
598,73.564,-83.10381,-75.10028
599,63.096,-71.81531,-66.43703
600,54.117,-61.79064,-56.68632
601,46.416,-53.75045,-49.91883
602,39.811,-45.15659,-43.58971
603,34.145,-37.18458,-33.62577
604,29.286,-34.03629,-29.91693
605,25.119,-30.78403,-27.56099
606,21.544,-24.49471,-21.03749
607,18.478,-23.33929,-19.27142
608,15.849,-18.02064,-15.19933
609,13.594,-17.81398,-14.26128
610,11.659,-14.54503,-11.82322
611,10,-12.5897,-9.71817
612,8.577,-9.60367,-7.97584
613,7.356,-8.77971,-7.09054
614,6.31,-8.07146,-6.23745
615,5.412,-5.3594,-3.96491
616,4.642,-4.28123,-2.99298
617,3.981,-4.54202,-3.33988
618,3.415,-2.62014,-1.54652
619,2.929,-0.87257,0.37337
620,2.512,-0.80974,0.57237
621,2.154,-0.22672,1.12917
622,1.848,0.24031,1.70434
623,1.585,0.31091,1.78597
624,1.359,0.37889,1.78892
625,1.166,2.72034,4.6647
626,1,2.18831,3.76621
627,0.457,1.65962,3.46845
628,0.152,2.20483,3.91618
629,0.023,2.5988,4.70893
630,0,2.76544,5.1376
631,100,-115.92397,-102.68421
632,85.77,-101.75426,-97.00664
633,73.564,-84.09868,-76.3931
634,63.096,-70.07556,-65.21275
635,54.117,-59.60571,-56.44952
636,46.416,-53.40869,-51.91446
637,39.811,-44.70702,-41.87544
638,34.145,-40.77867,-37.34226
639,29.286,-33.94938,-31.491
640,25.119,-30.60799,-25.66554
641,21.544,-25.09943,-21.83484
642,18.478,-22.14101,-17.89792
643,15.849,-19.40087,-16.34667
644,13.594,-17.50998,-14.90239
645,11.659,-14.82418,-12.03883
646,10,-12.00757,-9.81132
647,8.577,-10.96954,-9.04404
648,7.356,-8.81883,-7.23789
649,6.31,-6.38781,-4.89941
650,5.412,-6.6211,-5.30004
651,4.642,-5.14312,-3.95832
652,3.981,-4.04562,-3.06451
653,3.415,-2.95526,-1.88692
654,2.929,-1.72877,-0.44624
655,2.512,-0.1535,1.22866
656,2.154,-0.91053,0.37617
657,1.848,-0.13903,1.36715
658,1.585,-0.25894,1.08322
659,1.359,0.9558,2.49448
660,1.166,0.38196,1.78462
661,1,1.0926,2.72224
662,0.457,2.80047,4.93182
663,0.152,3.46618,5.46115
664,0.023,3.16701,5.65253
665,0,1.78001,3.33142
666,100,-108.71848,-98.04002
667,85.77,-97.55803,-88.58033
668,73.564,-82.02052,-76.6138
669,63.096,-70.86162,-67.53953
670,54.117,-59.90546,-56.4351
671,46.416,-49.88211,-47.75045
672,39.811,-47.20276,-43.36055
673,34.145,-38.83356,-36.59199
674,29.286,-33.50358,-29.92292
675,25.119,-27.30627,-24.2027
676,21.544,-26.34714,-22.07041
677,18.478,-22.01633,-18.17411
678,15.849,-20.799,-16.4106
679,13.594,-16.11484,-13.2751
680,11.659,-14.63326,-11.69813
681,10,-13.12281,-10.75577
682,8.577,-11.15155,-9.28242
683,7.356,-9.68059,-7.81941
684,6.31,-6.60747,-5.21438
685,5.412,-5.4012,-4.25918
686,4.642,-5.37222,-3.87562
687,3.981,-2.56848,-1.25158
688,3.415,-4.47053,-3.25119
689,2.929,-0.31302,0.99006
690,2.512,-1.69573,-0.20337
691,2.154,-0.98182,0.33654
692,1.848,-0.11908,1.20319
693,1.585,0.66676,2.16541
694,1.359,0.38197,1.93653
695,1.166,2.13501,4.08249
696,1,0.87638,2.61623
697,0.457,3.10137,5.24076
698,0.152,3.41163,5.60211
699,0.023,4.14695,6.25493
700,0,2.42673,4.3772
