tid,gamma,trueage,relmid,impsamp,freqonly
1717,1,-0.78305,-0.99676,-1.0267,-0.71814
1718,0.332,-0.41609,-0.5709,-0.58773,-0.33759
1719,0.005,0.07166,0.06493,0.05256,0.18023
1720,0,-2.41212,-2.64966,-2.76499,-2.70968
1721,100,-101.74041,-66.06061,-99.10478,-104.94418
1722,74.989,-70.82164,-47.06994,-73.85692,-75.01063
1723,56.423,-35.26432,-25.47083,-33.87369,-29.58405
1724,42.17,-43.21313,-29.63027,-41.78491,-44.93232
1725,31.623,-33.60268,-26.19206,-34.97535,-35.27469
1726,23.714,-22.77777,-18.52414,-22.60597,-22.37525
1727,17.783,-17.76853,-13.60953,-17.89529,-17.8761
1728,13.335,-13.52426,-11.2794,-14.42594,-14.39093
1729,10,-10.25985,-9.07048,-10.93322,-10.56101
1730,7.499,-7.33566,-6.49204,-7.43378,-6.78184
1731,5.623,-3.35017,-3.33034,-3.5877,-2.86729
1732,4.217,-4.65425,-4.32969,-5.18857,-4.88446
1733,3.162,-2.8506,-2.81488,-3.03306,-2.76393
1734,2.371,-2.42637,-2.55808,-2.75106,-2.47596
1735,1.778,-2.15804,-2.30491,-2.45214,-2.21635
1736,1.334,-1.63048,-1.72414,-1.8286,-1.66015
1737,1,-1.28931,-1.35253,-1.38549,-1.13972
1738,0.332,-0.26857,-0.36446,-0.39159,-0.18117
1739,0.005,0.21411,0.29661,0.30155,0.33179
1740,0,-2.3413,-2.61601,-2.72449,-2.64334
1741,100,-101.62294,-63.49083,-93.8531,-95.96944
1742,74.989,-78.0594,-52.35052,-78.76939,-77.72721
1743,56.423,-35.58247,-21.92235,-32.58217,-27.35492
1744,42.17,-41.37319,-32.05665,-41.78422,-42.8822
1745,31.623,-34.85184,-24.22901,-34.93421,-35.52639
1746,23.714,-23.16772,-16.57619,-23.16655,-23.09826
1747,17.783,-17.69815,-12.0771,-17.41502,-18.52816
1748,13.335,-13.91643,-12.26796,-15.06059,-13.81612
1749,10,-8.88432,-7.88328,-9.0728,-8.66654
1750,7.499,-8.12273,-7.26071,-8.31842,-7.53539
1751,5.623,-3.8633,-3.63898,-4.15302,-3.55788
1752,4.217,-4.53782,-4.6535,-5.13705,-4.73632
1753,3.162,-2.98725,-3.10001,-3.36306,-2.92746
1754,2.371,-2.54793,-2.7176,-2.87871,-2.40948
1755,1.778,-2.08571,-2.28524,-2.36989,-2.03417
1756,1.334,-1.30671,-1.53964,-1.61266,-1.32257
1757,1,-1.14371,-1.37649,-1.42928,-1.19311
1758,0.332,-0.5003,-0.6251,-0.65256,-0.39792
1759,0.005,0.02756,-0.01516,-0.04128,0.12749
1760,0,-2.27179,-2.61362,-2.73272,-2.64744
1761,100,-102.87665,-74.67838,-101.80555,-100.75832
1762,74.989,-73.65468,-52.05273,-79.79455,-81.31348
1763,56.423,-37.5389,-24.13453,-34.72217,-29.24442
1764,42.17,-41.89067,-29.9532,-41.25024,-42.17152
1765,31.623,-34.13889,-26.39795,-33.95723,-31.32295
1766,23.714,-25.87879,-18.82452,-26.80129,-25.93335
1767,17.783,-16.69888,-14.39167,-17.62752,-16.47895
1768,13.335,-12.76229,-10.70669,-13.14398,-12.58412
1769,10,-10.07717,-7.40613,-10.67789,-10.37599
1770,7.499,-7.24251,-6.67049,-7.93152,-7.34874
1771,5.623,-3.79042,-3.67041,-3.91916,-3.13311
1772,4.217,-4.07729,-3.95498,-4.4146,-4.08548
1773,3.162,-3.5244,-3.55468,-3.78165,-3.34358
1774,2.371,-2.11447,-2.154,-2.2823,-2.06348
1775,1.778,-1.9387,-2.16238,-2.2613,-1.96061
1776,1.334,-1.57332,-1.75059,-1.82548,-1.52171
1777,1,-0.92455,-1.13795,-1.16888,-0.85106
1778,0.332,-0.29069,-0.41935,-0.43906,-0.21526
1779,0.005,-0.05146,-0.09821,-0.10722,0.05201
1780,0,-2.22093,-2.52226,-2.64164,-2.5593
1781,100,-92.65642,-56.60995,-93.29112,-96.45012
1782,74.989,-77.09573,-52.7426,-75.83345,-74.45053
1783,56.423,-37.38086,-21.5035,-34.96127,-30.76759
1784,42.17,-44.14422,-30.27168,-44.25341,-47.3542
1785,31.623,-31.47261,-21.97398,-31.24914,-30.50649
1786,23.714,-23.46507,-17.53767,-23.19394,-22.93992
1787,17.783,-16.93222,-12.94292,-16.11626,-15.63315
1788,13.335,-12.81711,-11.02773,-13.8821,-13.05273
1789,10,-9.22169,-7.68005,-9.26172,-8.67721
1790,7.499,-7.17498,-6.50923,-7.73311,-6.86548
1791,5.623,-3.69182,-3.39706,-3.70081,-3.08346
1792,4.217,-3.94272,-4.12441,-4.56467,-4.08785
1793,3.162,-3.13169,-3.21569,-3.409,-2.89281
1794,2.371,-2.26723,-2.38859,-2.50024,-2.1638
1795,1.778,-1.69715,-1.77585,-1.83981,-1.54327
1796,1.334,-1.53775,-1.78183,-1.89754,-1.58056
1797,1,-1.15165,-1.34713,-1.37548,-1.04539
1798,0.332,-0.49667,-0.62853,-0.66061,-0.39731
1799,0.005,0.16173,0.15226,0.14224,0.25404
1800,0,-2.5843,-2.88043,-3.02829,-2.90592
1801,100,-99.26789,-59.91407,-99.29156,-102.8017
1802,74.989,-75.71892,-46.80309,-73.0083,-72.99501
1803,56.423,-40.34059,-24.87521,-35.64998,-30.5801
1804,42.17,-45.35418,-34.86343,-45.49239,-45.16123
1805,31.623,-33.63524,-23.0693,-33.34442,-32.66908
1806,23.714,-24.73625,-18.68308,-23.35486,-23.12382
1807,17.783,-16.78171,-13.54416,-16.14373,-15.89293
1808,13.335,-12.76673,-10.35053,-13.27834,-12.91191
1809,10,-9.36353,-7.88809,-10.35605,-9.70105
1810,7.499,-7.55158,-7.18946,-8.39697,-8.00686
1811,5.623,-3.91084,-3.62394,-4.19946,-3.6
1812,4.217,-4.34102,-4.23872,-4.58179,-4.10263
1813,3.162,-3.24422,-3.4138,-3.7065,-3.37458
1814,2.371,-2.59133,-2.6699,-2.84833,-2.55923
1815,1.778,-1.56033,-1.75057,-1.79345,-1.42622
1816,1.334,-1.1257,-1.32901,-1.38791,-1.07605
1817,1,-0.93768,-1.15177,-1.20705,-0.92014
1818,0.332,-0.24107,-0.34889,-0.36317,-0.17231
1819,0.005,-0.03654,-0.10396,-0.11966,0.05515
1820,0,-2.48556,-2.76175,-2.87917,-2.75155
1821,100,-104.98529,-62.32466,-104.47348,-108.60174
1822,74.989,-77.07106,-55.90943,-81.78754,-81.48495
1823,56.423,-34.32062,-24.58209,-32.554,-27.47126
1824,42.17,-40.87527,-30.05327,-43.04132,-41.13429
1825,31.623,-36.61204,-26.10035,-33.64724,-34.2275
1826,23.714,-25.30973,-18.58557,-24.35504,-24.37624
1827,17.783,-16.21615,-12.09162,-16.97603,-16.48706
1828,13.335,-14.47392,-12.08321,-14.63574,-14.34779
1829,10,-10.1947,-9.08418,-10.84171,-10.33289
1830,7.499,-7.85664,-6.83244,-8.25828,-7.7662
1831,5.623,-3.62697,-3.51285,-3.8599,-3.16622
1832,4.217,-4.50612,-4.62689,-5.23389,-4.90098
1833,3.162,-3.07067,-3.13053,-3.34202,-2.91266
1834,2.371,-2.75542,-2.76303,-2.97555,-2.63241
1835,1.778,-1.64604,-1.84418,-1.90112,-1.59051
1836,1.334,-1.44413,-1.6106,-1.68261,-1.45926
1837,1,-0.98755,-1.19351,-1.23684,-1.00663
1838,0.332,-0.29348,-0.38126,-0.40031,-0.20874
1839,0.005,-0.01398,-0.02804,-0.0413,0.08561
1840,0,-2.30616,-2.60833,-2.69742,-2.59364
1841,100,-95.76445,-63.61398,-96.145,-106.3088
1842,74.989,-70.55347,-42.26288,-67.26811,-70.33084
1843,56.423,-35.73602,-25.68218,-33.2469,-27.18256
1844,42.17,-44.38437,-27.79038,-42.04587,-40.12655
1845,31.623,-31.0372,-23.91366,-30.42798,-30.91311
1846,23.714,-23.9582,-17.76887,-25.74203,-26.84787
1847,17.783,-20.03696,-14.77794,-20.07344,-20.38379
1848,13.335,-12.97269,-10.05373,-13.32156,-12.80086
1849,10,-10.6255,-9.22162,-12.1059,-11.86548
1850,7.499,-7.99586,-7.35427,-8.55176,-7.97921
1851,5.623,-3.54181,-3.382,-3.63425,-2.93554
1852,4.217,-3.99112,-4.21554,-4.68449,-4.01425
1853,3.162,-3.25122,-3.44426,-3.73797,-3.52504
1854,2.371,-2.2623,-2.43662,-2.55464,-2.20545
1855,1.778,-1.73056,-1.88197,-1.9705,-1.78503
1856,1.334,-1.18073,-1.38734,-1.4344,-1.11789
1857,1,-1.24959,-1.45023,-1.51244,-1.21034
1858,0.332,-0.38542,-0.58817,-0.60686,-0.32959
1859,0.005,-0.05537,-0.11729,-0.11461,0.04018
1860,0,-2.35184,-2.66502,-2.77807,-2.66799
1861,100,-98.86723,-56.82525,-100.82271,-104.14391
1862,74.989,-80.48255,-53.55599,-84.36371,-82.96596
1863,56.423,-38.71692,-24.35381,-35.60601,-30.13702
1864,42.17,-42.52549,-30.19942,-43.59565,-43.43678
1865,31.623,-28.43328,-22.24252,-28.00047,-26.74154
1866,23.714,-22.87163,-17.08794,-22.5933,-23.275
1867,17.783,-20.62888,-15.73803,-21.71244,-21.2061
1868,13.335,-12.26254,-9.68513,-12.05196,-11.36186
1869,10,-9.47283,-8.15983,-9.69885,-9.02646
1870,7.499,-7.27621,-6.95078,-8.11607,-7.90926
1871,5.623,-3.58506,-3.3038,-3.62105,-3.07199
1872,4.217,-4.16429,-4.1231,-4.81449,-4.56498
1873,3.162,-2.74039,-2.82627,-3.0271,-2.74771
1874,2.371,-1.94393,-2.18151,-2.25337,-1.93316
1875,1.778,-1.99459,-2.15487,-2.23869,-1.88489
1876,1.334,-1.47725,-1.70866,-1.75551,-1.40046
1877,1,-1.17427,-1.38175,-1.42529,-1.12361
1878,0.332,-0.22901,-0.31414,-0.33611,-0.16238
1879,0.005,-0.28519,-0.36433,-0.37249,-0.16568
1880,0,-2.34475,-2.68962,-2.80792,-2.73156
1881,100,-96.71023,-64.55669,-97.17322,-99.26851
1882,74.989,-74.56147,-46.05656,-73.97548,-77.57586
1883,56.423,-32.958,-23.14985,-31.31542,-27.14638
1884,42.17,-45.8719,-33.39871,-48.28208,-47.76051
1885,31.623,-27.69113,-21.35328,-29.03053,-28.9935
1886,23.714,-25.57505,-18.32357,-26.96493,-27.28495
1887,17.783,-17.76123,-12.86507,-18.93544,-18.89768
1888,13.335,-12.63595,-10.73702,-12.79191,-12.61733
1889,10,-10.36378,-9.09447,-11.04828,-10.61865
1890,7.499,-7.94751,-7.06754,-8.52797,-7.94292
1891,5.623,-3.62371,-3.44644,-3.74877,-3.0714
1892,4.217,-4.24571,-4.20705,-4.57522,-4.12841
1893,3.162,-3.38216,-3.31825,-3.63627,-3.34485
1894,2.371,-2.73235,-2.7631,-2.95357,-2.72422
1895,1.778,-1.51992,-1.71918,-1.751,-1.46069
1896,1.334,-1.5647,-1.76874,-1.8772,-1.61134
1897,1,-1.08349,-1.21025,-1.24601,-0.97586
1898,0.332,-0.33089,-0.41608,-0.41568,-0.23482
1899,0.005,-0.05058,-0.12099,-0.11812,0.04193
1900,0,-2.25665,-2.5834,-2.66943,-2.56511
1901,100,-101.3462,-65.51362,-99.81641,-100.51929
1902,74.989,-77.87198,-48.18779,-75.91634,-77.57743
1903,56.423,-33.93075,-21.67591,-29.13085,-24.49926
1904,42.17,-42.88845,-31.5725,-45.26291,-47.03086
1905,31.623,-29.7961,-23.75525,-31.14517,-29.73576
1906,23.714,-23.65524,-16.99992,-22.30631,-22.13382
1907,17.783,-18.52585,-12.91416,-17.12078,-17.03252
1908,13.335,-13.35746,-11.41501,-14.20818,-13.47736
1909,10,-10.81484,-8.80041,-11.07902,-10.40597
1910,7.499,-7.33598,-6.61371,-7.57323,-6.87917
1911,5.623,-3.65461,-3.41057,-3.71153,-3.06152
1912,4.217,-3.91377,-3.84609,-4.36677,-3.87373
1913,3.162,-3.12291,-3.15723,-3.5251,-3.24454
1914,2.371,-2.33607,-2.58673,-2.70118,-2.30875
1915,1.778,-1.65613,-1.77585,-1.84515,-1.51708
1916,1.334,-1.34712,-1.53417,-1.58624,-1.31952
1917,1,-1.03146,-1.23452,-1.26367,-0.92859
1918,0.332,-0.25358,-0.40159,-0.40503,-0.1647
1919,0.005,-0.17528,-0.29606,-0.30208,-0.10483
1920,0,-2.44045,-2.66535,-2.80475,-2.70944
1921,100,-101.52241,-63.94647,-100.10169,-101.2595
1922,74.989,-74.59193,-51.17381,-74.17798,-74.15843
1923,56.423,-36.66979,-23.40544,-31.905,-27.5827
1924,42.17,-43.71553,-33.92457,-47.05255,-47.87394
1925,31.623,-34.66526,-26.48914,-32.89619,-32.05114
1926,23.714,-23.8142,-18.32057,-24.2497,-24.48604
1927,17.783,-16.12571,-14.09988,-16.9511,-16.26956
1928,13.335,-13.18309,-10.77556,-13.17092,-13.10879
1929,10,-10.77411,-9.16521,-11.06049,-10.58773
1930,7.499,-7.29457,-6.38987,-7.47127,-6.94033
1931,5.623,-3.76991,-3.53554,-3.84312,-3.16224
1932,4.217,-4.58136,-4.42487,-4.98749,-4.70492
1933,3.162,-3.513,-3.35736,-3.64169,-3.2384
1934,2.371,-2.13586,-2.47601,-2.57815,-2.2162
1935,1.778,-1.58162,-1.74629,-1.8119,-1.46918
1936,1.334,-1.19375,-1.37234,-1.41341,-1.13057
1937,1,-1.17065,-1.41496,-1.47064,-1.15591
1938,0.332,-0.48343,-0.59183,-0.61435,-0.36443
1939,0.005,0.09862,0.10972,0.08871,0.20014
1940,0,-2.30463,-2.59884,-2.69305,-2.59106
1941,100,-100.58886,-60.83937,-104.04626,-102.52097
1942,74.989,-71.59485,-46.70762,-69.84973,-69.61004
1943,56.423,-37.10938,-25.16974,-34.08648,-29.97127
1944,42.17,-40.0521,-28.02306,-39.89698,-41.14641
1945,31.623,-32.49967,-25.38095,-33.18346,-32.92645
1946,23.714,-23.73023,-17.89877,-23.32715,-22.22812
1947,17.783,-16.37765,-14.05221,-16.85424,-16.25019
1948,13.335,-12.69229,-10.60747,-12.64384,-12.10797
1949,10,-10.56579,-8.77609,-10.77965,-10.27837
1950,7.499,-6.9773,-5.8567,-7.51896,-6.85919
1951,5.623,-3.97407,-3.42665,-3.9756,-3.45204
1952,4.217,-4.8213,-4.65193,-5.2671,-4.99461
1953,3.162,-3.04583,-3.23095,-3.41165,-3.01692
1954,2.371,-2.36446,-2.42389,-2.61287,-2.39775
1955,1.778,-1.67117,-1.86615,-1.97419,-1.73029
1956,1.334,-1.35625,-1.56231,-1.61441,-1.33691
1957,1,-0.78784,-1.05309,-1.0786,-0.77741
