tid,gamma,trueage,relmid,impsamp,freqonly
105,31.623,-35.63897,-25.44218,-34.87894,-32.50826
106,23.714,-24.22789,-19.05507,-24.22988,-23.81053
107,17.783,-17.94478,-14.61703,-19.15271,-18.8638
108,13.335,-13.90805,-11.94811,-14.08217,-15.36749
109,10,-9.08437,-7.87484,-9.33494,-8.34975
110,7.499,-7.62181,-6.5085,-8.09331,-7.61488
111,5.623,-5.91309,-5.40228,-6.42817,-5.94101
112,4.217,-4.35218,-4.61843,-5.06222,-4.82563
113,3.162,-3.15489,-3.34624,-3.56094,-3.07394
114,2.371,-2.8372,-3.04979,-3.26312,-2.85115
115,1.778,-2.05741,-2.22818,-2.37841,-2.08523
116,1.334,-1.27783,-1.42516,-1.43631,-1.12474
117,1,-0.90686,-1.02427,-1.07055,-0.78248
118,0.332,-0.22136,-0.351,-0.35621,-0.16762
119,0.005,-0.10097,-0.15279,-0.21854,0.04841
120,0,-3.88892,-3.55338,-3.74717,-2.93214
121,100,-106.11532,-78.0679,-101.03952,-96.39853
122,74.989,-70.82411,-57.4237,-67.12304,-67.89021
123,56.423,-54.67382,-41.57798,-52.64767,-51.52929
124,42.17,-41.42725,-31.65594,-40.4959,-46.9904
125,31.623,-31.30693,-23.86079,-32.45334,-30.37374
126,23.714,-22.1553,-21.8544,-24.15887,-23.42107
127,17.783,-19.70016,-16.12898,-19.79801,-19.12223
128,13.335,-14.12784,-12.09058,-14.39854,-13.74971
129,10,-9.82157,-8.18553,-10.18637,-10.00385
130,7.499,-7.26944,-6.7788,-7.67434,-7.16334
131,5.623,-5.82125,-5.39862,-6.20699,-5.74211
132,4.217,-4.58062,-4.29181,-4.76803,-4.42627
133,3.162,-3.36354,-3.4259,-3.76862,-3.48538
134,2.371,-2.35426,-2.61939,-2.77722,-2.36655
135,1.778,-2.0069,-2.34311,-2.4555,-2.08926
136,1.334,-1.22993,-1.49361,-1.53755,-1.27883
137,1,-0.75818,-0.95371,-0.97941,-0.71402
138,0.332,-0.31126,-0.45394,-0.46269,-0.25007
139,0.005,0.07546,0.02007,0.0453,0.16062
140,0,-8.11288,-6.60382,-7.48026,-6.19077
141,100,-92.36167,-91.63,-94.787,-101.30963
142,74.989,-70.42474,-57.89188,-65.27756,-70.44342
143,56.423,-55.61901,-45.12902,-54.32,-53.17154
144,42.17,-41.9586,-34.91857,-42.15041,-39.61525
145,31.623,-30.63017,-21.66077,-30.21387,-31.17255
146,23.714,-24.84392,-19.99247,-23.92249,-23.0524
147,17.783,-16.85911,-14.67189,-17.4669,-17.29242
148,13.335,-13.50389,-11.464,-13.09451,-12.94069
149,10,-10.46138,-8.90466,-10.98665,-10.35988
150,7.499,-7.66615,-7.35259,-8.25337,-7.43973
151,5.623,-5.47788,-5.19041,-5.77745,-5.29622
152,4.217,-4.20338,-4.13258,-4.63789,-4.12477
153,3.162,-3.1368,-3.2891,-3.54949,-3.29518
154,2.371,-2.09273,-2.15534,-2.21786,-2.02776
155,1.778,-1.73953,-1.96451,-2.03773,-1.68195
156,1.334,-1.17946,-1.41286,-1.44738,-1.1579
157,1,-1.03899,-1.2752,-1.30944,-1.03139
158,0.332,-0.17838,-0.20028,-0.23424,-0.05818
159,0.005,0.17243,0.1238,0.20889,0.22252
160,0,-4.41932,-3.86283,-4.14508,-3.52191
161,100,-93.13967,-50.08746,-89.60422,-74.23936
162,74.989,-80.12666,-61.3675,-75.42419,-70.48002
163,56.423,-54.26577,-36.96526,-55.99647,-54.97922
164,42.17,-45.14277,-40.89184,-47.72896,-43.82475
165,31.623,-33.80759,-28.25873,-33.65456,-34.18067
166,23.714,-27.90678,-23.68069,-28.85108,-30.43047
167,17.783,-17.07169,-14.4149,-17.70349,-17.02169
168,13.335,-12.73401,-12.81019,-14.03272,-13.8674
169,10,-11.17359,-8.85157,-11.0164,-10.44339
170,7.499,-7.06135,-6.60371,-7.64168,-6.8569
171,5.623,-5.97717,-5.39557,-6.15243,-5.64209
172,4.217,-4.13483,-4.21235,-4.64472,-4.22069
173,3.162,-2.68539,-2.72122,-2.94778,-2.57632
174,2.371,-2.67068,-3.0352,-3.26576,-2.85126
175,1.778,-1.62146,-1.84249,-1.91275,-1.6173
176,1.334,-1.16941,-1.38846,-1.45293,-1.22035
177,1,-1.01935,-1.30364,-1.34578,-1.01546
178,0.332,-0.24303,-0.2134,-0.27347,-0.10903
179,0.005,0.04487,0.02051,-0.00973,0.17373
180,0,-3.44779,-3.07797,-3.25396,-2.57125
181,100,-102.84266,-60.11903,-101.19433,-85.33209
182,74.989,-79.8158,-65.71853,-79.27778,-75.20429
183,56.423,-56.22566,-54.61378,-57.61989,-60.50167
184,42.17,-38.10588,-26.19414,-37.83069,-36.48277
185,31.623,-34.66974,-28.0686,-33.81204,-33.68123
186,23.714,-22.70925,-19.02311,-22.13935,-23.8234
187,17.783,-19.31183,-15.35134,-18.4367,-17.71564
188,13.335,-12.74328,-10.6811,-12.64708,-12.38218
189,10,-11.10773,-9.94987,-11.43542,-11.02455
190,7.499,-7.18445,-6.93467,-7.77289,-7.30615
191,5.623,-5.89735,-5.44665,-6.33186,-5.75201
192,4.217,-4.37558,-4.2005,-4.58155,-4.04356
193,3.162,-3.43806,-3.49933,-3.76403,-3.35102
194,2.371,-2.55197,-2.59837,-2.8696,-2.57581
195,1.778,-1.82578,-1.95735,-2.10059,-1.84282
196,1.334,-1.43497,-1.65625,-1.67408,-1.44883
197,1,-0.96145,-1.15939,-1.21899,-0.94025
198,0.332,-0.35376,-0.49152,-0.52164,-0.22994
199,0.005,-0.1747,-0.25561,-0.27765,-0.07568
200,0,-3.46475,-3.07151,-3.26658,-2.71358
201,100,-112.05656,-124.18508,-109.86642,-133.69411
202,74.989,-78.63385,-62.69653,-76.09192,-75.65661
203,56.423,-58.07927,-41.15151,-55.64383,-52.0939
204,42.17,-44.34611,-40.02486,-48.77639,-44.74634
205,31.623,-33.62149,-29.05818,-35.166,-33.95354
206,23.714,-22.67969,-17.96019,-21.57118,-20.10726
207,17.783,-17.67379,-14.84695,-18.07081,-16.7204
208,13.335,-12.40793,-9.7617,-12.59268,-12.3621
209,10,-9.75101,-9.45252,-10.80867,-10.14881
210,7.499,-7.62269,-6.58227,-7.61593,-7.11842
211,5.623,-5.39255,-5.16828,-5.76768,-5.18399
212,4.217,-4.55319,-4.73189,-5.35465,-4.77659
213,3.162,-3.15444,-3.25703,-3.54494,-3.13518
214,2.371,-2.35438,-2.35045,-2.52626,-2.14762
215,1.778,-1.87692,-1.89853,-1.99079,-1.70646
216,1.334,-1.24523,-1.5681,-1.56383,-1.3391
217,1,-0.839,-1.02785,-1.04689,-0.77529
218,0.332,-0.32939,-0.48644,-0.49642,-0.2768
219,0.005,0.18272,0.23954,0.1933,0.29636
220,0,-6.33696,-5.26999,-5.55435,-4.79101
221,100,-102.08675,-68.97819,-93.98604,-93.16944
222,74.989,-72.8316,-53.08452,-69.85837,-69.6901
223,56.423,-57.06352,-43.03703,-59.94001,-53.64368
224,42.17,-39.6017,-27.91391,-38.66764,-35.26917
225,31.623,-32.516,-26.24828,-33.52512,-34.5034
226,23.714,-23.20644,-17.25411,-22.289,-21.62809
227,17.783,-15.39871,-13.16118,-16.3178,-16.16193
228,13.335,-13.57307,-10.87703,-14.40118,-13.32438
229,10,-10.55206,-10.67191,-11.70664,-11.06376
230,7.499,-7.58104,-6.84745,-8.09443,-7.74446
231,5.623,-5.75666,-5.43341,-6.37494,-5.727
232,4.217,-4.27118,-4.13421,-4.59747,-4.12629
233,3.162,-2.87265,-2.85935,-3.08644,-2.76759
234,2.371,-2.21385,-2.24106,-2.40114,-2.0572
235,1.778,-1.75334,-1.91403,-2.0145,-1.7164
236,1.334,-1.44558,-1.62009,-1.69635,-1.38665
237,1,-1.23403,-1.42244,-1.4439,-1.19105
238,0.332,-0.38478,-0.5315,-0.55954,-0.30543
239,0.005,-0.0039,-0.02513,-0.0539,0.09718
240,0,-7.70713,-6.17632,-6.83734,-5.82213
241,100,-102.98043,-100.55589,-101.93631,-118.01821
242,74.989,-77.78761,-56.77135,-72.15027,-100.12898
243,56.423,-52.25477,-43.39526,-55.19139,-53.824
244,42.17,-38.36586,-39.57707,-39.26156,-43.83372
245,31.623,-30.54447,-20.88752,-29.68808,-27.84684
246,23.714,-26.59363,-26.61671,-27.66799,-31.04099
247,17.783,-18.13113,-14.16112,-18.23478,-17.64608
248,13.335,-13.06264,-9.77563,-13.30069,-12.56937
249,10,-9.65846,-8.1036,-10.7553,-10.37913
250,7.499,-7.58223,-7.06895,-8.29303,-7.71433
251,5.623,-5.75618,-5.37782,-6.27106,-5.66055
252,4.217,-3.83474,-3.88391,-4.37921,-3.92372
253,3.162,-2.71646,-2.78809,-2.99638,-2.66436
254,2.371,-2.44508,-2.59542,-2.80125,-2.43647
255,1.778,-1.84966,-1.99422,-2.11192,-1.8221
256,1.334,-1.26392,-1.43943,-1.50327,-1.2455
257,1,-1.0711,-1.32989,-1.29876,-1.08341
258,0.332,-0.42211,-0.61677,-0.61791,-0.34398
259,0.005,-0.0446,-0.0909,-0.11932,0.07976
260,0,-6.37335,-5.47927,-5.74351,-4.69582
261,100,-92.90973,-69.43259,-85.89255,-83.06022
262,74.989,-71.216,-56.94963,-69.31974,-86.8788
263,56.423,-55.1481,-41.75206,-53.7308,-53.82637
264,42.17,-39.76482,-31.97993,-39.5719,-40.17756
265,31.623,-30.20075,-25.03067,-30.82664,-30.36908
266,23.714,-25.14588,-17.30606,-24.69365,-23.12557
267,17.783,-18.66365,-16.77063,-18.87331,-19.5622
268,13.335,-12.94703,-10.86531,-13.19876,-12.60827
269,10,-9.30481,-7.996,-9.71083,-9.20468
270,7.499,-6.91502,-6.20802,-6.9325,-6.67839
271,5.623,-5.25964,-5.13435,-6.0997,-5.52119
272,4.217,-4.58063,-4.49626,-4.98755,-4.57863
273,3.162,-2.88948,-2.91611,-3.14721,-2.84243
274,2.371,-2.58786,-2.76257,-2.93943,-2.64802
275,1.778,-1.85407,-2.01782,-2.12081,-1.79651
276,1.334,-1.19587,-1.40304,-1.44136,-1.16318
277,1,-1.0422,-1.3261,-1.29836,-1.03477
278,0.332,-0.59988,-0.85497,-0.81839,-0.591
279,0.005,0.10769,0.13204,0.15281,0.19661
280,0,-6.08611,-5.08695,-5.45328,-4.30004
281,100,-97.56407,-88.15265,-97.24095,-98.74541
282,74.989,-73.26245,-69.17115,-71.41926,-78.29807
283,56.423,-59.8903,-52.89346,-60.57004,-60.73123
284,42.17,-39.93942,-32.66604,-39.43318,-38.59995
285,31.623,-28.20567,-24.0022,-27.67742,-28.36406
286,23.714,-25.88944,-22.17415,-26.29782,-29.11426
287,17.783,-18.59955,-16.75922,-19.33566,-18.21768
288,13.335,-14.5439,-11.39258,-15.34718,-13.66062
289,10,-11.28528,-9.05367,-11.09437,-10.79527
290,7.499,-8.09503,-7.87374,-8.9333,-8.18609
291,5.623,-5.48582,-5.49339,-6.19322,-5.48212
292,4.217,-4.11369,-4.13259,-4.51749,-4.16789
293,3.162,-3.52594,-3.68631,-3.98722,-3.61486
294,2.371,-2.4446,-2.51323,-2.7105,-2.30893
295,1.778,-1.6732,-1.93179,-2.03282,-1.69167
296,1.334,-1.4586,-1.6105,-1.68303,-1.36534
297,1,-1.01868,-1.20615,-1.2656,-0.95026
298,0.332,-0.23907,-0.36506,-0.36428,-0.17433
299,0.005,0.02171,5e-05,-0.00144,0.11823
300,0,-6.21342,-5.28207,-5.58615,-4.57836
301,100,-95.05431,-58.54221,-87.52104,-85.33209
302,74.989,-75.63591,-57.10822,-73.36087,-70.44538
303,56.423,-57.03778,-53.21204,-59.15432,-58.29545
304,42.17,-42.04344,-39.60542,-43.48213,-53.03614
305,31.623,-32.40284,-29.61601,-31.81911,-32.94479
306,23.714,-23.60793,-18.90197,-22.80494,-22.25322
307,17.783,-18.22389,-15.86021,-18.76599,-17.74076
308,13.335,-12.9674,-11.86208,-13.35162,-13.35736
309,10,-10.0067,-8.34129,-10.18276,-9.68261
310,7.499,-7.46063,-6.73135,-8.03074,-7.15365
311,5.623,-5.67358,-5.30703,-6.11543,-5.562
312,4.217,-3.94796,-3.59488,-4.05134,-3.64705
313,3.162,-2.76055,-2.71369,-2.94184,-2.60325
314,2.371,-2.36827,-2.49617,-2.663,-2.31657
315,1.778,-2.02747,-2.14416,-2.24255,-1.89241
316,1.334,-1.03377,-1.07539,-1.12894,-0.91495
317,1,-1.05364,-1.2435,-1.31411,-1.02219
318,0.332,-0.51901,-0.72903,-0.72603,-0.47789
319,0.005,0.0956,-0.0162,0.09831,0.10932
320,0,-6.72079,-5.05678,-5.81457,-4.87103
321,100,-102.89275,-71.96594,-100.51873,-107.69853
322,74.989,-84.32791,-65.81162,-85.67996,-80.00188
323,56.423,-61.17836,-44.3298,-59.68089,-56.47743
324,42.17,-38.3387,-34.29137,-38.81624,-39.17377
325,31.623,-30.62271,-26.35233,-31.25146,-28.711
326,23.714,-23.85,-21.60613,-25.16862,-22.69287
327,17.783,-19.07989,-15.45753,-18.95033,-18.03608
328,13.335,-12.92038,-11.08298,-13.05025,-12.77789
329,10,-11.16899,-9.89332,-11.64231,-11.23687
330,7.499,-7.81469,-6.85923,-8.28276,-7.69683
331,5.623,-5.41803,-4.88432,-5.6142,-5.29852
332,4.217,-4.03455,-3.88667,-4.31161,-3.9179
333,3.162,-3.00065,-3.10591,-3.2447,-2.97481
334,2.371,-2.41817,-2.39827,-2.56071,-2.33113
335,1.778,-1.77842,-1.88482,-1.99144,-1.70878
336,1.334,-1.51788,-1.64812,-1.74637,-1.43697
337,1,-0.89683,-1.0605,-1.12679,-0.75288
338,0.332,-0.44009,-0.6086,-0.6338,-0.36022
339,0.005,0.09491,0.04758,0.04955,0.18177
340,0,-7.96133,-6.6933,-7.14042,-5.92668
341,100,-100.86877,-67.70242,-90.03839,-83.17236
342,74.989,-72.8317,-77.1404,-74.40646,-91.18959
343,56.423,-56.7608,-49.52166,-57.53206,-61.98084
344,42.17,-42.24644,-33.19828,-40.97308,-42.13314
345,31.623,-31.74723,-24.98025,-32.87689,-31.63015
346,23.714,-22.51132,-22.41094,-25.61831,-27.70579
347,17.783,-16.39246,-14.60442,-17.10136,-16.50032
348,13.335,-14.4171,-12.28028,-14.20818,-14.15368
349,10,-10.34307,-8.79351,-10.35381,-9.90293
350,7.499,-7.35118,-6.96147,-7.9827,-7.54016
351,5.623,-5.86772,-5.97365,-6.77254,-6.24269
352,4.217,-4.55112,-4.40199,-4.84922,-4.3467
353,3.162,-2.87895,-3.09088,-3.34839,-2.92346
354,2.371,-2.6274,-2.79861,-2.97724,-2.63819
355,1.778,-1.86405,-2.08064,-2.13106,-1.93812
356,1.334,-1.39151,-1.55732,-1.64274,-1.38979
357,1,-1.01701,-1.20335,-1.27161,-0.95242
358,0.332,-0.31949,-0.52451,-0.46654,-0.23866
359,0.005,0.11637,0.09409,0.11789,0.20684
360,0,-4.21315,-3.70675,-3.9285,-3.22706
361,100,-99.24996,-63.77431,-96.6905,-98.82689
362,74.989,-68.87397,-70.23952,-69.86704,-76.7098
363,56.423,-59.33212,-47.75545,-58.88003,-59.16346
364,42.17,-41.62788,-33.69265,-38.56168,-40.99934
365,31.623,-32.7817,-27.58907,-33.21081,-34.04664
366,23.714,-22.39206,-18.82287,-22.86044,-22.14556
367,17.783,-19.24113,-14.40032,-18.14386,-17.74733
368,13.335,-12.86882,-12.41008,-14.26901,-13.90364
369,10,-10.3028,-9.53101,-11.07451,-10.82293
370,7.499,-7.52544,-7.23401,-8.0485,-7.84057
371,5.623,-5.77802,-5.46663,-6.72283,-6.43816
372,4.217,-3.64335,-3.75836,-4.0892,-3.73779
373,3.162,-3.04381,-3.22337,-3.47413,-3.05191
374,2.371,-2.3866,-2.40061,-2.57986,-2.36185
375,1.778,-1.76656,-1.82155,-1.94673,-1.66645
376,1.334,-1.43496,-1.58928,-1.68275,-1.35471
377,1,-0.96089,-1.25596,-1.25937,-0.98465
378,0.332,-0.30182,-0.46155,-0.46581,-0.2619
379,0.005,0.15982,0.13246,0.1529,0.22477
380,0,-5.21604,-4.41609,-4.71973,-3.9517
381,100,-107.66256,-68.53891,-99.35147,-84.5423
382,74.989,-71.96278,-53.57737,-71.62391,-74.25243
383,56.423,-55.0066,-46.59329,-53.56546,-56.49915
384,42.17,-40.41127,-30.95522,-39.00636,-42.13557
385,31.623,-35.59019,-31.8781,-34.87474,-38.95272
386,23.714,-23.89205,-19.88314,-23.72704,-24.3071
387,17.783,-19.39617,-16.23082,-20.28876,-20.23277
388,13.335,-14.62845,-13.37668,-15.54578,-14.51999
389,10,-9.53646,-8.74218,-10.16266,-9.66795
390,7.499,-8.12305,-8.08232,-9.23814,-8.30935
391,5.623,-5.83398,-5.62309,-6.40308,-5.84349
392,4.217,-4.10859,-4.05097,-4.48516,-3.89671
393,3.162,-3.19717,-3.17777,-3.41989,-3.05285
394,2.371,-2.3421,-2.4413,-2.65876,-2.44927
395,1.778,-1.70744,-1.96577,-2.03602,-1.70857
396,1.334,-1.28678,-1.5115,-1.56749,-1.31204
397,1,-1.27372,-1.41278,-1.48731,-1.16051
398,0.332,-0.34824,-0.52765,-0.54577,-0.28468
399,0.005,-0.2493,-0.37996,-0.3763,-0.17272
400,0,-5.59883,-4.58744,-4.96471,-4.1993
401,100,-117.77393,-109.86128,-108.32218,-129.85891
402,74.989,-78.44707,-59.01673,-80.98481,-70.36709
403,56.423,-49.54752,-40.43882,-50.15124,-49.59148
404,42.17,-51.78922,-49.38452,-52.94033,-54.97927
405,31.623,-37.72636,-27.65584,-36.66184,-31.76864
406,23.714,-25.82638,-21.0933,-28.1021,-24.56569
407,17.783,-20.48987,-18.72427,-23.50039,-20.71425
408,13.335,-14.00891,-12.54336,-14.95605,-14.34129
409,10,-9.65765,-8.93684,-10.81938,-10.28491
410,7.499,-7.81446,-7.55312,-8.45085,-7.56387
411,5.623,-5.90223,-5.39195,-6.18448,-5.72067
412,4.217,-4.11387,-4.1999,-4.90518,-4.4909
413,3.162,-3.26844,-3.29695,-3.69622,-3.28956
414,2.371,-2.5085,-2.59815,-2.76691,-2.4153
415,1.778,-1.93363,-2.071,-2.21882,-1.90964
416,1.334,-1.3428,-1.53429,-1.60631,-1.29892
417,1,-1.15841,-1.26576,-1.35352,-1.04744
418,0.332,-0.54715,-0.75265,-0.7182,-0.52205
419,0.005,-0.00148,-0.17506,-0.10332,0.02093
420,0,-7.40853,-5.90904,-6.40791,-5.49802
421,100,-110.69508,-88.59753,-117.52147,-102.8765
422,74.989,-82.76238,-74.45661,-84.17766,-91.14373
423,56.423,-54.36563,-44.80938,-51.98046,-51.53097
424,42.17,-57.19846,-47.5888,-55.08547,-65.59378
425,31.623,-40.24056,-31.85142,-39.83164,-35.74377
426,23.714,-25.96891,-23.53921,-25.55547,-27.07907
427,17.783,-19.41924,-13.14512,-18.13518,-18.00375
428,13.335,-13.90807,-12.36023,-14.65701,-13.99335
429,10,-9.50193,-8.31227,-9.93773,-8.97526
430,7.499,-7.36239,-6.86102,-7.97325,-7.37491
431,5.623,-5.77673,-5.70652,-6.23197,-5.81839
432,4.217,-4.8444,-4.65576,-5.56507,-5.47289
433,3.162,-3.97783,-4.10618,-4.44508,-4.03168
434,2.371,-2.4617,-2.59097,-2.80476,-2.57148
435,1.778,-1.92542,-1.98592,-2.0985,-1.8268
436,1.334,-1.43007,-1.59622,-1.63731,-1.34947
437,1,-1.02739,-1.22717,-1.27682,-0.96565
438,0.332,-0.18066,-0.30599,-0.31373,-0.10994
439,0.005,0.17423,0.24209,0.2292,0.27207
440,0,-3.95653,-3.52136,-3.68493,-3.02419
441,100,-112.1359,-84.89462,-106.83412,-118.01821
442,74.989,-72.75237,-56.23943,-70.48833,-65.02752
443,56.423,-58.05041,-42.07472,-53.75017,-53.3277
444,42.17,-44.64662,-37.78878,-41.77083,-41.50751
445,31.623,-41.84442,-32.34852,-39.75233,-40.90901
446,23.714,-26.07527,-21.61209,-28.08557,-26.0404
447,17.783,-18.76573,-17.35494,-20.11779,-19.31013
448,13.335,-12.89726,-11.13183,-13.2925,-13.12906
449,10,-10.50634,-9.49472,-11.25381,-10.84274
450,7.499,-7.6202,-7.23911,-8.58902,-8.11638
451,5.623,-5.2738,-5.46864,-6.02356,-5.90451
452,4.217,-4.30384,-4.28602,-4.59716,-3.98708
453,3.162,-2.9207,-3.10016,-3.26309,-2.86062
454,2.371,-2.21095,-2.36755,-2.47965,-2.10539
455,1.778,-1.68133,-1.93539,-2.00459,-1.70328
456,1.334,-1.57827,-1.75445,-1.85363,-1.54293
457,1,-1.25714,-1.45255,-1.47521,-1.22284
458,0.332,-0.28393,-0.47875,-0.44331,-0.25229
459,0.005,0.02741,2e-04,-0.00185,0.12873
460,0,-4.71328,-3.95814,-4.24573,-3.49636
461,100,-110.827,-81.30341,-105.72169,-95.18328
462,74.989,-76.68628,-85.29587,-79.96845,-88.47722
463,56.423,-55.65897,-47.95272,-57.97196,-53.78232
464,42.17,-43.74661,-32.99908,-41.05257,-40.90092
465,31.623,-32.88331,-24.73105,-34.4262,-30.24004
466,23.714,-25.43819,-18.91022,-25.55558,-23.63586
467,17.783,-17.59807,-16.18858,-18.35076,-18.57189
468,13.335,-13.98469,-12.31279,-14.71511,-14.1016
469,10,-10.71742,-9.92664,-11.32408,-10.80893
470,7.499,-9.11033,-7.33751,-9.59111,-9.21225
471,5.623,-6.15213,-5.41532,-6.61521,-6.05393
472,4.217,-4.07513,-3.84112,-4.33382,-3.87677
473,3.162,-3.29877,-3.24357,-3.66505,-3.20949
