sim,freq,est
30,0.3,NaN
30,0.3,NaN
30,0.3,NaN
30,0.3,NaN
30,0.3,NaN
30,0.3,NaN
30,0.3,NaN
30,0.3,6.72148172336435e-05
30,0.3,NaN
30,0.3,NaN
30,0.3,NaN
30,0.3,NaN
30,0.3,NaN
30,0.3,NaN
30,0.3,7.32121104151743e-05
30,0.3,NaN
30,0.3,5.51148150383587e-05
30,0.3,NaN
30,0.3,NaN
30,0.3,NaN
30,0.3,NaN
30,0.3,NaN
30,0.3,NaN
30,0.3,NaN
30,0.3,NaN
30,0.3,6.87041528789966e-05
30,0.3,NaN
30,0.3,NaN
30,0.3,NaN
30,0.3,NaN
30,0.3,NaN
30,0.3,NaN
30,0.3,8.22323783134134e-05
30,0.3,NaN
30,0.3,NaN
30,0.3,NaN
30,0.3,NaN
30,0.3,NaN
30,0.3,7.00057207583336e-05
30,0.3,NaN
30,0.3,0.000124424635640009
30,0.3,NaN
30,0.3,NaN
30,0.3,NaN
30,0.3,NaN
30,0.3,NaN
30,0.3,NaN
30,0.3,NaN
30,0.3,NaN
30,0.3,4.20438058094194e-05
30,0.3,0.000101498962136258
30,0.3,NaN
30,0.3,0.00013744176240989
30,0.3,NaN
30,0.3,NaN
30,0.3,NaN
30,0.3,NaN
30,0.3,5.19913973796775e-05
30,0.3,8.02530415040079e-05
30,0.3,NaN
30,0.3,NaN
30,0.3,NaN
30,0.3,NaN
30,0.3,NaN
30,0.3,NaN
30,0.3,NaN
30,0.3,0.000124826273842884
30,0.3,NaN
30,0.3,1.00141326603105e-05
30,0.3,NaN
30,0.3,NaN
30,0.3,0.000101826682090321
30,0.3,NaN
30,0.3,NaN
30,0.3,NaN
30,0.3,NaN
30,0.3,NaN
30,0.3,NaN
30,0.3,2.66275138097411e-05
30,0.3,9.75322718175696e-05
30,0.3,NaN
30,0.3,0.000144547438508671
30,0.3,NaN
30,0.3,NaN
30,0.3,0.000146492093345526
30,0.3,NaN
30,0.3,NaN
30,0.3,NaN
30,0.3,NaN
30,0.3,NaN
30,0.3,NaN
30,0.3,NaN
30,0.3,NaN
30,0.3,NaN
30,0.3,8.1341036771996e-05
30,0.3,1.7978566581805e-05
30,0.3,NaN
30,0.3,NaN
30,0.3,NaN
30,0.3,NaN
30,0.6,0.000409222212242021
30,0.6,0.000245097165988326
30,0.6,0.000351015641374657
30,0.6,8.62203785054118e-05
30,0.6,NaN
30,0.6,0.000211263126038873
30,0.6,NaN
30,0.6,0.000385706895643759
30,0.6,0.000266535112744608
30,0.6,0.000247122629907414
30,0.6,NaN
30,0.6,NaN
30,0.6,0.000240069778653557
30,0.6,NaN
30,0.6,0.000299032212474463
30,0.6,0.000217706932416683
30,0.6,NaN
30,0.6,0.000276263430102743
30,0.6,0.000234345803426673
30,0.6,0.000285070274291181
30,0.6,0.000348090696313221
30,0.6,NaN
30,0.6,0.00028801752312936
30,0.6,NaN
30,0.6,8.68604004552345e-05
30,0.6,0.000195690917130733
30,0.6,0.000238594558608293
30,0.6,0.000176126460327564
30,0.6,0.000350152953738495
30,0.6,0.000232063523517194
30,0.6,0.000205879444140172
30,0.6,9.55444085334325e-05
30,0.6,0.000249167438741165
30,0.6,0.000240122402519295
30,0.6,0.000382754459640112
30,0.6,0.000334153580609234
30,0.6,NaN
30,0.6,NaN
30,0.6,0.000545089920697936
30,0.6,0.000231677503842082
30,0.6,8.43813538691109e-05
30,0.6,0.000381749021401546
30,0.6,0.00032797366661697
30,0.6,0.000194280876295666
30,0.6,0.00034836412900017
30,0.6,0.000201226750348232
30,0.6,9.02521549565338e-05
30,0.6,4.66750397792885e-05
30,0.6,NaN
30,0.6,0.000297057760772855
30,0.6,NaN
30,0.6,9.05701482143499e-05
30,0.6,NaN
30,0.6,NaN
30,0.6,0.000300452460884732
30,0.6,NaN
30,0.6,0.000323764416355349
30,0.6,0.000246109612831404
30,0.6,0.000297240146020923
30,0.6,NaN
30,0.6,0.000570871997623909
30,0.6,NaN
30,0.6,0.000189931294050168
30,0.6,0.000255408380515132
30,0.6,0.000209896246245176
30,0.6,0.000358151031663118
30,0.6,0.000711640057648811
30,0.6,0.000348415349507073
30,0.6,NaN
30,0.6,0.000267198347273998
30,0.6,0.000306608270751496
30,0.6,0.000271879175339434
30,0.6,0.000265685129934524
30,0.6,0.000273794444020328
30,0.6,0.000321796584397073
30,0.6,0.000267624543742983
30,0.6,9.37283399928311e-05
30,0.6,0.000464877635189756
30,0.6,NaN
30,0.6,NaN
30,0.6,NaN
30,0.6,NaN
30,0.6,0.000299188429380502
30,0.6,NaN
30,0.6,NaN
30,0.6,NaN
30,0.6,NaN
30,0.6,0.00012829958962403
30,0.6,NaN
30,0.6,0.000286055477951813
30,0.6,NaN
30,0.6,NaN
30,0.6,0.000131558479738841
30,0.6,NaN
30,0.6,NaN
30,0.6,NaN
30,0.6,NaN
30,0.6,0.000334156351194534
30,0.6,NaN
30,0.6,0.00019875088652427
100,0.3,0.000756263127025851
100,0.3,0.000560893778990352
100,0.3,NaN
100,0.3,NaN
100,0.3,0.00110816853547189
100,0.3,0.000713748876870941
100,0.3,NaN
100,0.3,0.000682980750883714
100,0.3,0.000365135853016906
100,0.3,0.000751777025604788
100,0.3,0.00101584947472034
100,0.3,0.000564420122088963
100,0.3,NaN
100,0.3,0.000647066635365901
100,0.3,0.000799428690991689
100,0.3,0.000702147084789823
100,0.3,0.00108922029276276
100,0.3,0.000674631452852475
100,0.3,0.000986392942461671
