tid,gamma,trueage,relmid,impsamp,freqonly,simpavg
869,10,-9.34347,0,0,-9.75701,0
870,7.499,-7.44662,0,0,-7.41159,0
871,5.623,-163.05346,0,0,-5.21935,0
872,4.217,-4.20324,0,0,-4.08771,0
873,3.162,-3.26353,0,0,-3.42237,0
874,2.371,-2.32759,0,0,-2.40462,0
875,1.778,-1.81958,0,0,-1.83494,0
876,1.334,-1.4246,0,0,-1.43746,0
877,1,-1.03649,0,0,-1.05692,0
878,0.332,-0.36219,0,0,-0.39634,0
879,0.005,0.06843,0,0,0.01567,0
880,0,-0.02583,0,0,-0.09882,0
881,100,-88.65872,0,0,-113.32128,0
882,74.989,-76.29207,0,0,-106.33629,0
883,56.423,-55.08437,0,0,-47.38199,0
884,42.17,-36.3093,0,0,-37.89177,0
885,31.623,-28.33265,0,0,-25.27624,0
886,23.714,-23.1985,0,0,-22.8067,0
887,17.783,-18.65592,0,0,-20.16523,0
888,13.335,-13.83901,0,0,-13.24004,0
889,10,-9.80663,0,0,-9.05669,0
890,7.499,-7.13773,0,0,-7.14627,0
891,5.623,-5.80041,0,0,-6.0437,0
892,4.217,-4.6535,0,0,-4.56073,0
893,3.162,-3.1972,0,0,-3.06587,0
894,2.371,-2.27153,0,0,-2.18331,0
895,1.778,-1.81263,0,0,-1.83112,0
896,1.334,-1.29548,0,0,-1.32782,0
897,1,-0.87089,0,0,-1.004,0
898,0.332,-0.29411,0,0,-0.35251,0
899,0.005,-0.11796,0,0,-0.17553,0
900,0,0.05122,0,0,-0.00765,0
901,100,-81.75601,0,0,-103.82727,0
902,74.989,-73.56611,0,0,-81.30654,0
903,56.423,-48.01574,0,0,-72.43664,0
904,42.17,-38.77514,0,0,-34.94252,0
905,31.623,-27.35011,0,0,-26.52338,0
906,23.714,-22.04989,0,0,-24.57962,0
907,17.783,-17.20326,0,0,-20.38584,0
908,13.335,-13.83741,0,0,-13.54541,0
909,10,-9.69509,0,0,-10.47627,0
910,7.499,-7.93024,0,0,-7.86651,0
911,5.623,-5.54671,0,0,-5.34571,0
912,4.217,-4.30904,0,0,-4.31456,0
913,3.162,-2.89408,0,0,-3.06425,0
914,2.371,-2.22033,0,0,-2.3736,0
915,1.778,-1.62964,0,0,-1.63937,0
916,1.334,-1.20918,0,0,-1.17126,0
917,1,-0.88824,0,0,-0.93026,0
918,0.332,-0.2715,0,0,-0.37531,0
919,0.005,0.17214,0,0,0.10416,0
920,0,0.02916,0,0,-0.00739,0
921,100,-86.82419,0,0,-79.70237,0
922,74.989,-69.54103,0,0,-155.37445,0
923,56.423,-55.41708,0,0,-44.19323,0
924,42.17,-39.102,0,0,-35.26852,0
925,31.623,-33.53999,0,0,-35.31116,0
926,23.714,-21.42912,0,0,-23.65233,0
927,17.783,-17.10788,0,0,-20.3318,0
928,13.335,-13.82849,0,0,-14.12984,0
929,10,-9.69923,0,0,-10.95768,0
930,7.499,-7.38778,0,0,-7.70231,0
931,5.623,-5.53134,0,0,-5.49985,0
932,4.217,-4.29276,0,0,-4.44912,0
933,3.162,-2.93507,0,0,-2.77651,0
934,2.371,-2.36278,0,0,-2.37855,0
935,1.778,-1.74789,0,0,-1.97628,0
936,1.334,-1.35585,0,0,-1.34554,0
937,1,-1.05165,0,0,-1.05565,0
938,0.332,-0.40993,0,0,-0.48271,0
939,0.005,0.10654,0,0,0.05621,0
940,0,-0.04071,0,0,-0.08352,0
941,100,-105.943,0,0,-276.04585,0
942,74.989,-71.35893,0,0,-98.5698,0
943,56.423,-59.03008,0,0,-109.89858,0
944,42.17,-35.75456,0,0,-49.84372,0
