Xl,gamma,al
 2.676000e-01,-1.467799e-01, 3.399500e+04
 8.000000e-04,-1.000000e-01, 2.667000e+03
 7.144000e-01,-6.812921e-02, 4.855500e+04
 1.420000e-02,-4.641589e-02, 1.801300e+04
 1.076000e-01,-3.162278e-02, 2.897100e+04
 3.900000e-02,-2.154435e-02, 2.262100e+04
 1.840000e-02,-1.467799e-02, 1.791800e+04
 1.820000e-02,-1.000000e-02, 1.977100e+04
 6.098000e-01, 1.000000e-02, 3.738700e+04
 1.406000e-01, 1.467799e-02, 2.901800e+04
 5.620000e-02, 2.154435e-02, 2.717300e+04
 1.880000e-01, 3.162278e-02, 3.763300e+04
 8.092000e-01, 4.641589e-02, 3.514300e+04
 1.000000e-03, 6.812921e-02, 3.249000e+03
 1.440000e-02, 1.000000e-01, 1.994900e+04
 3.298000e-01, 1.467799e-01, 3.272700e+04
 5.880000e-02, 2.154435e-01, 2.398700e+04
 3.580000e-02, 3.162278e-01, 2.421700e+04
 9.042000e-01, 4.641589e-01, 3.768500e+04
 6.000000e-04, 6.812921e-01, 5.889000e+03
 1.400000e-03, 1.000000e+00, 4.757000e+03
 2.800000e-03, 1.467799e+00, 1.317400e+04
 3.520000e-01, 2.154435e+00, 2.591500e+04
 2.480000e-02, 3.162278e+00, 1.931700e+04
 2.860000e-02, 4.641589e+00, 8.238000e+03
 6.616000e-01, 6.812921e+00, 1.231500e+04
 1.460000e-02, 1.000000e+01, 4.292000e+03
 3.606000e-01, 1.467799e+01, 5.438000e+03
 6.000000e-04, 2.154435e+01, 5.560000e+02
 2.480000e-02, 3.162278e+01, 1.513000e+03
 7.940000e-02, 4.641589e+01, 1.280000e+03
 5.640000e-01, 6.812921e+01, 1.299000e+03
 1.382000e-01, 1.000000e+02, 6.800000e+02
 1.400000e-03,-1.000000e+02, 1.860000e+02
 5.480000e-02,-6.812921e+01, 8.510000e+02
 7.572000e-01,-4.641589e+01, 2.054000e+03
 2.600000e-02,-3.162278e+01, 1.586000e+03
 2.880000e-02,-2.154435e+01, 2.367000e+03
 1.400000e-02,-1.467799e+01, 2.952000e+03
 8.998000e-01,-1.000000e+01, 1.025100e+04
 2.812000e-01,-6.812921e+00, 1.176400e+04
 1.240000e-02,-4.641589e+00, 9.053000e+03
 8.000000e-04,-3.162278e+00, 2.847000e+03
 8.800000e-03,-2.154435e+00, 1.194700e+04
 1.280000e-02,-1.467799e+00, 1.696600e+04
 3.828000e-01,-1.000000e+00, 3.044800e+04
 6.000000e-04,-6.812921e-01, 1.807000e+03
 2.020000e-02,-4.641589e-01, 2.769600e+04
 9.306000e-01,-3.162278e-01, 3.224900e+04
 3.228000e-01,-2.154435e-01, 3.856000e+04
 7.200000e-03,-1.467799e-01, 1.150500e+04
 1.800000e-03,-1.000000e-01, 7.306000e+03
 4.640000e-02,-6.812921e-02, 2.630500e+04
 9.880000e-02,-4.641589e-02, 3.328000e+04
 4.024000e-01,-3.162278e-02, 4.581300e+04
 3.982000e-01,-2.154435e-02, 3.784600e+04
 1.000000e-03,-1.467799e-02, 9.009000e+03
 1.734000e-01,-1.000000e-02, 2.804900e+04
 6.000000e-04, 1.000000e-02, 3.442000e+03
 6.000000e-04, 1.467799e-02, 4.499000e+03
 1.920000e-02, 2.154435e-02, 2.219700e+04
 1.000000e-03, 3.162278e-02, 9.948000e+03
 1.280000e-02, 4.641589e-02, 1.570600e+04
 6.000000e-04, 6.812921e-02, 7.666000e+03
 3.850000e-01, 1.000000e-01, 3.890900e+04
 8.180000e-02, 1.467799e-01, 2.438400e+04
 1.920000e-02, 2.154435e-01, 1.969400e+04
 4.860000e-02, 3.162278e-01, 3.570300e+04
 2.420000e-02, 4.641589e-01, 2.474200e+04
 6.060000e-02, 6.812921e-01, 2.378100e+04
 4.000000e-04, 1.000000e+00, 5.480000e+02
 2.800000e-03, 1.467799e+00, 8.194000e+03
 1.948000e-01, 2.154435e+00, 2.126100e+04
 1.800000e-03, 3.162278e+00, 8.279000e+03
 4.000000e-04, 4.641589e+00, 8.980000e+02
 2.720000e-02, 6.812921e+00, 7.940000e+03
 1.888000e-01, 1.000000e+01, 6.773000e+03
 3.926000e-01, 1.467799e+01, 5.598000e+03
 1.000000e-03, 2.154435e+01, 5.890000e+02
 1.400000e-03, 3.162278e+01, 5.890000e+02
 1.020000e-02, 4.641589e+01, 7.730000e+02
 2.162000e-01, 6.812921e+01, 1.053000e+03
 4.880000e-02, 1.000000e+02, 5.500000e+02
 1.808000e-01,-1.000000e+02, 6.830000e+02
 9.600000e-02,-6.812921e+01, 9.200000e+02
 4.000000e-04,-4.641589e+01, 1.490000e+02
 2.600000e-03,-3.162278e+01, 7.400000e+02
 2.684000e-01,-2.154435e+01, 3.437000e+03
 5.960000e-02,-1.467799e+01, 4.320000e+03
 8.724000e-01,-1.000000e+01, 9.636000e+03
 3.472000e-01,-6.812921e+00, 1.150900e+04
 7.200000e-03,-4.641589e+00, 6.396000e+03
 4.760000e-02,-3.162278e+00, 1.473600e+04
 2.840000e-01,-2.154435e+00, 2.317300e+04
 1.020000e-02,-1.467799e+00, 1.554200e+04
 3.000000e-03,-1.000000e+00, 1.062400e+04
 8.800000e-03,-6.812921e-01, 1.928700e+04
 1.400000e-03,-4.641589e-01, 5.841000e+03
 4.000000e-04,-3.162278e-01, 2.009000e+03
 1.740000e-02,-2.154435e-01, 1.849900e+04
 7.840000e-02,-1.467799e-01, 2.192000e+04
 2.454000e-01,-1.000000e-01, 3.199200e+04
 6.500000e-01,-6.812921e-02, 3.545700e+04
 2.480000e-02,-4.641589e-02, 1.802700e+04
 1.600000e-03,-3.162278e-02, 6.431000e+03
 4.200000e-03,-2.154435e-02, 1.185800e+04
 6.000000e-04,-1.467799e-02, 1.729000e+03
 1.800000e-03,-1.000000e-02, 7.150000e+03
 5.178000e-01, 1.000000e-02, 3.192400e+04
 8.220000e-02, 1.467799e-02, 3.114900e+04
 7.200000e-03, 2.154435e-02, 1.646900e+04
 6.000000e-04, 3.162278e-02, 1.009500e+04
 2.704000e-01, 4.641589e-02, 3.543500e+04
 2.000000e-03, 6.812921e-02, 8.986000e+03
 1.220000e-02, 1.000000e-01, 2.023400e+04
 8.000000e-04, 1.467799e-01, 5.513000e+03
 4.200000e-03, 2.154435e-01, 1.237600e+04
 4.000000e-03, 3.162278e-01, 2.571100e+04
 2.040000e-02, 4.641589e-01, 2.534200e+04
 1.062000e-01, 6.812921e-01, 2.822000e+04
 1.980000e-02, 1.000000e+00, 1.516400e+04
 9.260000e-02, 1.467799e+00, 2.136800e+04
 3.120000e-02, 2.154435e+00, 1.868300e+04
 5.400000e-03, 3.162278e+00, 7.859000e+03
 3.876000e-01, 4.641589e+00, 1.559100e+04
 1.600000e-03, 6.812921e+00, 2.550000e+03
 5.400000e-03, 1.000000e+01, 2.325000e+03
 2.572000e-01, 1.467799e+01, 4.894000e+03
 9.200000e-03, 2.154435e+01, 1.607000e+03
 1.400000e-03, 3.162278e+01, 5.730000e+02
 5.100000e-02, 4.641589e+01, 1.280000e+03
 8.000000e-04, 6.812921e+01, 2.230000e+02
 3.000000e-03, 1.000000e+02, 2.760000e+02
 2.586000e-01,-1.000000e+02, 7.270000e+02
 3.600000e-03,-6.812921e+01, 4.510000e+02
 7.800000e-03,-4.641589e+01, 7.870000e+02
 8.000000e-04,-3.162278e+01, 3.560000e+02
 3.114000e-01,-2.154435e+01, 3.493000e+03
 2.532000e-01,-1.467799e+01, 4.737000e+03
 3.200000e-03,-1.000000e+01, 2.576000e+03
 6.200000e-03,-6.812921e+00, 5.008000e+03
 9.400000e-03,-4.641589e+00, 7.170000e+03
 2.592000e-01,-3.162278e+00, 2.118000e+04
 7.000000e-03,-2.154435e+00, 9.081000e+03
 7.584000e-01,-1.467799e+00, 3.344700e+04
 1.260000e-02,-1.000000e+00, 1.726300e+04
 1.620000e-01,-6.812921e-01, 3.363600e+04
 5.800000e-03,-4.641589e-01, 1.237500e+04
 3.000000e-03,-3.162278e-01, 1.063200e+04
 3.340000e-02,-2.154435e-01, 2.443200e+04
 2.100000e-02,-1.467799e-01, 1.607400e+04
 6.200000e-03,-1.000000e-01, 1.859000e+04
 2.500000e-02,-6.812921e-02, 2.346000e+04
 3.400000e-03,-4.641589e-02, 9.441000e+03
 8.616000e-01,-3.162278e-02, 3.569300e+04
 1.320000e-01,-2.154435e-02, 3.148700e+04
 1.360000e-02,-1.467799e-02, 1.370400e+04
 1.960000e-02,-1.000000e-02, 2.303900e+04
 1.120000e-02, 1.000000e-02, 1.857800e+04
 3.140000e-02, 1.467799e-02, 2.922700e+04
 1.662000e-01, 2.154435e-02, 3.142500e+04
 4.200000e-03, 3.162278e-02, 1.241600e+04
 6.000000e-03, 4.641589e-02, 1.596800e+04
 8.066000e-01, 6.812921e-02, 4.149500e+04
 9.028000e-01, 1.000000e-01, 4.130000e+04
 2.800000e-03, 1.467799e-01, 1.365900e+04
 1.572000e-01, 2.154435e-01, 3.083500e+04
 7.040000e-02, 3.162278e-01, 2.334500e+04
 4.400000e-02, 4.641589e-01, 2.773200e+04
 1.158000e-01, 6.812921e-01, 2.504000e+04
 4.886000e-01, 1.000000e+00, 3.753700e+04
 1.000000e-02, 1.467799e+00, 1.839700e+04
 4.060000e-02, 2.154435e+00, 1.601300e+04
 1.852000e-01, 3.162278e+00, 2.133900e+04
 3.600000e-03, 4.641589e+00, 8.887000e+03
 3.030000e-01, 6.812921e+00, 1.176800e+04
 1.760000e-02, 1.000000e+01, 4.259000e+03
 4.938000e-01, 1.467799e+01, 5.167000e+03
 6.000000e-04, 2.154435e+01, 4.410000e+02
 8.600000e-03, 3.162278e+01, 1.244000e+03
 3.832000e-01, 4.641589e+01, 1.771000e+03
 8.588000e-01, 6.812921e+01, 1.522000e+03
 2.200000e-03, 1.000000e+02, 2.230000e+02
 1.440000e-02,-1.000000e+02, 4.250000e+02
 3.920000e-02,-6.812921e+01, 8.230000e+02
 1.200000e-03,-4.641589e+01, 3.860000e+02
 8.118000e-01,-3.162278e+01, 3.125000e+03
 8.000000e-04,-2.154435e+01, 6.870000e+02
 5.800000e-03,-1.467799e+01, 2.495000e+03
 1.580000e-02,-1.000000e+01, 3.839000e+03
 3.194000e-01,-6.812921e+00, 1.057800e+04
 4.226000e-01,-4.641589e+00, 1.523600e+04
 5.600000e-03,-3.162278e+00, 7.792000e+03
 7.346000e-01,-2.154435e+00, 2.930200e+04
 2.860000e-02,-1.467799e+00, 1.439900e+04
 1.800000e-03,-1.000000e+00, 4.981000e+03
 2.356000e-01,-6.812921e-01, 4.495900e+04
 8.000000e-04,-4.641589e-01, 7.269000e+03
 1.600000e-03,-3.162278e-01, 1.108300e+04
 1.168000e-01,-2.154435e-01, 3.278200e+04
 1.200000e-03,-1.467799e-01, 3.856000e+03
 3.794000e-01,-1.000000e-01, 3.579700e+04
 1.260000e-02,-6.812921e-02, 1.797800e+04
 7.600000e-03,-4.641589e-02, 1.671600e+04
 4.182000e-01,-3.162278e-02, 4.388700e+04
 9.040000e-02,-2.154435e-02, 2.739100e+04
 4.000000e-04,-1.467799e-02, 6.830000e+02
 2.800000e-02,-1.000000e-02, 2.146100e+04
 9.800000e-03, 1.000000e-02, 1.513900e+04
 1.800000e-03, 1.467799e-02, 7.562000e+03
 2.840000e-02, 2.154435e-02, 2.604700e+04
 3.790000e-01, 3.162278e-02, 3.228600e+04
 1.388000e-01, 4.641589e-02, 2.817300e+04
 4.000000e-04, 6.812921e-02, 1.383000e+03
 1.000000e-03, 1.000000e-01, 4.723000e+03
 3.774000e-01, 1.467799e-01, 3.412500e+04
 4.274000e-01, 2.154435e-01, 3.286600e+04
 2.052000e-01, 3.162278e-01, 3.009400e+04
 5.856000e-01, 4.641589e-01, 3.724600e+04
 1.408000e-01, 6.812921e-01, 3.094900e+04
 5.360000e-02, 1.000000e+00, 2.004800e+04
 2.400000e-03, 1.467799e+00, 5.596000e+03
 1.900000e-02, 2.154435e+00, 1.780700e+04
 9.000000e-03, 3.162278e+00, 9.148000e+03
 1.000000e-03, 4.641589e+00, 2.755000e+03
 4.020000e-02, 6.812921e+00, 7.725000e+03
 2.860000e-02, 1.000000e+01, 4.742000e+03
 2.100000e-02, 1.467799e+01, 3.140000e+03
 7.200000e-03, 2.154435e+01, 1.371000e+03
 9.440000e-02, 3.162278e+01, 1.877000e+03
 1.600000e-03, 4.641589e+01, 4.570000e+02
 1.200000e-03, 6.812921e+01, 2.490000e+02
 6.000000e-04, 1.000000e+02, 1.230000e+02
 1.878000e-01,-1.000000e+02, 7.010000e+02
 8.000000e-04,-6.812921e+01, 2.140000e+02
 4.600000e-03,-4.641589e+01, 7.060000e+02
 5.400000e-03,-3.162278e+01, 1.030000e+03
 2.320000e-02,-2.154435e+01, 1.970000e+03
 4.180000e-02,-1.467799e+01, 3.770000e+03
 1.280000e-02,-1.000000e+01, 4.271000e+03
 5.598000e-01,-6.812921e+00, 1.222900e+04
 8.336000e-01,-4.641589e+00, 1.993000e+04
 6.000000e-04,-3.162278e+00, 3.561000e+03
 4.394000e-01,-2.154435e+00, 2.518300e+04
 7.400000e-03,-1.467799e+00, 1.110200e+04
 6.500000e-01,-1.000000e+00, 3.910500e+04
 7.860000e-02,-6.812921e-01, 2.723700e+04
 7.220000e-02,-4.641589e-01, 2.642500e+04
 6.304000e-01,-3.162278e-01, 3.491500e+04
 6.046000e-01,-2.154435e-01, 3.950600e+04
 3.134000e-01,-1.467799e-01, 2.983500e+04
 6.000000e-03,-1.000000e-01, 1.831500e+04
 4.524000e-01,-6.812921e-02, 3.855500e+04
 5.760000e-02,-4.641589e-02, 2.716600e+04
 1.340000e-02,-3.162278e-02, 1.600200e+04
 2.100000e-02,-2.154435e-02, 2.130300e+04
 6.000000e-04,-1.467799e-02, 2.492000e+03
 1.200000e-03,-1.000000e-02, 6.186000e+03
 1.080000e-02, 1.000000e-02, 1.759300e+04
 2.526000e-01, 1.467799e-02, 3.341100e+04
 2.424000e-01, 2.154435e-02, 3.787000e+04
 1.800000e-03, 3.162278e-02, 1.526500e+04
 1.004000e-01, 4.641589e-02, 2.948800e+04
 4.800000e-03, 6.812921e-02, 1.162600e+04
 4.000000e-04, 1.000000e-01, 2.089000e+03
 2.200000e-03, 1.467799e-01, 1.934700e+04
 7.020000e-02, 2.154435e-01, 2.483500e+04
 1.000000e-03, 3.162278e-01, 7.149000e+03
 1.200000e-03, 4.641589e-01, 5.172000e+03
 8.000000e-04, 6.812921e-01, 1.452000e+03
 1.600000e-03, 1.000000e+00, 8.955000e+03
 9.920000e-01, 1.467799e+00, 3.475400e+04
 6.292000e-01, 2.154435e+00, 3.199200e+04
 5.600000e-03, 3.162278e+00, 9.760000e+03
 9.394000e-01, 4.641589e+00, 1.774600e+04
 2.640000e-02, 6.812921e+00, 7.351000e+03
 2.000000e-03, 1.000000e+01, 2.435000e+03
 5.080000e-02, 1.467799e+01, 3.796000e+03
 8.400000e-02, 2.154435e+01, 3.029000e+03
 2.232000e-01, 3.162278e+01, 2.488000e+03
 4.100000e-02, 4.641589e+01, 1.119000e+03
 3.208000e-01, 6.812921e+01, 1.158000e+03
 1.274000e-01, 1.000000e+02, 6.540000e+02
 9.440000e-02,-1.000000e+02, 6.270000e+02
 1.814000e-01,-6.812921e+01, 9.890000e+02
 1.300000e-02,-4.641589e+01, 9.140000e+02
 5.060000e-01,-3.162278e+01, 2.635000e+03
 1.800000e-03,-2.154435e+01, 1.084000e+03
 7.202000e-01,-1.467799e+01, 6.564000e+03
 8.000000e-04,-1.000000e+01, 8.930000e+02
 3.606000e-01,-6.812921e+00, 1.169300e+04
 1.342000e-01,-4.641589e+00, 1.334100e+04
 3.120000e-02,-3.162278e+00, 1.251900e+04
 5.812000e-01,-2.154435e+00, 2.623100e+04
 1.200000e-02,-1.467799e+00, 1.437000e+04
 5.280000e-02,-1.000000e+00, 2.513500e+04
 4.140000e-02,-6.812921e-01, 3.276400e+04
 2.200000e-03,-4.641589e-01, 7.743000e+03
 2.400000e-03,-3.162278e-01, 1.193800e+04
 8.000000e-04,-2.154435e-01, 8.987000e+03
 2.026000e-01,-1.467799e-01, 2.913900e+04
 1.280000e-02,-1.000000e-01, 1.183200e+04
 5.910000e-01,-6.812921e-02, 3.850000e+04
 6.136000e-01,-4.641589e-02, 3.585000e+04
 3.180000e-02,-3.162278e-02, 2.524300e+04
 5.494000e-01,-2.154435e-02, 4.086700e+04
 1.160000e-02,-1.467799e-02, 2.024200e+04
 1.456000e-01,-1.000000e-02, 3.076500e+04
 2.780000e-02, 1.000000e-02, 1.898100e+04
 6.000000e-04, 1.467799e-02, 3.775000e+03
 8.000000e-04, 2.154435e-02, 1.904000e+03
 4.878000e-01, 3.162278e-02, 4.644600e+04
 5.600000e-03, 4.641589e-02, 1.690000e+04
 2.060000e-02, 6.812921e-02, 1.793400e+04
 6.690000e-01, 1.000000e-01, 4.070000e+04
 4.200000e-02, 1.467799e-01, 2.337000e+04
 7.644000e-01, 2.154435e-01, 3.777300e+04
 1.178000e-01, 3.162278e-01, 3.351800e+04
 1.280000e-02, 4.641589e-01, 2.026100e+04
 1.668000e-01, 6.812921e-01, 3.400400e+04
 3.646000e-01, 1.000000e+00, 3.131200e+04
 7.600000e-02, 1.467799e+00, 2.761300e+04
 6.600000e-03, 2.154435e+00, 9.785000e+03
 4.600000e-03, 3.162278e+00, 9.413000e+03
 3.400000e-03, 4.641589e+00, 6.257000e+03
 6.600000e-03, 6.812921e+00, 5.555000e+03
 2.220000e-02, 1.000000e+01, 5.022000e+03
 8.614000e-01, 1.467799e+01, 7.004000e+03
 1.800000e-03, 2.154435e+01, 8.310000e+02
 8.000000e-04, 3.162278e+01, 3.800000e+02
 3.400000e-02, 4.641589e+01, 1.147000e+03
 1.580000e-02, 6.812921e+01, 6.030000e+02
 2.962000e-01, 1.000000e+02, 7.900000e+02
 8.000000e-04,-1.000000e+02, 1.570000e+02
 4.120000e-02,-6.812921e+01, 7.790000e+02
 7.000000e-03,-4.641589e+01, 7.430000e+02
 3.400000e-03,-3.162278e+01, 9.140000e+02
 4.740000e-02,-2.154435e+01, 2.468000e+03
 4.420000e-02,-1.467799e+01, 3.709000e+03
 2.852000e-01,-1.000000e+01, 6.764000e+03
 1.348000e-01,-6.812921e+00, 9.353000e+03
 1.060000e-02,-4.641589e+00, 8.221000e+03
 1.040000e-02,-3.162278e+00, 1.556800e+04
 2.560000e-02,-2.154435e+00, 1.870500e+04
 2.800000e-03,-1.467799e+00, 1.544200e+04
 2.066000e-01,-1.000000e+00, 3.349500e+04
 3.000000e-03,-6.812921e-01, 1.215100e+04
 3.400000e-03,-4.641589e-01, 1.741300e+04
 4.064000e-01,-3.162278e-01, 3.622900e+04
 1.000000e-03,-2.154435e-01, 7.213000e+03
 1.500000e-02,-1.467799e-01, 1.812900e+04
 1.180000e-02,-1.000000e-01, 1.446400e+04
 1.800000e-03,-6.812921e-02, 8.207000e+03
 7.302000e-01,-4.641589e-02, 3.864600e+04
 3.640000e-02,-3.162278e-02, 2.564600e+04
 7.044000e-01,-2.154435e-02, 3.982500e+04
 1.932000e-01,-1.467799e-02, 2.825200e+04
 2.680000e-02,-1.000000e-02, 2.307800e+04
 7.120000e-02, 1.000000e-02, 3.023100e+04
 6.400000e-01, 1.467799e-02, 4.277000e+04
 2.820000e-02, 2.154435e-02, 2.445200e+04
 6.600000e-03, 3.162278e-02, 1.318800e+04
 9.400000e-03, 4.641589e-02, 1.429600e+04
 5.424000e-01, 6.812921e-02, 3.403300e+04
 4.200000e-03, 1.000000e-01, 1.003000e+04
 3.648000e-01, 1.467799e-01, 3.466400e+04
 3.200000e-03, 2.154435e-01, 7.567000e+03
 2.360000e-02, 3.162278e-01, 2.303700e+04
 9.000000e-03, 4.641589e-01, 1.756300e+04
 8.000000e-04, 6.812921e-01, 2.644000e+03
 8.426000e-01, 1.000000e+00, 3.883100e+04
 6.000000e-04, 1.467799e+00, 3.382000e+03
 1.000000e-03, 2.154435e+00, 5.195000e+03
 1.140000e-01, 3.162278e+00, 2.177300e+04
 6.314000e-01, 4.641589e+00, 1.764900e+04
 2.000000e-03, 6.812921e+00, 3.177000e+03
 2.400000e-03, 1.000000e+01, 2.790000e+03
 2.760000e-02, 1.467799e+01, 3.277000e+03
 4.574000e-01, 2.154435e+01, 3.808000e+03
 4.560000e-02, 3.162278e+01, 1.605000e+03
 3.200000e-03, 4.641589e+01, 5.660000e+02
 4.920000e-01, 6.812921e+01, 1.295000e+03
 8.290000e-01, 1.000000e+02, 9.910000e+02
 7.300000e-02,-1.000000e+02, 6.180000e+02
 8.290000e-01,-6.812921e+01, 1.497000e+03
 8.000000e-04,-4.641589e+01, 3.570000e+02
 1.600000e-03,-3.162278e+01, 7.290000e+02
 1.140000e-02,-2.154435e+01, 2.074000e+03
 6.000000e-03,-1.467799e+01, 2.122000e+03
 2.160000e-02,-1.000000e+01, 4.702000e+03
 3.400000e-03,-6.812921e+00, 3.642000e+03
 6.280000e-02,-4.641589e+00, 1.167800e+04
 2.268000e-01,-3.162278e+00, 1.974800e+04
 3.860000e-02,-2.154435e+00, 1.824200e+04
 9.600000e-03,-1.467799e+00, 1.228300e+04
 6.000000e-04,-1.000000e+00, 7.766000e+03
 9.800000e-03,-6.812921e-01, 1.781000e+04
 2.040000e-02,-4.641589e-01, 1.417300e+04
 8.160000e-02,-3.162278e-01, 2.972100e+04
 3.240000e-02,-2.154435e-01, 1.811200e+04
 1.240000e-01,-1.467799e-01, 3.059300e+04
 2.600000e-03,-1.000000e-01, 1.141100e+04
 4.000000e-04,-6.812921e-02, 1.309000e+03
 1.878000e-01,-4.641589e-02, 3.868200e+04
 3.800000e-03,-3.162278e-02, 2.067500e+04
 4.200000e-03,-2.154435e-02, 1.217300e+04
 3.400000e-03,-1.467799e-02, 1.277200e+04
 5.400000e-03,-1.000000e-02, 1.032800e+04
 1.000000e-03, 1.000000e-02, 4.178000e+03
 7.240000e-02, 1.467799e-02, 3.429700e+04
 1.400000e-03, 2.154435e-02, 4.213000e+03
 8.020000e-02, 3.162278e-02, 2.917300e+04
 4.000000e-04, 4.641589e-02, 3.838000e+03
 4.080000e-02, 6.812921e-02, 2.898100e+04
 4.600000e-03, 1.000000e-01, 1.729000e+04
 6.000000e-04, 1.467799e-01, 3.371000e+03
 1.580000e-02, 2.154435e-01, 1.920100e+04
 1.700000e-02, 3.162278e-01, 2.535200e+04
 2.400000e-02, 4.641589e-01, 2.437100e+04
 1.560000e-02, 6.812921e-01, 2.168900e+04
 7.380000e-02, 1.000000e+00, 2.649300e+04
 1.510000e-01, 1.467799e+00, 2.414200e+04
 5.760000e-02, 2.154435e+00, 1.663500e+04
 4.000000e-04, 3.162278e+00, 1.739000e+03
 1.640000e-02, 4.641589e+00, 8.926000e+03
 2.200000e-03, 6.812921e+00, 3.077000e+03
 3.518000e-01, 1.000000e+01, 7.634000e+03
 1.400000e-03, 1.467799e+01, 1.118000e+03
 2.432000e-01, 2.154435e+01, 3.407000e+03
 6.000000e-04, 3.162278e+01, 2.610000e+02
 5.600000e-03, 4.641589e+01, 7.220000e+02
 3.760000e-02, 6.812921e+01, 7.480000e+02
 8.000000e-03, 1.000000e+02, 3.810000e+02
 4.400000e-03,-1.000000e+02, 3.130000e+02
 1.000000e-03,-6.812921e+01, 2.550000e+02
 3.830000e-01,-4.641589e+01, 1.778000e+03
 8.004000e-01,-3.162278e+01, 3.130000e+03
 5.034000e-01,-2.154435e+01, 3.935000e+03
 3.836000e-01,-1.467799e+01, 5.509000e+03
 2.352000e-01,-1.000000e+01, 6.958000e+03
 3.800000e-03,-6.812921e+00, 4.409000e+03
 2.000000e-03,-4.641589e+00, 4.649000e+03
 7.400000e-02,-3.162278e+00, 1.876900e+04
 8.000000e-04,-2.154435e+00, 5.372000e+03
 3.400000e-03,-1.467799e+00, 1.214100e+04
 1.082000e-01,-1.000000e+00, 3.012900e+04
 8.178000e-01,-6.812921e-01, 3.753000e+04
 4.080000e-02,-4.641589e-01, 3.322400e+04
 4.000000e-04,-3.162278e-01, 2.816000e+03
 9.640000e-01,-2.154435e-01, 3.912700e+04
 6.740000e-02,-1.467799e-01, 3.460300e+04
 3.460000e-02,-1.000000e-01, 2.365500e+04
 8.200000e-03,-6.812921e-02, 1.562500e+04
 5.000000e-03,-4.641589e-02, 1.793200e+04
 1.600000e-03,-3.162278e-02, 9.544000e+03
 1.400000e-02,-2.154435e-02, 1.755400e+04
 4.600000e-02,-1.467799e-02, 2.567400e+04
 1.200000e-03,-1.000000e-02, 8.161000e+03
 9.200000e-03, 1.000000e-02, 2.000400e+04
 1.700000e-02, 1.467799e-02, 1.341300e+04
 8.800000e-03, 2.154435e-02, 1.767600e+04
 8.438000e-01, 3.162278e-02, 3.551100e+04
 1.902000e-01, 4.641589e-02, 3.215400e+04
 1.524000e-01, 6.812921e-02, 3.075500e+04
 9.080000e-02, 1.000000e-01, 3.073300e+04
 7.960000e-02, 1.467799e-01, 2.233500e+04
 8.000000e-04, 2.154435e-01, 3.470000e+03
 9.510000e-01, 3.162278e-01, 4.038400e+04
 5.460000e-02, 4.641589e-01, 2.229400e+04
 2.340000e-02, 6.812921e-01, 2.383900e+04
 3.896000e-01, 1.000000e+00, 3.614600e+04
 1.600000e-02, 1.467799e+00, 1.682400e+04
 2.000000e-03, 2.154435e+00, 4.565000e+03
 2.400000e-03, 3.162278e+00, 5.323000e+03
 1.600000e-03, 4.641589e+00, 3.337000e+03
 2.760000e-02, 6.812921e+00, 7.911000e+03
 3.234000e-01, 1.000000e+01, 7.883000e+03
 3.800000e-03, 1.467799e+01, 2.097000e+03
 1.400000e-03, 2.154435e+01, 9.160000e+02
 8.000000e-04, 3.162278e+01, 3.610000e+02
 1.400000e-02, 4.641589e+01, 9.990000e+02
 6.720000e-02, 6.812921e+01, 8.510000e+02
 9.300000e-01, 1.000000e+02, 1.122000e+03
 2.032000e-01,-1.000000e+02, 7.010000e+02
 1.140000e-02,-6.812921e+01, 6.300000e+02
 5.804000e-01,-4.641589e+01, 1.865000e+03
 5.400000e-03,-3.162278e+01, 1.051000e+03
 3.200000e-03,-2.154435e+01, 1.359000e+03
 2.200000e-03,-1.467799e+01, 1.704000e+03
 3.940000e-02,-1.000000e+01, 5.426000e+03
 1.880000e-02,-6.812921e+00, 5.983000e+03
 1.400000e-03,-4.641589e+00, 3.253000e+03
 1.110000e-01,-3.162278e+00, 1.695200e+04
 4.040000e-02,-2.154435e+00, 1.999600e+04
 4.060000e-02,-1.467799e+00, 2.743000e+04
 2.640000e-02,-1.000000e+00, 2.154100e+04
 1.360000e-02,-6.812921e-01, 2.787600e+04
 3.332000e-01,-4.641589e-01, 3.805700e+04
 6.000000e-04,-3.162278e-01, 1.916000e+03
 1.340000e-02,-2.154435e-01, 1.949400e+04
 1.740000e-02,-1.467799e-01, 1.606900e+04
 1.600000e-03,-1.000000e-01, 9.068000e+03
 7.720000e-02,-6.812921e-02, 2.833500e+04
 2.800000e-03,-4.641589e-02, 1.766200e+04
 1.800000e-03,-3.162278e-02, 8.858000e+03
 1.000000e-03,-2.154435e-02, 8.013000e+03
 1.200000e-03,-1.467799e-02, 5.466000e+03
 3.200000e-03,-1.000000e-02, 8.681000e+03
 1.200000e-03, 1.000000e-02, 4.410000e+03
 9.000000e-03, 1.467799e-02, 1.448800e+04
 6.954000e-01, 2.154435e-02, 3.504800e+04
 4.578000e-01, 3.162278e-02, 3.754100e+04
 8.220000e-02, 4.641589e-02, 2.603100e+04
 4.800000e-03, 6.812921e-02, 1.846300e+04
 8.020000e-02, 1.000000e-01, 2.448400e+04
 8.000000e-04, 1.467799e-01, 7.731000e+03
 8.000000e-04, 2.154435e-01, 2.721000e+03
 4.620000e-02, 3.162278e-01, 2.565000e+04
