Xl,gamma,al
 9.200000e-03,-3.162278e+00, 1.083000e+04
 6.056000e-01,-2.154435e+00, 2.992900e+04
 8.000000e-04,-1.467799e+00, 3.973000e+03
 9.600000e-03,-1.000000e+00, 1.511000e+04
 7.800000e-03,-6.812921e-01, 1.310700e+04
 1.190000e-01,-4.641589e-01, 3.093500e+04
 4.800000e-03,-3.162278e-01, 1.144200e+04
 1.000000e-03,-2.154435e-01, 5.131000e+03
 3.600000e-02,-1.467799e-01, 2.175300e+04
 1.020000e-02,-1.000000e-01, 1.684800e+04
 3.000000e-02,-6.812921e-02, 2.314400e+04
 3.200000e-03,-4.641589e-02, 1.079900e+04
 1.876000e-01,-3.162278e-02, 2.982100e+04
 1.600000e-01,-2.154435e-02, 3.388600e+04
 1.168000e-01,-1.467799e-02, 3.679600e+04
 3.800000e-03,-1.000000e-02, 1.593800e+04
 3.120000e-02, 1.000000e-02, 2.332200e+04
 4.118000e-01, 1.467799e-02, 3.952800e+04
 4.000000e-04, 2.154435e-02, 5.531000e+03
 6.880000e-02, 3.162278e-02, 3.085200e+04
 2.600000e-03, 4.641589e-02, 2.010700e+04
 4.200000e-03, 6.812921e-02, 1.155500e+04
 9.160000e-02, 1.000000e-01, 2.901100e+04
 1.198000e-01, 1.467799e-01, 2.691000e+04
 1.000000e-03, 2.154435e-01, 3.985000e+03
 8.200000e-03, 3.162278e-01, 1.348900e+04
 1.720000e-02, 4.641589e-01, 1.931500e+04
 1.280000e-02, 6.812921e-01, 1.944800e+04
 1.600000e-03, 1.000000e+00, 4.193000e+03
 6.436000e-01, 1.467799e+00, 3.210200e+04
 8.860000e-02, 2.154435e+00, 2.766100e+04
 4.198000e-01, 3.162278e+00, 2.062700e+04
 2.904000e-01, 4.641589e+00, 1.640900e+04
 2.400000e-03, 6.812921e+00, 3.076000e+03
 5.480000e-02, 1.000000e+01, 5.719000e+03
 3.000000e-03, 1.467799e+01, 1.822000e+03
 2.400000e-03, 2.154435e+01, 9.460000e+02
 9.040000e-02, 3.162278e+01, 1.924000e+03
 2.140000e-02, 4.641589e+01, 1.032000e+03
 2.986000e-01, 6.812921e+01, 1.125000e+03
 3.680000e-02, 1.000000e+02, 5.320000e+02
 1.752000e-01,-1.000000e+02, 6.750000e+02
 2.040000e-02,-6.812921e+01, 6.920000e+02
 6.180000e-02,-4.641589e+01, 1.291000e+03
 3.398000e-01,-3.162278e+01, 2.510000e+03
 3.000000e-03,-2.154435e+01, 1.242000e+03
 4.780000e-02,-1.467799e+01, 3.577000e+03
 2.400000e-03,-1.000000e+01, 2.344000e+03
 2.440000e-02,-6.812921e+00, 6.385000e+03
 6.000000e-04,-4.641589e+00, 3.101000e+03
 1.100000e-02,-3.162278e+00, 9.956000e+03
 2.106000e-01,-2.154435e+00, 2.382700e+04
 1.800000e-03,-1.467799e+00, 8.864000e+03
 4.000000e-04,-1.000000e+00, 7.190000e+02
 4.000000e-03,-6.812921e-01, 2.360800e+04
 2.200000e-03,-4.641589e-01, 7.957000e+03
 1.000000e-03,-3.162278e-01, 5.593000e+03
 1.000000e-03,-2.154435e-01, 3.470000e+03
 1.200000e-03,-1.467799e-01, 5.931000e+03
 5.780000e-02,-1.000000e-01, 2.936400e+04
 4.000000e-04,-6.812921e-02, 6.624000e+03
 1.060000e-01,-4.641589e-02, 2.816600e+04
 7.972000e-01,-3.162278e-02, 4.614900e+04
 2.580000e-02,-2.154435e-02, 2.132700e+04
 6.100000e-02,-1.467799e-02, 2.642400e+04
 4.400000e-03,-1.000000e-02, 8.687000e+03
 1.640000e-02, 1.000000e-02, 2.354300e+04
 1.200000e-03, 1.467799e-02, 7.151000e+03
 3.040000e-02, 2.154435e-02, 2.538300e+04
 1.486000e-01, 3.162278e-02, 3.198000e+04
 6.060000e-02, 4.641589e-02, 3.102100e+04
 4.540000e-02, 6.812921e-02, 2.312700e+04
 1.300000e-02, 1.000000e-01, 1.686800e+04
 8.000000e-04, 1.467799e-01, 6.431000e+03
 3.000000e-03, 2.154435e-01, 2.272200e+04
 2.440000e-02, 3.162278e-01, 2.249900e+04
 3.000000e-03, 4.641589e-01, 9.010000e+03
 2.000000e-03, 6.812921e-01, 6.535000e+03
 2.886000e-01, 1.000000e+00, 3.828800e+04
 4.000000e-04, 1.467799e+00, 2.923000e+03
 2.000000e-03, 2.154435e+00, 5.600000e+03
 1.160000e-02, 3.162278e+00, 9.786000e+03
 4.960000e-02, 4.641589e+00, 9.598000e+03
 9.800000e-03, 6.812921e+00, 5.202000e+03
 6.940000e-02, 1.000000e+01, 5.727000e+03
 8.800000e-03, 1.467799e+01, 2.578000e+03
 9.792000e-01, 2.154435e+01, 5.277000e+03
 2.580000e-02, 3.162278e+01, 1.505000e+03
 6.496000e-01, 4.641589e+01, 2.019000e+03
 8.000000e-04, 6.812921e+01, 2.110000e+02
 1.762000e-01, 1.000000e+02, 7.200000e+02
 1.200000e-03,-1.000000e+02, 1.990000e+02
 1.358000e-01,-6.812921e+01, 9.870000e+02
 1.820000e-02,-4.641589e+01, 1.005000e+03
 7.360000e-02,-3.162278e+01, 1.973000e+03
 2.400000e-03,-2.154435e+01, 1.327000e+03
 2.438000e-01,-1.467799e+01, 4.985000e+03
 6.000000e-04,-1.000000e+01, 1.222000e+03
 7.560000e-02,-6.812921e+00, 8.131000e+03
 1.200000e-03,-4.641589e+00, 2.531000e+03
 4.920000e-02,-3.162278e+00, 1.507300e+04
 2.480000e-01,-2.154435e+00, 2.703700e+04
 1.014000e-01,-1.467799e+00, 3.844700e+04
 5.800000e-03,-1.000000e+00, 1.474700e+04
 1.200000e-03,-6.812921e-01, 6.181000e+03
 8.000000e-04,-4.641589e-01, 4.772000e+03
 1.800000e-03,-3.162278e-01, 1.205000e+04
 2.262000e-01,-2.154435e-01, 3.206500e+04
 4.000000e-04,-1.467799e-01, 8.390000e+02
 3.332000e-01,-1.000000e-01, 3.878500e+04
 7.020000e-02,-6.812921e-02, 2.910800e+04
 1.998000e-01,-4.641589e-02, 3.022700e+04
 2.200000e-03,-3.162278e-02, 6.433000e+03
 6.460000e-02,-2.154435e-02, 3.154700e+04
 2.760000e-02,-1.467799e-02, 2.140800e+04
 1.400000e-03,-1.000000e-02, 1.435600e+04
 5.184000e-01, 1.000000e-02, 3.827700e+04
 1.000000e-03, 1.467799e-02, 2.337000e+03
 1.060000e-02, 2.154435e-02, 1.761800e+04
 6.000000e-04, 3.162278e-02, 2.140000e+03
 1.530000e-01, 4.641589e-02, 2.961900e+04
 1.612000e-01, 6.812921e-02, 3.606700e+04
 4.280000e-02, 1.000000e-01, 3.045600e+04
 8.000000e-04, 1.467799e-01, 5.551000e+03
 2.600000e-03, 2.154435e-01, 1.594200e+04
 1.800000e-03, 3.162278e-01, 1.465500e+04
 1.746000e-01, 4.641589e-01, 3.029700e+04
 2.200000e-03, 6.812921e-01, 1.049000e+04
 5.410000e-01, 1.000000e+00, 4.108200e+04
 1.220000e-02, 1.467799e+00, 1.414900e+04
 1.400000e-03, 2.154435e+00, 5.820000e+03
 5.454000e-01, 3.162278e+00, 1.946100e+04
 1.100000e-02, 4.641589e+00, 6.836000e+03
 1.446000e-01, 6.812921e+00, 9.598000e+03
 4.400000e-02, 1.000000e+01, 5.754000e+03
 6.000000e-04, 1.467799e+01, 8.450000e+02
 1.328000e-01, 2.154435e+01, 3.179000e+03
 3.016000e-01, 3.162278e+01, 2.464000e+03
 1.800000e-03, 4.641589e+01, 5.180000e+02
 1.200000e-02, 6.812921e+01, 6.120000e+02
 1.482000e-01, 1.000000e+02, 6.740000e+02
 1.200000e-03,-1.000000e+02, 1.820000e+02
 9.600000e-03,-6.812921e+01, 5.830000e+02
 6.440000e-01,-4.641589e+01, 1.949000e+03
 5.120000e-02,-3.162278e+01, 1.754000e+03
 1.200000e-03,-2.154435e+01, 9.950000e+02
 8.628000e-01,-1.467799e+01, 6.649000e+03
 2.116000e-01,-1.000000e+01, 7.119000e+03
 3.000000e-03,-6.812921e+00, 3.765000e+03
 8.000000e-04,-4.641589e+00, 2.279000e+03
 1.620000e-02,-3.162278e+00, 8.623000e+03
 4.660000e-02,-2.154435e+00, 1.911400e+04
 2.060000e-02,-1.467799e+00, 2.525000e+04
 1.460000e-02,-1.000000e+00, 2.663600e+04
 1.340000e-02,-6.812921e-01, 1.906100e+04
 3.600000e-03,-4.641589e-01, 9.028000e+03
 4.400000e-03,-3.162278e-01, 1.494700e+04
 6.800000e-03,-2.154435e-01, 1.239200e+04
 1.260000e-02,-1.467799e-01, 1.323300e+04
 2.652000e-01,-1.000000e-01, 3.440600e+04
 2.252000e-01,-6.812921e-02, 3.522400e+04
 8.800000e-03,-4.641589e-02, 1.523200e+04
 3.300000e-01,-3.162278e-02, 3.083300e+04
 3.720000e-02,-2.154435e-02, 2.525800e+04
 6.966000e-01,-1.467799e-02, 4.794900e+04
 2.500000e-02,-1.000000e-02, 2.449900e+04
 1.400000e-03, 1.000000e-02, 5.812000e+03
 1.420000e-02, 1.467799e-02, 1.661900e+04
 1.400000e-03, 2.154435e-02, 6.186000e+03
 7.600000e-03, 3.162278e-02, 1.415300e+04
 1.010000e-01, 4.641589e-02, 3.488900e+04
 2.400000e-03, 6.812921e-02, 7.303000e+03
 4.424000e-01, 1.000000e-01, 3.541200e+04
 3.600000e-03, 1.467799e-01, 9.383000e+03
 5.400000e-03, 2.154435e-01, 1.673000e+04
 9.580000e-02, 3.162278e-01, 2.515700e+04
 6.000000e-04, 4.641589e-01, 1.780000e+03
 1.000000e-03, 6.812921e-01, 6.621000e+03
 3.000000e-02, 1.000000e+00, 2.087300e+04
 3.100000e-02, 1.467799e+00, 1.804100e+04
 4.346000e-01, 2.154435e+00, 2.930900e+04
 1.400000e-03, 3.162278e+00, 4.003000e+03
 3.980000e-02, 4.641589e+00, 9.633000e+03
 3.800000e-02, 6.812921e+00, 7.589000e+03
 6.000000e-04, 1.000000e+01, 8.730000e+02
 8.900000e-02, 1.467799e+01, 4.267000e+03
 5.600000e-03, 2.154435e+01, 1.265000e+03
 7.780000e-01, 3.162278e+01, 3.059000e+03
 9.240000e-02, 4.641589e+01, 1.442000e+03
 6.000000e-04, 6.812921e+01, 1.670000e+02
 2.470000e-01, 1.000000e+02, 7.350000e+02
 2.900000e-02,-1.000000e+02, 5.030000e+02
 3.020000e-02,-6.812921e+01, 7.660000e+02
 1.800000e-03,-4.641589e+01, 4.830000e+02
 3.768000e-01,-3.162278e+01, 2.340000e+03
 1.306000e-01,-2.154435e+01, 3.213000e+03
 2.140000e-02,-1.467799e+01, 3.302000e+03
 1.060000e-02,-1.000000e+01, 4.249000e+03
 6.000000e-04,-6.812921e+00, 2.135000e+03
 2.286000e-01,-4.641589e+00, 1.419700e+04
 7.000000e-03,-3.162278e+00, 1.134100e+04
 2.200000e-01,-2.154435e+00, 2.971300e+04
 1.380000e-02,-1.467799e+00, 1.667900e+04
 4.722000e-01,-1.000000e+00, 3.002100e+04
 9.438000e-01,-6.812921e-01, 4.182100e+04
 1.240000e-02,-4.641589e-01, 1.741300e+04
 1.036000e-01,-3.162278e-01, 2.947300e+04
 5.600000e-03,-2.154435e-01, 1.658300e+04
 1.680000e-02,-1.467799e-01, 1.853600e+04
 1.400000e-03,-1.000000e-01, 6.958000e+03
 3.960000e-02,-6.812921e-02, 2.935300e+04
 1.000000e-03,-4.641589e-02, 8.799000e+03
 3.020000e-02,-3.162278e-02, 2.078900e+04
 1.666000e-01,-2.154435e-02, 3.339100e+04
 6.000000e-04,-1.467799e-02, 3.677000e+03
 6.000000e-03,-1.000000e-02, 1.162300e+04
 5.046000e-01, 1.000000e-02, 3.822300e+04
 1.418000e-01, 1.467799e-02, 4.622600e+04
 1.950000e-01, 2.154435e-02, 3.311800e+04
 1.252000e-01, 3.162278e-02, 3.660200e+04
 1.920000e-02, 4.641589e-02, 1.974000e+04
 2.200000e-03, 6.812921e-02, 9.370000e+03
 8.000000e-03, 1.000000e-01, 1.164600e+04
 7.200000e-03, 1.467799e-01, 2.245800e+04
 4.400000e-03, 2.154435e-01, 1.386100e+04
 4.000000e-04, 3.162278e-01, 2.221000e+03
 1.810000e-01, 4.641589e-01, 3.761900e+04
 6.000000e-04, 6.812921e-01, 1.144000e+03
 3.400000e-03, 1.000000e+00, 7.927000e+03
 6.400000e-02, 1.467799e+00, 2.123200e+04
 5.340000e-02, 2.154435e+00, 1.738900e+04
 1.342000e-01, 3.162278e+00, 1.870000e+04
 1.800000e-03, 4.641589e+00, 6.422000e+03
 1.520000e-02, 6.812921e+00, 6.505000e+03
 1.700000e-01, 1.000000e+01, 7.404000e+03
 8.200000e-02, 1.467799e+01, 4.357000e+03
 8.000000e-04, 2.154435e+01, 6.230000e+02
 4.360000e-02, 3.162278e+01, 1.690000e+03
 2.400000e-03, 4.641589e+01, 5.710000e+02
 1.080000e-01, 6.812921e+01, 9.370000e+02
 6.000000e-04, 1.000000e+02, 1.050000e+02
 2.840000e-02,-1.000000e+02, 5.150000e+02
 1.520000e-01,-6.812921e+01, 1.013000e+03
 9.460000e-02,-4.641589e+01, 1.308000e+03
 1.200000e-03,-3.162278e+01, 5.310000e+02
 1.180000e-02,-2.154435e+01, 1.898000e+03
 6.000000e-04,-1.467799e+01, 4.260000e+02
 4.170000e-01,-1.000000e+01, 7.724000e+03
 7.560000e-02,-6.812921e+00, 8.474000e+03
 4.072000e-01,-4.641589e+00, 1.614900e+04
 2.210000e-01,-3.162278e+00, 1.955000e+04
 2.800000e-03,-2.154435e+00, 6.724000e+03
 1.500000e-02,-1.467799e+00, 1.701200e+04
 1.016000e-01,-1.000000e+00, 2.290500e+04
 8.000000e-04,-6.812921e-01, 5.846000e+03
 1.288000e-01,-4.641589e-01, 2.870800e+04
 1.620000e-02,-3.162278e-01, 1.878500e+04
 5.400000e-03,-2.154435e-01, 8.963000e+03
 2.560000e-02,-1.467799e-01, 2.509400e+04
 2.120000e-02,-1.000000e-01, 2.078300e+04
 1.200000e-03,-6.812921e-02, 6.320000e+03
 4.600000e-03,-4.641589e-02, 1.251700e+04
 2.104000e-01,-3.162278e-02, 2.848000e+04
 5.220000e-02,-2.154435e-02, 3.265300e+04
 1.294000e-01,-1.467799e-02, 2.962400e+04
 3.226000e-01,-1.000000e-02, 3.653700e+04
 1.454000e-01, 1.000000e-02, 3.332800e+04
 1.100000e-02, 1.467799e-02, 1.323000e+04
 6.000000e-04, 2.154435e-02, 4.209000e+03
 1.800000e-03, 3.162278e-02, 1.349700e+04
 1.800000e-03, 4.641589e-02, 7.003000e+03
 1.866000e-01, 6.812921e-02, 3.142300e+04
 5.580000e-02, 1.000000e-01, 2.945700e+04
 1.054000e-01, 1.467799e-01, 2.758600e+04
 3.946000e-01, 2.154435e-01, 3.357800e+04
 2.600000e-03, 3.162278e-01, 1.165200e+04
 1.970000e-01, 4.641589e-01, 2.757800e+04
 1.158000e-01, 6.812921e-01, 2.975800e+04
 6.620000e-02, 1.000000e+00, 1.941000e+04
 1.280000e-02, 1.467799e+00, 2.201500e+04
 2.000000e-02, 2.154435e+00, 1.229900e+04
 2.600000e-03, 3.162278e+00, 5.474000e+03
 1.000000e-03, 4.641589e+00, 2.398000e+03
 3.140000e-02, 6.812921e+00, 7.500000e+03
 2.200000e-03, 1.000000e+01, 2.079000e+03
 1.680000e-02, 1.467799e+01, 2.917000e+03
 1.804000e-01, 2.154435e+01, 3.338000e+03
 1.600000e-03, 3.162278e+01, 6.720000e+02
 5.000000e-03, 4.641589e+01, 6.600000e+02
 3.630000e-01, 6.812921e+01, 1.120000e+03
 5.200000e-03, 1.000000e+02, 3.190000e+02
 9.200000e-03,-1.000000e+02, 3.870000e+02
 7.000000e-03,-6.812921e+01, 4.750000e+02
 3.200000e-03,-4.641589e+01, 5.710000e+02
 6.200000e-03,-3.162278e+01, 1.194000e+03
 1.800000e-03,-2.154435e+01, 1.319000e+03
 1.000000e-03,-1.467799e+01, 9.720000e+02
 7.000000e-03,-1.000000e+01, 3.714000e+03
 2.360000e-02,-6.812921e+00, 5.258000e+03
 4.000000e-04,-4.641589e+00, 1.940000e+03
 8.200000e-03,-3.162278e+00, 8.390000e+03
 1.600000e-03,-2.154435e+00, 1.172700e+04
 2.660000e-02,-1.467799e+00, 1.547300e+04
 1.180000e-01,-1.000000e+00, 2.904000e+04
 1.200000e-03,-6.812921e-01, 1.028800e+04
 3.272000e-01,-4.641589e-01, 3.982500e+04
 6.940000e-02,-3.162278e-01, 2.485200e+04
 1.260000e-01,-2.154435e-01, 2.539300e+04
 4.000000e-04,-1.467799e-01, 9.510000e+02
 4.720000e-02,-1.000000e-01, 2.389200e+04
 6.000000e-04,-6.812921e-02, 2.298000e+03
 2.840000e-01,-4.641589e-02, 3.079400e+04
 4.000000e-04,-3.162278e-02, 1.280000e+03
 3.992000e-01,-2.154435e-02, 3.668200e+04
 3.620000e-02,-1.467799e-02, 2.634600e+04
 1.072000e-01,-1.000000e-02, 2.884000e+04
 1.600000e-03, 1.000000e-02, 6.849000e+03
 5.000000e-03, 1.467799e-02, 1.343600e+04
 2.620000e-02, 2.154435e-02, 1.836200e+04
 1.400000e-03, 3.162278e-02, 1.130100e+04
 6.000000e-04, 4.641589e-02, 2.108000e+03
 4.000000e-04, 6.812921e-02, 1.615000e+03
 4.400000e-02, 1.000000e-01, 3.209900e+04
 2.600000e-03, 1.467799e-01, 1.634700e+04
 4.126000e-01, 2.154435e-01, 3.641800e+04
 3.180000e-02, 3.162278e-01, 2.379300e+04
 1.400000e-03, 4.641589e-01, 5.164000e+03
 4.000000e-04, 6.812921e-01, 3.684000e+03
 3.130000e-01, 1.000000e+00, 2.838500e+04
 1.046000e-01, 1.467799e+00, 2.779600e+04
 3.400000e-03, 2.154435e+00, 9.905000e+03
 6.420000e-02, 3.162278e+00, 1.567600e+04
 8.140000e-02, 4.641589e+00, 1.221300e+04
 2.900000e-02, 6.812921e+00, 6.387000e+03
 4.000000e-04, 1.000000e+01, 7.710000e+02
 6.000000e-04, 1.467799e+01, 1.068000e+03
 5.742000e-01, 2.154435e+01, 4.091000e+03
 1.000000e-03, 3.162278e+01, 4.740000e+02
 3.400000e-03, 4.641589e+01, 5.920000e+02
 3.110000e-01, 6.812921e+01, 1.103000e+03
 8.000000e-04, 1.000000e+02, 1.320000e+02
 6.000000e-04,-1.000000e+02, 8.300000e+01
 2.378000e-01,-6.812921e+01, 1.036000e+03
 3.800000e-03,-4.641589e+01, 6.130000e+02
 7.080000e-02,-3.162278e+01, 1.771000e+03
 3.776000e-01,-2.154435e+01, 3.446000e+03
 7.200000e-03,-1.467799e+01, 2.971000e+03
 6.000000e-04,-1.000000e+01, 9.850000e+02
 3.800000e-03,-6.812921e+00, 4.635000e+03
 5.000000e-03,-4.641589e+00, 5.340000e+03
 8.000000e-04,-3.162278e+00, 3.335000e+03
 2.400000e-03,-2.154435e+00, 7.308000e+03
 8.200000e-03,-1.467799e+00, 1.436000e+04
 3.980000e-02,-1.000000e+00, 2.424100e+04
 4.000000e-04,-6.812921e-01, 6.210000e+02
 1.400000e-03,-4.641589e-01, 1.424800e+04
 8.000000e-04,-3.162278e-01, 5.848000e+03
 2.000000e-03,-2.154435e-01, 1.111600e+04
 5.000000e-03,-1.467799e-01, 1.478400e+04
 1.894000e-01,-1.000000e-01, 2.781300e+04
 1.000000e-03,-6.812921e-02, 8.609000e+03
 1.100000e-02,-4.641589e-02, 2.769600e+04
 5.298000e-01,-3.162278e-02, 3.730900e+04
 5.800000e-03,-2.154435e-02, 1.743200e+04
 6.000000e-03,-1.467799e-02, 1.912300e+04
 3.044000e-01,-1.000000e-02, 2.980500e+04
 2.540000e-02, 1.000000e-02, 2.047600e+04
 6.240000e-02, 1.467799e-02, 2.679700e+04
 9.880000e-02, 2.154435e-02, 3.648400e+04
 1.392000e-01, 3.162278e-02, 2.925500e+04
 2.788000e-01, 4.641589e-02, 3.261400e+04
 3.520000e-02, 6.812921e-02, 2.723900e+04
 3.400000e-03, 1.000000e-01, 1.386700e+04
 6.000000e-04, 1.467799e-01, 5.225000e+03
 7.400000e-03, 2.154435e-01, 1.792600e+04
 1.284000e-01, 3.162278e-01, 2.981500e+04
 5.000000e-03, 4.641589e-01, 1.551900e+04
 3.900000e-02, 6.812921e-01, 2.875900e+04
 1.700000e-02, 1.000000e+00, 1.898300e+04
 2.700000e-02, 1.467799e+00, 2.123200e+04
 3.540000e-02, 2.154435e+00, 1.756100e+04
 5.216000e-01, 3.162278e+00, 2.380200e+04
 2.324000e-01, 4.641589e+00, 1.505400e+04
 4.600000e-02, 6.812921e+00, 7.687000e+03
 3.800000e-03, 1.000000e+01, 2.847000e+03
 2.400000e-03, 1.467799e+01, 1.825000e+03
 8.000000e-04, 2.154435e+01, 4.990000e+02
 1.700000e-02, 3.162278e+01, 1.391000e+03
 2.660000e-02, 4.641589e+01, 1.027000e+03
 1.058000e-01, 6.812921e+01, 9.060000e+02
 2.800000e-03, 1.000000e+02, 2.530000e+02
 1.000000e-03,-1.000000e+02, 1.530000e+02
 2.000000e-03,-6.812921e+01, 3.360000e+02
 8.000000e-04,-4.641589e+01, 3.040000e+02
 2.998000e-01,-3.162278e+01, 2.470000e+03
 1.220000e-02,-2.154435e+01, 1.754000e+03
 4.000000e-04,-1.467799e+01, 3.880000e+02
 2.420000e-02,-1.000000e+01, 4.906000e+03
 3.600000e-03,-6.812921e+00, 3.580000e+03
 8.000000e-04,-4.641589e+00, 3.167000e+03
 1.644000e-01,-3.162278e+00, 1.572400e+04
 4.390000e-01,-2.154435e+00, 2.727300e+04
 3.600000e-02,-1.467799e+00, 2.348400e+04
 6.106000e-01,-1.000000e+00, 3.534300e+04
 6.200000e-03,-6.812921e-01, 1.792700e+04
 2.814000e-01,-4.641589e-01, 3.771400e+04
 3.120000e-02,-3.162278e-01, 1.812600e+04
 8.000000e-04,-2.154435e-01, 2.836000e+03
 3.194000e-01,-1.467799e-01, 3.443400e+04
 1.800000e-03,-1.000000e-01, 1.331200e+04
 2.600000e-03,-6.812921e-02, 1.210800e+04
 9.900000e-02,-4.641589e-02, 3.109600e+04
 4.624000e-01,-3.162278e-02, 4.020300e+04
 1.000000e-03,-2.154435e-02, 4.954000e+03
 1.044000e-01,-1.467799e-02, 2.849900e+04
 1.000000e-03,-1.000000e-02, 4.693000e+03
 2.000000e-03, 1.000000e-02, 5.969000e+03
 2.118000e-01, 1.467799e-02, 3.145100e+04
 1.240000e-02, 2.154435e-02, 1.727200e+04
 1.200000e-02, 3.162278e-02, 2.372200e+04
 1.500000e-02, 4.641589e-02, 1.890000e+04
 9.160000e-02, 6.812921e-02, 2.541500e+04
 7.900000e-02, 1.000000e-01, 2.569100e+04
 1.000000e-03, 1.467799e-01, 7.720000e+03
 4.760000e-02, 2.154435e-01, 3.114600e+04
 1.620000e-02, 3.162278e-01, 1.712100e+04
 2.960000e-02, 4.641589e-01, 1.934400e+04
 1.000000e-03, 6.812921e-01, 3.869000e+03
 2.696000e-01, 1.000000e+00, 3.042700e+04
 5.200000e-03, 1.467799e+00, 8.773000e+03
 1.200000e-03, 2.154435e+00, 6.205000e+03
 6.700000e-02, 3.162278e+00, 1.584800e+04
 4.288000e-01, 4.641589e+00, 1.543900e+04
 1.200000e-03, 6.812921e+00, 2.118000e+03
 1.102000e-01, 1.000000e+01, 6.521000e+03
 1.152000e-01, 1.467799e+01, 3.980000e+03
 2.320000e-02, 2.154435e+01, 2.123000e+03
 5.000000e-03, 3.162278e+01, 1.006000e+03
 7.800000e-03, 4.641589e+01, 7.660000e+02
 3.000000e-03, 6.812921e+01, 3.680000e+02
 2.720000e-02, 1.000000e+02, 4.980000e+02
 1.548000e-01,-1.000000e+02, 6.880000e+02
 1.020000e-01,-6.812921e+01, 8.960000e+02
 6.038000e-01,-4.641589e+01, 1.896000e+03
 2.702000e-01,-3.162278e+01, 2.401000e+03
 1.344000e-01,-2.154435e+01, 3.044000e+03
 7.260000e-02,-1.467799e+01, 4.279000e+03
 6.180000e-01,-1.000000e+01, 9.456000e+03
 1.560000e-02,-6.812921e+00, 5.817000e+03
 9.462000e-01,-4.641589e+00, 2.128600e+04
 3.480000e-02,-3.162278e+00, 1.266900e+04
 5.860000e-02,-2.154435e+00, 2.239600e+04
 5.800000e-03,-1.467799e+00, 1.084900e+04
 3.116000e-01,-1.000000e+00, 3.403200e+04
 6.000000e-04,-6.812921e-01, 3.961000e+03
 2.602000e-01,-4.641589e-01, 3.059500e+04
 1.842000e-01,-3.162278e-01, 2.866000e+04
 8.480000e-01,-2.154435e-01, 3.737200e+04
 1.200000e-03,-1.467799e-01, 4.683000e+03
 5.060000e-02,-1.000000e-01, 2.374800e+04
 3.360000e-02,-6.812921e-02, 2.476300e+04
 2.800000e-03,-4.641589e-02, 1.387200e+04
 1.000000e-03,-3.162278e-02, 1.161300e+04
 1.020000e-02,-2.154435e-02, 1.544000e+04
 6.800000e-02,-1.467799e-02, 2.761100e+04
 9.600000e-03,-1.000000e-02, 2.267600e+04
 1.140000e-02, 1.000000e-02, 1.944200e+04
 9.880000e-02, 1.467799e-02, 2.760400e+04
 1.400000e-03, 2.154435e-02, 9.234000e+03
 2.938000e-01, 3.162278e-02, 3.198400e+04
 3.742000e-01, 4.641589e-02, 3.178700e+04
 1.982000e-01, 6.812921e-02, 3.801800e+04
 6.070000e-01, 1.000000e-01, 3.765700e+04
 3.846000e-01, 1.467799e-01, 3.302100e+04
 2.792000e-01, 2.154435e-01, 3.226700e+04
 1.514000e-01, 3.162278e-01, 3.167400e+04
 4.000000e-04, 4.641589e-01, 4.092000e+03
 4.000000e-03, 6.812921e-01, 1.535500e+04
 1.350000e-01, 1.000000e+00, 2.881100e+04
 6.060000e-02, 1.467799e+00, 1.986900e+04
 6.000000e-03, 2.154435e+00, 1.203100e+04
 4.026000e-01, 3.162278e+00, 2.123400e+04
 6.000000e-04, 4.641589e+00, 1.888000e+03
 2.400000e-03, 6.812921e+00, 3.314000e+03
 1.000000e-03, 1.000000e+01, 1.402000e+03
 1.140000e-02, 1.467799e+01, 2.969000e+03
 3.938000e-01, 2.154435e+01, 3.756000e+03
 3.640000e-02, 3.162278e+01, 1.582000e+03
 1.280000e-02, 4.641589e+01, 8.400000e+02
 6.400000e-03, 6.812921e+01, 4.740000e+02
 3.012000e-01, 1.000000e+02, 7.550000e+02
 6.600000e-03,-1.000000e+02, 3.640000e+02
 4.086000e-01,-6.812921e+01, 1.199000e+03
 1.442000e-01,-4.641589e+01, 1.478000e+03
 4.200000e-03,-3.162278e+01, 8.510000e+02
 4.420000e-02,-2.154435e+01, 2.371000e+03
 4.080000e-02,-1.467799e+01, 3.539000e+03
 1.380000e-02,-1.000000e+01, 4.025000e+03
 7.800000e-03,-6.812921e+00, 4.946000e+03
 1.114000e-01,-4.641589e+00, 1.270300e+04
 9.080000e-02,-3.162278e+00, 1.778100e+04
 9.992000e-01,-2.154435e+00, 2.982700e+04
 3.200000e-02,-1.467799e+00, 1.885400e+04
 1.100000e-02,-1.000000e+00, 1.723300e+04
 1.600000e-03,-6.812921e-01, 6.654000e+03
 1.220000e-02,-4.641589e-01, 2.453900e+04
 4.772000e-01,-3.162278e-01, 3.653400e+04
 1.716000e-01,-2.154435e-01, 3.052100e+04
 8.340000e-02,-1.467799e-01, 2.726300e+04
 6.400000e-03,-1.000000e-01, 1.685100e+04
 1.200000e-03,-6.812921e-02, 5.289000e+03
 1.660000e-02,-4.641589e-02, 1.608700e+04
 1.080000e-01,-3.162278e-02, 2.706000e+04
 4.000000e-04,-2.154435e-02, 8.893000e+03
 8.754000e-01,-1.467799e-02, 3.592500e+04
 5.200000e-03,-1.000000e-02, 1.426300e+04
 3.706000e-01, 1.000000e-02, 3.296900e+04
 2.980000e-02, 1.467799e-02, 2.469200e+04
