Xl,gamma,al,exp.al
 8.575000e-03,-1.000000e+02, 6.720000e+02, 4.361491e+02
 1.232500e-02,-1.000000e+02, 3.790000e+02, 5.249740e+02
 6.550000e-03,-1.000000e+02, 1.950000e+02, 3.771131e+02
 9.750000e-03,-1.000000e+02, 3.980000e+02, 4.663706e+02
 7.500000e-03,-1.000000e+02, 3.910000e+02, 4.060568e+02
 1.135000e-02,-1.000000e+02, 2.120000e+02, 5.038608e+02
 7.375000e-03,-1.000000e+02, 4.150000e+02, 4.023841e+02
 1.305000e-02,-1.000000e+02, 1.114000e+03, 5.399375e+02
 5.900000e-03,-1.000000e+02, 5.780000e+02, 3.557926e+02
 5.200000e-03,-1.000000e+02, 1.990000e+02, 3.311977e+02
 1.855000e-02,-1.000000e+02, 2.600000e+02, 6.376802e+02
 6.200000e-03,-1.000000e+02, 2.830000e+02, 3.658006e+02
 9.925000e-03,-1.000000e+02, 1.970000e+02, 4.706630e+02
 1.145000e-02,-1.000000e+02, 8.030000e+02, 5.060821e+02
 8.375000e-03,-1.000000e+02, 3.580000e+02, 4.307412e+02
 1.202500e-02,-1.000000e+02, 3.580000e+02, 5.186037e+02
 1.382500e-02,-1.000000e+02, 3.050000e+02, 5.553046e+02
 5.575000e-03,-1.000000e+02, 2.100000e+02, 3.446009e+02
 6.325000e-03,-1.000000e+02, 1.290000e+02, 3.698843e+02
 1.345000e-02,-1.000000e+02, 6.240000e+02, 5.479465e+02
 7.200000e-03,-1.000000e+02, 8.410000e+02, 3.971762e+02
 7.725000e-03,-1.000000e+02, 7.000000e+01, 4.125718e+02
 5.900000e-03,-1.000000e+02, 5.900000e+01, 3.557926e+02
 5.150000e-03,-1.000000e+02, 9.100000e+01, 3.293684e+02
 1.597500e-02,-1.000000e+02, 9.010000e+02, 5.949637e+02
 7.975000e-03,-1.000000e+02, 1.102000e+03, 4.196713e+02
 5.400000e-03,-1.000000e+02, 3.130000e+02, 3.384141e+02
 6.525000e-03,-1.000000e+02, 1.030000e+03, 3.763174e+02
 6.775000e-03,-1.000000e+02, 3.680000e+02, 3.841916e+02
 6.700000e-03,-1.000000e+02, 1.624000e+03, 3.818484e+02
 1.147500e-02,-1.000000e+02, 1.100000e+03, 5.066353e+02
 5.775000e-03,-1.000000e+02, 2.660000e+02, 3.515326e+02
 9.925000e-03,-1.000000e+02, 1.894000e+03, 4.706630e+02
 9.725000e-03,-1.000000e+02, 2.320000e+02, 4.657532e+02
 1.815000e-02,-1.000000e+02, 1.760000e+02, 6.313420e+02
 5.700000e-03,-1.000000e+02, 1.373000e+03, 3.489502e+02
 6.175000e-03,-1.000000e+02, 5.400000e+01, 3.649779e+02
 8.150000e-03,-1.000000e+02, 1.380000e+02, 4.245571e+02
 1.007500e-02,-1.000000e+02, 2.530000e+02, 4.743023e+02
 8.300000e-03,-1.000000e+02, 1.530000e+02, 4.286918e+02
 7.350000e-03,-1.000000e+02, 2.570000e+02, 4.016449e+02
 5.750000e-03,-1.000000e+02, 5.560000e+02, 3.506740e+02
 5.425000e-03,-1.000000e+02, 1.500000e+02, 3.393051e+02
 7.700000e-03,-1.000000e+02, 9.200000e+01, 4.118539e+02
 7.975000e-03,-1.000000e+02, 2.200000e+02, 4.196713e+02
 6.600000e-03,-1.000000e+02, 1.751000e+03, 3.786988e+02
 6.175000e-03,-1.000000e+02, 1.360000e+02, 3.649779e+02
 7.250000e-03,-1.000000e+02, 4.020000e+02, 3.986722e+02
 9.025000e-03,-1.000000e+02, 9.010000e+02, 4.480253e+02
 5.500000e-03,-1.000000e+02, 1.590000e+02, 3.419637e+02
 8.050000e-03,-1.000000e+02, 8.290000e+02, 4.217735e+02
 1.855000e-02,-1.000000e+02, 3.070000e+02, 6.376802e+02
 5.675000e-03,-1.000000e+02, 9.200000e+01, 3.480849e+02
 6.575000e-03,-1.000000e+02, 4.550000e+02, 3.779069e+02
 1.225000e-02,-1.000000e+02, 2.510000e+02, 5.233915e+02
 5.850000e-03,-1.000000e+02, 4.367000e+03, 3.540951e+02
 6.200000e-03,-1.000000e+02, 1.770000e+02, 3.658006e+02
 1.567500e-02,-1.000000e+02, 6.520000e+02, 5.896687e+02
 5.250000e-03,-1.000000e+02, 1.390000e+02, 3.330168e+02
 5.550000e-03,-1.000000e+02, 8.500000e+01, 3.437242e+02
 1.047500e-02,-1.000000e+02, 1.148000e+03, 4.838337e+02
 8.125000e-03,-1.000000e+02, 1.807000e+03, 4.238632e+02
 9.625000e-03,-1.000000e+02, 3.130000e+02, 4.632733e+02
 5.900000e-03,-1.000000e+02, 3.880000e+02, 3.557926e+02
 5.475000e-03,-1.000000e+02, 3.280000e+02, 3.410799e+02
 9.025000e-03,-1.000000e+02, 4.210000e+02, 4.480253e+02
 1.250000e-02,-1.000000e+02, 2.610000e+02, 5.286406e+02
 7.650000e-03,-1.000000e+02, 1.680000e+02, 4.104136e+02
 6.325000e-03,-1.000000e+02, 1.070000e+02, 3.698843e+02
 8.700000e-03,-1.000000e+02, 1.070000e+02, 4.394878e+02
 5.575000e-03,-1.000000e+02, 3.330000e+02, 3.446009e+02
 1.090000e-02,-1.000000e+02, 1.171000e+03, 4.936969e+02
 5.050000e-03,-1.000000e+02, 1.319000e+03, 3.256786e+02
 9.150000e-03,-1.000000e+02, 1.360000e+02, 4.512556e+02
 1.207500e-02,-1.000000e+02, 7.050000e+02, 5.196730e+02
 5.300000e-03,-1.000000e+02, 1.980000e+02, 3.348258e+02
 1.417500e-02,-1.000000e+02, 4.170000e+02, 5.620463e+02
 5.675000e-03,-1.000000e+02, 1.620000e+02, 3.480849e+02
 6.800000e-03,-1.000000e+02, 7.400000e+01, 3.849691e+02
 7.950000e-03,-1.000000e+02, 4.150000e+02, 4.189678e+02
 6.350000e-03,-1.000000e+02, 4.870000e+02, 3.706951e+02
 8.375000e-03,-1.000000e+02, 1.300000e+02, 4.307412e+02
 7.725000e-03,-1.000000e+02, 9.670000e+02, 4.125718e+02
 7.725000e-03,-1.000000e+02, 6.200000e+01, 4.125718e+02
 1.175000e-02,-1.000000e+02, 2.070000e+02, 5.126675e+02
 5.200000e-03,-1.000000e+02, 1.233000e+03, 3.311977e+02
 9.525000e-03,-1.000000e+02, 6.250000e+02, 4.607762e+02
 1.175000e-02,-1.000000e+02, 2.570000e+02, 5.126675e+02
 7.350000e-03,-1.000000e+02, 1.060000e+02, 4.016449e+02
 8.350000e-03,-1.000000e+02, 6.800000e+01, 4.300594e+02
 5.425000e-03,-1.000000e+02, 2.640000e+02, 3.393051e+02
 5.300000e-03,-1.000000e+02, 3.530000e+02, 3.348258e+02
 5.800000e-03,-1.000000e+02, 8.600000e+01, 3.523890e+02
 1.192500e-02,-1.000000e+02, 7.260000e+02, 5.164560e+02
 5.775000e-03,-1.000000e+02, 1.400000e+02, 3.515326e+02
 9.225000e-03,-1.000000e+02, 1.350000e+02, 4.531799e+02
 5.300000e-03,-1.000000e+02, 1.630000e+02, 3.348258e+02
 1.392500e-02,-1.000000e+02, 1.237000e+03, 5.572430e+02
 7.175000e-03,-1.000000e+02, 1.460000e+02, 3.964258e+02
 1.142500e-02,-1.000000e+02, 2.080000e+02, 5.055280e+02
 8.550000e-03,-1.000000e+02, 1.380000e+02, 4.354776e+02
 5.150000e-03,-1.000000e+02, 8.600000e+01, 3.293684e+02
 7.125000e-03,-1.000000e+02, 4.650000e+02, 3.949201e+02
 2.242500e-02,-1.000000e+02, 7.630000e+02, 6.943594e+02
 7.025000e-03,-1.000000e+02, 1.570000e+02, 3.918887e+02
 8.750000e-03,-1.000000e+02, 1.014000e+03, 4.408146e+02
 9.425000e-03,-1.000000e+02, 1.880000e+02, 4.582618e+02
 8.050000e-03,-1.000000e+02, 2.350000e+02, 4.217735e+02
 8.200000e-03,-1.000000e+02, 2.050000e+02, 4.259407e+02
 1.120000e-02,-1.000000e+02, 5.360000e+02, 5.005037e+02
 1.260000e-02,-1.000000e+02, 3.880000e+02, 5.307200e+02
 1.992500e-02,-1.000000e+02, 1.610000e+02, 6.587251e+02
 6.250000e-03,-1.000000e+02, 5.700000e+02, 3.674400e+02
 7.150000e-03,-1.000000e+02, 2.580000e+02, 3.956737e+02
 5.075000e-03,-1.000000e+02, 3.880000e+02, 3.266049e+02
 8.750000e-03,-1.000000e+02, 2.960000e+02, 4.408146e+02
 1.312500e-02,-1.000000e+02, 5.820000e+02, 5.414521e+02
 1.340000e-02,-1.000000e+02, 3.020000e+02, 5.469546e+02
 8.425000e-03,-1.000000e+02, 3.180000e+02, 4.321009e+02
 5.725000e-03,-1.000000e+02, 7.500000e+01, 3.498132e+02
 5.125000e-03,-1.000000e+02, 1.250000e+02, 3.284498e+02
 1.085000e-02,-1.000000e+02, 1.130000e+02, 4.925501e+02
 7.700000e-03,-1.000000e+02, 4.090000e+02, 4.118539e+02
 9.275000e-03,-1.000000e+02, 2.620000e+02, 4.544571e+02
 6.675000e-03,-1.000000e+02, 8.780000e+02, 3.810637e+02
 1.155000e-02,-1.000000e+02, 8.640000e+02, 5.082902e+02
 7.475000e-03,-1.000000e+02, 9.700000e+02, 4.053254e+02
 7.400000e-03,-1.000000e+02, 8.200000e+01, 4.031218e+02
 7.100000e-03,-1.000000e+02, 1.158000e+03, 3.941647e+02
 8.450000e-03,-1.000000e+02, 7.780000e+02, 4.327788e+02
 1.192500e-02,-1.000000e+02, 3.400000e+02, 5.164560e+02
 5.875000e-03,-1.000000e+02, 4.590000e+02, 3.549449e+02
 6.075000e-03,-1.000000e+02, 2.020000e+02, 3.616668e+02
 7.975000e-03,-1.000000e+02, 1.030000e+02, 4.196713e+02
 5.275000e-03,-1.000000e+02, 6.000000e+01, 3.339225e+02
 7.150000e-03,-1.000000e+02, 1.034000e+03, 3.956737e+02
 1.000000e-02,-1.000000e+02, 2.960000e+02, 4.724872e+02
 5.625000e-03,-1.000000e+02, 1.600000e+02, 3.463475e+02
 1.055000e-02,-1.000000e+02, 1.260000e+03, 4.855936e+02
 6.150000e-03,-1.000000e+02, 8.900000e+02, 3.641532e+02
 6.300000e-03,-1.000000e+02, 1.130000e+02, 3.690715e+02
 5.400000e-03,-1.000000e+02, 4.680000e+02, 3.384141e+02
 8.275000e-03,-1.000000e+02, 1.766000e+03, 4.280060e+02
 5.900000e-03,-1.000000e+02, 2.340000e+02, 3.557926e+02
 8.475000e-03,-1.000000e+02, 2.870000e+02, 4.334554e+02
 8.375000e-03,-1.000000e+02, 3.370000e+02, 4.307412e+02
 8.100000e-03,-1.000000e+02, 1.950000e+02, 4.231680e+02
 8.625000e-03,-1.000000e+02, 4.000000e+02, 4.374883e+02
 5.600000e-03,-1.000000e+02, 1.028000e+03, 3.454754e+02
 7.675000e-03,-1.000000e+02, 3.340000e+02, 4.111345e+02
 5.700000e-03,-1.000000e+02, 1.020000e+02, 3.489502e+02
 9.500000e-03,-1.000000e+02, 4.660000e+02, 4.601493e+02
 6.225000e-03,-1.000000e+02, 1.740000e+02, 3.666213e+02
 9.550000e-03,-1.000000e+02, 2.660000e+02, 4.614021e+02
 1.102500e-02,-1.000000e+02, 8.770000e+02, 4.965483e+02
 1.077500e-02,-1.000000e+02, 1.820000e+02, 4.908233e+02
 1.000000e-02,-1.000000e+02, 4.030000e+02, 4.724872e+02
 1.257500e-02,-1.000000e+02, 6.330000e+02, 5.302012e+02
 6.475000e-03,-1.000000e+02, 1.470000e+02, 3.747206e+02
 5.300000e-03,-1.000000e+02, 6.660000e+02, 3.348258e+02
 5.600000e-03,-1.000000e+02, 3.730000e+02, 3.454754e+02
 5.825000e-03,-1.000000e+02, 1.060000e+02, 3.532431e+02
 1.267500e-02,-1.000000e+02, 1.885000e+03, 5.322719e+02
 9.675000e-03,-1.000000e+02, 2.940000e+02, 4.645154e+02
 7.700000e-03,-1.000000e+02, 8.420000e+02, 4.118539e+02
 5.325000e-03,-1.000000e+02, 4.700000e+01, 3.357266e+02
 5.575000e-03,-1.000000e+02, 3.770000e+02, 3.446009e+02
 2.187500e-02,-1.000000e+02, 2.080000e+02, 6.867865e+02
 1.112500e-02,-1.000000e+02, 4.870000e+02, 4.988137e+02
 6.300000e-03,-1.000000e+02, 2.100000e+02, 3.690715e+02
 6.975000e-03,-1.000000e+02, 9.200000e+01, 3.903630e+02
 7.375000e-03,-1.000000e+02, 2.210000e+02, 4.023841e+02
 8.275000e-03,-1.000000e+02, 3.650000e+02, 4.280060e+02
 7.650000e-03,-1.000000e+02, 1.580000e+02, 4.104136e+02
 5.475000e-03,-1.000000e+02, 8.890000e+02, 3.410799e+02
 6.725000e-03,-1.000000e+02, 9.480000e+02, 3.826312e+02
 7.800000e-03,-1.000000e+02, 1.140000e+02, 4.147167e+02
 7.225000e-03,-1.000000e+02, 1.150000e+02, 3.979250e+02
 6.750000e-03,-1.000000e+02, 3.160000e+02, 3.834123e+02
 5.325000e-03,-1.000000e+02, 2.270000e+02, 3.357266e+02
 6.900000e-03,-1.000000e+02, 6.620000e+02, 3.880617e+02
 5.375000e-03,-1.000000e+02, 2.530000e+02, 3.375207e+02
 7.625000e-03,-1.000000e+02, 6.430000e+02, 4.096912e+02
 1.582500e-02,-1.000000e+02, 2.800000e+02, 5.923252e+02
 9.600000e-03,-1.000000e+02, 2.280000e+02, 4.626506e+02
 6.675000e-03,-1.000000e+02, 4.250000e+02, 3.810637e+02
 5.575000e-03,-1.000000e+02, 7.500000e+02, 3.446009e+02
 5.925000e-03,-1.000000e+02, 2.550000e+02, 3.566381e+02
 7.625000e-03,-1.000000e+02, 3.900000e+01, 4.096912e+02
 8.950000e-03,-1.000000e+02, 3.560000e+02, 4.460731e+02
 1.462500e-02,-1.000000e+02, 5.850000e+02, 5.705433e+02
 5.450000e-03,-1.000000e+02, 8.400000e+01, 3.401937e+02
 6.050000e-03,-1.000000e+02, 3.080000e+02, 3.608339e+02
 5.725000e-03,-1.000000e+02, 6.000000e+01, 3.498132e+02
 7.625000e-03,-1.000000e+02, 3.250000e+02, 4.096912e+02
 1.627500e-02,-1.000000e+02, 1.420000e+02, 6.001874e+02
 6.725000e-03,-1.000000e+02, 3.450000e+02, 3.826312e+02
 1.212500e-02,-1.000000e+02, 3.100000e+02, 5.207392e+02
 9.325000e-03,-1.000000e+02, 7.580000e+02, 4.557298e+02
 8.025000e-03,-1.000000e+02, 2.760000e+02, 4.210741e+02
 1.195000e-02,-1.000000e+02, 3.660000e+02, 5.169941e+02
 9.375000e-03,-1.000000e+02, 4.010000e+02, 4.569980e+02
 8.625000e-03,-1.000000e+02, 4.460000e+02, 4.374883e+02
 6.650000e-03,-1.000000e+02, 2.720000e+02, 3.802772e+02
 8.400000e-03,-1.000000e+02, 7.300000e+01, 4.314217e+02
 9.450000e-03,-1.000000e+02, 4.300000e+02, 4.588921e+02
 6.250000e-03,-1.000000e+02, 4.810000e+02, 3.674400e+02
 8.300000e-03,-1.000000e+02, 3.340000e+02, 4.286918e+02
 8.600000e-03,-1.000000e+02, 1.550000e+02, 4.368194e+02
 6.950000e-03,-1.000000e+02, 5.320000e+02, 3.895976e+02
 9.250000e-03,-1.000000e+02, 2.460000e+02, 4.538191e+02
 8.350000e-03,-1.000000e+02, 1.120000e+02, 4.300594e+02
 5.475000e-03,-1.000000e+02, 9.620000e+02, 3.410799e+02
 5.850000e-03,-1.000000e+02, 3.200000e+02, 3.540951e+02
 1.075000e-02,-1.000000e+02, 4.890000e+02, 4.902458e+02
 5.150000e-03,-1.000000e+02, 5.130000e+02, 3.293684e+02
 1.057500e-02,-1.000000e+02, 9.980000e+02, 4.861784e+02
 8.750000e-03,-1.000000e+02, 2.060000e+02, 4.408146e+02
 6.625000e-03,-1.000000e+02, 7.140000e+02, 3.794889e+02
 6.325000e-03,-1.000000e+02, 6.290000e+02, 3.698843e+02
 8.750000e-03,-1.000000e+02, 2.850000e+02, 4.408146e+02
 1.030000e-02,-1.000000e+02, 2.350000e+02, 4.796942e+02
 2.255000e-02,-1.000000e+02, 4.390000e+02, 6.960608e+02
 7.950000e-03,-1.000000e+02, 2.380000e+02, 4.189678e+02
 5.950000e-03,-1.000000e+02, 1.880000e+02, 3.574815e+02
 7.675000e-03,-1.000000e+02, 1.630000e+02, 4.111345e+02
 1.390000e-02,-1.000000e+02, 2.202000e+03, 5.567593e+02
 5.225000e-03,-1.000000e+02, 4.570000e+02, 3.321085e+02
 5.550000e-03,-1.000000e+02, 1.006000e+03, 3.437242e+02
 1.015000e-02,-1.000000e+02, 2.430000e+02, 4.761085e+02
 7.175000e-03,-1.000000e+02, 1.630000e+02, 3.964258e+02
 5.600000e-03,-1.000000e+02, 9.400000e+01, 3.454754e+02
 1.902500e-02,-1.000000e+02, 3.370000e+02, 6.450772e+02
 5.700000e-03,-1.000000e+02, 3.330000e+02, 3.489502e+02
 6.775000e-03,-1.000000e+02, 2.980000e+02, 3.841916e+02
 5.125000e-03,-1.000000e+02, 1.220000e+02, 3.284498e+02
 1.500000e-02,-1.000000e+02, 5.610000e+02, 5.774832e+02
 6.800000e-03,-1.000000e+02, 2.460000e+02, 3.849691e+02
 5.200000e-03,-1.000000e+02, 2.900000e+02, 3.311977e+02
 1.215000e-02,-1.000000e+02, 5.130000e+02, 5.212712e+02
 5.125000e-03,-1.000000e+02, 1.390000e+02, 3.284498e+02
 5.800000e-03,-1.000000e+02, 1.210000e+02, 3.523890e+02
 1.165000e-02,-1.000000e+02, 3.240000e+02, 5.104853e+02
 9.350000e-03,-1.000000e+02, 5.110000e+02, 4.563645e+02
 7.325000e-03,-1.000000e+02, 3.990000e+02, 4.009041e+02
 5.875000e-03,-1.000000e+02, 1.000000e+02, 3.549449e+02
 7.475000e-03,-1.000000e+02, 4.480000e+02, 4.053254e+02
 5.800000e-03,-1.000000e+02, 1.220000e+02, 3.523890e+02
 7.375000e-03,-1.000000e+02, 4.440000e+02, 4.023841e+02
 7.000000e-03,-1.000000e+02, 2.380000e+02, 3.911267e+02
 1.687500e-02,-1.000000e+02, 4.330000e+02, 6.104292e+02
 6.150000e-03,-1.000000e+02, 3.680000e+02, 3.641532e+02
 5.750000e-03,-1.000000e+02, 4.500000e+02, 3.506740e+02
 7.225000e-03,-1.000000e+02, 1.330000e+02, 3.979250e+02
 9.925000e-03,-1.000000e+02, 1.700000e+02, 4.706630e+02
 1.047500e-02,-1.000000e+02, 2.370000e+02, 4.838337e+02
 5.175000e-03,-1.000000e+02, 1.960000e+02, 3.302843e+02
 5.350000e-03,-1.000000e+02, 6.800000e+01, 3.366249e+02
 5.400000e-03,-1.000000e+02, 1.640000e+02, 3.384141e+02
 1.527500e-02,-1.000000e+02, 4.140000e+02, 5.824942e+02
 2.175000e-02,-1.000000e+02, 7.270000e+02, 6.850454e+02
 1.212500e-02,-1.000000e+02, 2.790000e+02, 5.207392e+02
 8.775000e-03,-1.000000e+02, 6.020000e+02, 4.414762e+02
 7.325000e-03,-1.000000e+02, 6.880000e+02, 4.009041e+02
 1.540000e-02,-1.000000e+02, 3.900000e+02, 5.847505e+02
 6.525000e-03,-1.000000e+02, 1.400000e+02, 3.763174e+02
 7.500000e-03,-1.000000e+02, 3.240000e+02, 4.060568e+02
 6.450000e-03,-1.000000e+02, 6.560000e+02, 3.739193e+02
 1.177500e-02,-1.000000e+02, 3.170000e+02, 5.132111e+02
 1.027500e-02,-1.000000e+02, 1.690000e+02, 4.790991e+02
 1.512500e-02,-1.000000e+02, 9.280000e+02, 5.797690e+02
 1.605000e-02,-1.000000e+02, 2.320000e+02, 5.962762e+02
 6.500000e-03,-1.000000e+02, 2.240000e+02, 3.755199e+02
 9.650000e-03,-1.000000e+02, 2.630000e+02, 4.638949e+02
 5.800000e-03,-1.000000e+02, 4.190000e+02, 3.523890e+02
 1.042500e-02,-1.000000e+02, 6.770000e+02, 4.826558e+02
 9.275000e-03,-1.000000e+02, 4.370000e+02, 4.544571e+02
 7.075000e-03,-1.000000e+02, 5.170000e+02, 3.934077e+02
 7.825000e-03,-1.000000e+02, 3.910000e+02, 4.154288e+02
 6.800000e-03,-1.000000e+02, 2.040000e+02, 3.849691e+02
 9.800000e-03,-1.000000e+02, 3.120000e+02, 4.676022e+02
 5.525000e-03,-1.000000e+02, 3.410000e+02, 3.428451e+02
 6.150000e-03,-1.000000e+02, 1.168000e+03, 3.641532e+02
 1.005000e-02,-1.000000e+02, 3.120000e+02, 4.736983e+02
 5.575000e-03,-1.000000e+02, 7.330000e+02, 3.446009e+02
 8.325000e-03,-1.000000e+02, 3.230000e+02, 4.293762e+02
 1.305000e-02,-1.000000e+02, 2.230000e+02, 5.399375e+02
 5.175000e-03,-1.000000e+02, 6.210000e+02, 3.302843e+02
 5.700000e-03,-1.000000e+02, 2.560000e+02, 3.489502e+02
 1.067500e-02,-1.000000e+02, 3.590000e+02, 4.885081e+02
 5.225000e-03,-1.000000e+02, 4.400000e+01, 3.321085e+02
 7.750000e-03,-1.000000e+02, 5.290000e+02, 4.132882e+02
 9.525000e-03,-1.000000e+02, 3.680000e+02, 4.607762e+02
 1.357500e-02,-1.000000e+02, 5.690000e+02, 5.504150e+02
 6.775000e-03,-1.000000e+02, 7.410000e+02, 3.841916e+02
 5.500000e-03,-1.000000e+02, 2.560000e+02, 3.419637e+02
 9.625000e-03,-1.000000e+02, 2.290000e+02, 4.632733e+02
 6.175000e-03,-1.000000e+02, 2.840000e+02, 3.649779e+02
 6.700000e-03,-1.000000e+02, 2.520000e+02, 3.818484e+02
 1.205000e-02,-1.000000e+02, 6.540000e+02, 5.191387e+02
 2.210000e-02,-1.000000e+02, 1.050000e+03, 6.899017e+02
 8.975000e-03,-1.000000e+02, 2.940000e+02, 4.467250e+02
 1.700000e-02,-1.000000e+02, 1.580000e+03, 6.125295e+02
 1.080000e-02,-1.000000e+02, 4.740000e+02, 4.913998e+02
 5.250000e-03,-1.000000e+02, 4.800000e+01, 3.330168e+02
 5.075000e-03,-1.000000e+02, 8.900000e+01, 3.266049e+02
 2.022500e-02,-1.000000e+02, 1.253000e+03, 6.631724e+02
 1.307500e-02,-1.000000e+02, 8.940000e+02, 5.404430e+02
 1.205000e-02,-1.000000e+02, 2.210000e+02, 5.191387e+02
 9.825000e-03,-1.000000e+02, 1.930000e+02, 4.682164e+02
 7.025000e-03,-1.000000e+02, 4.090000e+02, 3.918887e+02
 5.225000e-03,-1.000000e+02, 1.510000e+02, 3.321085e+02
 7.225000e-03,-1.000000e+02, 1.150000e+02, 3.979250e+02
 6.975000e-03,-1.000000e+02, 5.160000e+02, 3.903630e+02
 1.575000e-02,-1.000000e+02, 4.810000e+02, 5.909992e+02
 7.600000e-03,-1.000000e+02, 2.200000e+02, 4.089674e+02
 6.050000e-03,-1.000000e+02, 1.690000e+02, 3.608339e+02
 5.250000e-03,-1.000000e+02, 2.930000e+02, 3.330168e+02
 5.925000e-03,-1.000000e+02, 8.970000e+02, 3.566381e+02
 1.240000e-02,-1.000000e+02, 2.170000e+02, 5.265498e+02
 8.425000e-03,-1.000000e+02, 4.030000e+02, 4.321009e+02
 8.050000e-03,-1.000000e+02, 6.970000e+02, 4.217735e+02
 6.450000e-03,-1.000000e+02, 6.300000e+02, 3.739193e+02
 1.137500e-02,-1.000000e+02, 2.370000e+02, 5.044173e+02
 8.050000e-03,-1.000000e+02, 2.120000e+02, 4.217735e+02
 5.600000e-03,-1.000000e+02, 6.740000e+02, 3.454754e+02
 6.100000e-03,-1.000000e+02, 1.520000e+02, 3.624976e+02
 7.825000e-03,-1.000000e+02, 2.250000e+02, 4.154288e+02
 7.025000e-03,-1.000000e+02, 3.410000e+02, 3.918887e+02
 9.375000e-03,-1.000000e+02, 2.890000e+02, 4.569980e+02
 1.905000e-02,-1.000000e+02, 1.310000e+03, 6.454627e+02
 5.500000e-03,-1.000000e+02, 1.650000e+02, 3.419637e+02
 6.650000e-03,-1.000000e+02, 7.330000e+02, 3.802772e+02
 5.350000e-03,-1.000000e+02, 1.600000e+02, 3.366249e+02
 8.725000e-03,-1.000000e+02, 2.690000e+02, 4.401518e+02
 9.575000e-03,-1.000000e+02, 3.850000e+02, 4.620269e+02
 8.875000e-03,-1.000000e+02, 2.230000e+02, 4.441102e+02
 5.850000e-03,-1.000000e+02, 5.300000e+01, 3.540951e+02
 5.875000e-03,-1.000000e+02, 4.460000e+02, 3.549449e+02
 5.100000e-03,-1.000000e+02, 1.231000e+03, 3.275287e+02
 7.150000e-03,-1.000000e+02, 7.620000e+02, 3.956737e+02
 8.550000e-03,-1.000000e+02, 1.240000e+02, 4.354776e+02
 7.625000e-03,-1.000000e+02, 4.400000e+01, 4.096912e+02
 9.175000e-03,-1.000000e+02, 1.960000e+02, 4.518982e+02
 8.350000e-03,-1.000000e+02, 1.940000e+02, 4.300594e+02
 5.400000e-03,-1.000000e+02, 1.550000e+02, 3.384141e+02
 6.575000e-03,-1.000000e+02, 1.810000e+02, 3.779069e+02
 8.450000e-03,-1.000000e+02, 3.290000e+02, 4.327788e+02
 1.025000e-02,-1.000000e+02, 1.300000e+02, 4.785029e+02
 6.525000e-03,-1.000000e+02, 1.630000e+02, 3.763174e+02
 8.350000e-03,-1.000000e+02, 3.070000e+02, 4.300594e+02
 5.575000e-03,-1.000000e+02, 3.050000e+02, 3.446009e+02
 7.825000e-03,-1.000000e+02, 2.570000e+02, 4.154288e+02
 9.750000e-03,-1.000000e+02, 5.080000e+02, 4.663706e+02
 5.075000e-03,-1.000000e+02, 1.920000e+02, 3.266049e+02
 7.625000e-03,-1.000000e+02, 2.530000e+02, 4.096912e+02
 7.125000e-03,-1.000000e+02, 2.790000e+02, 3.949201e+02
 5.400000e-03,-1.000000e+02, 2.010000e+02, 3.384141e+02
 8.725000e-03,-1.000000e+02, 1.090000e+02, 4.401518e+02
 1.375000e-02,-1.000000e+02, 1.630000e+02, 5.538443e+02
 8.925000e-03,-1.000000e+02, 2.000000e+02, 4.454200e+02
 7.525000e-03,-1.000000e+02, 5.210000e+02, 4.067867e+02
 5.700000e-03,-1.000000e+02, 5.420000e+02, 3.489502e+02
 5.600000e-03,-1.000000e+02, 3.360000e+02, 3.454754e+02
 1.072500e-02,-1.000000e+02, 1.800000e+02, 4.896675e+02
 8.025000e-03,-1.000000e+02, 4.740000e+02, 4.210741e+02
 5.825000e-03,-1.000000e+02, 1.280000e+02, 3.532431e+02
 6.800000e-03,-1.000000e+02, 1.330000e+02, 3.849691e+02
 5.725000e-03,-1.000000e+02, 5.050000e+02, 3.498132e+02
 1.132500e-02,-1.000000e+02, 8.970000e+02, 5.033034e+02
 6.425000e-03,-1.000000e+02, 2.340000e+02, 3.731161e+02
 6.925000e-03,-1.000000e+02, 4.180000e+02, 3.888305e+02
 8.450000e-03,-1.000000e+02, 7.900000e+01, 4.327788e+02
 7.825000e-03,-1.000000e+02, 2.100000e+02, 4.154288e+02
 6.200000e-03,-1.000000e+02, 1.410000e+02, 3.658006e+02
 6.550000e-03,-1.000000e+02, 6.000000e+01, 3.771131e+02
 5.750000e-03,-1.000000e+02, 2.120000e+02, 3.506740e+02
 8.525000e-03,-1.000000e+02, 1.190000e+02, 4.348048e+02
 5.250000e-03,-1.000000e+02, 3.200000e+01, 3.330168e+02
 6.325000e-03,-1.000000e+02, 2.380000e+02, 3.698843e+02
 7.150000e-03,-1.000000e+02, 6.900000e+01, 3.956737e+02
 6.600000e-03,-1.000000e+02, 1.880000e+02, 3.786988e+02
 1.470000e-02,-1.000000e+02, 1.033000e+03, 5.719413e+02
 5.225000e-03,-1.000000e+02, 6.300000e+01, 3.321085e+02
 1.675000e-02,-1.000000e+02, 1.940000e+02, 6.083175e+02
 9.750000e-03,-1.000000e+02, 6.670000e+02, 4.663706e+02
 5.075000e-03,-1.000000e+02, 2.600000e+02, 3.266049e+02
 8.350000e-03,-1.000000e+02, 4.270000e+02, 4.300594e+02
