Xl,gamma,al,exp.al,all.age
 3.400000e-03,-1.000000e+01, 1.100000e+01, 1.346979e+02, 3.900000e+01
 1.280000e-02,-1.000000e+01, 5.500000e+02, 3.563722e+02, 8.100000e+01
 1.000000e-04,-1.000000e+01, 1.000000e+00, 6.447298e+00, 0.000000e+00
 4.230000e-02,-1.000000e+01, 7.440000e+02, 7.803115e+02, 1.860000e+02
 1.300000e-02,-1.000000e+01, 1.160000e+02, 3.602317e+02, 2.600000e+02
 1.000000e-04,-1.000000e+01, 1.000000e+00, 6.447298e+00, 0.000000e+00
 4.000000e-04,-1.000000e+01, 6.700000e+01, 2.327945e+01, 6.000000e+00
 7.000000e-04,-1.000000e+01, 2.900000e+01, 3.762591e+01, 1.400000e+01
 1.200000e-03,-1.000000e+01, 9.000000e+00, 5.888689e+01, 6.300000e+01
 5.600000e-03,-1.000000e+01, 8.700000e+01, 1.965083e+02, 3.300000e+01
 8.000000e-04,-1.000000e+01, 4.000000e+00, 4.209504e+01, 4.000000e+00
 8.000000e-04,-1.000000e+01, 2.000000e+00, 4.209504e+01, 1.600000e+02
 2.000000e-04,-1.000000e+01, 1.000000e+00, 1.251457e+01, 0.000000e+00
 1.000000e-04,-1.000000e+01, 1.000000e+00, 6.447298e+00, 0.000000e+00
 8.300000e-03,-1.000000e+01, 5.200000e+01, 2.621814e+02, 1.980000e+02
 7.800000e-03,-1.000000e+01, 4.040000e+02, 2.506591e+02, 2.700000e+01
 1.000000e-04,-1.000000e+01, 1.000000e+00, 6.447298e+00, 0.000000e+00
 3.000000e-04,-1.000000e+01, 7.000000e+00, 1.806427e+01, 1.000000e+00
 2.620000e-02,-1.000000e+01, 1.730000e+02, 5.766716e+02, 1.620000e+02
 1.900000e-03,-1.000000e+01, 2.500000e+01, 8.536649e+01, 2.800000e+01
 1.200000e-03,-1.000000e+01, 5.300000e+01, 5.888689e+01, 2.900000e+01
 1.000000e-02,-1.000000e+01, 5.900000e+02, 2.996021e+02, 1.400000e+01
 1.600000e-03,-1.000000e+01, 1.700000e+01, 7.438237e+01, 5.000000e+01
 1.200000e-03,-1.000000e+01, 1.100000e+01, 5.888689e+01, 2.000000e+00
 2.000000e-04,-1.000000e+01, 1.000000e+00, 1.251457e+01, 0.000000e+00
 1.000000e-04,-1.000000e+01, 1.000000e+00, 6.447298e+00, 0.000000e+00
 5.400000e-03,-1.000000e+01, 4.300000e+01, 1.912577e+02, 2.330000e+02
 5.900000e-03,-1.000000e+01, 9.000000e+00, 2.042697e+02, 2.920000e+02
 1.370000e-02,-1.000000e+01, 5.290000e+02, 3.735576e+02, 1.730000e+02
 2.000000e-03,-1.000000e+01, 8.000000e+00, 8.892556e+01, 1.500000e+01
 4.000000e-04,-1.000000e+01, 1.000000e+00, 2.327945e+01, 1.000000e+00
 3.500000e-03,-1.000000e+01, 1.140000e+02, 1.377339e+02, 4.000000e+00
 9.000000e-04,-1.000000e+01, 3.000000e+00, 4.644316e+01, 6.000000e+00
 3.000000e-04,-1.000000e+01, 6.000000e+00, 1.806427e+01, 2.100000e+01
 1.200000e-03,-1.000000e+01, 8.800000e+01, 5.888689e+01, 2.000000e+00
 2.010000e-02,-1.000000e+01, 1.844000e+03, 4.845228e+02, 6.130000e+02
 4.000000e-04,-1.000000e+01, 6.000000e+00, 2.327945e+01, 4.000000e+00
 2.370000e-02,-1.000000e+01, 2.354000e+03, 5.402091e+02, 2.449000e+03
 1.940000e-02,-1.000000e+01, 4.500000e+01, 4.732005e+02, 8.200000e+01
 1.080000e-02,-1.000000e+01, 3.900000e+01, 3.163832e+02, 3.150000e+02
 6.500000e-03,-1.000000e+01, 7.900000e+01, 2.194084e+02, 6.800000e+01
 1.500000e-03,-1.000000e+01, 1.400000e+01, 7.060791e+01, 2.000000e+01
 3.300000e-03,-1.000000e+01, 1.500000e+01, 1.316354e+02, 5.400000e+01
 2.360000e-02,-1.000000e+01, 4.230000e+02, 5.387153e+02, 2.400000e+02
 8.600000e-03,-1.000000e+01, 5.900000e+01, 2.689752e+02, 5.390000e+02
 1.300000e-03,-1.000000e+01, 1.700000e+01, 6.286524e+01, 8.000000e+00
 1.000000e-04,-1.000000e+01, 1.000000e+00, 6.447298e+00, 0.000000e+00
 1.500000e-03,-1.000000e+01, 1.200000e+01, 7.060791e+01, 1.040000e+02
 9.800000e-03,-1.000000e+01, 1.500000e+02, 2.953289e+02, 2.800000e+01
 3.000000e-04,-1.000000e+01, 6.300000e+01, 1.806427e+01, 5.000000e+00
 4.700000e-03,-1.000000e+01, 2.182000e+03, 1.723588e+02, 1.270000e+02
 3.100000e-03,-1.000000e+01, 1.120000e+02, 1.254275e+02, 1.000000e+01
 9.280000e-02,-1.000000e+01, 3.008000e+03, 1.238997e+03, 6.850000e+02
 2.000000e-04,-1.000000e+01, 1.000000e+00, 1.251457e+01, 0.000000e+00
 1.800000e-03,-1.000000e+01, 3.200000e+01, 8.175824e+01, 5.000000e+00
 2.640000e-02,-1.000000e+01, 9.300000e+01, 5.795187e+02, 4.490000e+02
 3.700000e-03,-1.000000e+01, 2.250000e+02, 1.437298e+02, 7.660000e+02
 2.800000e-03,-1.000000e+01, 2.000000e+02, 1.158937e+02, 3.790000e+02
 1.020000e-02,-1.000000e+01, 5.460000e+02, 3.038435e+02, 2.080000e+02
 1.600000e-03,-1.000000e+01, 2.000000e+01, 7.438237e+01, 6.000000e+00
 1.300000e-03,-1.000000e+01, 1.020000e+02, 6.286524e+01, 1.250000e+02
 9.000000e-04,-1.000000e+01, 6.000000e+00, 4.644316e+01, 5.800000e+01
 8.600000e-03,-1.000000e+01, 6.400000e+01, 2.689752e+02, 4.600000e+01
 1.300000e-03,-1.000000e+01, 4.500000e+01, 6.286524e+01, 9.000000e+00
 3.000000e-04,-1.000000e+01, 5.000000e+00, 1.806427e+01, 3.000000e+00
 1.300000e-02,-1.000000e+01, 6.900000e+01, 3.602317e+02, 1.140000e+02
 1.000000e-04,-1.000000e+01, 1.000000e+00, 6.447298e+00, 0.000000e+00
 1.600000e-03,-1.000000e+01, 1.310000e+02, 7.438237e+01, 1.800000e+01
 2.060000e-02,-1.000000e+01, 2.400000e+02, 4.925055e+02, 9.700000e+01
 2.000000e-03,-1.000000e+01, 2.000000e+00, 8.892556e+01, 1.300000e+01
 7.600000e-03,-1.000000e+01, 3.600000e+01, 2.459771e+02, 7.900000e+01
 2.300000e-03,-1.000000e+01, 5.190000e+02, 9.933242e+01, 4.100000e+01
 9.000000e-04,-1.000000e+01, 2.000000e+00, 4.644316e+01, 1.700000e+01
 2.000000e-04,-1.000000e+01, 1.000000e+00, 1.251457e+01, 0.000000e+00
 5.000000e-04,-1.000000e+01, 5.000000e+00, 2.824695e+01, 2.000000e+00
 1.900000e-03,-1.000000e+01, 7.000000e+00, 8.536649e+01, 2.380000e+02
 1.090000e-02,-1.000000e+01, 5.400000e+01, 3.184472e+02, 1.730000e+02
 5.610000e-02,-1.000000e+01, 1.149000e+03, 9.256747e+02, 9.900000e+02
 4.000000e-04,-1.000000e+01, 9.000000e+00, 2.327945e+01, 2.800000e+01
 7.000000e-04,-1.000000e+01, 4.200000e+01, 3.762591e+01, 1.200000e+01
 1.250000e-02,-1.000000e+01, 8.500000e+01, 3.505381e+02, 1.480000e+02
 4.080000e-02,-1.000000e+01, 1.580000e+02, 7.631493e+02, 3.490000e+02
 1.500000e-03,-1.000000e+01, 1.900000e+02, 7.060791e+01, 6.000000e+00
 3.700000e-03,-1.000000e+01, 2.700000e+01, 1.437298e+02, 5.000000e+01
 1.500000e-03,-1.000000e+01, 8.700000e+01, 7.060791e+01, 1.200000e+01
 2.000000e-04,-1.000000e+01, 1.000000e+00, 1.251457e+01, 0.000000e+00
 9.600000e-03,-1.000000e+01, 4.020000e+02, 2.910230e+02, 6.180000e+02
 1.000000e-04,-1.000000e+01, 1.000000e+00, 6.447298e+00, 0.000000e+00
 2.100000e-02,-1.000000e+01, 8.900000e+01, 4.988309e+02, 8.400000e+01
 1.000000e-04,-1.000000e+01, 1.000000e+00, 6.447298e+00, 0.000000e+00
 1.200000e-03,-1.000000e+01, 1.480000e+02, 5.888689e+01, 1.300000e+01
 5.900000e-03,-1.000000e+01, 2.900000e+01, 2.042697e+02, 4.100000e+01
 1.000000e-04,-1.000000e+01, 1.000000e+00, 6.447298e+00, 0.000000e+00
 3.000000e-04,-1.000000e+01, 2.000000e+00, 1.806427e+01, 1.000000e+00
 2.000000e-04,-1.000000e+01, 1.000000e+00, 1.251457e+01, 0.000000e+00
 4.000000e-04,-1.000000e+01, 3.000000e+00, 2.327945e+01, 3.000000e+00
 2.000000e-03,-1.000000e+01, 6.000000e+01, 8.892556e+01, 2.600000e+01
 8.650000e-02,-1.000000e+01, 3.983000e+03, 1.190670e+03, 2.092000e+03
 8.000000e-04,-1.000000e+01, 1.000000e+01, 4.209504e+01, 2.000000e+00
 7.100000e-03,-1.000000e+01, 2.360000e+02, 2.340782e+02, 7.100000e+01
 9.600000e-02,-1.000000e+01, 1.563000e+03, 1.262871e+03, 6.240000e+02
 7.000000e-04,-1.000000e+01, 1.500000e+01, 3.762591e+01, 5.000000e+00
 5.000000e-04,-1.000000e+01, 1.600000e+01, 2.824695e+01, 3.000000e+00
 3.100000e-03,-1.000000e+01, 7.700000e+01, 1.254275e+02, 9.500000e+01
 1.763000e-01,-1.000000e+01, 9.770000e+02, 1.762346e+03, 9.440000e+02
 1.500000e-03,-1.000000e+01, 5.000000e+00, 7.060791e+01, 9.000000e+00
 6.000000e-04,-1.000000e+01, 1.400000e+01, 3.301786e+01, 3.000000e+00
 6.000000e-04,-1.000000e+01, 1.900000e+01, 3.301786e+01, 2.600000e+01
 2.300000e-03,-1.000000e+01, 4.400000e+01, 9.933242e+01, 5.000000e+00
 2.140000e-02,-1.000000e+01, 4.330000e+02, 5.051037e+02, 1.894000e+03
 1.000000e-04,-1.000000e+01, 1.000000e+00, 6.447298e+00, 0.000000e+00
 2.520000e-02,-1.000000e+01, 6.540000e+02, 5.622848e+02, 8.060000e+02
 2.400000e-03,-1.000000e+01, 7.800000e+01, 1.027184e+02, 6.600000e+01
 2.100000e-03,-1.000000e+01, 4.700000e+01, 9.243805e+01, 1.200000e+01
 6.180000e-02,-1.000000e+01, 2.980000e+02, 9.802717e+02, 1.602000e+03
 3.000000e-03,-1.000000e+01, 1.088000e+03, 1.222802e+02, 1.000000e+01
 2.400000e-03,-1.000000e+01, 4.100000e+01, 1.027184e+02, 9.940000e+02
 1.600000e-03,-1.000000e+01, 1.100000e+01, 7.438237e+01, 2.800000e+01
 2.000000e-04,-1.000000e+01, 1.000000e+00, 1.251457e+01, 0.000000e+00
 1.000000e-04,-1.000000e+01, 1.000000e+00, 6.447298e+00, 0.000000e+00
 2.400000e-03,-1.000000e+01, 6.600000e+01, 1.027184e+02, 5.000000e+01
 1.000000e-04,-1.000000e+01, 1.000000e+00, 6.447298e+00, 0.000000e+00
 8.000000e-04,-1.000000e+01, 3.000000e+00, 4.209504e+01, 2.400000e+01
 1.600000e-03,-1.000000e+01, 8.000000e+00, 7.438237e+01, 2.800000e+01
 1.470000e-02,-1.000000e+01, 4.100000e+01, 3.921294e+02, 1.590000e+02
 2.500000e-02,-1.000000e+01, 7.560000e+02, 5.593764e+02, 2.690000e+02
 3.000000e-04,-1.000000e+01, 2.000000e+00, 1.806427e+01, 1.000000e+00
 4.300000e-03,-1.000000e+01, 5.600000e+01, 1.611583e+02, 2.300000e+01
 1.600000e-03,-1.000000e+01, 1.010000e+02, 7.438237e+01, 3.000000e+00
 1.500000e-03,-1.000000e+01, 6.000000e+00, 7.060791e+01, 1.000000e+02
 2.500000e-03,-1.000000e+01, 1.500000e+01, 1.060659e+02, 8.000000e+00
 9.000000e-04,-1.000000e+01, 1.000000e+00, 4.644316e+01, 2.900000e+01
 4.600000e-03,-1.000000e+01, 7.610000e+02, 1.695878e+02, 1.246000e+03
 9.000000e-04,-1.000000e+01, 3.000000e+00, 4.644316e+01, 6.000000e+00
 4.100000e-03,-1.000000e+01, 3.700000e+01, 1.554369e+02, 6.500000e+01
 1.080000e-02,-1.000000e+01, 6.100000e+01, 3.163832e+02, 1.800000e+01
 5.500000e-03,-1.000000e+01, 4.700000e+01, 1.938908e+02, 2.810000e+02
 1.300000e-03,-1.000000e+01, 3.000000e+00, 6.286524e+01, 2.200000e+01
 1.110000e-02,-1.000000e+01, 2.300000e+01, 3.225536e+02, 2.160000e+02
 2.700000e-03,-1.000000e+01, 1.100000e+01, 1.126521e+02, 4.300000e+01
 5.000000e-04,-1.000000e+01, 3.700000e+01, 2.824695e+01, 2.000000e+00
 2.000000e-04,-1.000000e+01, 1.000000e+00, 1.251457e+01, 0.000000e+00
 4.130000e-02,-1.000000e+01, 1.918000e+03, 7.689043e+02, 4.335000e+03
 2.000000e-04,-1.000000e+01, 1.000000e+00, 1.251457e+01, 0.000000e+00
 6.000000e-04,-1.000000e+01, 1.000000e+00, 3.301786e+01, 3.000000e+00
 2.110000e-02,-1.000000e+01, 2.970000e+02, 5.004040e+02, 8.920000e+02
 4.300000e-03,-1.000000e+01, 4.900000e+01, 1.611583e+02, 3.600000e+01
 1.870000e-02,-1.000000e+01, 1.640000e+02, 4.617005e+02, 5.090000e+02
 1.100000e-02,-1.000000e+01, 1.550000e+02, 3.205040e+02, 2.730000e+02
 9.600000e-03,-1.000000e+01, 8.200000e+01, 2.910230e+02, 2.800000e+01
 2.000000e-04,-1.000000e+01, 1.000000e+00, 1.251457e+01, 0.000000e+00
 9.000000e-04,-1.000000e+01, 2.284000e+03, 4.644316e+01, 1.100000e+01
 1.180000e-02,-1.000000e+01, 9.900000e+01, 3.367071e+02, 7.800000e+01
 1.300000e-03,-1.000000e+01, 8.300000e+01, 6.286524e+01, 5.000000e+00
 2.000000e-04,-1.000000e+01, 1.000000e+00, 1.251457e+01, 0.000000e+00
 1.000000e-03,-1.000000e+01, 3.000000e+00, 5.068413e+01, 9.000000e+00
 1.510000e-02,-1.000000e+01, 3.740000e+02, 3.994136e+02, 2.991000e+03
 3.900000e-03,-1.000000e+01, 3.470000e+02, 1.496290e+02, 3.500000e+01
 7.300000e-03,-1.000000e+01, 1.310000e+02, 2.388719e+02, 5.120000e+02
 2.000000e-04,-1.000000e+01, 1.000000e+00, 1.251457e+01, 0.000000e+00
 4.000000e-04,-1.000000e+01, 1.000000e+00, 2.327945e+01, 6.000000e+00
 2.000000e-04,-1.000000e+01, 1.000000e+00, 1.251457e+01, 0.000000e+00
 1.300000e-03,-1.000000e+01, 1.750000e+02, 6.286524e+01, 3.000000e+00
 1.000000e-04,-1.000000e+01, 1.000000e+00, 6.447298e+00, 0.000000e+00
 1.000000e-04,-1.000000e+01, 1.000000e+00, 6.447298e+00, 0.000000e+00
 9.740000e-02,-1.000000e+01, 1.930000e+03, 1.273182e+03, 4.790000e+02
 4.250000e-02,-1.000000e+01, 7.030000e+02, 7.825768e+02, 5.730000e+02
 4.700000e-03,-1.000000e+01, 6.410000e+02, 1.723588e+02, 2.300000e+01
 3.500000e-03,-1.000000e+01, 1.410000e+02, 1.377339e+02, 3.400000e+01
 2.000000e-04,-1.000000e+01, 1.000000e+00, 1.251457e+01, 0.000000e+00
 4.000000e-04,-1.000000e+01, 3.000000e+00, 2.327945e+01, 2.000000e+00
 4.000000e-04,-1.000000e+01, 2.100000e+01, 2.327945e+01, 7.000000e+00
 6.000000e-04,-1.000000e+01, 5.000000e+00, 3.301786e+01, 7.000000e+00
 1.040000e-02,-1.000000e+01, 1.060000e+02, 3.080537e+02, 1.700000e+01
 1.000000e-03,-1.000000e+01, 1.300000e+01, 5.068413e+01, 9.000000e+00
 8.100000e-03,-1.000000e+01, 3.900000e+01, 2.576031e+02, 3.700000e+01
 4.290000e-02,-1.000000e+01, 1.240000e+02, 7.870915e+02, 4.240000e+02
 5.000000e-04,-1.000000e+01, 5.000000e+00, 2.824695e+01, 1.000000e+00
 3.020000e-02,-1.000000e+01, 5.940000e+02, 6.318365e+02, 2.960000e+02
 1.000000e-04,-1.000000e+01, 1.000000e+00, 6.447298e+00, 0.000000e+00
 1.110000e-02,-1.000000e+01, 9.930000e+02, 3.225536e+02, 1.660000e+02
 4.000000e-04,-1.000000e+01, 2.000000e+00, 2.327945e+01, 1.300000e+01
 1.540000e-02,-1.000000e+01, 1.330000e+02, 4.048251e+02, 6.700000e+01
 4.200000e-03,-1.000000e+01, 8.750000e+02, 1.583081e+02, 7.700000e+01
 1.910000e-02,-1.000000e+01, 1.590000e+02, 4.682942e+02, 6.530000e+02
 2.000000e-04,-1.000000e+01, 1.000000e+00, 1.251457e+01, 0.000000e+00
 6.000000e-04,-1.000000e+01, 3.900000e+01, 3.301786e+01, 6.800000e+01
 2.000000e-04,-1.000000e+01, 1.000000e+00, 1.251457e+01, 0.000000e+00
 2.830000e-02,-1.000000e+01, 3.180000e+02, 6.060860e+02, 5.190000e+02
 8.000000e-04,-1.000000e+01, 4.000000e+00, 4.209504e+01, 7.000000e+00
 2.230000e-02,-1.000000e+01, 1.190000e+03, 5.190312e+02, 7.500000e+01
 2.910000e-02,-1.000000e+01, 1.370000e+02, 6.170238e+02, 2.250000e+02
 2.500000e-03,-1.000000e+01, 6.000000e+00, 1.060659e+02, 5.900000e+01
 7.800000e-03,-1.000000e+01, 5.270000e+02, 2.506591e+02, 2.000000e+01
 3.620000e-02,-1.000000e+01, 5.160000e+02, 7.084817e+02, 5.930000e+02
 1.000000e-04,-1.000000e+01, 1.000000e+00, 6.447298e+00, 0.000000e+00
 9.160000e-02,-1.000000e+01, 1.331000e+03, 1.229930e+03, 1.465000e+03
 1.070000e-02,-1.000000e+01, 6.300000e+01, 3.143120e+02, 1.320000e+02
 7.800000e-03,-1.000000e+01, 5.410000e+02, 2.506591e+02, 4.600000e+01
 2.000000e-04,-1.000000e+01, 1.000000e+00, 1.251457e+01, 0.000000e+00
 1.500000e-03,-1.000000e+01, 4.600000e+01, 7.060791e+01, 1.100000e+01
 3.000000e-04,-1.000000e+01, 9.000000e+00, 1.806427e+01, 1.000000e+00
 1.260000e-02,-1.000000e+01, 2.820000e+02, 3.524889e+02, 3.000000e+01
 2.100000e-03,-1.000000e+01, 3.200000e+01, 9.243805e+01, 5.480000e+02
 8.500000e-03,-1.000000e+01, 2.270000e+02, 2.667203e+02, 1.400000e+01
 3.000000e-04,-1.000000e+01, 1.400000e+01, 1.806427e+01, 4.000000e+00
 4.000000e-04,-1.000000e+01, 1.000000e+00, 2.327945e+01, 2.000000e+00
 9.460000e-02,-1.000000e+01, 1.392000e+03, 1.252480e+03, 2.585000e+03
 3.100000e-03,-1.000000e+01, 2.090000e+02, 1.254275e+02, 9.890000e+02
 1.000000e-04,-1.000000e+01, 1.000000e+00, 6.447298e+00, 0.000000e+00
 2.800000e-03,-1.000000e+01, 4.000000e+00, 1.158937e+02, 1.000000e+01
 4.600000e-03,-1.000000e+01, 1.760000e+02, 1.695878e+02, 1.000000e+01
 1.340000e-02,-1.000000e+01, 1.980000e+02, 3.678806e+02, 4.740000e+02
 1.000000e-04,-1.000000e+01, 1.000000e+00, 6.447298e+00, 0.000000e+00
 9.000000e-04,-1.000000e+01, 1.600000e+01, 4.644316e+01, 5.300000e+01
 9.000000e-04,-1.000000e+01, 3.000000e+01, 4.644316e+01, 2.200000e+01
 1.100000e-03,-1.000000e+01, 1.600000e+01, 5.482903e+01, 2.800000e+01
 1.800000e-03,-1.000000e+01, 9.000000e+00, 8.175824e+01, 3.400000e+01
 2.000000e-04,-1.000000e+01, 1.000000e+00, 1.251457e+01, 0.000000e+00
 1.600000e-03,-1.000000e+01, 2.200000e+01, 7.438237e+01, 1.300000e+01
 3.000000e-04,-1.000000e+01, 7.000000e+00, 1.806427e+01, 1.400000e+01
 2.000000e-03,-1.000000e+01, 1.000000e+01, 8.892556e+01, 3.300000e+01
 2.000000e-04,-1.000000e+01, 1.000000e+00, 1.251457e+01, 0.000000e+00
 2.000000e-04,-1.000000e+01, 1.000000e+00, 1.251457e+01, 0.000000e+00
 1.138000e-01,-1.000000e+01, 1.420000e+03, 1.388499e+03, 1.129000e+03
 1.830000e-02,-1.000000e+01, 2.180000e+02, 4.550462e+02, 5.210000e+02
 4.000000e-04,-1.000000e+01, 1.070000e+02, 2.327945e+01, 1.000000e+00
 4.000000e-04,-1.000000e+01, 2.000000e+01, 2.327945e+01, 8.000000e+00
 2.050000e-02,-1.000000e+01, 2.080000e+02, 4.909158e+02, 1.010000e+02
 7.300000e-03,-1.000000e+01, 3.740000e+02, 2.388719e+02, 1.210000e+02
 3.200000e-03,-1.000000e+01, 2.800000e+01, 1.285456e+02, 2.600000e+01
 3.000000e-04,-1.000000e+01, 1.000000e+00, 1.806427e+01, 6.000000e+00
 1.000000e-04,-1.000000e+01, 1.000000e+00, 6.447298e+00, 0.000000e+00
 1.100000e-03,-1.000000e+01, 1.900000e+01, 5.482903e+01, 2.300000e+01
 1.100000e-03,-1.000000e+01, 2.000000e+00, 5.482903e+01, 9.000000e+00
 1.500000e-03,-1.000000e+01, 7.100000e+01, 7.060791e+01, 1.000000e+01
 6.000000e-04,-1.000000e+01, 3.000000e+01, 3.301786e+01, 4.000000e+00
 3.960000e-02,-1.000000e+01, 4.260000e+02, 7.491933e+02, 1.474000e+03
 2.000000e-04,-1.000000e+01, 1.000000e+00, 1.251457e+01, 0.000000e+00
 2.700000e-03,-1.000000e+01, 2.600000e+01, 1.126521e+02, 2.000000e+01
 2.600000e-03,-1.000000e+01, 6.300000e+01, 1.093766e+02, 2.700000e+01
 3.000000e-04,-1.000000e+01, 1.000000e+00, 1.806427e+01, 2.000000e+00
 1.800000e-03,-1.000000e+01, 1.800000e+01, 8.175824e+01, 2.000000e+00
 5.100000e-03,-1.000000e+01, 1.390000e+02, 1.832611e+02, 4.300000e+01
 1.310000e-02,-1.000000e+01, 2.920000e+02, 3.621526e+02, 1.620000e+02
 3.000000e-04,-1.000000e+01, 3.000000e+00, 1.806427e+01, 3.000000e+01
 7.000000e-04,-1.000000e+01, 2.000000e+00, 3.762591e+01, 4.350000e+02
 4.500000e-03,-1.000000e+01, 9.970000e+02, 1.667976e+02, 1.510000e+02
 8.000000e-04,-1.000000e+01, 1.000000e+00, 4.209504e+01, 4.000000e+01
 9.000000e-04,-1.000000e+01, 4.000000e+00, 4.644316e+01, 1.310000e+02
 2.900000e-03,-1.000000e+01, 2.000000e+01, 1.191026e+02, 1.500000e+01
 6.000000e-04,-1.000000e+01, 2.000000e+00, 3.301786e+01, 1.000000e+00
 3.000000e-04,-1.000000e+01, 1.000000e+00, 1.806427e+01, 1.000000e+00
 1.900000e-03,-1.000000e+01, 5.400000e+01, 8.536649e+01, 1.800000e+01
 2.000000e-04,-1.000000e+01, 1.000000e+00, 1.251457e+01, 0.000000e+00
 4.000000e-04,-1.000000e+01, 2.100000e+01, 2.327945e+01, 3.000000e+00
 8.000000e-04,-1.000000e+01, 2.000000e+00, 4.209504e+01, 3.400000e+01
 3.000000e-04,-1.000000e+01, 5.000000e+00, 1.806427e+01, 1.000000e+00
 3.000000e-04,-1.000000e+01, 8.000000e+00, 1.806427e+01, 6.400000e+01
 1.300000e-03,-1.000000e+01, 1.500000e+01, 6.286524e+01, 1.200000e+01
 5.400000e-03,-1.000000e+01, 2.590000e+02, 1.912577e+02, 1.890000e+02
 3.170000e-02,-1.000000e+01, 7.200000e+01, 6.516322e+02, 6.370000e+02
 1.000000e-04,-1.000000e+01, 1.000000e+00, 6.447298e+00, 0.000000e+00
 1.000000e-04,-1.000000e+01, 1.000000e+00, 6.447298e+00, 0.000000e+00
 2.000000e-04,-1.000000e+01, 1.000000e+00, 1.251457e+01, 0.000000e+00
 1.200000e-03,-1.000000e+01, 9.790000e+02, 5.888689e+01, 1.600000e+01
 1.130000e-02,-1.000000e+01, 8.400000e+01, 3.266317e+02, 1.540000e+02
 1.110000e-02,-1.000000e+01, 2.460000e+02, 3.225536e+02, 3.810000e+02
 3.000000e-04,-1.000000e+01, 1.000000e+00, 1.806427e+01, 1.000000e+00
 1.100000e-02,-1.000000e+01, 5.800000e+01, 3.205040e+02, 1.320000e+02
 3.300000e-03,-1.000000e+01, 7.500000e+01, 1.316354e+02, 1.156000e+03
 4.000000e-04,-1.000000e+01, 1.000000e+00, 2.327945e+01, 2.000000e+00
 3.470000e-02,-1.000000e+01, 3.100000e+02, 6.899303e+02, 3.910000e+02
 1.500000e-03,-1.000000e+01, 6.000000e+01, 7.060791e+01, 1.000000e+01
 1.120000e-02,-1.000000e+01, 8.900000e+01, 3.245961e+02, 5.400000e+01
 4.000000e-03,-1.000000e+01, 1.420000e+02, 1.525440e+02, 1.700000e+01
 3.000000e-04,-1.000000e+01, 3.000000e+00, 1.806427e+01, 5.000000e+00
 2.100000e-03,-1.000000e+01, 5.000000e+00, 9.243805e+01, 5.200000e+01
 1.000000e-04,-1.000000e+01, 1.000000e+00, 6.447298e+00, 0.000000e+00
 5.440000e-02,-1.000000e+01, 2.170000e+02, 9.088395e+02, 2.251000e+03
 2.000000e-04,-1.000000e+01, 1.000000e+00, 1.251457e+01, 0.000000e+00
 2.690000e-02,-1.000000e+01, 4.800000e+02, 5.865933e+02, 1.808000e+03
 1.000000e-04,-1.000000e+01, 1.000000e+00, 6.447298e+00, 0.000000e+00
 1.050000e-02,-1.000000e+01, 6.800000e+01, 3.101473e+02, 8.870000e+02
 4.000000e-04,-1.000000e+01, 1.000000e+00, 2.327945e+01, 3.000000e+00
 5.600000e-03,-1.000000e+01, 1.260000e+02, 1.965083e+02, 2.160000e+02
 1.000000e-04,-1.000000e+01, 1.000000e+00, 6.447298e+00, 0.000000e+00
 3.300000e-03,-1.000000e+01, 2.100000e+01, 1.316354e+02, 6.300000e+01
 2.500000e-03,-1.000000e+01, 6.000000e+00, 1.060659e+02, 1.670000e+02
 3.000000e-04,-1.000000e+01, 1.000000e+00, 1.806427e+01, 1.000000e+00
 3.000000e-04,-1.000000e+01, 2.000000e+00, 1.806427e+01, 3.000000e+00
 4.600000e-03,-1.000000e+01, 6.500000e+01, 1.695878e+02, 1.280000e+02
 1.100000e-03,-1.000000e+01, 3.000000e+00, 5.482903e+01, 5.000000e+00
 4.000000e-04,-1.000000e+01, 1.000000e+00, 2.327945e+01, 1.000000e+00
 4.000000e-04,-1.000000e+01, 7.000000e+00, 2.327945e+01, 1.000000e+00
 3.600000e-03,-1.000000e+01, 2.800000e+01, 1.407443e+02, 1.420000e+02
 2.000000e-03,-1.000000e+01, 2.500000e+01, 8.892556e+01, 5.800000e+01
 1.200000e-03,-1.000000e+01, 1.900000e+01, 5.888689e+01, 1.000000e+01
 2.960000e-02,-1.000000e+01, 1.550000e+02, 6.237888e+02, 1.940000e+02
 4.560000e-02,-1.000000e+01, 4.650000e+02, 8.170306e+02, 1.062000e+03
 3.480000e-02,-1.000000e+01, 1.880000e+02, 6.911790e+02, 8.790000e+02
 5.000000e-04,-1.000000e+01, 7.000000e+00, 2.824695e+01, 7.000000e+00
 1.000000e-03,-1.000000e+01, 3.000000e+01, 5.068413e+01, 1.200000e+01
 9.300000e-03,-1.000000e+01, 4.700000e+01, 2.845013e+02, 6.300000e+01
 9.600000e-03,-1.000000e+01, 7.500000e+01, 2.910230e+02, 1.440000e+02
 1.600000e-03,-1.000000e+01, 1.200000e+01, 7.438237e+01, 5.000000e+00
 2.740000e-02,-1.000000e+01, 2.190000e+02, 5.936076e+02, 4.520000e+02
 1.550000e-02,-1.000000e+01, 2.720000e+02, 4.066192e+02, 2.860000e+02
 3.000000e-04,-1.000000e+01, 3.000000e+00, 1.806427e+01, 1.000000e+00
 5.000000e-04,-1.000000e+01, 8.000000e+00, 2.824695e+01, 2.000000e+00
