Xl,gamma,al,exp.al,all.age
 2.910000e-01,-1.000000e+00, 5.187000e+03, 4.965568e+03, 1.406000e+03
 2.000000e-04,-1.000000e+00, 1.000000e+00, 1.590348e+01, 0.000000e+00
 1.260000e-02,-1.000000e+00, 7.150000e+02, 5.492120e+02, 2.529000e+03
 1.726000e-01,-1.000000e+00, 5.400000e+02, 3.590467e+03, 1.344000e+03
 1.700000e-02,-1.000000e+00, 2.550000e+02, 6.931027e+02, 1.910000e+02
 5.000000e-04,-1.000000e+00, 5.000000e+00, 3.668855e+01, 2.000000e+00
 5.160000e-02,-1.000000e+00, 1.046000e+03, 1.583037e+03, 8.290000e+02
 2.100000e-03,-1.000000e+00, 5.800000e+01, 1.273625e+02, 3.000000e+01
 1.000000e-03,-1.000000e+00, 5.000000e+00, 6.747914e+01, 6.300000e+01
 9.810000e-02,-1.000000e+00, 1.661000e+03, 2.475746e+03, 2.536000e+03
 5.000000e-04,-1.000000e+00, 1.100000e+01, 3.668855e+01, 1.000000e+00
 1.000000e-03,-1.000000e+00, 4.000000e+00, 6.747914e+01, 1.000000e+00
 7.400000e-03,-1.000000e+00, 3.700000e+01, 3.599961e+02, 7.510000e+02
 1.946000e-01,-1.000000e+00, 6.270000e+02, 3.874622e+03, 8.880000e+02
 3.700000e-03,-1.000000e+00, 1.700000e+01, 2.045170e+02, 1.200000e+02
 2.300000e-03,-1.000000e+00, 9.000000e+00, 1.375206e+02, 1.800000e+01
 2.300000e-03,-1.000000e+00, 4.400000e+02, 1.375206e+02, 5.500000e+01
 8.000000e-04,-1.000000e+00, 5.000000e+00, 5.555808e+01, 2.000000e+00
 2.200000e-03,-1.000000e+00, 1.700000e+01, 1.324638e+02, 9.000000e+00
 5.550000e-02,-1.000000e+00, 4.884000e+03, 1.667435e+03, 6.221000e+03
 6.000000e-04,-1.000000e+00, 2.900000e+01, 4.313654e+01, 3.000000e+01
 3.600000e-03,-1.000000e+00, 2.200000e+01, 1.999308e+02, 5.200000e+01
 1.820000e-02,-1.000000e+00, 5.630000e+02, 7.304262e+02, 6.800000e+01
 5.000000e-02,-1.000000e+00, 3.305000e+03, 1.547742e+03, 8.900000e+02
 1.691000e-01,-1.000000e+00, 1.229000e+03, 3.543719e+03, 1.399000e+03
 8.000000e-04,-1.000000e+00, 1.680000e+02, 5.555808e+01, 2.000000e+00
 1.282000e-01,-1.000000e+00, 1.412300e+04, 2.960173e+03, 1.165000e+03
 2.000000e-04,-1.000000e+00, 1.000000e+00, 1.590348e+01, 0.000000e+00
 4.560000e-02,-1.000000e+00, 2.643000e+03, 1.448517e+03, 1.040000e+03
 1.180000e-02,-1.000000e+00, 2.500000e+01, 5.216635e+02, 1.360000e+02
 1.700000e-03,-1.000000e+00, 6.200000e+01, 1.064660e+02, 7.000000e+00
 7.644000e-01,-1.000000e+00, 8.349000e+03, 8.581035e+03, 4.172000e+03
 7.100000e-03,-1.000000e+00, 7.720000e+02, 3.482081e+02, 4.300000e+02
 8.100000e-03,-1.000000e+00, 3.690000e+02, 3.870625e+02, 1.740000e+02
 6.000000e-04,-1.000000e+00, 8.000000e+00, 4.313654e+01, 8.000000e+00
 8.000000e-04,-1.000000e+00, 2.500000e+01, 5.555808e+01, 4.600000e+01
 6.000000e-04,-1.000000e+00, 3.000000e+00, 4.313654e+01, 1.500000e+01
 4.650000e-02,-1.000000e+00, 4.770000e+02, 1.469082e+03, 7.390000e+02
 2.300000e-03,-1.000000e+00, 5.000000e+00, 1.375206e+02, 2.600000e+01
 2.000000e-04,-1.000000e+00, 1.000000e+00, 1.590348e+01, 0.000000e+00
 1.058000e-01,-1.000000e+00, 5.670000e+02, 2.605102e+03, 3.432000e+03
 1.091000e-01,-1.000000e+00, 7.844000e+03, 2.659316e+03, 3.500000e+03
 1.130000e-02,-1.000000e+00, 1.480000e+02, 5.041937e+02, 5.460000e+02
 3.000000e-04,-1.000000e+00, 1.000000e+00, 2.314119e+01, 1.000000e+00
 2.033000e-01,-1.000000e+00, 1.234600e+04, 3.982728e+03, 8.860000e+02
 1.229000e-01,-1.000000e+00, 4.060000e+02, 2.878769e+03, 3.966000e+03
 2.000000e-04,-1.000000e+00, 1.000000e+00, 1.590348e+01, 0.000000e+00
 3.210000e-01,-1.000000e+00, 6.617000e+03, 5.265962e+03, 8.459000e+03
 6.170000e-02,-1.000000e+00, 4.555000e+03, 1.797217e+03, 3.310000e+03
 1.000000e-04,-1.000000e+00, 1.000000e+00, 8.144047e+00, 0.000000e+00
 1.978000e-01,-1.000000e+00, 6.620000e+03, 3.914651e+03, 1.107000e+03
 4.000000e-04,-1.000000e+00, 2.000000e+00, 3.004052e+01, 6.000000e+00
 2.000000e-04,-1.000000e+00, 1.000000e+00, 1.590348e+01, 0.000000e+00
 1.499000e-01,-1.000000e+00, 1.603000e+03, 3.278863e+03, 2.613000e+03
 4.980000e-02,-1.000000e+00, 7.980000e+02, 1.543302e+03, 1.534000e+03
 5.258000e-01,-1.000000e+00, 2.331000e+03, 7.000340e+03, 2.891000e+03
 2.820000e-02,-1.000000e+00, 1.800000e+02, 1.017668e+03, 1.270000e+02
 4.000000e-04,-1.000000e+00, 1.000000e+00, 3.004052e+01, 2.000000e+00
 2.123000e-01,-1.000000e+00, 1.557000e+03, 4.092232e+03, 2.692000e+03
 3.900000e-03,-1.000000e+00, 6.200000e+01, 2.136116e+02, 5.800000e+01
 4.800000e-03,-1.000000e+00, 6.400000e+01, 2.533788e+02, 2.900000e+01
 1.000000e-04,-1.000000e+00, 1.000000e+00, 8.144047e+00, 0.000000e+00
 1.500000e-03,-1.000000e+00, 9.000000e+00, 9.568280e+01, 2.700000e+01
 4.300000e-03,-1.000000e+00, 3.000000e+01, 2.315085e+02, 1.968000e+03
 5.560000e-02,-1.000000e+00, 1.620000e+02, 1.669570e+03, 1.520000e+02
 6.370000e-01,-1.000000e+00, 2.758000e+03, 7.781166e+03, 2.327000e+03
 8.300000e-03,-1.000000e+00, 1.561000e+03, 3.946889e+02, 1.011000e+03
 4.800000e-03,-1.000000e+00, 4.600000e+01, 2.533788e+02, 2.400000e+01
 7.800000e-03,-1.000000e+00, 2.692000e+03, 3.755354e+02, 6.054000e+03
 3.000000e-04,-1.000000e+00, 1.000000e+00, 2.314119e+01, 1.000000e+00
 8.500000e-03,-1.000000e+00, 1.060000e+02, 4.022700e+02, 1.540000e+02
 8.000000e-04,-1.000000e+00, 1.000000e+00, 5.555808e+01, 1.000000e+01
 2.000000e-04,-1.000000e+00, 1.000000e+00, 1.590348e+01, 0.000000e+00
 1.520000e-02,-1.000000e+00, 3.230000e+02, 6.356677e+02, 7.590000e+02
 3.080000e-02,-1.000000e+00, 8.470000e+02, 1.086748e+03, 2.020000e+02
 5.100000e-03,-1.000000e+00, 4.410000e+02, 2.662573e+02, 8.610000e+02
 3.000000e-04,-1.000000e+00, 3.000000e+00, 2.314119e+01, 1.000000e+00
 2.000000e-04,-1.000000e+00, 1.000000e+00, 1.590348e+01, 0.000000e+00
 5.950000e-02,-1.000000e+00, 2.180000e+02, 1.751750e+03, 7.600000e+02
 2.000000e-04,-1.000000e+00, 1.000000e+00, 1.590348e+01, 0.000000e+00
 5.200000e-03,-1.000000e+00, 6.300000e+01, 2.705120e+02, 8.000000e+00
 3.000000e-04,-1.000000e+00, 5.600000e+01, 2.314119e+01, 3.000000e+00
 1.670000e-02,-1.000000e+00, 9.200000e+01, 6.836549e+02, 4.700000e+02
 1.000000e-04,-1.000000e+00, 1.000000e+00, 8.144047e+00, 0.000000e+00
 9.800000e-03,-1.000000e+00, 2.800000e+01, 4.505156e+02, 2.600000e+01
 5.990000e-02,-1.000000e+00, 4.817000e+03, 1.760063e+03, 1.131000e+03
 2.590000e-02,-1.000000e+00, 6.050000e+02, 9.548433e+02, 3.100000e+02
 5.700000e-03,-1.000000e+00, 1.030000e+02, 2.915165e+02, 1.900000e+01
 2.000000e-04,-1.000000e+00, 1.000000e+00, 1.590348e+01, 0.000000e+00
 6.000000e-04,-1.000000e+00, 1.000000e+00, 4.313654e+01, 1.100000e+01
 2.530000e-01,-1.000000e+00, 4.382000e+03, 4.561077e+03, 9.690000e+02
 6.700000e-03,-1.000000e+00, 5.400000e+01, 3.323033e+02, 1.354000e+03
 7.940000e-02,-1.000000e+00, 1.020000e+03, 2.142739e+03, 3.450000e+02
 6.000000e-04,-1.000000e+00, 1.500000e+01, 4.313654e+01, 1.600000e+01
 5.300000e-03,-1.000000e+00, 4.600000e+01, 2.747483e+02, 1.900000e+01
 2.470000e-02,-1.000000e+00, 9.640000e+02, 9.213717e+02, 5.320000e+02
 4.420000e-02,-1.000000e+00, 1.636000e+03, 1.416240e+03, 2.056000e+03
 1.600000e-03,-1.000000e+00, 6.000000e+00, 1.011052e+02, 9.600000e+01
 1.090000e-02,-1.000000e+00, 8.400000e+01, 4.900711e+02, 9.190000e+02
 5.600000e-03,-1.000000e+00, 2.060000e+02, 2.873503e+02, 5.810000e+02
 1.600000e-03,-1.000000e+00, 1.500000e+01, 1.011052e+02, 1.100000e+01
 2.000000e-04,-1.000000e+00, 1.000000e+00, 1.590348e+01, 0.000000e+00
 1.000000e-04,-1.000000e+00, 1.000000e+00, 8.144047e+00, 0.000000e+00
 5.430000e-02,-1.000000e+00, 1.606000e+03, 1.641705e+03, 2.671000e+03
 3.300000e-03,-1.000000e+00, 8.700000e+01, 1.860079e+02, 6.840000e+02
 6.149000e-01,-1.000000e+00, 6.562000e+03, 7.632805e+03, 6.265000e+03
 6.000000e-04,-1.000000e+00, 5.500000e+01, 4.313654e+01, 1.000000e+00
 2.000000e-04,-1.000000e+00, 1.000000e+00, 1.590348e+01, 0.000000e+00
 2.279000e-01,-1.000000e+00, 1.004600e+04, 4.276797e+03, 9.620000e+02
 1.601000e-01,-1.000000e+00, 6.552000e+03, 3.421396e+03, 3.580000e+03
 2.463000e-01,-1.000000e+00, 2.404000e+03, 4.486629e+03, 1.501000e+03
 2.300000e-03,-1.000000e+00, 9.000000e+00, 1.375206e+02, 1.260000e+02
 9.520000e-02,-1.000000e+00, 4.838000e+03, 2.425932e+03, 2.318000e+03
 2.547000e-01,-1.000000e+00, 8.445000e+03, 4.579808e+03, 6.510000e+03
 6.000000e-04,-1.000000e+00, 1.000000e+00, 4.313654e+01, 6.000000e+00
 1.810000e-02,-1.000000e+00, 9.290000e+02, 7.273437e+02, 5.380000e+02
 2.000000e-04,-1.000000e+00, 1.000000e+00, 1.590348e+01, 0.000000e+00
 7.600000e-03,-1.000000e+00, 7.610000e+02, 3.677906e+02, 1.310000e+02
 2.000000e-04,-1.000000e+00, 1.000000e+00, 1.590348e+01, 0.000000e+00
 8.530000e-02,-1.000000e+00, 4.070000e+02, 2.250955e+03, 8.270000e+02
 4.100000e-03,-1.000000e+00, 1.620000e+02, 2.226071e+02, 9.900000e+01
 1.600000e-03,-1.000000e+00, 6.000000e+00, 1.011052e+02, 1.000000e+01
 8.000000e-04,-1.000000e+00, 1.000000e+00, 5.555808e+01, 4.000000e+00
 2.000000e-04,-1.000000e+00, 1.000000e+00, 1.590348e+01, 0.000000e+00
 2.000000e-04,-1.000000e+00, 1.000000e+00, 1.590348e+01, 0.000000e+00
 3.000000e-04,-1.000000e+00, 4.000000e+00, 2.314119e+01, 5.000000e+00
 9.100000e-03,-1.000000e+00, 9.300000e+01, 4.247524e+02, 1.000000e+02
 5.130000e-02,-1.000000e+00, 3.510000e+02, 1.576450e+03, 4.430000e+02
 1.000000e-04,-1.000000e+00, 1.000000e+00, 8.144047e+00, 0.000000e+00
 8.250000e-02,-1.000000e+00, 2.429000e+03, 2.199987e+03, 1.248000e+03
 2.120000e-02,-1.000000e+00, 3.180000e+02, 8.207350e+02, 9.100000e+02
 3.300000e-02,-1.000000e+00, 2.970000e+02, 1.143731e+03, 2.240000e+02
 1.730000e-02,-1.000000e+00, 4.180000e+02, 7.025029e+02, 6.570000e+02
 8.420000e-02,-1.000000e+00, 8.670000e+02, 2.231014e+03, 2.408000e+03
 2.500000e-03,-1.000000e+00, 8.900000e+01, 1.475085e+02, 3.300000e+01
 9.210000e-02,-1.000000e+00, 4.750000e+02, 2.371982e+03, 3.149000e+03
 5.600000e-03,-1.000000e+00, 1.114000e+03, 2.873503e+02, 4.100000e+02
 3.000000e-04,-1.000000e+00, 4.000000e+00, 2.314119e+01, 1.800000e+01
 4.000000e-04,-1.000000e+00, 1.000000e+00, 3.004052e+01, 2.000000e+00
 3.874000e-01,-1.000000e+00, 2.927000e+03, 5.881762e+03, 2.530000e+03
 6.150000e-02,-1.000000e+00, 1.509000e+03, 1.793109e+03, 2.550000e+03
 2.400000e-03,-1.000000e+00, 1.660000e+02, 1.425349e+02, 1.200000e+01
 3.000000e-04,-1.000000e+00, 2.000000e+00, 2.314119e+01, 1.300000e+01
 2.200000e-03,-1.000000e+00, 2.800000e+01, 1.324638e+02, 2.500000e+01
 7.200000e-02,-1.000000e+00, 3.620000e+02, 2.002363e+03, 1.079000e+03
 1.900000e-03,-1.000000e+00, 1.700000e+01, 1.170177e+02, 5.000000e+00
 6.900000e-02,-1.000000e+00, 8.410000e+02, 1.943853e+03, 8.810000e+02
 8.630000e-02,-1.000000e+00, 3.600000e+02, 2.268994e+03, 6.770000e+02
 6.030000e-02,-1.000000e+00, 6.120000e+02, 1.768355e+03, 2.290000e+02
 3.100000e-03,-1.000000e+00, 2.500000e+01, 1.765804e+02, 8.000000e+00
 4.950000e-02,-1.000000e+00, 3.100000e+02, 1.536629e+03, 6.760000e+02
 3.000000e-04,-1.000000e+00, 5.000000e+00, 2.314119e+01, 1.000000e+00
 8.930000e-02,-1.000000e+00, 5.910000e+02, 2.322605e+03, 8.190000e+02
 1.863000e-01,-1.000000e+00, 1.531000e+03, 3.769304e+03, 1.335000e+03
 5.333000e-01,-1.000000e+00, 6.283000e+03, 7.055881e+03, 3.249000e+03
 9.300000e-03,-1.000000e+00, 4.800000e+01, 4.321630e+02, 4.000000e+02
 1.180000e-02,-1.000000e+00, 1.020000e+02, 5.216635e+02, 4.140000e+02
 3.700000e-03,-1.000000e+00, 4.340000e+02, 2.045170e+02, 7.600000e+01
 3.900000e-03,-1.000000e+00, 4.200000e+01, 2.136116e+02, 1.108000e+03
 8.000000e-04,-1.000000e+00, 2.400000e+01, 5.555808e+01, 1.500000e+01
 3.752000e-01,-1.000000e+00, 1.414000e+03, 5.773149e+03, 3.407000e+03
 4.800000e-02,-1.000000e+00, 2.890000e+02, 1.503045e+03, 5.060000e+02
 8.920000e-02,-1.000000e+00, 2.610000e+02, 2.320830e+03, 4.226000e+03
 5.000000e-04,-1.000000e+00, 2.000000e+00, 3.668855e+01, 1.800000e+01
 1.390000e-02,-1.000000e+00, 1.583000e+03, 5.929957e+02, 6.700000e+01
 2.982000e-01,-1.000000e+00, 7.999000e+03, 5.039083e+03, 2.115000e+03
 3.600000e-03,-1.000000e+00, 1.300000e+01, 1.999308e+02, 5.790000e+02
 4.000000e-04,-1.000000e+00, 1.300000e+01, 3.004052e+01, 1.300000e+01
 5.000000e-04,-1.000000e+00, 1.600000e+01, 3.668855e+01, 1.700000e+01
 4.190000e-02,-1.000000e+00, 9.840000e+02, 1.362420e+03, 1.558000e+03
 4.000000e-04,-1.000000e+00, 6.000000e+00, 3.004052e+01, 2.000000e+00
 1.700000e-03,-1.000000e+00, 8.000000e+01, 1.064660e+02, 4.400000e+01
 6.370000e-02,-1.000000e+00, 3.280000e+02, 1.838021e+03, 2.510000e+02
 2.000000e-04,-1.000000e+00, 1.000000e+00, 1.590348e+01, 0.000000e+00
 6.900000e-03,-1.000000e+00, 2.170000e+02, 3.402832e+02, 5.100000e+01
 1.247000e-01,-1.000000e+00, 2.202000e+03, 2.906586e+03, 4.224000e+03
 6.300000e-03,-1.000000e+00, 3.200000e+01, 3.161719e+02, 2.100000e+01
 3.900000e-03,-1.000000e+00, 3.000000e+01, 2.136116e+02, 1.100000e+02
 7.000000e-04,-1.000000e+00, 3.000000e+00, 4.941836e+01, 6.500000e+01
 1.130000e-02,-1.000000e+00, 1.160000e+02, 5.041937e+02, 1.260000e+02
 9.400000e-02,-1.000000e+00, 2.473000e+03, 2.405135e+03, 1.651000e+03
 2.000000e-04,-1.000000e+00, 1.000000e+00, 1.590348e+01, 0.000000e+00
 9.000000e-04,-1.000000e+00, 5.000000e+00, 6.157368e+01, 1.000000e+00
 4.800000e-02,-1.000000e+00, 2.940000e+02, 1.503045e+03, 2.950000e+02
 1.810000e-02,-1.000000e+00, 4.000000e+02, 7.273437e+02, 2.370000e+02
 2.700000e-03,-1.000000e+00, 1.800000e+02, 1.573402e+02, 9.000000e+00
 7.796000e-01,-1.000000e+00, 8.092000e+03, 8.670821e+03, 9.178000e+03
 2.800000e-03,-1.000000e+00, 2.700000e+01, 1.622012e+02, 6.000000e+00
 1.000000e-04,-1.000000e+00, 1.000000e+00, 8.144047e+00, 0.000000e+00
 7.000000e-04,-1.000000e+00, 8.000000e+00, 4.941836e+01, 4.000000e+00
 3.000000e-04,-1.000000e+00, 5.200000e+01, 2.314119e+01, 7.000000e+00
 5.000000e-04,-1.000000e+00, 2.000000e+00, 3.668855e+01, 5.000000e+00
 1.300000e-03,-1.000000e+00, 3.000000e+00, 8.463643e+01, 5.000000e+01
 5.991000e-01,-1.000000e+00, 7.291000e+03, 7.524781e+03, 5.604000e+03
 2.064000e-01,-1.000000e+00, 3.019000e+03, 4.020707e+03, 1.717000e+03
 4.050000e-02,-1.000000e+00, 5.969000e+03, 1.329157e+03, 5.780000e+02
 2.000000e-04,-1.000000e+00, 1.000000e+00, 1.590348e+01, 0.000000e+00
 3.090000e-02,-1.000000e+00, 2.780000e+02, 1.089367e+03, 6.200000e+01
 3.400000e-03,-1.000000e+00, 8.400000e+01, 1.906771e+02, 1.500000e+01
 1.600000e-03,-1.000000e+00, 6.000000e+00, 1.011052e+02, 3.700000e+01
 8.660000e-02,-1.000000e+00, 1.907000e+03, 2.274389e+03, 1.262000e+03
 5.000000e-04,-1.000000e+00, 8.000000e+00, 3.668855e+01, 4.000000e+00
 7.000000e-04,-1.000000e+00, 3.000000e+00, 4.941836e+01, 3.000000e+00
 2.000000e-04,-1.000000e+00, 1.000000e+00, 1.590348e+01, 0.000000e+00
 2.260000e-02,-1.000000e+00, 6.200000e+01, 8.615558e+02, 1.303000e+03
 5.300000e-03,-1.000000e+00, 1.330000e+02, 2.747483e+02, 3.400000e+01
 5.000000e-04,-1.000000e+00, 4.000000e+00, 3.668855e+01, 8.900000e+01
 6.700000e-03,-1.000000e+00, 2.800000e+01, 3.323033e+02, 7.100000e+01
 8.100000e-03,-1.000000e+00, 8.900000e+01, 3.870625e+02, 1.070000e+02
 9.000000e-04,-1.000000e+00, 5.000000e+00, 6.157368e+01, 2.500000e+01
 4.000000e-04,-1.000000e+00, 2.000000e+00, 3.004052e+01, 6.000000e+00
 3.800000e-03,-1.000000e+00, 1.390000e+02, 2.090770e+02, 1.040000e+02
 4.000000e-04,-1.000000e+00, 4.000000e+00, 3.004052e+01, 3.000000e+00
 8.000000e-04,-1.000000e+00, 2.000000e+00, 5.555808e+01, 1.700000e+01
 6.610000e-01,-1.000000e+00, 3.402000e+03, 7.938832e+03, 1.008100e+04
 1.600000e-03,-1.000000e+00, 5.500000e+01, 1.011052e+02, 3.700000e+01
 1.000000e-04,-1.000000e+00, 1.000000e+00, 8.144047e+00, 0.000000e+00
 5.006000e-01,-1.000000e+00, 1.984200e+04, 6.810305e+03, 4.428000e+03
 3.000000e-04,-1.000000e+00, 1.800000e+01, 2.314119e+01, 1.000000e+00
 1.100000e-03,-1.000000e+00, 3.400000e+01, 7.328560e+01, 8.000000e+00
 2.797000e-01,-1.000000e+00, 1.622000e+03, 4.848268e+03, 2.416000e+03
 2.000000e-04,-1.000000e+00, 1.000000e+00, 1.590348e+01, 0.000000e+00
 3.000000e-04,-1.000000e+00, 1.440000e+02, 2.314119e+01, 1.000000e+00
 7.500000e-03,-1.000000e+00, 1.030000e+02, 3.638996e+02, 5.700000e+01
 1.290000e-02,-1.000000e+00, 1.960000e+02, 5.594206e+02, 8.700000e+01
 7.370000e-02,-1.000000e+00, 6.520000e+02, 2.035096e+03, 4.310000e+02
 1.000000e-03,-1.000000e+00, 4.800000e+01, 6.747914e+01, 1.070000e+02
 1.000000e-04,-1.000000e+00, 1.000000e+00, 8.144047e+00, 0.000000e+00
 4.120000e-02,-1.000000e+00, 3.210000e+02, 1.345838e+03, 5.140000e+02
 7.000000e-04,-1.000000e+00, 4.000000e+00, 4.941836e+01, 6.000000e+00
 8.000000e-04,-1.000000e+00, 1.200000e+01, 5.555808e+01, 3.000000e+01
 2.400000e-03,-1.000000e+00, 9.250000e+02, 1.425349e+02, 5.300000e+01
 4.500000e-03,-1.000000e+00, 8.250000e+02, 2.403203e+02, 1.200000e+01
 5.000000e-04,-1.000000e+00, 1.000000e+00, 3.668855e+01, 2.000000e+00
 2.000000e-04,-1.000000e+00, 1.000000e+00, 1.590348e+01, 0.000000e+00
 9.400000e-03,-1.000000e+00, 5.200000e+01, 4.358532e+02, 4.500000e+01
 3.000000e-04,-1.000000e+00, 4.000000e+00, 2.314119e+01, 1.100000e+01
 1.460000e-02,-1.000000e+00, 9.980000e+02, 6.161042e+02, 8.390000e+02
 2.000000e-04,-1.000000e+00, 1.000000e+00, 1.590348e+01, 0.000000e+00
 2.317000e-01,-1.000000e+00, 2.138000e+03, 4.320803e+03, 3.190000e+03
 3.750000e-02,-1.000000e+00, 2.400000e+02, 1.256512e+03, 2.420000e+02
 8.000000e-04,-1.000000e+00, 2.600000e+01, 5.555808e+01, 2.000000e+01
 4.300000e-03,-1.000000e+00, 1.200000e+02, 2.315085e+02, 1.760000e+02
 1.000000e-04,-1.000000e+00, 1.000000e+00, 8.144047e+00, 0.000000e+00
 1.030000e-01,-1.000000e+00, 1.215000e+03, 2.558537e+03, 1.577000e+03
 8.000000e-04,-1.000000e+00, 2.000000e+00, 5.555808e+01, 4.000000e+00
 2.780000e-02,-1.000000e+00, 4.424000e+03, 1.006862e+03, 2.730000e+02
 8.900000e-03,-1.000000e+00, 5.600000e+01, 4.173007e+02, 1.488000e+03
 4.600000e-03,-1.000000e+00, 2.100000e+01, 2.446939e+02, 5.800000e+01
 4.000000e-04,-1.000000e+00, 3.000000e+00, 3.004052e+01, 2.000000e+00
 1.709000e-01,-1.000000e+00, 1.092000e+03, 3.567817e+03, 7.030000e+02
 2.000000e-04,-1.000000e+00, 1.000000e+00, 1.590348e+01, 0.000000e+00
 2.895000e-01,-1.000000e+00, 1.581000e+03, 4.950134e+03, 4.512000e+03
 8.440000e-02,-1.000000e+00, 4.120000e+02, 2.234647e+03, 5.020000e+02
 8.882000e-01,-1.000000e+00, 4.477000e+03, 9.282293e+03, 5.515000e+03
 3.367000e-01,-1.000000e+00, 4.879000e+03, 5.417293e+03, 2.676000e+03
 5.310000e-02,-1.000000e+00, 1.860000e+02, 1.615765e+03, 2.857000e+03
 1.191000e-01,-1.000000e+00, 1.532000e+03, 2.819454e+03, 3.550000e+02
 9.900000e-03,-1.000000e+00, 1.700000e+02, 4.541572e+02, 5.000000e+01
 6.200000e-03,-1.000000e+00, 3.400000e+01, 3.121019e+02, 1.380000e+02
 8.850000e-02,-1.000000e+00, 6.860000e+02, 2.308382e+03, 1.467000e+03
 4.150000e-02,-1.000000e+00, 6.240000e+02, 1.352956e+03, 6.550000e+02
 2.800000e-03,-1.000000e+00, 5.500000e+01, 1.622012e+02, 1.900000e+01
 1.040000e-02,-1.000000e+00, 1.470000e+02, 4.722258e+02, 3.420000e+02
 2.000000e-04,-1.000000e+00, 1.000000e+00, 1.590348e+01, 0.000000e+00
 1.000000e-04,-1.000000e+00, 1.000000e+00, 8.144047e+00, 0.000000e+00
 6.200000e-03,-1.000000e+00, 2.900000e+01, 3.121019e+02, 1.000000e+02
 1.000000e-04,-1.000000e+00, 1.000000e+00, 8.144047e+00, 0.000000e+00
 3.800000e-03,-1.000000e+00, 2.180000e+02, 2.090770e+02, 2.700000e+01
 3.261000e-01,-1.000000e+00, 7.550000e+02, 5.315542e+03, 4.047000e+03
 1.720000e-02,-1.000000e+00, 3.690000e+02, 6.993747e+02, 3.370000e+02
 4.116000e-01,-1.000000e+00, 4.560000e+03, 6.091808e+03, 5.055000e+03
 1.280000e-02,-1.000000e+00, 1.083000e+03, 5.560249e+02, 9.200000e+01
 6.000000e-03,-1.000000e+00, 1.020000e+02, 3.039156e+02, 7.200000e+01
 4.161000e-01,-1.000000e+00, 5.444000e+03, 6.130110e+03, 7.110000e+02
 4.000000e-04,-1.000000e+00, 2.000000e+00, 3.004052e+01, 6.000000e+00
 8.000000e-04,-1.000000e+00, 2.000000e+00, 5.555808e+01, 1.200000e+01
 3.810000e-02,-1.000000e+00, 1.340000e+02, 1.271196e+03, 2.390000e+02
 7.000000e-04,-1.000000e+00, 2.000000e+00, 4.941836e+01, 2.200000e+01
 2.751000e-01,-1.000000e+00, 2.372100e+04, 4.799820e+03, 2.816000e+03
 1.500000e-03,-1.000000e+00, 1.500000e+01, 9.568280e+01, 3.500000e+01
 1.000000e-03,-1.000000e+00, 7.000000e+00, 6.747914e+01, 2.000000e+00
 3.900000e-03,-1.000000e+00, 4.000000e+00, 2.136116e+02, 2.200000e+01
 3.200000e-03,-1.000000e+00, 9.480000e+02, 1.813093e+02, 6.100000e+01
 1.000000e-03,-1.000000e+00, 4.800000e+01, 6.747914e+01, 5.000000e+00
 1.020000e-02,-1.000000e+00, 7.160000e+02, 4.650258e+02, 2.840000e+02
 1.107000e-01,-1.000000e+00, 9.480000e+02, 2.685349e+03, 2.760000e+02
 3.320000e-02,-1.000000e+00, 2.633000e+03, 1.148848e+03, 1.560000e+02
 1.000000e-03,-1.000000e+00, 1.000000e+01, 6.747914e+01, 2.000000e+00
 2.068000e-01,-1.000000e+00, 6.680000e+02, 4.025587e+03, 1.450000e+03
 3.000000e-03,-1.000000e+00, 4.500000e+01, 1.718201e+02, 1.190000e+02
 1.332000e-01,-1.000000e+00, 8.989000e+03, 3.035619e+03, 6.220000e+02
 2.000000e-03,-1.000000e+00, 7.000000e+00, 1.222146e+02, 2.810000e+02
 2.030000e-02,-1.000000e+00, 1.320000e+02, 7.940650e+02, 4.360000e+02
 6.400000e-03,-1.000000e+00, 3.760000e+02, 3.202268e+02, 9.200000e+01
 6.700000e-03,-1.000000e+00, 5.270000e+02, 3.323033e+02, 5.900000e+01
 4.990000e-02,-1.000000e+00, 7.240000e+02, 1.545523e+03, 4.142000e+03
 1.574000e-01,-1.000000e+00, 3.277000e+03, 3.384083e+03, 4.572000e+03
 2.000000e-03,-1.000000e+00, 1.500000e+01, 1.222146e+02, 3.000000e+01
 4.690000e-02,-1.000000e+00, 3.820000e+02, 1.478177e+03, 1.700000e+02
 1.740000e-02,-1.000000e+00, 6.130000e+02, 7.056258e+02, 8.300000e+01
 1.500000e-03,-1.000000e+00, 5.800000e+01, 9.568280e+01, 5.000000e+00
 4.000000e-04,-1.000000e+00, 1.000000e+00, 3.004052e+01, 1.550000e+02
 3.330000e-02,-1.000000e+00, 1.344000e+03, 1.151403e+03, 2.530000e+02
 2.000000e-04,-1.000000e+00, 1.000000e+00, 1.590348e+01, 0.000000e+00
 5.000000e-04,-1.000000e+00, 2.000000e+00, 3.668855e+01, 7.000000e+00
 1.200000e-03,-1.000000e+00, 2.760000e+02, 7.900217e+01, 3.300000e+01
 5.086000e-01,-1.000000e+00, 3.367000e+03, 6.871217e+03, 8.916000e+03
 3.000000e-04,-1.000000e+00, 4.000000e+00, 2.314119e+01, 1.600000e+01
 2.000000e-04,-1.000000e+00, 1.000000e+00, 1.590348e+01, 0.000000e+00
